,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime
TRACK,1.10.38-2, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-2,-16.40750893,-71.51304156,8184324.021,231604.6388,False, , ,0, , , , , , 
TRACK,1.10.38-2,-16.40733482,-71.51260077,8184343.88,231651.5016,False, , ,0, , , , , , 
TRACK,1.10.38-2,-16.40722289,-71.51227639,8184356.702,231686.0117,False, , ,0, , , , , , 
TRACK,1.10.38-2,-16.40715368,-71.51218722,8184364.482,231695.4453,False, , ,0, , , , , , 
TRACK,1.10.38-2,-16.40700153,-71.51224786,8184381.246,231688.7564,False, , ,0, , , , , , 
TRACK,1.10.38-2,-16.407211,-71.51314088,8184356.874,231593.6159,False, , ,0, , , , , , 
TRACK,1.10.38-1, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-1,-16.40771752,-71.51377922,8184299.951,231526.0989,False, , ,0, , , , , , 
TRACK,1.10.38-1,-16.40754925,-71.51326794,8184319.258,231580.5028,False, , ,0, , , , , , 
TRACK,1.10.38-1,-16.4074963,-71.51308198,8184325.366,231600.3016,False, , ,0, , , , , , 
TRACK,1.10.38-1,-16.40720399,-71.51317085,8184357.609,231590.4043,False, , ,0, , , , , , 
TRACK,1.10.38-1,-16.40756021,-71.5144361,8184316.496,231455.6893,False, , ,0, , , , , , 
TRACK,1.10.38-1,-16.40795017,-71.51428236,8184273.528,231472.6539,False, , ,0, , , , , , 
TRACK,1.10.38-3, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-3,-16.41048945,-71.51320447,8183993.836,231591.3219,False, , ,0, , , , , , 
TRACK,1.10.38-3,-16.40955178,-71.51114068,8184100.378,231810.5668,False, , ,0, , , , , , 
TRACK,1.10.38-3,-16.40719661,-71.51217888,8184359.74,231696.3949,False, , ,0, , , , , , 
TRACK,1.10.38-3,-16.4079813,-71.5142706,8184270.097,231473.9531,False, , ,0, , , , , , 
TRACK,1.10.38-4, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-4,-16.41066642,-71.5130887,8183974.397,231603.9353,False, , ,0, , , , , , 
TRACK,1.10.38-4,-16.41048478,-71.51133848,8183996.824,231790.7101,False, , ,0, , , , , , 
TRACK,1.10.38-4,-16.40985,-71.51160809,8184066.743,231761.0295,False, , ,0, , , , , , 
TRACK,1.10.38-4,-16.41055325,-71.51314956,8183986.845,231597.2763,False, , ,0, , , , , , 
TRACK,1.10.38-5, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-5,-16.41049096,-71.51125357,8183996.253,231799.7914,False, , ,0, , , , , , 
TRACK,1.10.38-5,-16.41043153,-71.51077078,8184003.472,231851.2995,False, , ,0, , , , , , 
TRACK,1.10.38-5,-16.4096538,-71.51108981,8184089.15,231816.1426,False, , ,0, , , , , , 
TRACK,1.10.38-5,-16.40982466,-71.51154042,8184069.638,231768.225,False, , ,0, , , , , , 
TRACK,1.10.38-6, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-6,-16.41073354,-71.51150401,8183969.066,231773.363,False, , ,0, , , , , , 
TRACK,1.10.38-6,-16.41069895,-71.51065709,8183974.016,231863.8152,False, , ,0, , , , , , 
TRACK,1.10.38-6,-16.41051555,-71.51073148,8183994.222,231855.6145,False, , ,0, , , , , , 
TRACK,1.10.38-6,-16.41059791,-71.51152722,8183984.05,231770.6972,False, , ,0, , , , , , 
TRACK,1.10.38-7, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-7,-16.41068873,-71.51056003,8183975.276,231874.1721,False, , ,0, , , , , , 
TRACK,1.10.38-7,-16.41066751,-71.50938629,8183979.178,231999.5653,False, , ,0, , , , , , 
TRACK,1.10.38-7,-16.41033839,-71.50951773,8184015.441,231985.0691,False, , ,0, , , , , , 
TRACK,1.10.38-7,-16.41049028,-71.51062584,8183997.159,231866.8684,False, , ,0, , , , , , 
TRACK,1.10.38-8, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-8,-16.41044418,-71.51062482,8184002.264,231866.9134,False, , ,0, , , , , , 
TRACK,1.10.38-8,-16.4103555,-71.51013375,8184012.732,231919.2668,False, , ,0, , , , , , 
TRACK,1.10.38-8,-16.40908434,-71.510683,8184152.733,231858.8317,False, , ,0, , , , , , 
TRACK,1.10.38-8,-16.40920788,-71.51116529,8184138.417,231807.4652,False, , ,0, , , , , , 
TRACK,1.10.38-9, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-9,-16.41032425,-71.51004249,8184016.312,231928.9759,False, , ,0, , , , , , 
TRACK,1.10.38-9,-16.41027601,-71.50952761,8184022.334,231983.9282,False, , ,0, , , , , , 
TRACK,1.10.38-9,-16.40893697,-71.5100983,8184169.822,231921.1093,False, , ,0, , , , , , 
TRACK,1.10.38-9,-16.40906991,-71.51055796,8184154.496,231872.1736,False, , ,0, , , , , , 
TRACK,1.10.38-10, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-10,-16.40898943,-71.51059792,8184163.353,231867.7932,False, , ,0, , , , , , 
TRACK,1.10.38-10,-16.40884924,-71.51012463,8184179.5,231918.1763,False, , ,0, , , , , , 
TRACK,1.10.38-10,-16.40784212,-71.51056538,8184290.412,231869.6977,False, , ,0, , , , , , 
TRACK,1.10.38-10,-16.40795177,-71.51105452,8184277.626,231817.5789,False, , ,0, , , , , , 
TRACK,1.10.38-11, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-11,-16.40912678,-71.51119742,8184147.354,231803.9206,False, , ,0, , , , , , 
TRACK,1.10.38-11,-16.40900308,-71.51070355,8184161.702,231856.5249,False, , ,0, , , , , , 
TRACK,1.10.38-11,-16.40797963,-71.51115187,8184274.413,231807.2148,False, , ,0, , , , , , 
TRACK,1.10.38-11,-16.40808348,-71.51163442,8184262.278,231755.7919,False, , ,0, , , , , , 
TRACK,1.10.38-12, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-12,-16.40800914,-71.51166713,8184270.464,231752.1944,False, , ,0, , , , , , 
TRACK,1.10.38-12,-16.40789457,-71.51118366,8184283.788,231803.7004,False, , ,0, , , , , , 
TRACK,1.10.38-12,-16.40684198,-71.5116225,8184399.737,231755.3634,False, , ,0, , , , , , 
TRACK,1.10.38-12,-16.40697342,-71.51210287,8184384.55,231704.2114,False, , ,0, , , , , , 
TRACK,1.10.38-13, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-13,-16.40786136,-71.51108588,8184287.594,231814.1034,False, , ,0, , , , , , 
TRACK,1.10.38-13,-16.40773425,-71.51060791,8184302.298,231865.0051,False, , ,0, , , , , , 
TRACK,1.10.38-13,-16.40668694,-71.51105475,8184417.654,231815.8199,False, , ,0, , , , , , 
TRACK,1.10.38-13,-16.40680161,-71.51153779,8184404.319,231764.36,False, , ,0, , , , , , 
TRACK,1.10.38-14, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-14,-16.40770065,-71.51049474,8184306.168,231877.0515,False, , ,0, , , , , , 
TRACK,1.10.38-14,-16.40758656,-71.51001586,8184319.433,231928.0677,False, , ,0, , , , , , 
TRACK,1.10.38-14,-16.40690895,-71.51030729,8184394.064,231895.9975,False, , ,0, , , , , , 
TRACK,1.10.38-14,-16.40664126,-71.51074078,8184423.127,231849.3075,False, , ,0, , , , , , 
TRACK,1.10.38-14,-16.40664087,-71.51094792,8184422.895,231827.1726,False, , ,0, , , , , , 
TRACK,1.10.38-15, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-15,-16.40881832,-71.51001384,8184183.069,231929.9721,False, , ,0, , , , , , 
TRACK,1.10.38-15,-16.40870727,-71.50953057,8184196.003,231981.4612,False, , ,0, , , , , , 
TRACK,1.10.38-15,-16.40768034,-71.50997177,8184309.109,231932.9082,False, , ,0, , , , , , 
TRACK,1.10.38-15,-16.40780692,-71.51045472,8184294.456,231881.4739,False, , ,0, , , , , , 
TRACK,1.10.38-16, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-16,-16.41025638,-71.50942185,8184024.647,231995.2028,False, , ,0, , , , , , 
TRACK,1.10.38-16,-16.41010493,-71.50893563,8184042.057,232046.9513,False, , ,0, , , , , , 
TRACK,1.10.38-16,-16.40879538,-71.5094991,8184186.29,231984.9452,False, , ,0, , , , , , 
TRACK,1.10.38-16,-16.40890673,-71.50998486,8184173.32,231933.1906,False, , ,0, , , , , , 
TRACK,1.10.38-17, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-17,-16.41063544,-71.5092816,8183982.867,232010.7091,False, , ,0, , , , , , 
TRACK,1.10.38-17,-16.41060059,-71.50873297,8183987.451,232069.286,False, , ,0, , , , , , 
TRACK,1.10.38-17,-16.41019742,-71.50890334,8184031.86,232050.5276,False, , ,0, , , , , , 
TRACK,1.10.38-17,-16.41032554,-71.50938996,8184017.033,231998.7047,False, , ,0, , , , , , 
TRACK,1.10.38-18, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-18,-16.41068104,-71.5085835,8183978.742,232085.3682,False, , ,0, , , , , , 
TRACK,1.10.38-18,-16.41067503,-71.50807987,8183980.074,232139.1757,False, , ,0, , , , , , 
TRACK,1.10.38-18,-16.41003933,-71.50832421,8184050.128,232112.1961,False, , ,0, , , , , , 
TRACK,1.10.38-18,-16.4101773,-71.50879331,8184034.233,232062.2584,False, , ,0, , , , , , 
TRACK,1.10.38-19, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-19,-16.41007912,-71.50883956,8184045.041,232057.1815,False, , ,0, , , , , , 
TRACK,1.10.38-19,-16.40998897,-71.50846652,8184055.515,232096.9202,False, , ,0, , , , , , 
TRACK,1.10.38-19,-16.40994862,-71.50837572,8184060.102,232106.5672,False, , ,0, , , , , , 
TRACK,1.10.38-19,-16.40862086,-71.50890798,8184206.392,232047.8722,False, , ,0, , , , , , 
TRACK,1.10.38-19,-16.40874802,-71.50940666,8184191.656,231994.7576,False, , ,0, , , , , , 
TRACK,1.10.38-20, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-20,-16.40869317,-71.50942931,8184197.697,231992.262,False, , ,0, , , , , , 
TRACK,1.10.38-20,-16.40851882,-71.50894069,8184217.646,232044.2367,False, , ,0, , , , , , 
TRACK,1.10.38-20,-16.40751352,-71.5093733,8184328.369,231996.6313,False, , ,0, , , , , , 
TRACK,1.10.38-20,-16.4076387,-71.50987914,8184313.842,231942.7488,False, , ,0, , , , , , 
TRACK,1.10.38-21, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-21,-16.40755299,-71.50991181,8184323.287,231939.1408,False, , ,0, , , , , , 
TRACK,1.10.38-21,-16.40748168,-71.50956625,8184331.639,231975.9688,False, , ,0, , , , , , 
TRACK,1.10.38-21,-16.40745029,-71.5095654,8184335.116,231976.0166,False, , ,0, , , , , , 
TRACK,1.10.38-21,-16.407431,-71.50951379,8184337.319,231981.5057,False, , ,0, , , , , , 
TRACK,1.10.38-21,-16.40701741,-71.51014758,8184382.269,231913.2117,False, , ,0, , , , , , 
TRACK,1.10.38-22, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-22,-16.40776131,-71.50916443,8184301.213,232019.2904,False, , ,0, , , , , , 
TRACK,1.10.38-22,-16.40793789,-71.50910636,8184281.741,232025.7368,False, , ,0, , , , , , 
TRACK,1.10.38-22,-16.40794458,-71.50907283,8184281.045,232029.3295,False, , ,0, , , , , , 
TRACK,1.10.38-22,-16.40850978,-71.50886808,8184218.743,232051.9829,False, , ,0, , , , , , 
TRACK,1.10.38-22,-16.4083303,-71.50811831,8184239.604,232131.8561,False, , ,0, , , , , , 
TRACK,1.10.38-22,-16.40768469,-71.50913005,8184309.741,232022.8586,False, , ,0, , , , , , 
TRACK,1.10.38-23, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-23,-16.40993358,-71.50826676,8184061.912,232118.1902,False, , ,0, , , , , , 
TRACK,1.10.38-23,-16.40977949,-71.50776815,8184079.63,232171.2592,False, , ,0, , , , , , 
TRACK,1.10.38-23,-16.40845806,-71.50833083,8184225.179,232109.3214,False, , ,0, , , , , , 
TRACK,1.10.38-23,-16.40860032,-71.50879811,8184208.812,232059.5844,False, , ,0, , , , , , 
TRACK,1.10.38-24, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-24,-16.41055467,-71.50800603,8183993.497,232146.901,False, , ,0, , , , , , 
TRACK,1.10.38-24,-16.41061103,-71.5077028,8183987.658,232179.3808,False, , ,0, , , , , , 
TRACK,1.10.38-24,-16.41058913,-71.50744639,8183990.421,232206.7504,False, , ,0, , , , , , 
TRACK,1.10.38-24,-16.40987267,-71.50775248,8184069.335,232173.0603,False, , ,0, , , , , , 
TRACK,1.10.38-24,-16.41001554,-71.50822053,8184052.899,232123.2419,False, , ,0, , , , , , 
TRACK,1.10.38-25, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-25,-16.41070311,-71.50796795,8183977.113,232151.1741,False, , ,0, , , , , , 
TRACK,1.10.38-25,-16.41077723,-71.50735373,8183969.719,232216.9086,False, , ,0, , , , , , 
TRACK,1.10.38-25,-16.41079451,-71.50710793,8183968.132,232243.1982,False, , ,0, , , , , , 
TRACK,1.10.38-25,-16.41065197,-71.50713676,8183983.874,232239.9223,False, , ,0, , , , , , 
TRACK,1.10.38-25,-16.41066834,-71.50726597,8183981.89,232226.1375,False, , ,0, , , , , , 
TRACK,1.10.38-25,-16.4106101,-71.50796109,8183987.419,232151.7798,False, , ,0, , , , , , 
TRACK,1.10.38-26, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-26,-16.41061416,-71.50731934,8183987.818,232220.3602,False, , ,0, , , , , , 
TRACK,1.10.38-26,-16.41055206,-71.50680152,8183995.378,232275.6077,False, , ,0, , , , , , 
TRACK,1.10.38-26,-16.40971624,-71.50716119,8184087.435,232236.0307,False, , ,0, , , , , , 
TRACK,1.10.38-26,-16.40984643,-71.50763412,8184072.396,232185.6723,False, , ,0, , , , , , 
TRACK,1.10.38-27, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-27,-16.40976764,-71.50767981,8184081.058,232180.6826,False, , ,0, , , , , , 
TRACK,1.10.38-27,-16.40963218,-71.50720851,8184096.678,232230.8587,False, , ,0, , , , , , 
TRACK,1.10.38-27,-16.4086946,-71.50757717,8184199.989,232190.1808,False, , ,0, , , , , , 
TRACK,1.10.38-27,-16.40839884,-71.50799614,8184232.178,232145.005,False, , ,0, , , , , , 
TRACK,1.10.38-27,-16.40842876,-71.50824012,8184228.543,232118.9751,False, , ,0, , , , , , 
TRACK,1.10.38-28, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-28,-16.40880513,-71.50744202,8184187.93,232204.7733,False, , ,0, , , , , , 
TRACK,1.10.38-28,-16.40959176,-71.50708668,8184101.314,232243.8217,False, , ,0, , , , , , 
TRACK,1.10.38-28,-16.40942401,-71.5064758,8184120.693,232308.869,False, , ,0, , , , , , 
TRACK,1.10.38-28,-16.40877208,-71.50742229,8184191.616,232206.8372,False, , ,0, , , , , , 
TRACK,1.10.38-29, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-29,-16.41034466,-71.50675364,8184018.402,232280.4407,False, , ,0, , , , , , 
TRACK,1.10.38-29,-16.41000393,-71.50593498,8184057.206,232367.4537,False, , ,0, , , , , , 
TRACK,1.10.38-29,-16.40988786,-71.50577458,8184070.267,232384.4344,False, , ,0, , , , , , 
TRACK,1.10.38-29,-16.40948355,-71.50635394,8184114.262,232321.9724,False, , ,0, , , , , , 
TRACK,1.10.38-29,-16.40969854,-71.5070445,8184089.549,232248.4749,False, , ,0, , , , , , 
TRACK,1.10.38-30, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-30,-16.41058391,-71.5066608,8183992.038,232290.6885,False, , ,0, , , , , , 
TRACK,1.10.38-30,-16.41028635,-71.50598065,8184025.879,232362.9604,False, , ,0, , , , , , 
TRACK,1.10.38-30,-16.4100453,-71.50550084,8184053.199,232413.901,False, , ,0, , , , , , 
TRACK,1.10.38-30,-16.40992038,-71.50570327,8184066.761,232392.099,False, , ,0, , , , , , 
TRACK,1.10.38-30,-16.41006856,-71.50602044,8184049.938,232358.4098,False, , ,0, , , , , , 
TRACK,1.10.38-30,-16.41037807,-71.5067591,8184014.695,232279.9028,False, , ,0, , , , , , 
TRACK,1.10.38-31, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-31,-16.41038246,-71.50589761,8184015.349,232371.9654,False, , ,0, , , , , , 
TRACK,1.10.38-31,-16.41023983,-71.50547887,8184031.692,232416.5153,False, , ,0, , , , , , 
TRACK,1.10.38-31,-16.41017509,-71.50538299,8184038.986,232426.6723,False, , ,0, , , , , , 
TRACK,1.10.38-31,-16.41008602,-71.50547197,8184048.729,232417.0421,False, , ,0, , , , , , 
TRACK,1.10.38-31,-16.41029771,-71.50593301,8184024.684,232368.0661,False, , ,0, , , , , , 
TRACK,1.10.38-32, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-32,-16.41006384,-71.50514595,8184051.616,232451.8495,False, , ,0, , , , , , 
TRACK,1.10.38-32,-16.40935427,-71.50381645,8184131.926,232592.9449,False, , ,0, , , , , , 
TRACK,1.10.38-32,-16.40907938,-71.50333238,8184162.998,232644.2953,False, , ,0, , , , , , 
TRACK,1.10.38-32,-16.40881029,-71.50287973,8184193.385,232692.2962,False, , ,0, , , , , , 
TRACK,1.10.38-32,-16.40881547,-71.50287788,8184192.814,232692.5013,False, , ,0, , , , , , 
TRACK,1.10.38-32,-16.40870282,-71.50276812,8184205.43,232704.076,False, , ,0, , , , , , 
TRACK,1.10.38-32,-16.40861681,-71.50284142,8184214.856,232696.1254,False, , ,0, , , , , , 
TRACK,1.10.38-32,-16.40895226,-71.50347502,8184176.882,232628.8797,False, , ,0, , , , , , 
TRACK,1.10.38-32,-16.40997619,-71.50523441,8184061.202,232442.2763,False, , ,0, , , , , , 
TRACK,1.10.38-33, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-33,-16.40907665,-71.50402194,8184162.389,232570.6066,False, , ,0, , , , , , 
TRACK,1.10.38-33,-16.40910541,-71.50403303,8184159.19,232569.4612,False, , ,0, , , , , , 
TRACK,1.10.38-33,-16.40914823,-71.50396632,8184154.539,232576.6484,False, , ,0, , , , , , 
TRACK,1.10.38-33,-16.40850944,-71.50287159,8184226.702,232692.7552,False, , ,0, , , , , , 
TRACK,1.10.38-33,-16.4082397,-71.50304863,8184256.331,232673.468,False, , ,0, , , , , , 
TRACK,1.10.38-33,-16.40845875,-71.50346411,8184231.532,232629.3709,False, , ,0, , , , , , 
TRACK,1.10.38-33,-16.4085503,-71.50359957,8184221.218,232615.0212,False, , ,0, , , , , , 
TRACK,1.10.38-33,-16.40875829,-71.50380811,8184197.916,232593.021,False, , ,0, , , , , , 
TRACK,1.10.38-33,-16.40886598,-71.50389269,8184185.883,232584.1305,False, , ,0, , , , , , 
TRACK,1.10.38-33,-16.40894014,-71.50419061,8184177.28,232552.3972,False, , ,0, , , , , , 
TRACK,1.10.38-34, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-34,-16.40893567,-71.50440654,8184177.489,232529.3164,False, , ,0, , , , , , 
TRACK,1.10.38-34,-16.40881964,-71.503986,8184190.89,232574.0961,False, , ,0, , , , , , 
TRACK,1.10.38-34,-16.40875829,-71.50388035,8184197.821,232585.3015,False, , ,0, , , , , , 
TRACK,1.10.38-34,-16.40845846,-71.50353594,8184231.47,232621.6941,False, , ,0, , , , , , 
TRACK,1.10.38-34,-16.40819727,-71.50306874,8184261.002,232671.2614,False, , ,0, , , , , , 
TRACK,1.10.38-34,-16.40804243,-71.503131,8184278.062,232664.3966,False, , ,0, , , , , , 
TRACK,1.10.38-34,-16.40854951,-71.50466855,8184219.894,232500.7909,False, , ,0, , , , , , 
TRACK,1.10.38-35, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-35,-16.40901084,-71.50591519,8184167.175,232368.209,False, , ,0, , , , , , 
TRACK,1.10.38-35,-16.409402,-71.50543861,8184124.5,232419.6704,False, , ,0, , , , , , 
TRACK,1.10.38-35,-16.40932997,-71.50533624,8184132.609,232430.5104,False, , ,0, , , , , , 
TRACK,1.10.38-35,-16.40943377,-71.5053052,8184121.158,232433.9693,False, , ,0, , , , , , 
TRACK,1.10.38-35,-16.40972861,-71.50572959,8184087.957,232389.0239,False, , ,0, , , , , , 
TRACK,1.10.38-35,-16.40997271,-71.50535014,8184061.435,232429.9049,False, , ,0, , , , , , 
TRACK,1.10.38-35,-16.40915056,-71.50402213,8184154.206,232570.6882,False, , ,0, , , , , , 
TRACK,1.10.38-35,-16.40894293,-71.504264,8184176.874,232544.5588,False, , ,0, , , , , , 
TRACK,1.10.38-35,-16.40907117,-71.50444245,8184162.441,232525.6652,False, , ,0, , , , , , 
TRACK,1.10.38-35,-16.40859247,-71.5047418,8184215.041,232493.0223,False, , ,0, , , , , , 
TRACK,1.10.38-35,-16.40889069,-71.5059281,8184180.46,232366.665,False, , ,0, , , , , , 
TRACK,1.10.38-36, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-36,-16.4091546,-71.50661426,8184150.336,232293.7053,False, , ,0, , , , , , 
TRACK,1.10.38-36,-16.40967885,-71.50578109,8184093.397,232383.4533,False, , ,0, , , , , , 
TRACK,1.10.38-36,-16.40942542,-71.50545684,8184121.883,232417.754,False, , ,0, , , , , , 
TRACK,1.10.38-36,-16.40894426,-71.5060687,8184174.343,232351.7141,False, , ,0, , , , , , 
TRACK,1.10.38-36,-16.40908618,-71.50657952,8184157.956,232297.3229,False, , ,0, , , , , , 
TRACK,1.10.38-37, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-37,-16.40907127,-71.50675704,8184159.372,232278.3336,False, , ,0, , , , , , 
TRACK,1.10.38-37,-16.40876426,-71.50567273,8184194.794,232393.78,False, , ,0, , , , , , 
TRACK,1.10.38-37,-16.40877076,-71.50565878,8184194.092,232395.2797,False, , ,0, , , , , , 
TRACK,1.10.38-37,-16.40851705,-71.50481489,8184223.295,232485.1088,False, , ,0, , , , , , 
TRACK,1.10.38-37,-16.40826509,-71.50497311,8184250.98,232467.8567,False, , ,0, , , , , , 
TRACK,1.10.38-37,-16.40877184,-71.50717212,8184191.973,232233.5688,False, , ,0, , , , , , 
TRACK,1.10.38-38, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-38,-16.40848766,-71.50471666,8184226.678,232495.5657,False, , ,0, , , , , , 
TRACK,1.10.38-38,-16.40800048,-71.50314208,8184282.692,232663.1554,False, , ,0, , , , , , 
TRACK,1.10.38-38,-16.40768999,-71.50327738,8184316.886,232648.2727,False, , ,0, , , , , , 
TRACK,1.10.38-38,-16.40824072,-71.5048873,8184253.791,232476.9936,False, , ,0, , , , , , 
TRACK,1.10.38-39, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-39,-16.40817966,-71.50496354,8184260.45,232468.763,False, , ,0, , , , , , 
TRACK,1.10.38-39,-16.40750445,-71.50307583,8184337.693,232669.5566,False, , ,0, , , , , , 
TRACK,1.10.38-39,-16.40701963,-71.50337773,8184390.968,232636.6331,False, , ,0, , , , , , 
TRACK,1.10.38-39,-16.40766517,-71.50531749,8184316.941,232430.2366,False, , ,0, , , , , , 
TRACK,1.10.38-40, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-40,-16.40869064,-71.50724082,8184200.871,232226.1168,False, , ,0, , , , , , 
TRACK,1.10.38-40,-16.40816011,-71.50510495,8184262.428,232453.6252,False, , ,0, , , , , , 
TRACK,1.10.38-40,-16.40767771,-71.50538276,8184315.467,232423.279,False, , ,0, , , , , , 
TRACK,1.10.38-40,-16.40799721,-71.50633128,8184278.842,232322.3585,False, , ,0, , , , , , 
TRACK,1.10.38-40,-16.40845757,-71.50739564,8184226.47,232209.2538,False, , ,0, , , , , , 
TRACK,1.10.38-41, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-41,-16.40849279,-71.50759804,8184222.303,232187.6739,False, , ,0, , , , , , 
TRACK,1.10.38-41,-16.40844878,-71.50753973,8184227.252,232193.844,False, , ,0, , , , , , 
TRACK,1.10.38-41,-16.40800925,-71.50783966,8184275.516,232161.1922,False, , ,0, , , , , , 
TRACK,1.10.38-41,-16.4081442,-71.50812783,8184260.194,232130.5837,False, , ,0, , , , , , 
TRACK,1.10.38-42, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-42,-16.40838921,-71.50742523,8184233.999,232205.9986,False, , ,0, , , , , , 
TRACK,1.10.38-42,-16.40762386,-71.50542005,8184321.379,232419.2206,False, , ,0, , , , , , 
TRACK,1.10.38-42,-16.40719378,-71.50571064,8184368.609,232387.5803,False, , ,0, , , , , , 
TRACK,1.10.38-42,-16.40796696,-71.50771634,8184280.361,232174.3124,False, , ,0, , , , , , 
TRACK,1.10.38-43, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-43,-16.40763139,-71.50532281,8184320.674,232429.6213,False, , ,0, , , , , , 
TRACK,1.10.38-43,-16.40724107,-71.50413079,8184365.46,232556.4649,False, , ,0, , , , , , 
TRACK,1.10.38-43,-16.40693404,-71.50338244,8184400.437,232636.0125,False, , ,0, , , , , , 
TRACK,1.10.38-43,-16.40661612,-71.50359783,8184435.349,232612.562,False, , ,0, , , , , , 
TRACK,1.10.38-43,-16.40723446,-71.50562051,8184364.224,232397.2671,False, , ,0, , , , , , 
TRACK,1.10.38-44, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-44,-16.40675702,-71.50429598,8184418.829,232538.1511,False, , ,0, , , , , , 
TRACK,1.10.38-44,-16.40654427,-71.50364636,8184443.24,232607.278,False, , ,0, , , , , , 
TRACK,1.10.38-44,-16.40595064,-71.50400788,8184508.482,232567.8347,False, , ,0, , , , , , 
TRACK,1.10.38-44,-16.40613102,-71.5046157,8184487.71,232503.1306,False, , ,0, , , , , , 
TRACK,1.10.38-45, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.38-45,-16.40672618,-71.50585248,8184420.188,232371.7832,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.4067169,-71.50576669,8184421.329,232380.9378,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.40678298,-71.50575521,8184414.029,232382.2554,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.40690692,-71.50578658,8184400.266,232379.0729,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.40699745,-71.50574641,8184390.296,232383.4887,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.4070722,-71.50563839,8184382.163,232395.1347,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.40708233,-71.50561994,8184381.066,232397.1193,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.40719542,-71.50558043,8184368.599,232401.4965,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.40695577,-71.50494235,8184395.973,232469.3523,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.4067843,-71.50437781,8184415.701,232529.4445,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.40615199,-71.50470288,8184485.274,232493.8427,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.40631621,-71.50513064,8184466.529,232448.3576,False, , ,0, , , , , , 
TRACK,1.10.38-45,-16.4066819,-71.50587257,8184425.064,232369.5756,False, , ,0, , , , , , 
