,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime
TRACK,1.10.2-73,-16.39940244,-71.50631444,8185230.377,232312.3966,False, , ,0, , , , , , 
TRACK,1.10.2-73,-16.39943819,-71.50634648,8185226.376,232309.0216,False, , ,0, , , , , , 
TRACK,1.10.2-73,-16.3998865,-71.50592021,8185177.307,232355.1875,False, , ,0, , , , , , 
TRACK,1.10.2-73,-16.39994854,-71.5053262,8185171.223,232418.7495,False, , ,0, , , , , , 
TRACK,1.10.2-73,-16.39949404,-71.50563778,8185221.129,232384.8313,False, , ,0, , , , , , 
TRACK,1.10.2-74, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-74,-16.40003482,-71.50580385,8185161.041,232367.8248,False, , ,0, , , , , , 
TRACK,1.10.2-74,-16.40024535,-71.50582704,8185137.703,232365.6346,False, , ,0, , , , , , 
TRACK,1.10.2-74,-16.4008506,-71.50544225,8185071.204,232407.5822,False, , ,0, , , , , , 
TRACK,1.10.2-74,-16.40055145,-71.50493034,8185104.999,232461.8765,False, , ,0, , , , , , 
TRACK,1.10.2-74,-16.40007145,-71.50523818,8185157.732,232428.3239,False, , ,0, , , , , , 
TRACK,1.10.2-75, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-75,-16.40095445,-71.50535964,8185059.817,232416.552,False, , ,0, , , , , , 
TRACK,1.10.2-75,-16.40186319,-71.50475884,8184960.005,232481.997,False, , ,0, , , , , , 
TRACK,1.10.2-75,-16.40186988,-71.5047215,8184959.314,232485.9972,False, , ,0, , , , , , 
TRACK,1.10.2-75,-16.40160944,-71.50428078,8184988.729,232532.7362,False, , ,0, , , , , , 
TRACK,1.10.2-75,-16.40157466,-71.50427663,8184992.584,232533.1328,False, , ,0, , , , , , 
TRACK,1.10.2-75,-16.40068734,-71.50484405,8185090.069,232471.2833,False, , ,0, , , , , , 
TRACK,1.10.2-75,-16.40067376,-71.50488555,8185091.518,232466.8307,False, , ,0, , , , , , 
TRACK,1.10.2-76, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-76,-16.40172159,-71.50420107,8184976.417,232541.4074,False, , ,0, , , , , , 
TRACK,1.10.2-76,-16.4020079,-71.50466873,8184944.104,232491.8241,False, , ,0, , , , , , 
TRACK,1.10.2-76,-16.4029268,-71.50406811,8184843.167,232557.2634,False, , ,0, , , , , , 
TRACK,1.10.2-76,-16.40293383,-71.50403329,8184842.434,232560.9941,False, , ,0, , , , , , 
TRACK,1.10.2-76,-16.40266217,-71.50357839,8184873.109,232609.2342,False, , ,0, , , , , , 
TRACK,1.10.2-76,-16.40174221,-71.50416773,8184974.179,232544.9984,False, , ,0, , , , , , 
TRACK,1.10.2-77, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-77,-16.40305404,-71.50395542,8184829.229,232569.4804,False, , ,0, , , , , , 
TRACK,1.10.2-77,-16.40310269,-71.50396513,8184823.83,232568.5086,False, , ,0, , , , , , 
TRACK,1.10.2-77,-16.40399185,-71.50339577,8184726.144,232630.5669,False, , ,0, , , , , , 
TRACK,1.10.2-77,-16.40399438,-71.50336832,8184725.9,232633.5036,False, , ,0, , , , , , 
TRACK,1.10.2-77,-16.40369775,-71.50290771,8184759.347,232682.3189,False, , ,0, , , , , , 
TRACK,1.10.2-77,-16.4027818,-71.50349815,8184859.971,232617.9718,False, , ,0, , , , , , 
TRACK,1.10.2-78, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-78,-16.40411362,-71.5032948,8184712.796,232641.5231,False, , ,0, , , , , , 
TRACK,1.10.2-78,-16.40415759,-71.50329394,8184707.93,232641.6742,False, , ,0, , , , , , 
TRACK,1.10.2-78,-16.40505085,-71.50272479,8184609.789,232703.7147,False, , ,0, , , , , , 
TRACK,1.10.2-78,-16.40505507,-71.5026969,8184609.359,232706.7008,False, , ,0, , , , , , 
TRACK,1.10.2-78,-16.40478887,-71.50223714,8184639.436,232755.4673,False, , ,0, , , , , , 
TRACK,1.10.2-78,-16.40474704,-71.50223456,8184644.071,232755.6849,False, , ,0, , , , , , 
TRACK,1.10.2-78,-16.40385975,-71.50279774,8184741.557,232694.2921,False, , ,0, , , , , , 
TRACK,1.10.2-78,-16.40383787,-71.50283918,8184743.925,232689.8332,False, , ,0, , , , , , 
TRACK,1.10.2-PARQUE1, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-PARQUE1,-16.40515617,-71.50266809,8184598.204,232709.9181,False, , ,0, , , , , , 
TRACK,1.10.2-PARQUE1,-16.40509922,-71.50201124,8184605.376,232780.031,False, , ,0, , , , , , 
TRACK,1.10.2-PARQUE1,-16.40505918,-71.5019958,8184609.829,232781.6254,False, , ,0, , , , , , 
TRACK,1.10.2-PARQUE1,-16.40484004,-71.50213237,8184633.909,232766.7327,False, , ,0, , , , , , 
TRACK,1.10.2-79, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-79,-16.40481793,-71.50200014,8184636.531,232780.8327,False, , ,0, , , , , , 
TRACK,1.10.2-79,-16.40508619,-71.50184676,8184607.035,232797.589,False, , ,0, , , , , , 
TRACK,1.10.2-79,-16.40500982,-71.50136836,8184616.121,232848.6061,False, , ,0, , , , , , 
TRACK,1.10.2-79,-16.40494487,-71.50122887,8184623.495,232863.4236,False, , ,0, , , , , , 
TRACK,1.10.2-79,-16.40451902,-71.5015226,8184670.253,232831.4541,False, , ,0, , , , , , 
TRACK,1.10.2-80, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-80,-16.40377073,-71.50268804,8184751.557,232705.8924,False, , ,0, , , , , , 
TRACK,1.10.2-80,-16.40466091,-71.50210816,8184653.772,232769.0753,False, , ,0, , , , , , 
TRACK,1.10.2-80,-16.40467617,-71.5020655,8184652.139,232773.6544,False, , ,0, , , , , , 
TRACK,1.10.2-80,-16.40441062,-71.50161898,8184682.126,232821.0069,False, , ,0, , , , , , 
TRACK,1.10.2-80,-16.40437717,-71.50160692,8184685.846,232822.2492,False, , ,0, , , , , , 
TRACK,1.10.2-80,-16.40349381,-71.50217781,8184782.887,232760.0376,False, , ,0, , , , , , 
TRACK,1.10.2-80,-16.40347817,-71.50221521,8184784.57,232756.0199,False, , ,0, , , , , , 
TRACK,1.10.2-81, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-81,-16.40270489,-71.50337392,8184868.65,232631.1424,False, , ,0, , , , , , 
TRACK,1.10.2-81,-16.40364128,-71.50276736,8184765.784,232697.2397,False, , ,0, , , , , , 
TRACK,1.10.2-81,-16.40336973,-71.50229584,8184796.468,232747.2554,False, , ,0, , , , , , 
TRACK,1.10.2-81,-16.40333462,-71.50227425,8184800.384,232749.5141,False, , ,0, , , , , , 
TRACK,1.10.2-81,-16.40243367,-71.50287224,8184899.338,232684.3815,False, , ,0, , , , , , 
TRACK,1.10.2-81,-16.4024317,-71.50290141,8184899.517,232681.2617,False, , ,0, , , , , , 
TRACK,1.10.2-82, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-82,-16.40164398,-71.50405059,8184985.208,232557.382,False, , ,0, , , , , , 
TRACK,1.10.2-82,-16.40258189,-71.50344255,8184882.176,232623.6403,False, , ,0, , , , , , 
TRACK,1.10.2-82,-16.40228816,-71.50294061,8184915.357,232676.8764,False, , ,0, , , , , , 
TRACK,1.10.2-82,-16.40134287,-71.50354408,8185019.212,232611.0972,False, , ,0, , , , , , 
TRACK,1.10.2-83, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-83,-16.40059195,-71.5047474,8185100.757,232481.4813,False, , ,0, , , , , , 
TRACK,1.10.2-83,-16.40153424,-71.50413572,8184997.245,232548.1353,False, , ,0, , , , , , 
TRACK,1.10.2-83,-16.4012365,-71.50362562,8185030.88,232602.2382,False, , ,0, , , , , , 
TRACK,1.10.2-83,-16.40028341,-71.50425808,8185135.56,232533.3497,False, , ,0, , , , , , 
TRACK,1.10.2-84, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-84,-16.40007863,-71.50505692,8185157.177,232447.7037,False, , ,0, , , , , , 
TRACK,1.10.2-84,-16.40045155,-71.50482204,8185116.202,232473.3134,False, , ,0, , , , , , 
TRACK,1.10.2-84,-16.40016975,-71.50434088,8185148.035,232524.3455,False, , ,0, , , , , , 
TRACK,1.10.2-84,-16.40009815,-71.50437979,8185155.909,232520.0899,False, , ,0, , , , , , 
TRACK,1.10.2-84,-16.40008409,-71.50500968,8185156.634,232452.7595,False, , ,0, , , , , , 
TRACK,1.10.2-85, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-85,-16.39952996,-71.50544553,8185217.406,232405.4251,False, , ,0, , , , , , 
TRACK,1.10.2-85,-16.39992322,-71.50518777,8185174.209,232433.5084,False, , ,0, , , , , , 
TRACK,1.10.2-85,-16.39993157,-71.50490687,8185173.655,232463.5369,False, , ,0, , , , , , 
TRACK,1.10.2-85,-16.39992709,-71.5047283,8185174.387,232482.6136,False, , ,0, , , , , , 
TRACK,1.10.2-85,-16.39996858,-71.50471168,8185169.815,232484.4461,False, , ,0, , , , , , 
TRACK,1.10.2-85,-16.39998862,-71.50446433,8185167.924,232510.9059,False, , ,0, , , , , , 
TRACK,1.10.2-85,-16.39923915,-71.5049399,8185250.269,232459.0609,False, , ,0, , , , , , 
TRACK,1.10.2-86, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-86,-16.39834366,-71.50504282,8185349.271,232446.8375,False, , ,0, , , , , , 
TRACK,1.10.2-86,-16.39883191,-71.50584085,8185294.164,232362.2257,False, , ,0, , , , , , 
TRACK,1.10.2-86,-16.39888228,-71.50585451,8185288.569,232360.8349,False, , ,0, , , , , , 
TRACK,1.10.2-86,-16.3993907,-71.50553005,8185232.712,232396.2025,False, , ,0, , , , , , 
TRACK,1.10.2-86,-16.3988089,-71.50454729,8185298.418,232500.4274,False, , ,0, , , , , , 
TRACK,1.10.2-86,-16.39834373,-71.50498665,8185349.337,232452.8399,False, , ,0, , , , , , 
TRACK,1.10.2-87, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-87,-16.3987962,-71.50592036,8185298.012,232353.68,False, , ,0, , , , , , 
TRACK,1.10.2-87,-16.39849333,-71.50542661,8185332.195,232406.0292,False, , ,0, , , , , , 
TRACK,1.10.2-87,-16.39752999,-71.50608075,8185437.98,232334.8077,False, , ,0, , , , , , 
TRACK,1.10.2-87,-16.39773111,-71.50661174,8185415.014,232278.3389,False, , ,0, , , , , , 
TRACK,1.10.2-88, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-88,-16.39639323,-71.50744929,8185562.022,232187.004,False, , ,0, , , , , , 
TRACK,1.10.2-88,-16.39761472,-71.50668328,8185427.805,232270.535,False, , ,0, , , , , , 
TRACK,1.10.2-88,-16.39743847,-71.50618245,8185447.978,232323.815,False, , ,0, , , , , , 
TRACK,1.10.2-88,-16.39614463,-71.50684515,8185590.341,232251.2261,False, , ,0, , , , , , 
TRACK,1.10.2-89, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-89,-16.39609921,-71.50674435,8185595.503,232261.9351,False, , ,0, , , , , , 
TRACK,1.10.2-89,-16.39681308,-71.50639557,8185516.932,232300.1842,False, , ,0, , , , , , 
TRACK,1.10.2-89,-16.39736992,-71.50609917,8185455.677,232332.6201,False, , ,0, , , , , , 
TRACK,1.10.2-89,-16.39732496,-71.50599992,8185460.786,232343.1656,False, , ,0, , , , , , 
TRACK,1.10.2-89,-16.39655365,-71.50611428,8185546.024,232329.8895,False, , ,0, , , , , , 
TRACK,1.10.2-89,-16.3962403,-71.5062275,8185580.565,232317.3614,False, , ,0, , , , , , 
TRACK,1.10.2-89,-16.39595064,-71.50636598,8185612.451,232302.167,False, , ,0, , , , , , 
TRACK,1.10.2-90, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-90,-16.39775557,-71.5056991,8185413.511,232375.9014,False, , ,0, , , , , , 
TRACK,1.10.2-90,-16.39800216,-71.50555893,8185386.397,232391.2174,False, , ,0, , , , , , 
TRACK,1.10.2-90,-16.39820197,-71.50544202,8185364.43,232403.9837,False, , ,0, , , , , , 
TRACK,1.10.2-90,-16.39841606,-71.50530548,8185340.909,232418.8675,False, , ,0, , , , , , 
TRACK,1.10.2-90,-16.39824629,-71.50500845,8185360.095,232450.3774,False, , ,0, , , , , , 
TRACK,1.10.2-90,-16.39773329,-71.50550035,8185416.24,232397.1094,False, , ,0, , , , , , 
TRACK,1.10.2-91, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-91,-16.39773746,-71.50510276,8185416.303,232439.603,False, , ,0, , , , , , 
TRACK,1.10.2-91,-16.3977579,-71.50541212,8185413.631,232406.5718,False, , ,0, , , , , , 
TRACK,1.10.2-91,-16.39824672,-71.50496014,8185360.112,232455.5405,False, , ,0, , , , , , 
TRACK,1.10.2-91,-16.39828515,-71.5049475,8185355.874,232456.9438,False, , ,0, , , , , , 
TRACK,1.10.2-91,-16.39874345,-71.50450321,8185305.723,232505.0491,False, , ,0, , , , , , 
TRACK,1.10.2-91,-16.39843152,-71.50398617,8185340.938,232559.8748,False, , ,0, , , , , , 
TRACK,1.10.2-91,-16.39767137,-71.50480093,8185424.018,232471.7678,False, , ,0, , , , , , 
TRACK,1.10.2-92, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-92,-16.39910545,-71.50472398,8185265.355,232481.9516,False, , ,0, , , , , , 
TRACK,1.10.2-92,-16.39916894,-71.50470594,8185258.35,232483.9667,False, , ,0, , , , , , 
TRACK,1.10.2-92,-16.39929048,-71.50434408,8185245.372,232522.8013,False, , ,0, , , , , , 
TRACK,1.10.2-92,-16.39928106,-71.50428283,8185246.496,232529.3343,False, , ,0, , , , , , 
TRACK,1.10.2-92,-16.39936446,-71.50411009,8185237.491,232547.9077,False, , ,0, , , , , , 
TRACK,1.10.2-92,-16.39892149,-71.50345093,8185287.401,232617.7417,False, , ,0, , , , , , 
TRACK,1.10.2-92,-16.39853945,-71.50385173,8185329.167,232574.3894,False, , ,0, , , , , , 
TRACK,1.10.2-93, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-93,-16.39939459,-71.50403652,8185234.252,232555.8113,False, , ,0, , , , , , 
TRACK,1.10.2-93,-16.39970719,-71.50356534,8185200.266,232606.5894,False, , ,0, , , , , , 
TRACK,1.10.2-93,-16.39936618,-71.50305321,8185238.695,232660.8512,False, , ,0, , , , , , 
TRACK,1.10.2-93,-16.39930477,-71.50307224,8185245.468,232658.734,False, , ,0, , , , , , 
TRACK,1.10.2-93,-16.39896172,-71.50338093,8185283.039,232625.278,False, , ,0, , , , , , 
TRACK,1.10.2-94, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-94,-16.3993245,-71.50466394,8185241.184,232488.667,False, , ,0, , , , , , 
TRACK,1.10.2-94,-16.39948698,-71.50431444,8185223.657,232526.2378,False, , ,0, , , , , , 
TRACK,1.10.2-94,-16.39959219,-71.5040758,8185212.325,232551.8831,False, , ,0, , , , , , 
TRACK,1.10.2-94,-16.39971859,-71.50383356,8185198.651,232577.9428,False, , ,0, , , , , , 
TRACK,1.10.2-94,-16.39976411,-71.50366661,8185193.832,232595.8456,False, , ,0, , , , , , 
TRACK,1.10.2-94,-16.39972588,-71.50360599,8185198.144,232602.2717,False, , ,0, , , , , , 
TRACK,1.10.2-94,-16.39961984,-71.50374908,8185209.694,232586.8358,False, , ,0, , , , , , 
TRACK,1.10.2-94,-16.39943016,-71.50405996,8185230.283,232553.3547,False, , ,0, , , , , , 
TRACK,1.10.2-94,-16.39933784,-71.50430722,8185240.178,232526.8057,False, , ,0, , , , , , 
TRACK,1.10.2-94,-16.39921182,-71.50470698,8185253.601,232483.9137,False, , ,0, , , , , , 
TRACK,1.10.2-95, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-95,-16.39933045,-71.50467978,8185240.504,232486.9827,False, , ,0, , , , , , 
TRACK,1.10.2-95,-16.39960087,-71.50452419,8185210.772,232503.9794,False, , ,0, , , , , , 
TRACK,1.10.2-95,-16.39959475,-71.504494,8185211.49,232507.1966,False, , ,0, , , , , , 
TRACK,1.10.2-95,-16.39963728,-71.50451086,8185206.759,232505.4535,False, , ,0, , , , , , 
TRACK,1.10.2-95,-16.39998214,-71.50430569,8185168.85,232527.8501,False, , ,0, , , , , , 
TRACK,1.10.2-95,-16.40000177,-71.50403579,8185167.033,232556.7191,False, , ,0, , , , , , 
TRACK,1.10.2-95,-16.39978701,-71.50371874,8185191.227,232590.3062,False, , ,0, , , , , , 
TRACK,1.10.2-96, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-96,-16.39998593,-71.50373694,8185169.181,232588.6327,False, , ,0, , , , , , 
TRACK,1.10.2-96,-16.40003029,-71.50374492,8185164.26,232587.841,False, , ,0, , , , , , 
TRACK,1.10.2-96,-16.4000636,-71.50323586,8185161.244,232642.2861,False, , ,0, , , , , , 
TRACK,1.10.2-96,-16.40006208,-71.50280231,8185161.984,232688.6137,False, , ,0, , , , , , 
TRACK,1.10.2-96,-16.39998898,-71.50279413,8185170.087,232689.3883,False, , ,0, , , , , , 
TRACK,1.10.2-96,-16.39990291,-71.50305042,8185179.278,232661.883,False, , ,0, , , , , , 
TRACK,1.10.2-96,-16.39986206,-71.50326306,8185183.52,232639.1037,False, , ,0, , , , , , 
TRACK,1.10.2-96,-16.39984675,-71.50356391,8185184.818,232606.9327,False, , ,0, , , , , , 
TRACK,1.10.2-97, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-97,-16.40010694,-71.50394582,8185155.509,232566.4765,False, , ,0, , , , , , 
TRACK,1.10.2-97,-16.40021196,-71.50411594,8185143.658,232548.441,False, , ,0, , , , , , 
TRACK,1.10.2-97,-16.40063062,-71.50385464,8185097.653,232576.9369,False, , ,0, , , , , , 
TRACK,1.10.2-97,-16.40116085,-71.50350294,8185039.417,232615.2442,False, , ,0, , , , , , 
TRACK,1.10.2-97,-16.40086077,-71.50298987,8185073.315,232669.6625,False, , ,0, , , , , , 
TRACK,1.10.2-97,-16.40016,-71.50350226,8185150.22,232613.9492,False, , ,0, , , , , , 
TRACK,1.10.2-98, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-98,-16.40126683,-71.50343519,8185027.773,232622.6299,False, , ,0, , , , , , 
TRACK,1.10.2-98,-16.40222258,-71.50282413,8184922.771,232689.2346,False, , ,0, , , , , , 
TRACK,1.10.2-98,-16.40191196,-71.50227462,8184957.883,232747.5314,False, , ,0, , , , , , 
TRACK,1.10.2-98,-16.40185928,-71.50226284,8184963.731,232748.7181,False, , ,0, , , , , , 
TRACK,1.10.2-98,-16.40095307,-71.50290807,8185063.204,232678.5298,False, , ,0, , , , , , 
TRACK,1.10.2-99, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-99,-16.40235354,-71.50274133,8184908.381,232698.2618,False, , ,0, , , , , , 
TRACK,1.10.2-99,-16.40326769,-71.50215913,8184807.946,232761.7249,False, , ,0, , , , , , 
TRACK,1.10.2-99,-16.40297356,-71.50164827,8184841.182,232815.9138,False, , ,0, , , , , , 
TRACK,1.10.2-99,-16.40204554,-71.50223761,8184943.144,232751.6686,False, , ,0, , , , , , 
TRACK,1.10.2-100, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-100,-16.4033832,-71.502074,8184795.27,232770.9797,False, , ,0, , , , , , 
TRACK,1.10.2-100,-16.40434241,-71.50145348,8184689.896,232838.5989,False, , ,0, , , , , , 
TRACK,1.10.2-100,-16.40412889,-71.50091478,8184714.245,232895.8729,False, , ,0, , , , , , 
TRACK,1.10.2-100,-16.40311451,-71.50155491,8184825.701,232826.0829,False, , ,0, , , , , , 
TRACK,1.10.2-100,-16.40310592,-71.50160426,8184826.587,232820.7976,False, , ,0, , , , , , 
TRACK,1.10.2-101, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-101,-16.40442495,-71.50132992,8184680.921,232851.9154,False, , ,0, , , , , , 
TRACK,1.10.2-101,-16.40447083,-71.50136658,8184675.794,232848.06,False, , ,0, , , , , , 
TRACK,1.10.2-101,-16.4049062,-71.50108442,8184627.967,232878.8061,False, , ,0, , , , , , 
TRACK,1.10.2-101,-16.40473454,-71.50055628,8184647.666,232935.0083,False, , ,0, , , , , , 
TRACK,1.10.2-101,-16.40425622,-71.50084323,8184700.242,232903.6918,False, , ,0, , , , , , 
TRACK,1.10.2-PARQUE2, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-PARQUE2,-16.40495885,-71.50089662,8184622.385,232898.9463,False, , ,0, , , , , , 
TRACK,1.10.2-PARQUE2,-16.40504021,-71.50087144,8184613.411,232901.7484,False, , ,0, , , , , , 
TRACK,1.10.2-PARQUE2,-16.40486405,-71.49975176,8184634.389,233021.156,False, , ,0, , , , , , 
TRACK,1.10.2-PARQUE2,-16.40458963,-71.49990121,8184664.573,233004.8111,False, , ,0, , , , , , 
TRACK,1.10.2-102, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-102,-16.4042144,-71.50072723,8184705.025,232916.0311,False, , ,0, , , , , , 
TRACK,1.10.2-102,-16.40468487,-71.5004642,8184653.287,232944.7803,False, , ,0, , , , , , 
TRACK,1.10.2-102,-16.40452207,-71.49992786,8184672.017,233001.872,False, , ,0, , , , , , 
TRACK,1.10.2-102,-16.40400426,-71.50022298,8184728.954,232969.6283,False, , ,0, , , , , , 
TRACK,1.10.2-103, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-103,-16.40301942,-71.50145603,8184836.358,232836.5191,False, , ,0, , , , , , 
TRACK,1.10.2-103,-16.40407796,-71.50077564,8184720.066,232910.6711,False, , ,0, , , , , , 
TRACK,1.10.2-103,-16.40389663,-71.50028504,8184740.788,232962.8492,False, , ,0, , , , , , 
TRACK,1.10.2-103,-16.40270568,-71.50092505,8184871.791,232892.8312,False, , ,0, , , , , , 
TRACK,1.10.2-104, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-104,-16.40197043,-71.50212568,8184951.606,232763.5273,False, , ,0, , , , , , 
TRACK,1.10.2-104,-16.40290664,-71.50152898,8184848.748,232828.5693,False, , ,0, , , , , , 
TRACK,1.10.2-104,-16.40259928,-71.50098004,8184883.499,232886.8101,False, , ,0, , , , , , 
TRACK,1.10.2-104,-16.40162518,-71.50153058,8184990.613,232826.6487,False, , ,0, , , , , , 
TRACK,1.10.2-105, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-105,-16.40089089,-71.50280384,8185070.226,232689.5827,False, , ,0, , , , , , 
TRACK,1.10.2-105,-16.40180082,-71.50215485,8184970.345,232760.1781,False, , ,0, , , , , , 
TRACK,1.10.2-105,-16.40181269,-71.50212308,8184969.073,232763.5898,False, , ,0, , , , , , 
TRACK,1.10.2-105,-16.40150799,-71.50158169,8185003.52,232821.0265,False, , ,0, , , , , , 
TRACK,1.10.2-105,-16.40049669,-71.50215463,8185114.723,232758.4204,False, , ,0, , , , , , 
TRACK,1.10.2-106, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-106,-16.4001602,-71.50326898,8185150.506,232638.8782,False, , ,0, , , , , , 
TRACK,1.10.2-106,-16.40023217,-71.50327562,8185142.529,232638.2668,False, , ,0, , , , , , 
TRACK,1.10.2-106,-16.40024147,-71.50325153,8185141.531,232640.8543,False, , ,0, , , , , , 
TRACK,1.10.2-106,-16.40077185,-71.50288485,8185083.297,232680.7629,False, , ,0, , , , , , 
TRACK,1.10.2-106,-16.40038913,-71.50220772,8185126.56,232752.6001,False, , ,0, , , , , , 
TRACK,1.10.2-106,-16.40023865,-71.50229313,8185143.108,232743.2671,False, , ,0, , , , , , 
TRACK,1.10.2-107, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.2-107,-16.39993983,-71.50205024,8185176.509,232768.8144,False, , ,0, , , , , , 
TRACK,1.10.2-107,-16.4000015,-71.50234099,8185169.299,232737.8293,False, , ,0, , , , , , 
TRACK,1.10.2-107,-16.40004637,-71.50274724,8185163.795,232694.4774,False, , ,0, , , , , , 
TRACK,1.10.2-107,-16.40009166,-71.50273147,8185158.802,232696.2249,False, , ,0, , , , , , 
TRACK,1.10.2-107,-16.40021534,-71.5018298,8185146.299,232792.7482,False, , ,0, , , , , , 
TRACK,1.10.2-107,-16.40004542,-71.50177373,8185165.185,232798.5076,False, , ,0, , , , , , 
TRACK,1.10.1-1, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.1-1,-16.4024255,-71.51509632,8184884.078,231378.0875,False, , ,0, , , , , , 
TRACK,1.10.1-1,-16.40235812,-71.51518874,8184891.416,231368.1181,False, , ,0, , , , , , 
TRACK,1.10.1-1,-16.40291554,-71.51607695,8184828.527,231273.9681,False, , ,0, , , , , , 
TRACK,1.10.1-1,-16.40300085,-71.51596085,8184819.236,231286.4918,False, , ,0, , , , , , 
TRACK,1.10.1-2, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.1-2,-16.40315985,-71.51409142,8184804.112,231486.481,False, , ,0, , , , , , 
TRACK,1.10.1-2,-16.40248231,-71.51502451,8184877.885,231385.8392,False, , ,0, , , , , , 
TRACK,1.10.1-2,-16.40305029,-71.51590325,8184813.839,231292.7158,False, , ,0, , , , , , 
TRACK,1.10.1-2,-16.40372709,-71.51486798,8184740.284,231404.2749,False, , ,0, , , , , , 
TRACK,1.10.1-3, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.1-3,-16.40381008,-71.51474383,8184731.26,231417.6564,False, , ,0, , , , , , 
TRACK,1.10.1-3,-16.40438471,-71.51388855,8184668.778,231509.8415,False, , ,0, , , , , , 
TRACK,1.10.1-3,-16.40392268,-71.51306232,8184721.023,231597.4982,False, , ,0, , , , , , 
TRACK,1.10.1-3,-16.40322874,-71.51401292,8184796.589,231494.9644,False, , ,0, , , , , , 
TRACK,1.10.1-4, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.1-4,-16.40357448,-71.5133072,8184759.248,231570.8522,False, , ,0, , , , , , 
TRACK,1.10.1-4,-16.4030383,-71.51262945,8184819.505,231642.5421,False, , ,0, , , , , , 
TRACK,1.10.1-4,-16.40281008,-71.51283706,8184844.495,231620.0434,False, , ,0, , , , , , 
TRACK,1.10.1-4,-16.40338574,-71.51353689,8184779.838,231546.0485,False, , ,0, , , , , , 
TRACK,1.10.1-5, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.1-5,-16.40336668,-71.5135939,8184781.873,231539.9298,False, , ,0, , , , , , 
TRACK,1.10.1-5,-16.4027712,-71.51286492,8184848.764,231617.0134,False, , ,0, , , , , , 
TRACK,1.10.1-5,-16.40263347,-71.51298369,8184863.854,231604.1321,False, , ,0, , , , , , 
TRACK,1.10.1-5,-16.40264894,-71.51300777,8184862.109,231601.5801,False, , ,0, , , , , , 
TRACK,1.10.1-5,-16.40266363,-71.51307982,8184860.387,231593.9011,False, , ,0, , , , , , 
TRACK,1.10.1-5,-16.40265541,-71.51314082,8184861.216,231587.3713,False, , ,0, , , , , , 
TRACK,1.10.1-5,-16.40262236,-71.51322608,8184864.763,231578.2142,False, , ,0, , , , , , 
TRACK,1.10.1-5,-16.40313651,-71.51387598,8184806.981,231509.471,False, , ,0, , , , , , 
TRACK,1.10.1-6, , ,10000000,11015404.5, , , , , , , , , , 
TRACK,1.10.1-6,-16.40278761,-71.51365199,8184845.904,231532.9281,False, , ,0, , , , , , 
