type,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos, , ,10000000,11015404.5, , , , , , , , , , ,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos,-16.39140814,-71.54744213,8186060.672,227906.1967,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos,-16.3923795,-71.54712208,8185953.562,227941.7508,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos,-16.39218146,-71.54620055,8185976.723,228039.9588,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos,-16.39196431,-71.54611264,8186000.882,228049.0525,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos,-16.39176129,-71.5459973,8186023.513,228061.0966,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos,-16.39151227,-71.54586654,8186051.257,228074.7252,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos,-16.39136337,-71.54582859,8186067.793,228078.5737,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos,-16.39076592,-71.54611242,8186133.557,228047.4113,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos,-16.39024068,-71.54624174,8186191.534,228032.8601,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos,-16.38939936,-71.54862307,8186281.482,227777.1963,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Los Sauces y Pampita Zeballos,-16.39116271,-71.54760072,8186087.632,227888.9069,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1, , ,10000000,11015404.5, , , , , , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39145493,-71.55088671,8186050.868,227538.1388,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39156596,-71.55083631,8186038.643,227543.679,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39166,-71.55081158,8186028.265,227546.4536,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39178979,-71.55080653,8186013.902,227547.1738,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39178144,-71.55059115,8186015.116,227570.1797,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39175594,-71.55035477,8186018.257,227595.4065,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39170434,-71.55006308,8186024.362,227626.5068,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39168353,-71.54997457,8186026.784,227635.9376,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39150988,-71.55004273,8186045.917,227628.4113,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39137422,-71.55011957,8186060.834,227620.0104,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39123445,-71.55020447,8186076.194,227610.7425,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39117074,-71.55025393,8186083.18,227605.3682,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39128024,-71.55043255,8186070.818,227586.4315,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39126122,-71.5504437,8186072.909,227585.2132,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39121651,-71.55058479,8186077.669,227570.073,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39124075,-71.55065941,8186074.885,227562.1321,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.3911862,-71.55070816,8186080.859,227556.8466,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-1,-16.39136905,-71.55095449,8186060.285,227530.7752,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2, , ,10000000,11015404.5, , , , , , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39205821,-71.55088583,8185984.079,227539.0722,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39205617,-71.55079941,8185984.421,227548.3055,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39206322,-71.55069019,8185983.787,227559.9869,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39206139,-71.5505853,8185984.131,227571.1942,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.3920606,-71.55051519,8185984.312,227578.6863,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39207519,-71.55050315,8185982.714,227579.9928,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39207228,-71.55045423,8185983.101,227585.2169,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39208244,-71.55044983,8185981.982,227585.7019,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39211119,-71.55045582,8185978.791,227585.1008,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39212824,-71.55045733,8185976.901,227584.9632,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39215354,-71.55044577,8185974.116,227586.2339,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39216745,-71.55042124,8185972.609,227588.8753,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39216884,-71.55033443,8185972.572,227598.1548,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39215493,-71.55017129,8185974.33,227615.57,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39211546,-71.55017269,8185978.698,227615.3657,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39200417,-71.55019904,8185990.984,227612.3943,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39176658,-71.55024078,8186017.232,227607.603,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.39180121,-71.5505501,8186012.982,227574.5944,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.3918179,-71.55085111,8186010.73,227542.4488,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-2,-16.391969,-71.55088123,8185993.961,227539.44,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-3, , ,10000000,11015404.5, , , , , , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-3,-16.39204209,-71.55010061,8185986.919,227622.9662,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-3,-16.39201908,-71.54995669,8185989.659,227638.3148,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-3,-16.39187496,-71.54995121,8186005.622,227638.7007,False, , ,0, , , , , , ,,,,,,,,,,,,
