UNICODE,I_TRIAT,P_TRIAT,FECHA,CICLO,TRATADA,RENUENTE,CERRADA,DESHABITADA,LOCAL_PUBLICO,LOTE_VACIO,,
1.25.10.303,0,0,21/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.304,0,0,21/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.305,0,0,21/11/2006,2,0,0,1,0,0,0,,ACTUALIZACION MINSA
1.25.10.306,0,0,21/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.307,0,0,21/11/2006,2,0,0,1,0,0,0,,ACTUALIZACION MINSA
1.25.10.308,0,0,21/11/2006,2,0,1,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.309,0,0,22/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.310,0,0,21/11/2006,2,0,1,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.311,0,0,21/11/2006,2,0,1,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.312,0,0,21/11/2006,2,0,0,0,1,0,0,,ACTUALIZACION MINSA
1.25.10.313,0,0,21/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.314,0,0,21/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.315,0,0,22/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.316,0,0,21/11/2006,2,0,0,1,0,0,0,,ACTUALIZACION MINSA
1.25.10.317,0,0,21/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.318,0,0,21/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.319,0,0,21/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.320,0,0,21/11/2006,2,0,1,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.321,0,0,21/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.322,0,0,22/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.323,0,0,22/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.324,0,0,22/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.325,0,0,22/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.326,0,0,22/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.327,0,0,21/11/2006,2,0,0,0,1,0,0,,ACTUALIZACION MINSA
1.25.10.328,0,0,21/11/2006,2,0,0,1,0,0,0,,ACTUALIZACION MINSA
1.25.10.329,0,0,21/11/2006,2,0,0,1,0,0,0,,ACTUALIZACION MINSA
1.25.10.330,0,0,22/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.331,0,0,21/11/2006,2,0,1,0,0,0,0,,ACTUALIZACION MINSA
1.25.10.332,0,0,22/11/2006,2,1,0,0,0,0,0,,ACTUALIZACION MINSA
1.25.32.29,0,0,13/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.30,0,0,13/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.31,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.32,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.33,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.34,0,0,13/02/2007,2,0,1,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.35,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.111,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.112,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.113,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.114,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.115,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.116,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.117,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.118,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.119,0,0,13/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.120,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.121,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.122,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.123,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.124,0,0,13/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.125,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.126,0,0,13/02/2007,2,0,1,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.127,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.128,0,0,13/02/2007,2,0,1,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.129,1,0,13/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.130,5,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.131,0,0,13/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.132,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.133,0,0,13/02/2007,2,0,1,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.134,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.135,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.136,0,0,13/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.137,0,0,13/02/2007,2,0,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.138,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.139,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.140,0,0,13/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.141,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.142,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.143,0,0,13/02/2007,2,0,0,1,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.144,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.145,0,0,13/02/2007,2,0,0,1,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.146,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.147,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.148,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.149,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.150,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.151,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.152,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.153,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.154,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.155,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.156,0,0,13/02/2007,2,0,0,1,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.157,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.158,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.159,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.160,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.161,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.162,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.163,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.164,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.165,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.166,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.167,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.168,0,0,13/02/2007,2,0,0,0,1,0,0,,FALTA EN AQP GOOGLE
1.25.32.169,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.170,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.171,0,0,09/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
1.25.32.149A,0,0,12/02/2007,2,1,0,0,0,0,0,,FALTA EN AQP GOOGLE
