UNICODE,I_TRIAT,P_TRIAT,FECHA,CICLO,TRATADA,RENUENTE,CERRADA,DESHABITADA,LOCAL_PUBLICO,LOTE_VACIO,,
1.9.7.5,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.6,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.7,0,0,31/10/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.7.8,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.9,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.10,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.11,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.12,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.13,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.14,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.15,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.16,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.17,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.18,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.19,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.20,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.21,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.22,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.23,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.24,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.25,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.26,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.27,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.28,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.29,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.30,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.31,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.32,0,0,31/10/2008,1,0,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.33,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.34,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.35,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.36,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.37,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.38,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.39,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.40,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.41,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.42,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.43,0,0,29/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.44,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.45,0,0,31/10/2008,1,0,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.46,0,0,31/10/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.7.47,0,0,31/10/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.7.48,0,0,31/10/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.7.49,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.50,0,0,31/10/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.7.51,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.52,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.53,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.54,0,0,31/10/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.7.55,0,0,31/10/2008,1,0,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.56,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.57,0,0,31/10/2008,1,0,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.58,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.59,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.60,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.61,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.62,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.63,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.64,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.65,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.66,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.67,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.68,0,0,31/10/2008,1,0,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.1,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.2,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.3,0,0,04/11/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.8.4,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.69,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.5,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.6,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.7,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.8,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.9,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.70,0,0,31/10/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.7.71,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.72,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.73,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.74,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.75,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.76,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.77,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.78,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.79,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.80,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.81,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.82,0,0,31/10/2008,1,0,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.83,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.84,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.85,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.86,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.87,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.88,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.89,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.90,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.91,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.92,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.10,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.11,0,0,04/11/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.8.12,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.13,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.14,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.15,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.16,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.17,0,0,04/11/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.8.18,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.19,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.20,0,0,04/11/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.8.21,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.22,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.23,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.24,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.25,0,0,04/11/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.7.93,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.26,0,0,04/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.27,0,0,04/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.28,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.29,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.30,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.31,0,0,04/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.32,0,0,04/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.94,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.33,0,0,04/11/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.8.34,0,0,04/11/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.8.35,0,0,04/11/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.8.36,0,0,04/11/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.8.37,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.38,0,0,04/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.39,0,0,04/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.40,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.41,0,0,04/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.42,0,0,04/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.43,0,0,04/11/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.8.44,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.45,0,0,04/11/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.8.46,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.47,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.48,0,0,04/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.49,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.50,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.51,0,0,04/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.52,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.53,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.1,0,0,06/11/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.26.2,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.3,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.4,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.5,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.6,0,0,06/11/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.26.7,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.8,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.9,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.10,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.11,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.12,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.13,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.14,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.15,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.95,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.96,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.97,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.98,0,0,31/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.99,0,0,03/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.8.54,0,0,04/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.16,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.17,0,0,06/11/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.26.18,0,0,06/11/2008,1,0,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.19,0,0,06/11/2008,1,0,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.20,0,0,06/11/2008,1,0,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.21,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.22,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.23,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.24,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.25,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.26,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.27,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.28,0,0,06/11/2008,1,0,0,0,1,0,0,,no tenemos mapa ni puntos 
1.9.26.29,0,0,06/11/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.26.30,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.31,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.32,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.33,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.34,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.35,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.36,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.37,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.38,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.39,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.40,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.41,0,0,05/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.42,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.43,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.44,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.45,0,0,06/11/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.26.46,0,0,06/11/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.26.47,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.48,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.49,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.50,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.51,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.27.1,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.27.2,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.27.3,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.27.4,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.100,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.26.52,0,0,06/11/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.26.53,0,0,06/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.27.5,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.27.6,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.27.7,0,0,07/11/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.101,0,0,31/10/2008,1,0,0,1,0,0,0,,no tenemos mapa ni puntos 
1.9.7.102,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.103,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.104,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.105,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.106,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
1.9.7.107,0,0,30/10/2008,1,1,0,0,0,0,0,,no tenemos mapa ni puntos 
