UNICODE;P;D;L;V;LATITUDE;LONGITUDE
1.28.4.21;1;28;4;21;-16.55965798;-71.47211797
1.28.4.22;1;28;4;22;-16.55958802;-71.4721606
1.28.4.23;1;28;4;23;-16.55822676;-71.47191389
1.28.4.24;1;28;4;24;-16.5591745;-71.46636202
1.28.4.25;1;28;4;25;-16.55788611;-71.46638571
1.28.4.26;1;28;4;26;-16.55736243;-71.46773163
1.28.4.27;1;28;4;27;-16.5569023;-71.46971678
1.28.4.28;1;28;4;28;-16.55711758;-71.46973971
1.28.4.29;1;28;4;29;-16.55344047;-71.47038215
1.28.4.30;1;28;4;30;-16.55681553;-71.47249881
1.28.4.31;1;28;4;31;-16.55699261;-71.47275273
1.28.4.32;1;28;4;32;-16.55713151;-71.47268163
1.28.4.33;1;28;4;33;-16.55726219;-71.47258785
1.28.4.34;1;28;4;34;-16.55731667;-71.47252624
1.28.4.35;1;28;4;35;-16.55742328;-71.47243932
1.28.4.36;1;28;4;36;-16.55729038;-71.47213766
1.28.4.37;1;28;4;37;-16.55785403;-71.47208611
1.28.4.38;1;28;4;38;-16.55799674;-71.47225556
1.28.4.39;1;28;4;39;-16.55779285;-71.47244739
1.28.4.40;1;28;4;40;-16.55770278;-71.47256169
1.28.4.41;1;28;4;41;-16.55757025;-71.47263524
1.28.4.42;1;28;4;42;-16.55740833;-71.4727095
1.28.4.43;1;28;4;43;-16.55730863;-71.4728214
1.28.4.44;1;28;4;44;-16.55725504;-71.47288711
1.28.4.45;1;28;4;45;-16.55714444;-71.47298903
1.28.4.46;1;28;4;46;-16.5581439;-71.47408037
1.28.4.47;1;28;4;47;-16.55714444;-71.47414599
1.28.4.48;1;28;4;48;-16.55687749;-71.47423183
1.28.4.49;1;28;4;49;-16.55683889;-71.47460126
1.28.4.50;1;28;4;50;-16.55698003;-71.47316211
1.28.4.51;1;28;4;51;-16.55690556;-71.47328825
1.28.4.52;1;28;4;52;-16.55683693;-71.47336795
1.28.4.53;1;28;4;53;-16.55677355;-71.47345333
1.28.4.54;1;28;4;54;-16.55658639;-71.47376088
1.28.4.55;1;28;4;55;-16.55645725;-71.47397556
1.28.4.56;1;28;4;56;-16.55648305;-71.47423056
1.28.4.57;1;28;4;57;-16.5562662;-71.47438795
1.28.4.58;1;28;4;58;-16.55615556;-71.47460068
1.28.4.59;1;28;4;59;-16.55608611;-71.47480074
1.28.4.60;1;28;4;60;-16.55561417;-71.47761728
1.28.4.61;1;28;4;61;-16.55383162;-71.47875472
1.28.4.62;1;28;4;62;-16.55465053;-71.47723747
1.28.4.63;1;28;4;63;-16.55471667;-71.47675465
1.28.4.64;1;28;4;64;-16.55529736;-71.47620062
1.28.4.65;1;28;4;65;-16.55579444;-71.47476554
1.28.4.66;1;28;4;66;-16.55563436;-71.47463056
1.28.4.67;1;28;4;67;-16.55554601;-71.47449932
1.28.4.68;1;28;4;68;-16.55570833;-71.47425285
1.28.4.69;1;28;4;69;-16.55588735;-71.47421534
1.28.4.70;1;28;4;70;-16.55600084;-71.4741465
1.28.4.71;1;28;4;71;-16.55607778;-71.47401837
1.28.4.72;1;28;4;72;-16.55625278;-71.47394003
1.28.4.73;1;28;4;73;-16.55628671;-71.47343028
1.28.4.74;1;28;4;74;-16.556525;-71.4731196
1.28.4.75;1;28;4;75;-16.5567965;-71.47295927
1.28.4.76;1;28;4;76;-16.55550954;-71.47216579
