"","unicode","numero","provincia","distrito","localidad","vivienda","fec_captura","fec_ingreso","fec_lectura","intra_peri","codigo","intra_peri_code","cap_mac","cap_hem","cap_eta5","cap_eta4","cap_eta3","cap_eta2","cap_eta1","cap_total","exa_mac","exa_hem","exa_eta5","exa_eta4","exa_eta3","exa_eta2","exa_total","pos_mac","pos_hem","pos_eta5","pos_eta4","pos_eta3","pos_eta2","pos_total","procedencia","fase","apl_ins","procesado","observaciones","UNIFECHA","Cod.Cuarto","TipoCuarto","Lad.Pir.PP","Ladr.Noble.PP","PiedraPir.PP","Piedra.Noble.PP","Sillar.Pir.PP","Sillar.Noble.PP","Noble.PP","Adobe.PP","Calamina.PP","Madera.PP","Otro.PP","Otro2.PP","Otro3.PP","Lad.Pir.PR","Ladr.Noble.PR","PiedraPir.PR","Piedra.Noble.PR","Sillar.Pir.PR","Sillar.Noble.PR","Noble.PR","Adobe.PR","Calamina.PR","Madera.PR","Otro.PR","Otro2.PR","Otro3.PR","Lad.Pir.PC","Ladr.Noble.PC","PiedraPir.PC","Piedra.Noble.PC","Sillar.Pir.PC","Sillar.Noble.PC","Noble.PC","Adobe.PC","Calamina.PC","Madera.PC","Otro.PC","Otro2.PC","Otro3.PC","Ladr.Pircado.TP","Ladr.Noble.TP","Piedra.Noble.TP","Sillar.Noble.TP","Noble.TP","Adobe.TP","Calamina.TP","Madera.TP","Estera.TP","otro1.TP","otro2.TP","otro3.TP","Ladr.Pircado.TR","Ladr.Noble.TR","Piedra.Noble.TR","Sillar.Noble.TR","Noble.TR","Adobe.TR","Calamina.TR","Madera.TR","Estera.TR","otro1.TR","otro2.TR","otro3.TR","Ladr.Pircado.TC","Ladr.Noble.TC","Piedra.Noble.TC","Sillar.Noble.TC","Noble.TC","Adobe.TC","Calamina.TC","Madera.TC","Estera.TC","otro1.TC","otro2.TC","otro3.TC","Sexo1","Sexo2","Sexo3","Sexo4","Sexo5","Sexo6","Sexo7","Sexo8","Sexo9","Sexo10","Sexo11","Edad1","Edad2","Edad3","Edad4","Edad5","Edad6","Edad7","Edad8","Edad9","Edad10","Edad11","perro","gato","cuy","pollo","pavo","pato","ganso","otras.aves","Otro1","otronumero1","Otro2","otronumero2","Otro3","otronumero3","Estatus","Observaciones"
"295","1.1.34.90",8141,1,1,"34","90","2014-03-20","2014-03-20","2014-03-25","PERI","P1","1.1.34.90-P1",0,0,1,1,1,0,0,3,0,0,1,1,1,0,3,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.90-20/03/2014","1.VI","Dormitorio",0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"M","","","","","",NA,NA,NA,NA,NA,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"296","1.1.34.91",8144,1,1,"34","91","2014-03-20","2014-03-20","2014-03-25","PERI","P1","1.1.34.91-P1",0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EP",1,0,"GB","3III SECAS","1.1.34.91-20/03/2014","1.I","Banho",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"297","1.1.34.91",8144,1,1,"34","91","2014-03-20","2014-03-20","2014-03-25","PERI","P1","1.1.34.91-P1",0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EP",1,0,"GB","3III SECAS","1.1.34.91-20/03/2014","2.II","Cocina",0,1,0,0,0,0,0,0,0,1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"298","1.1.34.91",8144,1,1,"34","91","2014-03-20","2014-03-20","2014-03-25","PERI","P1","1.1.34.91-P1",0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EP",1,0,"GB","3III SECAS","1.1.34.91-20/03/2014","2.III","Sala",0,1,0,0,0,0,0,0,0,1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"299","1.1.34.91",8144,1,1,"34","91","2014-03-20","2014-03-20","2014-03-25","PERI","P1","1.1.34.91-P1",0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EP",1,0,"GB","3III SECAS","1.1.34.91-20/03/2014","1.III","Deposito",0,0,0,0,1,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"300","1.1.34.91",8144,1,1,"34","91","2014-03-20","2014-03-20","2014-03-25","PERI","P1","1.1.34.91-P1",0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EP",1,0,"GB","3III SECAS","1.1.34.91-20/03/2014","1.IV","Cocina",0,0,0,0,1,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"301","1.1.34.91",8144,1,1,"34","91","2014-03-20","2014-03-20","2014-03-25","PERI","P1","1.1.34.91-P1",0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EP",1,0,"GB","3III SECAS","1.1.34.91-20/03/2014","1.V","Deposito",0,0,0,0,1,0,0,0,0,1,"CARTON","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"",0,NA,0,NA,0,1,""
"302","1.1.34.91",8144,1,1,"34","91","2014-03-20","2014-03-20","2014-03-25","PERI","P1","1.1.34.91-P1",0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EP",1,0,"GB","3III SECAS","1.1.34.91-20/03/2014","1.II","Deposito",0,0,0,0,1,0,0,0,0,0,"","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"303","1.1.34.91",8144,1,1,"34","91","2014-03-20","2014-03-20","2014-03-25","PERI","P1","1.1.34.91-P1",0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EP",1,0,"GB","3III SECAS","1.1.34.91-20/03/2014","2.I","Dormitorio",0,1,0,0,0,0,0,0,1,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"F","","","","","",NA,NA,NA,NA,NA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"304","1.1.34.97",8157,1,1,"34","97","2014-04-01","2014-04-01","2014-04-16","INTRA","1.II","1.1.34.97-1.II",0,0,0,1,1,1,1,4,0,0,0,1,0,1,2,0,0,0,0,0,0,0,"EP",1,1,"MV","1III SECA","1.1.34.97-01/04/2014","1.II","Dormitorio",0,1,0,0,1,0,0,0,0,0,"","","",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"M","","","","","",NA,NA,NA,NA,NA,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"305","1.1.34.97",8157,1,1,"34","97","2014-04-01","2014-04-01","2014-04-16","INTRA","1.II","1.1.34.97-1.II",0,0,0,1,1,1,1,4,0,0,0,1,0,1,2,0,0,0,0,0,0,0,"EP",1,1,"MV","1III SECA","1.1.34.97-01/04/2014","1.I","Deposito",1,1,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"306","1.1.34.97",8157,1,1,"34","97","2014-04-01","2014-04-01","2014-04-16","INTRA","1.II","1.1.34.97-1.II",0,0,0,1,1,1,1,4,0,0,0,1,0,1,2,0,0,0,0,0,0,0,"EP",1,1,"MV","1III SECA","1.1.34.97-01/04/2014","1.III","Vacio",0,0,0,0,1,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"307","1.1.38.219",8129,1,1,"38","219","2014-02-24","2014-02-24","2014-02-27","INTRA","1.II","1.1.38.219-1.II",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.38.219-24/02/2014","1.V","Deposito",0,1,0,0,1,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"308","1.1.38.219",8129,1,1,"38","219","2014-02-24","2014-02-24","2014-02-27","INTRA","1.II","1.1.38.219-1.II",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.38.219-24/02/2014","1.III","Cocina",0,1,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"309","1.1.38.219",8129,1,1,"38","219","2014-02-24","2014-02-24","2014-02-27","INTRA","1.II","1.1.38.219-1.II",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.38.219-24/02/2014","1.IV","Dormitorio",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"310","1.1.38.219",8129,1,1,"38","219","2014-02-24","2014-02-24","2014-02-27","INTRA","1.II","1.1.38.219-1.II",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.38.219-24/02/2014","1.VI","Deposito",0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"311","1.1.38.219",8129,1,1,"38","219","2014-02-24","2014-02-24","2014-02-27","INTRA","1.II","1.1.38.219-1.II",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.38.219-24/02/2014","1.II","Dormitorio",0,1,0,0,0,0,0,0,0,0,"","","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","","",0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"F","","","","","",NA,NA,NA,NA,NA,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"312","1.1.38.219",8129,1,1,"38","219","2014-02-24","2014-02-24","2014-02-27","INTRA","1.II","1.1.38.219-1.II",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.38.219-24/02/2014","1.I","Banho",0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"313","1.1.39.107",8102,1,1,"39","107","2014-01-30","2014-01-30","2014-01-31","PERI","A","1.1.39.107-A",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.39.107-30/01/2014","1.I","Cocina",0,0,0,0,0,0,1,0,0,0,"MAYOLICA","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"314","1.1.39.107",8102,1,1,"39","107","2014-01-30","2014-01-30","2014-01-31","PERI","A","1.1.39.107-A",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.39.107-30/01/2014","1.II","Banho",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"315","1.1.39.128",8103,1,1,"39","128","2014-01-31","2014-01-31","2014-02-03","PERI","P1","1.1.39.128-P1",0,0,1,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.39.128-31/01/2014","1.II","Vacio",0,0,0,0,0,1,0,0,0,0,"BLOQUETA NOBLE","","",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"316","1.1.39.128",8103,1,1,"39","128","2014-01-31","2014-01-31","2014-02-03","PERI","P1","1.1.39.128-P1",0,0,1,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.39.128-31/01/2014","1.I","Vacio",0,0,0,0,0,1,0,0,0,0,"BLOQUETA NOBLE","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"317","1.1.39.128",8103,1,1,"39","128","2014-01-31","2014-01-31","2014-02-03","PERI","P1","1.1.39.128-P1",0,0,1,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.39.128-31/01/2014","1.III","Deposito",0,0,0,0,0,1,0,0,0,0,"BLOQUETA NOBLE","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"318","1.1.39.128",8103,1,1,"39","128","2014-01-31","2014-01-31","2014-02-03","PERI","P1","1.1.39.128-P1",0,0,1,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.39.128-31/01/2014","1.IV","Banho",0,0,0,0,0,1,0,0,1,1,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"319","1.1.39.128",8103,1,1,"39","128","2014-01-31","2014-01-31","2014-02-03","PERI","P1","1.1.39.128-P1",0,0,1,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.39.128-31/01/2014","1.VI","Dormitorio",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"F","F","M","F","","",NA,NA,NA,NA,NA,24,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"320","1.1.39.128",8103,1,1,"39","128","2014-01-31","2014-01-31","2014-02-03","PERI","P1","1.1.39.128-P1",0,0,1,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.39.128-31/01/2014","1.V","Cocina, Deposito",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"321","1.1.39.157",8104,1,1,"39","157","2014-02-03","2014-02-03","2014-02-03","INTRA","1.VI","1.1.39.157-1.VI",27,22,22,8,7,2,11,99,27,22,22,8,7,2,88,0,0,0,0,0,0,0,"EP",1,1,"GB","11I SECAS","1.1.39.157-03/02/2014","1.VII","Vacio",0,1,0,0,0,0,0,0,0,0,"","","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"322","1.1.39.157",8104,1,1,"39","157","2014-02-03","2014-02-03","2014-02-03","INTRA","1.VI","1.1.39.157-1.VI",27,22,22,8,7,2,11,99,27,22,22,8,7,2,88,0,0,0,0,0,0,0,"EP",1,1,"GB","11I SECAS","1.1.39.157-03/02/2014","1.V","Cocina",0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"323","1.1.39.157",8104,1,1,"39","157","2014-02-03","2014-02-03","2014-02-03","INTRA","1.VI","1.1.39.157-1.VI",27,22,22,8,7,2,11,99,27,22,22,8,7,2,88,0,0,0,0,0,0,0,"EP",1,1,"GB","11I SECAS","1.1.39.157-03/02/2014","1.II","Deposito",0,0,0,0,0,1,0,0,0,0,"BLOQUETA NOBLE","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"324","1.1.39.157",8104,1,1,"39","157","2014-02-03","2014-02-03","2014-02-03","INTRA","1.VI","1.1.39.157-1.VI",27,22,22,8,7,2,11,99,27,22,22,8,7,2,88,0,0,0,0,0,0,0,"EP",1,1,"GB","11I SECAS","1.1.39.157-03/02/2014","1.I","Garage",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"325","1.1.39.157",8104,1,1,"39","157","2014-02-03","2014-02-03","2014-02-03","INTRA","1.VI","1.1.39.157-1.VI",27,22,22,8,7,2,11,99,27,22,22,8,7,2,88,0,0,0,0,0,0,0,"EP",1,1,"GB","11I SECAS","1.1.39.157-03/02/2014","1.VIII","Dormitorio",0,0,0,0,0,0,1,0,0,1,"TRIPLAY","","",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"M","","","","","",NA,NA,NA,NA,NA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"326","1.1.39.157",8104,1,1,"39","157","2014-02-03","2014-02-03","2014-02-03","INTRA","1.VI","1.1.39.157-1.VI",27,22,22,8,7,2,11,99,27,22,22,8,7,2,88,0,0,0,0,0,0,0,"EP",1,1,"GB","11I SECAS","1.1.39.157-03/02/2014","1.IV","Banho",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"327","1.1.39.157",8104,1,1,"39","157","2014-02-03","2014-02-03","2014-02-03","INTRA","1.VI","1.1.39.157-1.VI",27,22,22,8,7,2,11,99,27,22,22,8,7,2,88,0,0,0,0,0,0,0,"EP",1,1,"GB","11I SECAS","1.1.39.157-03/02/2014","1.VI","Deposito",0,0,0,0,1,1,0,0,0,0,"","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
