"","unicode","numero","provincia","distrito","localidad","vivienda","fec_captura","fec_ingreso","fec_lectura","intra_peri","codigo","intra_peri_code","cap_mac","cap_hem","cap_eta5","cap_eta4","cap_eta3","cap_eta2","cap_eta1","cap_total","exa_mac","exa_hem","exa_eta5","exa_eta4","exa_eta3","exa_eta2","exa_total","pos_mac","pos_hem","pos_eta5","pos_eta4","pos_eta3","pos_eta2","pos_total","procedencia","fase","apl_ins","procesado","observaciones","UNIFECHA","Cod.Cuarto","TipoCuarto","Lad.Pir.PP","Ladr.Noble.PP","PiedraPir.PP","Piedra.Noble.PP","Sillar.Pir.PP","Sillar.Noble.PP","Noble.PP","Adobe.PP","Calamina.PP","Madera.PP","Otro.PP","Otro2.PP","Otro3.PP","Lad.Pir.PR","Ladr.Noble.PR","PiedraPir.PR","Piedra.Noble.PR","Sillar.Pir.PR","Sillar.Noble.PR","Noble.PR","Adobe.PR","Calamina.PR","Madera.PR","Otro.PR","Otro2.PR","Otro3.PR","Lad.Pir.PC","Ladr.Noble.PC","PiedraPir.PC","Piedra.Noble.PC","Sillar.Pir.PC","Sillar.Noble.PC","Noble.PC","Adobe.PC","Calamina.PC","Madera.PC","Otro.PC","Otro2.PC","Otro3.PC","Ladr.Pircado.TP","Ladr.Noble.TP","Piedra.Noble.TP","Sillar.Noble.TP","Noble.TP","Adobe.TP","Calamina.TP","Madera.TP","Estera.TP","otro1.TP","otro2.TP","otro3.TP","Ladr.Pircado.TR","Ladr.Noble.TR","Piedra.Noble.TR","Sillar.Noble.TR","Noble.TR","Adobe.TR","Calamina.TR","Madera.TR","Estera.TR","otro1.TR","otro2.TR","otro3.TR","Ladr.Pircado.TC","Ladr.Noble.TC","Piedra.Noble.TC","Sillar.Noble.TC","Noble.TC","Adobe.TC","Calamina.TC","Madera.TC","Estera.TC","otro1.TC","otro2.TC","otro3.TC","Sexo1","Sexo2","Sexo3","Sexo4","Sexo5","Sexo6","Sexo7","Sexo8","Sexo9","Sexo10","Sexo11","Edad1","Edad2","Edad3","Edad4","Edad5","Edad6","Edad7","Edad8","Edad9","Edad10","Edad11","perro","gato","cuy","pollo","pavo","pato","ganso","otras.aves","Otro1","otronumero1","Otro2","otronumero2","Otro3","otronumero3","Estatus","Observaciones"
"1","1.1.34.100",8201,1,1,"34","100","2014-04-27","2014-04-28","2014-04-30","PERI","A","1.1.34.100-A",2,0,0,5,6,1,0,14,2,0,0,5,5,0,12,0,0,0,0,0,0,0,"EP",1,0,"MV","1III,1II SECAS","1.1.34.100-27/04/2014","1.I","Deposito",0,0,0,0,0,1,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"2","1.1.34.100",8201,1,1,"34","100","2014-04-27","2014-04-28","2014-04-30","PERI","A","1.1.34.100-A",2,0,0,5,6,1,0,14,2,0,0,5,5,0,12,0,0,0,0,0,0,0,"EP",1,0,"MV","1III,1II SECAS","1.1.34.100-27/04/2014","1.II","Banho",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"3","1.1.34.101",8182,1,1,"34","101","2014-03-27","2014-03-27","2014-04-15","PERI","E","1.1.34.101-E",13,4,69,26,13,1,101,227,13,4,61,25,11,0,114,0,0,0,0,0,0,0,"EP",1,0,"RS","8V,1IV,2III,1II PODRIDAS","1.1.34.101-27/03/2014","1.II","Garage",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"4","1.1.34.101",8182,1,1,"34","101","2014-03-27","2014-03-27","2014-04-15","PERI","E","1.1.34.101-E",13,4,69,26,13,1,101,227,13,4,61,25,11,0,114,0,0,0,0,0,0,0,"EP",1,0,"RS","8V,1IV,2III,1II PODRIDAS","1.1.34.101-27/03/2014","1.V","Deposito",0,0,0,0,1,1,0,0,0,0,"BLOQUETA NOBLE","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"5","1.1.34.101",8182,1,1,"34","101","2014-03-27","2014-03-27","2014-04-15","PERI","E","1.1.34.101-E",13,4,69,26,13,1,101,227,13,4,61,25,11,0,114,0,0,0,0,0,0,0,"EP",1,0,"RS","8V,1IV,2III,1II PODRIDAS","1.1.34.101-27/03/2014","1.III","Deposito",0,0,0,0,0,0,0,0,0,0,"BLOQUETA NOBLE","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"6","1.1.34.101",8182,1,1,"34","101","2014-03-27","2014-03-27","2014-04-15","PERI","E","1.1.34.101-E",13,4,69,26,13,1,101,227,13,4,61,25,11,0,114,0,0,0,0,0,0,0,"EP",1,0,"RS","8V,1IV,2III,1II PODRIDAS","1.1.34.101-27/03/2014","1.IV","Dormitorio, Deposito",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"M","","","","","",NA,NA,NA,NA,NA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"7","1.1.34.101",8182,1,1,"34","101","2014-03-27","2014-03-27","2014-04-15","PERI","E","1.1.34.101-E",13,4,69,26,13,1,101,227,13,4,61,25,11,0,114,0,0,0,0,0,0,0,"EP",1,0,"RS","8V,1IV,2III,1II PODRIDAS","1.1.34.101-27/03/2014","1.I","Banho",0,1,0,0,0,0,0,0,0,0,"","","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","","",0,1,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"8","1.1.34.101",8182,1,1,"34","101","2014-03-27","2014-03-27","2014-04-15","PERI","E","1.1.34.101-E",13,4,69,26,13,1,101,227,13,4,61,25,11,0,114,0,0,0,0,0,0,0,"EP",1,0,"RS","8V,1IV,2III,1II PODRIDAS","1.1.34.101-27/03/2014","1.VI","Deposito",0,0,0,0,1,1,0,0,0,0,"BLOQUETA NOBLE","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"9","1.1.34.102",8173,1,1,"34","102","2014-03-27","2014-03-27","2014-04-15","INTRA","1.I","1.1.34.102-1.I",0,0,1,0,1,0,2,4,0,0,1,0,1,0,2,0,0,0,0,0,0,0,"EP",1,1,"RS","0","1.1.34.102-27/03/2014","1.III","Cocina",0,0,0,0,0,1,0,0,0,0,"BLOQUETA NOBLE","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"10","1.1.34.102",8173,1,1,"34","102","2014-03-27","2014-03-27","2014-04-15","INTRA","1.I","1.1.34.102-1.I",0,0,1,0,1,0,2,4,0,0,1,0,1,0,2,0,0,0,0,0,0,0,"EP",1,1,"RS","0","1.1.34.102-27/03/2014","1.I","Deposito",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"11","1.1.34.102",8173,1,1,"34","102","2014-03-27","2014-03-27","2014-04-15","INTRA","1.I","1.1.34.102-1.I",0,0,1,0,1,0,2,4,0,0,1,0,1,0,2,0,0,0,0,0,0,0,"EP",1,1,"RS","0","1.1.34.102-27/03/2014","1.II","Deposito",0,0,0,0,0,1,0,0,0,0,"BLOQUETA NOBLE","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"12","1.1.34.102",8174,1,1,"34","102","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.102-P1",6,0,4,0,0,0,5,15,6,0,4,0,0,0,10,0,0,0,0,0,0,0,"EP",1,1,"RS","0","1.1.34.102-27/03/2014","1.III","Cocina",0,0,0,0,0,1,0,0,0,0,"BLOQUETA NOBLE","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"13","1.1.34.102",8174,1,1,"34","102","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.102-P1",6,0,4,0,0,0,5,15,6,0,4,0,0,0,10,0,0,0,0,0,0,0,"EP",1,1,"RS","0","1.1.34.102-27/03/2014","1.I","Deposito",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"14","1.1.34.102",8174,1,1,"34","102","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.102-P1",6,0,4,0,0,0,5,15,6,0,4,0,0,0,10,0,0,0,0,0,0,0,"EP",1,1,"RS","0","1.1.34.102-27/03/2014","1.II","Deposito",0,0,0,0,0,1,0,0,0,0,"BLOQUETA NOBLE","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"15","1.1.34.103",8175,1,1,"34","103","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.103-P1",0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.103-27/03/2014","1.IV","Dormitorio, Cocina",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"F","F","","","","",NA,NA,NA,NA,NA,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"16","1.1.34.103",8175,1,1,"34","103","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.103-P1",0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.103-27/03/2014","1.II","Dormitorio",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"M","M","","","","",NA,NA,NA,NA,NA,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"17","1.1.34.103",8175,1,1,"34","103","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.103-P1",0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.103-27/03/2014","2.I","Dormitorio",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"F","","","","","",NA,NA,NA,NA,NA,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"18","1.1.34.103",8175,1,1,"34","103","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.103-P1",0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.103-27/03/2014","1.III","Cocina",0,1,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"CARTON","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"19","1.1.34.103",8175,1,1,"34","103","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.103-P1",0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.103-27/03/2014","1.I","Dormitorio",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"F","","","","","",NA,NA,NA,NA,NA,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"20","1.1.34.103",8175,1,1,"34","103","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.103-P1",0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.103-27/03/2014","1.V","Banho",0,0,0,0,0,0,1,0,0,0,"MAYOLICA","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"21","1.1.34.104",8177,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.104-P1",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.I","Salon",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"22","1.1.34.104",8177,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.104-P1",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.II","Banho",0,0,0,0,0,0,1,0,0,0,"MAYOLICA","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"23","1.1.34.104",8177,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.104-P1",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.IV","Dormitorio",0,1,0,0,0,0,0,0,1,0,"BLOQUETA PIRCADA","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"F","","","","","",NA,NA,NA,NA,NA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"24","1.1.34.104",8177,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.104-P1",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.III","Comedor, Sala",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"25","1.1.34.104",8177,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.104-P1",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.VI","Dormitorio",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"F","","","","","",NA,NA,NA,NA,NA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"26","1.1.34.104",8177,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.104-P1",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.V","Deposito",0,1,0,0,0,0,0,0,1,0,"BLOQUETA PIRCADA","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"27","1.1.34.104",8177,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.104-P1",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","2.I","Deposito",0,1,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"28","1.1.34.104",8177,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","P1","1.1.34.104-P1",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.VII","Banho",0,0,0,0,0,0,1,0,0,0,"MAYOLICA","DRYWALL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"29","1.1.34.104",8176,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","B","1.1.34.104-B",0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.I","Salon",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"30","1.1.34.104",8176,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","B","1.1.34.104-B",0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.II","Banho",0,0,0,0,0,0,1,0,0,0,"MAYOLICA","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"31","1.1.34.104",8176,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","B","1.1.34.104-B",0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.IV","Dormitorio",0,1,0,0,0,0,0,0,1,0,"BLOQUETA PIRCADA","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"F","","","","","",NA,NA,NA,NA,NA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"32","1.1.34.104",8176,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","B","1.1.34.104-B",0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.III","Comedor, Sala",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
"33","1.1.34.104",8176,1,1,"34","104","2014-03-27","2014-03-27","2014-04-15","PERI","B","1.1.34.104-B",0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,"EP",1,0,"RS","0","1.1.34.104-27/03/2014","1.VI","Dormitorio",0,0,0,0,0,0,1,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"F","","","","","",NA,NA,NA,NA,NA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,0,NA,0,1,""
