"UNICODE","LATITUDE","LONGITUDE"
"1.1.34.460B",NA,NA
"1.1.34.470A",NA,NA
"1.1.34.470B",NA,NA
"1.1.34.475A",NA,NA
"1.1.34.477A",NA,NA
"1.1.34.478A",NA,NA
"1.1.34.479A",NA,NA
"1.1.34.491A",NA,NA
"1.1.34.501A",NA,NA
"1.1.34.504A",NA,NA
"1.1.34.506A",NA,NA
"1.1.34.508A",NA,NA
"1.1.34.50A",NA,NA
"1.1.34.512A",NA,NA
"1.1.34.518A",NA,NA
"1.1.34.53A",NA,NA
"1.1.34.549A",NA,NA
"1.1.34.556A",NA,NA
"1.1.34.559A",NA,NA
"1.1.34.559B",NA,NA
"1.1.34.561A",NA,NA
"1.1.34.571A",NA,NA
"1.1.34.571B",NA,NA
"1.1.34.583A",NA,NA
"1.1.34.595A",NA,NA
"1.1.34.645A",NA,NA
"1.1.34.647A",NA,NA
"1.1.34.64A",NA,NA
"1.1.34.650A",NA,NA
"1.1.34.655A",NA,NA
"1.1.34.656A",NA,NA
"1.1.34.668A",NA,NA
"1.1.34.670A",NA,NA
"1.1.34.678A",NA,NA
"1.1.34.686A",NA,NA
"1.1.34.69A",NA,NA
"1.1.34.714A",NA,NA
"1.1.34.719A",NA,NA
"1.1.34.725A",NA,NA
"1.1.34.725B",NA,NA
"1.1.34.726A",NA,NA
"1.1.34.735A",NA,NA
"1.1.34.735B",NA,NA
"1.1.34.84A",NA,NA
"1.1.34.86A",NA,NA
"1.1.34.96A",NA,NA
"1.1.36.39A",NA,NA
"1.1.36.60A",NA,NA
"1.1.36.6A",NA,NA
"1.1.36.8A",NA,NA
"1.1.37.86A",NA,NA
"1.1.38.24A",NA,NA
"1.1.38.253A",NA,NA
"1.1.38.256A",NA,NA
"1.1.39.11A",NA,NA
"1.1.39.129A",NA,NA
"1.1.39.135A",NA,NA
"1.1.39.14A",NA,NA
"1.1.39.150A",NA,NA
"1.1.39.174A",NA,NA
"1.1.39.203A",NA,NA
"1.1.39.21A",NA,NA
"1.1.39.35A",NA,NA
"1.1.39.57A",NA,NA
"1.1.39.57B",NA,NA
"1.1.39.60A",NA,NA
"1.1.39.89A",NA,NA
"1.1.39.9A",NA,NA
"1.1.40.95A",NA,NA
"1.1.40.95B",NA,NA
"1.1.42.123A",NA,NA
"1.1.42.138A",NA,NA
"1.1.42.162A",NA,NA
"1.1.42.167A",NA,NA
"1.1.42.21A",NA,NA
"1.1.42.31A",NA,NA
"1.1.42.92A",NA,NA
"1.1.45.15A",NA,NA
"1.1.45.24A",NA,NA
"1.1.45.29A",NA,NA
"1.1.45.37A",NA,NA
"1.1.45.37B",NA,NA
"1.1.45.6A",NA,NA
"1.1.6.10A",NA,NA
"1.1.6.131A",NA,NA
"1.1.6.151A",NA,NA
"1.1.6.193A",NA,NA
"1.1.6.21A",NA,NA
"1.1.6.21B",NA,NA
"1.1.6.23A",NA,NA
"1.1.6.242A",NA,NA
"1.1.6.259A",NA,NA
"1.1.6.260A",NA,NA
"1.1.6.265A",NA,NA
"1.1.6.28A",NA,NA
"1.1.6.42A",NA,NA
"1.1.6.4A",NA,NA
"1.1.6.4B",NA,NA
"1.1.6.7A",NA,NA
"1.1.62.355A",NA,NA
"1.1.62.369A",NA,NA
"1.1.62.393A",NA,NA
"1.1.7.108A",NA,NA
"1.1.7.21A",NA,NA
"1.1.7.24A",NA,NA
"1.1.7.28A",NA,NA
"1.1.7.32A",NA,NA
"1.1.7.33A",NA,NA
"1.1.7.34A",NA,NA
"1.1.7.53A",NA,NA
"1.1.7.64A",NA,NA
"1.1.7.86A",NA,NA
"1.1.70.32A",NA,NA
"1.1.70.38A",NA,NA
"1.1.70.44A",NA,NA
"1.1.70.54A",NA,NA
"1.1.70.61A",NA,NA
"1.1.70.86A",NA,NA
"1.1.71.124A",NA,NA
"1.1.71.125A",NA,NA
"1.1.71.132A",NA,NA
"1.1.71.163A",NA,NA
"1.1.71.56A",NA,NA
"1.1.71.83A",NA,NA
"1.1.74.551A",NA,NA
"1.1.77.104A",NA,NA
"1.1.77.10A",NA,NA
"1.1.77.111A",NA,NA
"1.1.77.127A",NA,NA
"1.1.77.12A",NA,NA
"1.1.77.137A",NA,NA
"1.1.77.20A",NA,NA
"1.1.77.29A",NA,NA
"1.1.77.31A",NA,NA
"1.1.77.35A",NA,NA
"1.1.77.38A",NA,NA
"1.1.77.38B",NA,NA
"1.1.77.38C",NA,NA
"1.1.77.47A",NA,NA
"1.1.77.47B",NA,NA
"1.1.77.4A",NA,NA
"1.1.77.51A",NA,NA
"1.1.77.60A",NA,NA
"1.1.77.64A",NA,NA
"1.1.77.69A",NA,NA
"1.1.77.79A",NA,NA
"1.1.77.82A",NA,NA
"1.1.77.82B",NA,NA
"1.1.77.87A",NA,NA
"1.1.77.87B",NA,NA
"1.1.77.87C",NA,NA
"1.1.77.94A",NA,NA
"1.1.77.94B",NA,NA
"1.1.77.97A",NA,NA
"1.1.78.110A",NA,NA
"1.1.78.110B",NA,NA
"1.1.78.113A",NA,NA
"1.1.78.113B",NA,NA
"1.1.78.14A",NA,NA
"1.1.78.158A",NA,NA
"1.1.78.164A",NA,NA
"1.1.78.213A",NA,NA
"1.1.78.214A",NA,NA
"1.1.78.220A",NA,NA
"1.1.78.227A",NA,NA
"1.1.78.230A",NA,NA
"1.1.78.240A",NA,NA
"1.1.78.264A",NA,NA
"1.1.78.265B",NA,NA
"1.1.78.265C",NA,NA
"1.1.78.268A",NA,NA
"1.1.78.269A",NA,NA
"1.1.78.273A",NA,NA
"1.1.78.292A",NA,NA
"1.1.78.321A",NA,NA
"1.1.78.328A",NA,NA
"1.1.78.344A",NA,NA
"1.1.78.369A",NA,NA
"1.1.78.402A",NA,NA
"1.1.78.404A",NA,NA
"1.1.78.418A",NA,NA
"1.1.78.422A",NA,NA
"1.1.78.423A",NA,NA
"1.1.78.429A",NA,NA
"1.1.78.430A",NA,NA
"1.1.78.434A",NA,NA
"1.1.78.447A",NA,NA
"1.1.78.455A",NA,NA
"1.1.78.463A",NA,NA
"1.1.78.467A",NA,NA
"1.1.78.46A",NA,NA
"1.1.78.49A",NA,NA
"1.1.78.509A",NA,NA
"1.1.78.516A",NA,NA
"1.1.78.522A",NA,NA
"1.1.78.529A",NA,NA
"1.1.78.538A",NA,NA
"1.1.78.53A",NA,NA
"1.1.78.541A",NA,NA
"1.1.78.560A",NA,NA
"1.1.78.571A",NA,NA
"1.1.78.575A",NA,NA
"1.1.78.589A",NA,NA
"1.1.78.592A",NA,NA
"1.1.78.611A",NA,NA
"1.1.78.614A",NA,NA
"1.1.78.651A",NA,NA
"1.1.79.130A",NA,NA
"1.1.79.145A",NA,NA
"1.1.79.145B",NA,NA
"1.1.79.172A",NA,NA
"1.1.79.187A",NA,NA
"1.1.79.187B",NA,NA
"1.1.79.189A",NA,NA
"1.1.79.195A",NA,NA
"1.1.79.94A",NA,NA
"1.1.79.94B",NA,NA
"1.1.8.121A",NA,NA
"1.1.8.123A",NA,NA
"1.1.8.123B",NA,NA
"1.1.8.123C",NA,NA
"1.1.8.125A",NA,NA
"1.1.8.125B",NA,NA
"1.1.8.130A",NA,NA
"1.1.8.33A",NA,NA
"1.1.8.35A",NA,NA
"1.1.81.127A",NA,NA
"1.1.81.129A",NA,NA
"1.1.81.129B",NA,NA
"1.1.81.134A",NA,NA
"1.1.81.154A",NA,NA
"1.1.81.168A",NA,NA
"1.1.81.22A",NA,NA
"1.1.81.26A",NA,NA
"1.1.81.27A",NA,NA
"1.1.81.27B",NA,NA
"1.1.81.3A",NA,NA
"1.1.81.45A",NA,NA
"1.1.81.61A",NA,NA
"1.1.81.7A",NA,NA
"1.1.81.91A",NA,NA
"1.1.81.91B",NA,NA
"1.1.82.11A",NA,NA
"1.1.82.21A",NA,NA
"1.1.82.23A",NA,NA
"1.1.82.26A",NA,NA
"1.1.82.33A",NA,NA
"1.1.82.54A",NA,NA
"1.1.82.54B",NA,NA
"1.1.82.54C",NA,NA
"1.1.82.5A",NA,NA
"1.1.82.66A",NA,NA
"1.1.82.7A",NA,NA
"1.1.82.81A",NA,NA
"1.1.82.81B",NA,NA
"1.1.82.81C",NA,NA
"1.1.82.88A",NA,NA
"1.1.82.89A",NA,NA
"1.1.83.14A",NA,NA
"1.1.83.1A",NA,NA
"1.1.83.9A",NA,NA
"1.1.87.362",NA,NA
"1.1.87.363",NA,NA
"1.1.87.364",NA,NA
"1.1.87.365",NA,NA
"1.1.87.366",NA,NA
"1.1.87.367",NA,NA
"1.1.87.368",NA,NA
"1.1.87.369",NA,NA
"1.1.87.370",NA,NA
"1.1.87.371",NA,NA
"1.1.87.372",NA,NA
"1.1.87.373",NA,NA
"1.1.87.374",NA,NA
"1.1.87.375",NA,NA
"1.1.87.376",NA,NA
"1.1.87.377",NA,NA
"1.1.87.378",NA,NA
"1.1.87.379",NA,NA
"1.1.87.380",NA,NA
"1.1.87.381",NA,NA
"1.1.87.382",NA,NA
"1.1.87.383",NA,NA
"1.1.87.384",NA,NA
"1.10.10.108A",NA,NA
"1.10.10.119A",NA,NA
"1.10.10.121A",NA,NA
"1.10.10.122A",NA,NA
"1.10.10.124A",NA,NA
"1.10.10.125A",NA,NA
"1.10.10.130A",NA,NA
"1.10.10.135A",NA,NA
"1.10.10.143A",NA,NA
"1.10.10.5A",NA,NA
"1.10.10.86A",NA,NA
"1.10.11.103A",NA,NA
"1.10.11.104A",NA,NA
"1.10.11.106A",NA,NA
"1.10.11.106B",NA,NA
"1.10.11.119A",NA,NA
"1.10.11.123A",NA,NA
"1.10.11.133",NA,NA
"1.10.11.134",NA,NA
"1.10.11.135",NA,NA
"1.10.11.136",NA,NA
"1.10.11.137",NA,NA
"1.10.11.138",NA,NA
"1.10.11.139",NA,NA
"1.10.11.140",NA,NA
"1.10.11.141",NA,NA
"1.10.11.142",NA,NA
"1.10.11.143",NA,NA
"1.10.11.144",NA,NA
"1.10.11.145",NA,NA
"1.10.11.146",NA,NA
"1.10.11.147",NA,NA
"1.10.11.148",NA,NA
"1.10.11.149",NA,NA
"1.10.11.150",NA,NA
"1.10.11.151",NA,NA
"1.10.11.152",NA,NA
"1.10.11.153",NA,NA
"1.10.11.154",NA,NA
"1.10.11.155",NA,NA
"1.10.11.156",NA,NA
"1.10.11.157",NA,NA
"1.10.11.158",NA,NA
"1.10.11.29A",NA,NA
"1.10.11.4A",NA,NA
"1.10.11.58A",NA,NA
"1.10.11.65A",NA,NA
"1.10.11.66A",NA,NA
"1.10.11.67A",NA,NA
"1.10.11.98A",NA,NA
"1.10.11.98B",NA,NA
"1.10.11.98C",NA,NA
"1.10.12.36A",NA,NA
"1.10.12.55A",NA,NA
"1.10.12.63A",NA,NA
"1.10.13.117A",NA,NA
"1.10.13.127A",NA,NA
"1.10.13.132A",NA,NA
"1.10.13.225A",NA,NA
"1.10.13.279A",NA,NA
"1.10.13.315A",NA,NA
"1.10.13.33A",NA,NA
"1.10.13.37A",NA,NA
"1.10.13.37B",NA,NA
"1.10.13.37C",NA,NA
"1.10.13.37D",NA,NA
"1.10.13.75A",NA,NA
"1.10.13.75B",NA,NA
"1.10.13A.144A",NA,NA
"1.10.13A.182A",NA,NA
"1.10.13A.19A",NA,NA
"1.10.13A.1A",NA,NA
"1.10.13A.4A",NA,NA
"1.10.14A.1A",NA,NA
"1.10.14A.32A",NA,NA
"1.10.14A.39A",NA,NA
"1.10.15.113A",NA,NA
"1.10.15.130A",NA,NA
"1.10.15.15A",NA,NA
"1.10.15.162A",NA,NA
"1.10.15.162B",NA,NA
"1.10.15.163A",NA,NA
"1.10.15.163B",NA,NA
"1.10.15.16A",NA,NA
"1.10.15.173A",NA,NA
"1.10.15.174A",NA,NA
"1.10.15.174B",NA,NA
"1.10.15.178A",NA,NA
"1.10.15.184A",NA,NA
"1.10.15.194A",NA,NA
"1.10.15.194B",NA,NA
"1.10.15.197A",NA,NA
"1.10.15.19A",NA,NA
"1.10.15.20A",NA,NA
"1.10.15.24A",NA,NA
"1.10.15.269A",NA,NA
"1.10.15.27A",NA,NA
"1.10.15.33A",NA,NA
"1.10.15.35A",NA,NA
"1.10.15.38A",NA,NA
"1.10.15.38B",NA,NA
"1.10.15.38C",NA,NA
"1.10.15.94A",NA,NA
"1.10.16.102A",NA,NA
"1.10.16.117A",NA,NA
"1.10.16.120A",NA,NA
"1.10.16.120B",NA,NA
"1.10.16.120C",NA,NA
"1.10.16.120D",NA,NA
"1.10.16.120E",NA,NA
"1.10.16.120F",NA,NA
"1.10.16.120G",NA,NA
"1.10.16.120H",NA,NA
"1.10.16.120I",NA,NA
"1.10.16.120J",NA,NA
"1.10.16.126A",NA,NA
"1.10.16.128A",NA,NA
"1.10.16.132A",NA,NA
"1.10.16.45A",NA,NA
"1.10.16.57A",NA,NA
"1.10.16.69A",NA,NA
"1.10.2.1015A",NA,NA
"1.10.2.1054A",NA,NA
"1.10.2.1065A",NA,NA
"1.10.2.1065B",NA,NA
"1.10.2.1067A",NA,NA
"1.10.2.1076A",NA,NA
"1.10.2.1080A",NA,NA
"1.10.2.1083A",NA,NA
"1.10.2.1086A",NA,NA
"1.10.2.1088A",NA,NA
"1.10.2.1095A",NA,NA
"1.10.2.1095B",NA,NA
"1.10.2.1117A",NA,NA
"1.10.2.111A",NA,NA
"1.10.2.1121A",NA,NA
"1.10.2.1131A",NA,NA
"1.10.2.1133A",NA,NA
"1.10.2.1133B",NA,NA
"1.10.2.1135A",NA,NA
"1.10.2.1136A",NA,NA
"1.10.2.1151A",NA,NA
"1.10.2.1154A",NA,NA
"1.10.2.1156A",NA,NA
"1.10.2.1165A",NA,NA
"1.10.2.1168A",NA,NA
"1.10.2.1168B",NA,NA
"1.10.2.1170A",NA,NA
"1.10.2.1174A",NA,NA
"1.10.2.117A",NA,NA
"1.10.2.117B",NA,NA
"1.10.2.117C",NA,NA
"1.10.2.117D",NA,NA
"1.10.2.117E",NA,NA
"1.10.2.117F",NA,NA
"1.10.2.117G",NA,NA
"1.10.2.117H",NA,NA
"1.10.2.1187A",NA,NA
"1.10.2.1188A",NA,NA
"1.10.2.1209A",NA,NA
"1.10.2.1225A",NA,NA
"1.10.2.1240A",NA,NA
"1.10.2.1249A",NA,NA
"1.10.2.1262A",NA,NA
"1.10.2.1273A",NA,NA
"1.10.2.1273B",NA,NA
"1.10.2.1282A",NA,NA
"1.10.2.1282B",NA,NA
"1.10.2.1288A",NA,NA
"1.10.2.1291A",NA,NA
"1.10.2.1291B",NA,NA
"1.10.2.1295A",NA,NA
"1.10.2.1297A",NA,NA
"1.10.2.1301A",NA,NA
"1.10.2.1302A",NA,NA
"1.10.2.1302B",NA,NA
"1.10.2.1302C",NA,NA
"1.10.2.1302D",NA,NA
"1.10.2.1302E",NA,NA
"1.10.2.1303A",NA,NA
"1.10.2.1307A",NA,NA
"1.10.2.1311A",NA,NA
"1.10.2.1322A",NA,NA
"1.10.2.1324A",NA,NA
"1.10.2.1325A",NA,NA
"1.10.2.1326A",NA,NA
"1.10.2.133A",NA,NA
"1.10.2.1340A",NA,NA
"1.10.2.1346A",NA,NA
"1.10.2.1362A",NA,NA
"1.10.2.1368A",NA,NA
"1.10.2.1370A",NA,NA
"1.10.2.1378A",NA,NA
"1.10.2.1379A",NA,NA
"1.10.2.1390A",NA,NA
"1.10.2.1390B",NA,NA
"1.10.2.1394A",NA,NA
"1.10.2.1402A",NA,NA
"1.10.2.1405A",NA,NA
"1.10.2.1407A",NA,NA
"1.10.2.1416A",NA,NA
"1.10.2.1422A",NA,NA
"1.10.2.1448A",NA,NA
"1.10.2.1449A",NA,NA
"1.10.2.1453A",NA,NA
"1.10.2.1453B",NA,NA
"1.10.2.1462A",NA,NA
"1.10.2.1475A",NA,NA
"1.10.2.1483A",NA,NA
"1.10.2.1483B",NA,NA
"1.10.2.1492A",NA,NA
"1.10.2.149A",NA,NA
"1.10.2.149B",NA,NA
"1.10.2.1508A",NA,NA
"1.10.2.1508B",NA,NA
"1.10.2.1516A",NA,NA
"1.10.2.1516B",NA,NA
"1.10.2.1516C",NA,NA
"1.10.2.1519A",NA,NA
"1.10.2.1520A",NA,NA
"1.10.2.1528A",NA,NA
"1.10.2.1530A",NA,NA
"1.10.2.1535A",NA,NA
"1.10.2.1537A",NA,NA
"1.10.2.1538A",NA,NA
"1.10.2.153A",NA,NA
"1.10.2.1541A",NA,NA
"1.10.2.1543A",NA,NA
"1.10.2.1545A",NA,NA
"1.10.2.1549A",NA,NA
"1.10.2.1550A",NA,NA
"1.10.2.155A",NA,NA
"1.10.2.1560A",NA,NA
"1.10.2.1562A",NA,NA
"1.10.2.1562B",NA,NA
"1.10.2.1566A",NA,NA
"1.10.2.1566B",NA,NA
"1.10.2.1567A",NA,NA
"1.10.2.1570A",NA,NA
"1.10.2.1578A",NA,NA
"1.10.2.1579A",NA,NA
"1.10.2.1587A",NA,NA
"1.10.2.1591A",NA,NA
"1.10.2.1601A",NA,NA
"1.10.2.1603A",NA,NA
"1.10.2.1605A",NA,NA
"1.10.2.1618A",NA,NA
"1.10.2.1618B",NA,NA
"1.10.2.1625A",NA,NA
"1.10.2.1637A",NA,NA
"1.10.2.1644A",NA,NA
"1.10.2.1656A",NA,NA
"1.10.2.1656B",NA,NA
"1.10.2.1657A",NA,NA
"1.10.2.1662A",NA,NA
"1.10.2.1663A",NA,NA
"1.10.2.1669A",NA,NA
"1.10.2.167A",NA,NA
"1.10.2.1683A",NA,NA
"1.10.2.1689A",NA,NA
"1.10.2.1692A",NA,NA
"1.10.2.169A",NA,NA
"1.10.2.1701A",NA,NA
"1.10.2.1703A",NA,NA
"1.10.2.1738A",NA,NA
"1.10.2.1758A",NA,NA
"1.10.2.1760A",NA,NA
"1.10.2.1766A",NA,NA
"1.10.2.1779A",NA,NA
"1.10.2.1781A",NA,NA
"1.10.2.1799A",NA,NA
"1.10.2.1810A",NA,NA
"1.10.2.1810B",NA,NA
"1.10.2.1810C",NA,NA
"1.10.2.1815A",NA,NA
"1.10.2.1820A",NA,NA
"1.10.2.1821A",NA,NA
"1.10.2.1824A",NA,NA
"1.10.2.1824B",NA,NA
"1.10.2.1835A",NA,NA
"1.10.2.1835B",NA,NA
"1.10.2.1836A",NA,NA
"1.10.2.1836B",NA,NA
"1.10.2.1852A",NA,NA
"1.10.2.1855A",NA,NA
"1.10.2.1862A",NA,NA
"1.10.2.1862B",NA,NA
"1.10.2.1866A",NA,NA
"1.10.2.1886A",NA,NA
"1.10.2.1895A",NA,NA
"1.10.2.190A",NA,NA
"1.10.2.190B",NA,NA
"1.10.2.190C",NA,NA
"1.10.2.191A",NA,NA
"1.10.2.1926A",NA,NA
"1.10.2.1927A",NA,NA
"1.10.2.1932A",NA,NA
"1.10.2.1933A",NA,NA
"1.10.2.1934A",NA,NA
"1.10.2.1944A",NA,NA
"1.10.2.1947A",NA,NA
"1.10.2.1948A",NA,NA
"1.10.2.1948B",NA,NA
"1.10.2.199A",NA,NA
"1.10.2.2022A",NA,NA
"1.10.2.2037A",NA,NA
"1.10.2.2040A",NA,NA
"1.10.2.2043A",NA,NA
"1.10.2.2055A",NA,NA
"1.10.2.2055B",NA,NA
"1.10.2.2060A",NA,NA
"1.10.2.2065A",NA,NA
"1.10.2.2065B",NA,NA
"1.10.2.2066A",NA,NA
"1.10.2.2073A",NA,NA
"1.10.2.2077A",NA,NA
"1.10.2.2087A",NA,NA
"1.10.2.2088A",NA,NA
"1.10.2.2089A",NA,NA
"1.10.2.210A",NA,NA
"1.10.2.2118A",NA,NA
"1.10.2.212A",NA,NA
"1.10.2.2145A",NA,NA
"1.10.2.2146A",NA,NA
"1.10.2.2147A",NA,NA
"1.10.2.2156A",NA,NA
"1.10.2.215A",NA,NA
"1.10.2.2183A",NA,NA
"1.10.2.218A",NA,NA
"1.10.2.2195A",NA,NA
"1.10.2.2211A",NA,NA
"1.10.2.2211B",NA,NA
"1.10.2.225A",NA,NA
"1.10.2.2302A",NA,NA
"1.10.2.2310A",NA,NA
"1.10.2.2314A",NA,NA
"1.10.2.2321A",NA,NA
"1.10.2.2324A",NA,NA
"1.10.2.2332A",NA,NA
"1.10.2.2333A",NA,NA
"1.10.2.2349A",NA,NA
