"type,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime"
"TRACK,1.11.13-2,-16.38912654706103,-71.52032629039574,8186349.45528307,230800.90859322,False, , ,0, , , , , , "
"TRACK,1.11.13-2,-16.38938333768465,-71.51991869957618,8186321.56717857,230844.820660891,False, , ,0, , , , , , "
"TRACK,1.11.13-2,-16.38906685180076,-71.51969355932216,8186356.90380496,230868.446202224,False, , ,0, , , , , , "
"TRACK,1.11.13-2,-16.38880289630891,-71.52010351701063,8186385.58203721,230824.271311537,False, , ,0, , , , , , "
"TRACK,1.11.13-3, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.13-3,-16.38874621363266,-71.52006036910298,8186391.91458805,230828.804587916,False, , ,0, , , , , , "
"TRACK,1.11.13-3,-16.38899745856897,-71.51964384936598,8186364.65222676,230873.663293972,False, , ,0, , , , , , "
"TRACK,1.11.13-3,-16.38868956067683,-71.51942765049132,8186399.02617527,230896.345177154,False, , ,0, , , , , , "
"TRACK,1.11.13-3,-16.38843446773598,-71.51983413343753,8186426.72791651,230852.553784243,False, , ,0, , , , , , "
"TRACK,1.11.13-4, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.13-4,-16.38904646397761,-71.51959053163793,8186359.29763214,230879.428697872,False, , ,0, , , , , , "
"TRACK,1.11.13-4,-16.38931337435905,-71.51918147727703,8186330.29097378,230923.51097355,False, , ,0, , , , , , "
"TRACK,1.11.13-4,-16.38957942805693,-71.51877699461487,8186301.37302034,230967.10337298,False, , ,0, , , , , , "
"TRACK,1.11.13-4,-16.38926191820686,-71.51856019681763,8186336.81178573,230989.836105081,False, , ,0, , , , , , "
"TRACK,1.11.13-4,-16.38873165260024,-71.51936469328439,8186394.44974887,230903.131248275,False, , ,0, , , , , , "
"TRACK,1.11.13-5, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.13-5,-16.38941333975708,-71.51985594801054,8186318.32895327,230851.568126695,False, , ,0, , , , , , "
"TRACK,1.11.13-5,-16.38999207781948,-71.51897077213232,8186255.4319126,230946.961627629,False, , ,0, , , , , , "
"TRACK,1.11.13-5,-16.38967767446123,-71.51875027460423,8186290.53170325,230970.093925203,False, , ,0, , , , , , "
"TRACK,1.11.13-5,-16.38911560092035,-71.51962923700893,8186351.59218763,230875.387308149,False, , ,0, , , , , , "
"TRACK,1.11.13-6, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.13-6,-16.38865123275268,-71.51850445680854,8186404.49407915,230994.953939031,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.38879218035061,-71.51832265173793,8186389.13103601,231014.577028615,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.38927352657335,-71.5184948650418,8186335.61328847,230996.834019043,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.38960371098209,-71.51871289229905,8186298.7697133,230973.987303462,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.38969415034096,-71.51867756378083,8186288.80412486,230977.887107687,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.39003386692099,-71.51890242423742,8186250.89615428,230954.323326838,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.39011668347347,-71.51878377814202,8186241.88500922,230967.11671776,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.38979574624903,-71.51859518093035,8186277.66582064,230986.830891649,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.38950166144236,-71.51844778709834,8186310.4191512,231002.178659351,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.38908814427179,-71.51829435303218,8186356.40270733,231018.007911203,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.38889973308288,-71.51822589993165,8186377.35229631,231025.064611077,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.38844147257516,-71.51810820758186,8186428.24191079,231037.012809111,False, , ,0, , , , , , "
"TRACK,1.11.13-6,-16.38832633494468,-71.51825710350853,8186440.79122453,231020.942160656,False, , ,0, , , , , , "
"TRACK,1.11.13-7, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.13-7,-16.38836287160748,-71.5189012310491,8186435.89197088,230952.154545967,False, , ,0, , , , , , "
"TRACK,1.11.13-7,-16.38861170126785,-71.51857225889198,8186408.78064243,230987.653636452,False, , ,0, , , , , , "
"TRACK,1.11.13-7,-16.38829929973547,-71.51831426504491,8186443.70845902,231014.796174966,False, , ,0, , , , , , "
"TRACK,1.11.13-7,-16.38804448965507,-71.51863472733015,8186471.49320748,230980.198308856,False, , ,0, , , , , , "
"TRACK,1.11.13-8, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.13-8,-16.38869169068898,-71.51928674977502,8186398.97730405,230911.406124259,False, , ,0, , , , , , "
"TRACK,1.11.13-8,-16.38918739842874,-71.51852234067829,8186345.1120054,230993.779375565,False, , ,0, , , , , , "
"TRACK,1.11.13-8,-16.38883947305833,-71.51840267925698,8186383.78917384,231006.089495983,False, , ,0, , , , , , "
"TRACK,1.11.13-8,-16.3883685123128,-71.5190039001169,8186435.13130192,230941.190067727,False, , ,0, , , , , , "
"TRACK,1.11.13-9, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.13-9,-16.38819731634134,-71.52000902184579,8186452.75064677,230833.537456226,False, , ,0, , , , , , "
"TRACK,1.11.13-9,-16.388426873689,-71.51970417070157,8186427.74110056,230866.43244824,False, , ,0, , , , , , "
"TRACK,1.11.13-9,-16.3877057327887,-71.51908544717463,8186508.39879048,230931.564343108,False, , ,0, , , , , , "
"TRACK,1.11.13-9,-16.38746865625103,-71.51938764048127,8186534.24440883,230898.943045391,False, , ,0, , , , , , "
"TRACK,1.11.13-10, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.13-10,-16.38815126595902,-71.52006416553714,8186457.77566252,230827.58093982,False, , ,0, , , , , , "
"TRACK,1.11.13-10,-16.38743071358096,-71.51944470545061,8186538.36929727,230892.792342922,False, , ,0, , , , , , "
"TRACK,1.11.13-10,-16.38718843424518,-71.51975235083302,8186564.78363259,230859.581133217,False, , ,0, , , , , , "
"TRACK,1.11.13-10,-16.3879084502046,-71.52037247760038,8186484.2483951,230794.297755937,False, , ,0, , , , , , "
"TRACK,1.11.14-1, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-1,-16.39283449441539,-71.51526260158241,8185945.66726365,231347.150471882,False, , ,0, , , , , , "
"TRACK,1.11.14-1,-16.39317956813953,-71.51478082600301,8185908.10282205,231399.109986334,False, , ,0, , , , , , "
"TRACK,1.11.14-1,-16.39272016138883,-71.51446514698944,8185959.3812962,231432.215287879,False, , ,0, , , , , , "
"TRACK,1.11.14-1,-16.39241694168384,-71.51490749353886,8185992.36444954,231384.526848606,False, , ,0, , , , , , "
"TRACK,1.11.14-2, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-2,-16.39231314789523,-71.5148259289135,8186003.96337375,231393.101015616,False, , ,0, , , , , , "
"TRACK,1.11.14-2,-16.39262204332115,-71.51439904078865,8185970.33137502,231439.145249723,False, , ,0, , , , , , "
"TRACK,1.11.14-2,-16.39208515992145,-71.51402451104444,8186030.26502601,231478.433702737,False, , ,0, , , , , , "
"TRACK,1.11.14-2,-16.3918291430847,-71.5144246916681,8186058.0783664,231435.316147884,False, , ,0, , , , , , "
"TRACK,1.11.14-3, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-3,-16.39095473682427,-71.5154444839596,8186153.53195555,231325.133180392,False, , ,0, , , , , , "
"TRACK,1.11.14-3,-16.39166867391693,-71.51442581000603,8186075.84221956,231434.976475259,False, , ,0, , , , , , "
"TRACK,1.11.14-3,-16.39114114536493,-71.51399723510912,8186134.81174591,231480.053688058,False, , ,0, , , , , , "
"TRACK,1.11.14-3,-16.39046665660981,-71.51501861552124,8186208.13086528,231369.975222898,False, , ,0, , , , , , "
"TRACK,1.11.14-4, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-4,-16.39153313244682,-71.51593743006779,8186088.84532001,231273.246900356,False, , ,0, , , , , , "
"TRACK,1.11.14-4,-16.39225849804752,-71.51490808041611,8186009.90476869,231384.24670165,False, , ,0, , , , , , "
"TRACK,1.11.14-4,-16.39176076904432,-71.51452057805783,8186065.52097684,231424.975183023,False, , ,0, , , , , , "
"TRACK,1.11.14-4,-16.39105720038122,-71.51553680582862,8186142.06602527,231315.407540337,False, , ,0, , , , , , "
"TRACK,1.11.14-5, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-5,-16.3920665647236,-71.51638163266881,8186029.20095924,231226.508308745,False, , ,0, , , , , , "
"TRACK,1.11.14-5,-16.39276836748945,-71.51534212447361,8185952.88273459,231338.561322936,False, , ,0, , , , , , "
"TRACK,1.11.14-5,-16.39235163720383,-71.51500244804628,8185999.46844146,231374.289690347,False, , ,0, , , , , , "
"TRACK,1.11.14-5,-16.39162487071742,-71.51600837871739,8186078.59506533,231265.790705413,False, , ,0, , , , , , "
"TRACK,1.11.14-6, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-6,-16.39156784411194,-71.51714797296604,8186083.39789119,231143.926317993,False, , ,0, , , , , , "
"TRACK,1.11.14-6,-16.39201495992239,-71.51648719721318,8186034.77414722,231215.15601271,False, , ,0, , , , , , "
"TRACK,1.11.14-6,-16.39155778976567,-71.5161068143199,8186085.89106997,231255.17900736,False, , ,0, , , , , , "
"TRACK,1.11.14-6,-16.39108463279377,-71.51675785094656,8186137.41085179,231184.95431804,False, , ,0, , , , , , "
"TRACK,1.11.14-7, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-7,-16.39100655424482,-71.5166915146993,8186146.14277027,231191.936341392,False, , ,0, , , , , , "
"TRACK,1.11.14-7,-16.39146318301501,-71.51602596493595,8186096.47201504,231263.689334394,False, , ,0, , , , , , "
"TRACK,1.11.14-7,-16.39099091212635,-71.51564520386772,8186149.26109756,231303.732255706,False, , ,0, , , , , , "
"TRACK,1.11.14-7,-16.39053732024298,-71.51627901424895,8186198.6378479,231235.375330298,False, , ,0, , , , , , "
"TRACK,1.11.14-8, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-8,-16.39044641156411,-71.5162038105663,8186208.80190382,231243.287431399,False, , ,0, , , , , , "
"TRACK,1.11.14-8,-16.3908913560409,-71.51553659921517,8186160.42672382,231315.201997368,False, , ,0, , , , , , "
"TRACK,1.11.14-8,-16.39040872343946,-71.51512519637032,8186214.40339523,231358.505594655,False, , ,0, , , , , , "
"TRACK,1.11.14-8,-16.38996261605364,-71.51580744444159,8186262.88754952,231284.982437178,False, , ,0, , , , , , "
"TRACK,1.11.14-9, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-9,-16.38987350946,-71.5157288657917,8186272.85654498,231293.257739359,False, , ,0, , , , , , "
"TRACK,1.11.14-9,-16.39033654159147,-71.51505293023722,8186222.49028205,231366.129518645,False, , ,0, , , , , , "
"TRACK,1.11.14-9,-16.38988945536824,-71.51469057676444,8186272.46656028,231404.240299492,False, , ,0, , , , , , "
"TRACK,1.11.14-9,-16.38943252006369,-71.51536465723201,8186322.16044578,231331.575098493,False, , ,0, , , , , , "
"TRACK,1.11.14-10, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-10,-16.38852524778822,-71.51653450416838,8186421.05344929,231205.309049842,False, , ,0, , , , , , "
"TRACK,1.11.14-10,-16.38927421101107,-71.51541367344571,8186339.62171222,231326.119533512,False, , ,0, , , , , , "
"TRACK,1.11.14-10,-16.38882980865879,-71.51503953731249,8186389.31651742,231365.493372142,False, , ,0, , , , , , "
"TRACK,1.11.14-10,-16.38809234628456,-71.51615972382524,8186469.47609722,231244.767458351,False, , ,0, , , , , , "
"TRACK,1.11.14-11, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-11,-16.38905482457836,-71.51698288742381,8186361.83033015,231158.117674143,False, , ,0, , , , , , "
"TRACK,1.11.14-11,-16.389794731472,-71.51586376495952,8186281.39922556,231278.733093686,False, , ,0, , , , , , "
"TRACK,1.11.14-11,-16.38933867203984,-71.51548375349182,8186332.3924743,231318.718603162,False, , ,0, , , , , , "
"TRACK,1.11.14-11,-16.38861805662249,-71.5166231263095,8186410.66124246,231195.965454071,False, , ,0, , , , , , "
"TRACK,1.11.14-12, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-12,-16.38959511526837,-71.51743897770905,8186301.41072619,231110.117638835,False, , ,0, , , , , , "
"TRACK,1.11.14-12,-16.39036408678595,-71.5163231672181,8186217.75780718,231230.418936805,False, , ,0, , , , , , "
"TRACK,1.11.14-12,-16.38987049272238,-71.51593286064394,8186272.92023632,231271.452908429,False, , ,0, , , , , , "
"TRACK,1.11.14-12,-16.38914319702064,-71.51706640287378,8186351.93601284,231149.313784566,False, , ,0, , , , , , "
"TRACK,1.11.14-13, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-13,-16.39015944930663,-71.5179012269579,8186238.32099344,231061.492710661,False, , ,0, , , , , , "
"TRACK,1.11.14-13,-16.39092150012113,-71.51679288941227,8186155.42464032,231180.985805224,False, , ,0, , , , , , "
"TRACK,1.11.14-13,-16.39045107704721,-71.5164141717712,8186208.0066085,231220.812841179,False, , ,0, , , , , , "
"TRACK,1.11.14-13,-16.38968950339413,-71.51752042738561,8186290.85313135,231101.542826986,False, , ,0, , , , , , "
"TRACK,1.11.14-14, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-14,-16.39051644990396,-71.51819795024755,8186198.40432127,231030.272731305,False, , ,0, , , , , , "
"TRACK,1.11.14-14,-16.39128632017114,-71.51708695309318,8186114.64599473,231150.060744675,False, , ,0, , , , , , "
"TRACK,1.11.14-14,-16.39101828088977,-71.51687780612015,8186144.59758609,231172.043803038,False, , ,0, , , , , , "
"TRACK,1.11.14-14,-16.39024031542128,-71.51796682725978,8186229.28139787,231054.593176366,False, , ,0, , , , , , "
"TRACK,1.11.14-15, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-15,-16.39016691715787,-71.5187186847083,8186236.41003682,230974.142211423,False, , ,0, , , , , , "
"TRACK,1.11.14-15,-16.39044154767739,-71.51830119577183,8186206.55973565,231019.136108,False, , ,0, , , , , , "
"TRACK,1.11.14-15,-16.39015966192278,-71.51807582945811,8186238.06590841,231042.833440013,False, , ,0, , , , , , "
"TRACK,1.11.14-15,-16.38984485873294,-71.51850640689199,8186272.34637782,230996.385571963,False, , ,0, , , , , , "
"TRACK,1.11.14-16, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-16,-16.38976223839907,-71.5184721502031,8186281.53862819,230999.933028652,False, , ,0, , , , , , "
"TRACK,1.11.14-16,-16.39008115792424,-71.51801158386566,8186246.84220403,231049.591442212,False, , ,0, , , , , , "
"TRACK,1.11.14-16,-16.38961899562725,-71.51761460382234,8186298.53410347,231091.381435736,False, , ,0, , , , , , "
"TRACK,1.11.14-16,-16.38918376465363,-71.51822777700657,8186345.90496765,231025.254219227,False, , ,0, , , , , , "
"TRACK,1.11.14-17, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-17,-16.38909120940873,-71.518187366845,8186356.20525339,231029.445674028,False, , ,0, , , , , , "
"TRACK,1.11.14-17,-16.38953352789444,-71.51752879207005,8186308.10991899,231100.43467021,False, , ,0, , , , , , "
"TRACK,1.11.14-17,-16.38905758736646,-71.51716798529266,8186361.27910415,231138.340177603,False, , ,0, , , , , , "
"TRACK,1.11.14-17,-16.3884916257952,-71.51802544328773,8186422.79925085,231045.926703558,False, , ,0, , , , , , "
"TRACK,1.11.14-17,-16.38880210384007,-71.51810969390698,8186388.31483247,231037.349375213,False, , ,0, , , , , , "
"TRACK,1.11.14-18, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-18,-16.38839702610004,-71.51799658972598,8186433.31054312,231048.880328922,False, , ,0, , , , , , "
"TRACK,1.11.14-18,-16.38899253498907,-71.51708545980681,8186368.59037558,231147.07029355,False, , ,0, , , , , , "
"TRACK,1.11.14-18,-16.3885291025074,-71.51674536982034,8186420.34723639,231182.779210552,False, , ,0, , , , , , "
"TRACK,1.11.14-18,-16.38785449433528,-71.51776333381945,8186493.68293326,231073.063168657,False, , ,0, , , , , , "
"TRACK,1.11.14-19, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-19,-16.38776722372511,-71.51770921583396,8186503.41631902,231078.726899886,False, , ,0, , , , , , "
"TRACK,1.11.14-19,-16.38845717648394,-71.51665876980748,8186428.42485741,231191.935372105,False, , ,0, , , , , , "
"TRACK,1.11.14-19,-16.38801463633834,-71.51629896877191,8186477.89476545,231229.779703302,False, , ,0, , , , , , "
"TRACK,1.11.14-19,-16.38731029300336,-71.51733465462358,8186554.49917016,231118.128827257,False, , ,0, , , , , , "
"TRACK,1.11.14-20, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-20,-16.38723024328718,-71.51726464212833,8186563.45419032,231125.50116493,False, , ,0, , , , , , "
"TRACK,1.11.14-20,-16.38793359171319,-71.51620308443279,8186486.99417177,231239.915605759,False, , ,0, , , , , , "
"TRACK,1.11.14-20,-16.38743514808405,-71.51579324636025,8186542.71925804,231283.030902329,False, , ,0, , , , , , "
"TRACK,1.11.14-20,-16.38667605996199,-71.51678094480101,8186625.44828099,231176.433250302,False, , ,0, , , , , , "
"TRACK,1.11.14-21, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-21,-16.3869152267999,-71.51632049639687,8186599.58055869,231225.969938905,False, , ,0, , , , , , "
"TRACK,1.11.14-21,-16.38736041082215,-71.51573142616232,8186551.07522515,231289.535072419,False, , ,0, , , , , , "
"TRACK,1.11.14-21,-16.38692837933002,-71.51536956484731,8186599.38422417,231327.614462219,False, , ,0, , , , , , "
"TRACK,1.11.14-21,-16.38644696429482,-71.51596706225151,8186651.88960206,231263.098967937,False, , ,0, , , , , , "
"TRACK,1.11.14-22, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-22,-16.38636667111835,-71.51591290321841,8186660.85050999,231268.776792096,False, , ,0, , , , , , "
"TRACK,1.11.14-22,-16.38684842459995,-71.51529678178321,8186608.33231195,231335.283115776,False, , ,0, , , , , , "
"TRACK,1.11.14-22,-16.3864035123157,-71.51492439639537,8186658.08115148,231374.469761396,False, , ,0, , , , , , "
"TRACK,1.11.14-22,-16.38591249104794,-71.51556462957635,8186711.59356353,231305.373857225,False, , ,0, , , , , , "
"TRACK,1.11.14-23, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-23,-16.38583173386666,-71.51550377232439,8186720.61469645,231311.76692567,False, , ,0, , , , , , "
"TRACK,1.11.14-23,-16.38634137875833,-71.5148769277418,8186665.02273615,231379.457534336,False, , ,0, , , , , , "
"TRACK,1.11.14-23,-16.38589621899946,-71.51448753882367,8186714.8213742,231420.461236295,False, , ,0, , , , , , "
"TRACK,1.11.14-23,-16.3853860347547,-71.51515930821914,8186770.41368505,231347.968708989,False, , ,0, , , , , , "
"TRACK,1.11.14-24, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-24,-16.38639809997113,-71.51708230565433,8186655.82151172,231143.844982045,False, , ,0, , , , , , "
"TRACK,1.11.14-24,-16.38657936438396,-71.51686722484811,8186636.03899194,231167.079694246,False, , ,0, , , , , , "
"TRACK,1.11.14-24,-16.38661594721389,-71.51669248177632,8186632.22052614,231185.804827798,False, , ,0, , , , , , "
"TRACK,1.11.14-24,-16.38683643468587,-71.51639251350068,8186608.20811418,231218.165282801,False, , ,0, , , , , , "
"TRACK,1.11.14-24,-16.38532197437744,-71.5152449812871,8186777.39226835,231338.724838265,False, , ,0, , , , , , "
"TRACK,1.11.14-24,-16.38481124736026,-71.51589683709985,8186833.0708317,231268.359328776,False, , ,0, , , , , , "
"TRACK,1.11.14-25, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-25,-16.38504799481925,-71.51541426401116,8186807.50000029,231320.25748431,False, , ,0, , , , , , "
"TRACK,1.11.14-25,-16.38582640608891,-71.5144315787589,8186722.62435705,231426.345991323,False, , ,0, , , , , , "
"TRACK,1.11.14-25,-16.38540928176812,-71.51408351116156,8186769.26441023,231462.97230457,False, , ,0, , , , , , "
"TRACK,1.11.14-25,-16.38470709634055,-71.51511699391986,8186845.63411115,231351.559523078,False, , ,0, , , , , , "
"TRACK,1.11.14-26, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-26,-16.38447581988033,-71.51615957124402,8186869.85754826,231239.820188984,False, , ,0, , , , , , "
"TRACK,1.11.14-26,-16.38495353303543,-71.51553704330024,8186817.7951306,231307.006280954,False, , ,0, , , , , , "
"TRACK,1.11.14-26,-16.38461026743714,-71.5152416154499,8186856.18888254,231338.108186703,False, , ,0, , , , , , "
"TRACK,1.11.14-26,-16.38415020982421,-71.51595274748662,8186906.17941279,231261.477013782,False, , ,0, , , , , , "
"TRACK,1.11.14-27, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-27,-16.3845708847281,-71.51518315806383,8186860.6263045,231344.301599518,False, , ,0, , , , , , "
"TRACK,1.11.14-27,-16.38414705803705,-71.51483117555749,8186908.01367651,231381.337242085,False, , ,0, , , , , , "
"TRACK,1.11.14-27,-16.38363993403906,-71.51558226928952,8186963.16210373,231300.37066368,False, , ,0, , , , , , "
"TRACK,1.11.14-27,-16.38407438228708,-71.5159205431297,8186914.61684322,231264.81470891,False, , ,0, , , , , , "
"TRACK,1.11.14-28, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-28,-16.38464576929203,-71.51506783854167,8186852.48864084,231356.728712083,False, , ,0, , , , , , "
"TRACK,1.11.14-28,-16.38536293588585,-71.51403299261743,8186774.46217148,231468.307728124,False, , ,0, , , , , , "
"TRACK,1.11.14-28,-16.38493252824814,-71.5136813957657,8186822.57737454,231505.29319147,False, , ,0, , , , , , "
"TRACK,1.11.14-28,-16.38423580008724,-71.51470657451591,8186898.35413479,231394.775300263,False, , ,0, , , , , , "
"TRACK,1.11.14-29, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.14-29,-16.38542370000685,-71.51388594257787,8186767.92970442,231484.106453755,False, , ,0, , , , , , "
"TRACK,1.11.14-29,-16.38622664793916,-71.51279951492229,8186680.4742248,231601.314673994,False, , ,0, , , , , , "
"TRACK,1.11.14-29,-16.38578113034656,-71.51240543014386,8186730.31819292,231642.820214509,False, , ,0, , , , , , "
"TRACK,1.11.14-29,-16.38502248793542,-71.51353246437967,8186812.81516729,231521.333021387,False, , ,0, , , , , , "
"TRACK,1.11.16-1, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.16-1,-16.39172307055138,-71.51433685675418,8186069.93784299,231444.557335915,False, , ,0, , , , , , "
"TRACK,1.11.16-1,-16.39199087117044,-71.51394660735231,8186040.80676569,231486.629735891,False, , ,0, , , , , , "
"TRACK,1.11.16-1,-16.39086506812274,-71.51316550113725,8186166.47698807,231568.5608514,False, , ,0, , , , , , "
"TRACK,1.11.16-1,-16.39067740427763,-71.51346510684554,8186186.85640215,231536.285201307,False, , ,0, , , , , , "
"TRACK,1.11.16-2, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.16-2,-16.39038820288833,-71.5149581977431,8186216.89640528,231376.324326325,False, , ,0, , , , , , "
"TRACK,1.11.16-2,-16.39106712598422,-71.51393193367466,8186143.09279723,231486.93079356,False, , ,0, , , , , , "
"TRACK,1.11.16-2,-16.39061896651789,-71.51355693764705,8186193.20440057,231526.391264995,False, , ,0, , , , , , "
"TRACK,1.11.16-2,-16.38994705531286,-71.5145737136484,8186266.24451194,231416.808333898,False, , ,0, , , , , , "
"TRACK,1.11.16-3, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.16-3,-16.38986789139681,-71.51449166795962,8186275.1172986,231425.467848232,False, , ,0, , , , , , "
"TRACK,1.11.16-3,-16.39053819547192,-71.51349619006926,8186202.22687086,231532.772486284,False, , ,0, , , , , , "
"TRACK,1.11.16-3,-16.39008277254035,-71.51310896669428,8186253.15866926,231573.529940576,False, , ,0, , , , , , "
"TRACK,1.11.16-3,-16.38942643383755,-71.5141332170913,8186324.4651283,231463.169515407,False, , ,0, , , , , , "
"TRACK,1.11.16-4, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.16-4,-16.3893481472204,-71.51528155697892,8186331.61133858,231340.340161893,False, , ,0, , , , , , "
"TRACK,1.11.16-4,-16.38980649846079,-71.51459805936463,8186281.77313737,231414.013707686,False, , ,0, , , , , , "
"TRACK,1.11.16-4,-16.38936668827638,-71.51423894167702,8186330.93949303,231451.788888017,False, , ,0, , , , , , "
"TRACK,1.11.16-4,-16.38891244298557,-71.51491099653572,8186380.33842257,231379.343813778,False, , ,0, , , , , , "
"TRACK,1.11.16-5, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.16-5,-16.3888214286507,-71.51483144320578,8186390.51986278,231387.720753643,False, , ,0, , , , , , "
"TRACK,1.11.16-5,-16.38925038169142,-71.51417015851473,8186343.90671462,231458.980145587,False, , ,0, , , , , , "
"TRACK,1.11.16-5,-16.38895228431991,-71.51391234858193,8186377.25000829,231486.12321413,False, , ,0, , , , , , "
"TRACK,1.11.16-5,-16.38847257660848,-71.51454510521599,8186429.52001171,231417.842951929,False, , ,0, , , , , , "
"TRACK,1.11.16-6, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.16-6,-16.3893521157739,-71.51406707488907,8186332.78035589,231470.136129964,False, , ,0, , , , , , "
"TRACK,1.11.16-6,-16.39002134223438,-71.51305457584768,8186260.03152049,231579.258384028,False, , ,0, , , , , , "
"TRACK,1.11.16-6,-16.38976424286113,-71.51282859128851,8186288.79370782,231603.056556287,False, , ,0, , , , , , "
"TRACK,1.11.16-6,-16.38903571686964,-71.51377627795063,8186368.19344273,231500.779390732,False, , ,0, , , , , , "
"TRACK,1.11.16-7, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.16-7,-16.38894856570587,-71.51372197724631,8186377.91371314,231506.462944809,False, , ,0, , , , , , "
"TRACK,1.11.16-7,-16.38967989123485,-71.51277194191039,8186298.20712381,231608.994962804,False, , ,0, , , , , , "
"TRACK,1.11.16-7,-16.38924761558501,-71.51241536180002,8186346.53557683,231646.509705702,False, , ,0, , , , , , "
"TRACK,1.11.16-7,-16.38852090734202,-71.51335358517906,8186425.74681385,231545.246322445,False, , ,0, , , , , , "
"TRACK,1.11.16-8, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.16-8,-16.38836908370245,-71.5144551267035,8186441.09672191,231427.316947966,False, , ,0, , , , , , "
"TRACK,1.11.16-8,-16.38888184538675,-71.51380762322442,8186385.18684929,231497.21852861,False, , ,0, , , , , , "
"TRACK,1.11.16-8,-16.3884373671138,-71.51345393742682,8186434.86261063,231534.407190533,False, , ,0, , , , , , "
"TRACK,1.11.16-8,-16.38793568767165,-71.51408749221267,8186489.56417676,231466.011478708,False, , ,0, , , , , , "
"TRACK,1.11.16-9, , ,10000000,11015404.4991538, , , , , , , , , , "
"TRACK,1.11.16-9,-16.38785114102909,-71.5140175265841,8186499.01684834,231473.372738953,False, , ,0, , , , , , "
