"UNICODE","UNIFECHA","Codigo.Corral","Cuy","Conejo","Pollo","Pato","Pavo","Ganso","Perro","Gato","Oveja","Cerdo","Vaca","Otros","Otros1","NumOtros","NumOtros1","Otras.Aves","Ladrillo.Pircado","Ladrillo.Noble","Piedra.Pircada","Piedra.Noble","Sillar.Pircado","Sillar.Noble","Noble","Adobe","Calamina.Eternit","Madera","Malla","Plastico","Carton","POtrosPte","POtros1Pte","PRLadrPcdo","PRLadrNble","PRPdraPcda","PRPdraNble","PRSillarPcdo","PRSillarNble","PRNble","PRAdobe","PRCal_Eter","PRMadera","PRMalla","PRPlastico","PRCarton","PROtros","PROtros1","PCLadrPcdo","PCLadrNble","PCPdraPcda","PCPdraNble","PCSillarPcdo","PCSillarNble","PCNble","PCAdobe","PCCal_Eter","PCMadera","PCMalla","PCPlastico","PCCarton","PCOtros","PCOtros1","TAdobePte","TCal_EterPte","TMaderaPte","TMallaPte","TPlasticoPte","TPaja_EsteraPte","TLadrilloPte","TSillarPte","TNoblePte","TCartonPte","TBasuraPte","TOtrosPte","TOtros1Pte","TRAdobe","TRCal_Eter","TRMadera","TRMalla","TRPlastico","TRPaja_Estera","TRLadrillo","TRSillar","TRNoble","TRCarton","TRBasura","TROtros","TROtros1","TCAdobe","TCal_Eter","TCMadera","TCMalla","TCPlastico","TCPaja_Estera","TCLadrillo","TCSillar","TCNoble","TCCarton","TCBasura","TCOtros","TCOtros1","LugarCorral","Hace.cuanto.se.construyo","Opcion1","Aplicaron.insecticida","Hace.Cuanto.Aplicaron","Opcion2a","Nombre.del.Insecticida","OtroInsecticida","Hace.cuanto.limpiaron","Opcion3","Mudan.Corral","Cada.cuanto.tiempo","Opcion4a","Estatus","Observaciones","P","D","L","V","X","provincia","distrito","localidad","vivienda","fec_captura","fec_ingreso","fec_lectura","intra_peri","codigo","intra_peri_code","cap_mac","cap_hem","cap_eta5","cap_eta4","cap_eta3","cap_eta2","cap_eta1","cap_total","exa_mac","exa_hem","exa_eta5","exa_eta4","exa_eta3","exa_eta2","exa_total","pos_mac","pos_hem","pos_eta5","pos_eta4","pos_eta3","pos_eta2","pos_total","procedencia","fase","apl_ins","procesado"
"1.1.34.134","1.1.34.134-25/03/2014","PERI",0,0,0,0,0,0,2,3,0,0,0,"","",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"","",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"7X5",1,1,34,"134",8140,1,1,"34","134","20/03/2014","20/03/2014","25/03/2014","PERI","B","1.1.34.134-B",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP","1",0,"GB"
"1.1.34.134","1.1.34.134-25/03/2014","PERI",0,0,0,0,0,0,2,3,0,0,0,"","",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"","",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"7X5",1,1,34,"134",8145,1,1,"34","134","20/03/2014","20/03/2014","25/03/2014","PERI","A","1.1.34.134-A",0,1,0,0,3,0,2,6,0,1,0,0,3,0,4,0,0,0,0,0,0,0,"EP","1",0,"GB"
"1.1.34.134","1.1.34.134-25/03/2014","PERI",0,0,0,0,0,0,2,3,0,0,0,"","",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"","",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"7X5",1,1,34,"134",8150,1,1,"34","134","25/03/2014","25/03/2014","26/03/2014","PERI","D","1.1.34.134-D",76,89,83,65,40,20,65,438,76,89,78,65,40,20,368,0,0,0,0,0,0,0,"EP","1",0,"GB"
"1.1.34.134","1.1.34.134-25/03/2014","PERI",0,0,0,0,0,0,2,3,0,0,0,"","",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"","",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"7X5",1,1,34,"134",8152,1,1,"34","134","25/03/2014","25/03/2014","8/04/2014","PERI","C","1.1.34.134-C",11,11,11,17,53,73,84,260,11,11,10,9,31,6,78,0,0,0,0,0,0,0,"EP","1",1,"MV"
"1.1.34.134","1.1.34.134-25/03/2014","PERI",0,0,0,0,0,0,2,3,0,0,0,"","",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"","",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"7X5",1,1,34,"134",8163,1,1,"34","134","25/03/2014","25/03/2014","9/04/2014","PERI","D","1.1.34.134-D",12,24,37,37,62,49,65,286,9,23,37,36,62,49,216,0,0,0,0,0,0,0,"EP","1",1,"KB"
"1.1.34.135","1.1.34.135-12/04/2014","A",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.1.34.135","1.1.34.135-12/04/2014","B",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.1.34.135","1.1.34.135-12/04/2014","PERI",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo/Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"6X7",1,1,34,"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.1.34.136","1.1.34.136-26/03/2014","P1",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"136",8159,1,1,"34","136","1/04/2014","1/04/2014","16/04/2014","PERI","P1","1.1.34.136-P1",1,3,1,2,4,3,26,40,1,3,1,2,4,3,14,0,0,0,0,0,0,0,"EP","1",1,"MV"
"1.1.34.136","1.1.34.136-26/03/2014","P1",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"136",8170,1,1,"34","136","26/03/2014","26/03/2014","10/04/2014","PERI","P2","1.1.34.136-P2",2,0,1,0,1,2,1,7,2,0,1,0,1,2,6,0,0,0,0,0,0,0,"EP","1",1,"RS"
"1.1.34.136","1.1.34.136-26/03/2014","P1",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"136",8171,1,1,"34","136","26/03/2014","26/03/2014","10/04/2014","PERI","P1","1.1.34.136-P1",0,2,1,0,6,6,26,41,0,2,1,0,3,4,10,0,0,0,0,0,0,0,"EP","1",1,"RS"
"1.1.34.136","1.1.34.136-26/03/2014","P2",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"136",8159,1,1,"34","136","1/04/2014","1/04/2014","16/04/2014","PERI","P1","1.1.34.136-P1",1,3,1,2,4,3,26,40,1,3,1,2,4,3,14,0,0,0,0,0,0,0,"EP","1",1,"MV"
"1.1.34.136","1.1.34.136-26/03/2014","P2",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"136",8170,1,1,"34","136","26/03/2014","26/03/2014","10/04/2014","PERI","P2","1.1.34.136-P2",2,0,1,0,1,2,1,7,2,0,1,0,1,2,6,0,0,0,0,0,0,0,"EP","1",1,"RS"
"1.1.34.136","1.1.34.136-26/03/2014","P2",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"136",8171,1,1,"34","136","26/03/2014","26/03/2014","10/04/2014","PERI","P1","1.1.34.136-P1",0,2,1,0,6,6,26,41,0,2,1,0,3,4,10,0,0,0,0,0,0,0,"EP","1",1,"RS"
"1.1.34.136","1.1.34.136-26/03/2014","PERI",0,0,0,0,0,0,2,0,0,0,0,"","",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"9X15",1,1,34,"136",8159,1,1,"34","136","1/04/2014","1/04/2014","16/04/2014","PERI","P1","1.1.34.136-P1",1,3,1,2,4,3,26,40,1,3,1,2,4,3,14,0,0,0,0,0,0,0,"EP","1",1,"MV"
"1.1.34.136","1.1.34.136-26/03/2014","PERI",0,0,0,0,0,0,2,0,0,0,0,"","",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"9X15",1,1,34,"136",8170,1,1,"34","136","26/03/2014","26/03/2014","10/04/2014","PERI","P2","1.1.34.136-P2",2,0,1,0,1,2,1,7,2,0,1,0,1,2,6,0,0,0,0,0,0,0,"EP","1",1,"RS"
"1.1.34.136","1.1.34.136-26/03/2014","PERI",0,0,0,0,0,0,2,0,0,0,0,"","",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"9X15",1,1,34,"136",8171,1,1,"34","136","26/03/2014","26/03/2014","10/04/2014","PERI","P1","1.1.34.136-P1",0,2,1,0,6,6,26,41,0,2,1,0,3,4,10,0,0,0,0,0,0,0,"EP","1",1,"RS"
"1.1.34.137","1.1.34.137-26/03/2014","A",0,0,10,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,0,0,"LATA","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"137",8164,1,1,"34","137","26/03/2014","26/03/2014","10/04/2014","PERI","P1","1.1.34.137-P1",13,7,22,14,7,5,3,71,13,7,22,14,6,5,67,0,0,0,0,0,0,0,"EP","1",1,"KB"
"1.1.34.137","1.1.34.137-26/03/2014","B",0,0,6,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,0,0,"LATA","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"137",8164,1,1,"34","137","26/03/2014","26/03/2014","10/04/2014","PERI","P1","1.1.34.137-P1",13,7,22,14,7,5,3,71,13,7,22,14,6,5,67,0,0,0,0,0,0,0,"EP","1",1,"KB"
"1.1.34.137","1.1.34.137-26/03/2014","C",20,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,0,0,"LATA","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"137",8164,1,1,"34","137","26/03/2014","26/03/2014","10/04/2014","PERI","P1","1.1.34.137-P1",13,7,22,14,7,5,3,71,13,7,22,14,6,5,67,0,0,0,0,0,0,0,"EP","1",1,"KB"
"1.1.34.137","1.1.34.137-26/03/2014","P1",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BLOQUETA NOBLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"137",8164,1,1,"34","137","26/03/2014","26/03/2014","10/04/2014","PERI","P1","1.1.34.137-P1",13,7,22,14,7,5,3,71,13,7,22,14,6,5,67,0,0,0,0,0,0,0,"EP","1",1,"KB"
"1.1.34.137","1.1.34.137-26/03/2014","PERI",0,0,0,0,0,0,1,0,0,0,0,"","",0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,"BLOQUETA NOBLE","",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo/Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"7X9",1,1,34,"137",8164,1,1,"34","137","26/03/2014","26/03/2014","10/04/2014","PERI","P1","1.1.34.137-P1",13,7,22,14,7,5,3,71,13,7,22,14,6,5,67,0,0,0,0,0,0,0,"EP","1",1,"KB"
"1.1.34.138","1.1.34.138-26/03/2014","A",0,0,0,0,0,0,1,0,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BLOQUETA PIRCADA","",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"1",0,1,0,0,0,0,0,0,"","",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"138",8172,1,1,"34","138","26/03/2014","26/03/2014","10/04/2014","PERI","A","1.1.34.138-A",5,1,2,4,6,2,10,30,5,1,2,4,3,0,15,0,0,0,0,0,0,0,"EP","1",0,"RS"
"1.1.34.138","1.1.34.138-26/03/2014","PERI",0,0,0,0,0,0,1,1,0,0,0,"","",0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo/Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"8X10",1,1,34,"138",8172,1,1,"34","138","26/03/2014","26/03/2014","10/04/2014","PERI","A","1.1.34.138-A",5,1,2,4,6,2,10,30,5,1,2,4,3,0,15,0,0,0,0,0,0,0,"EP","1",0,"RS"
"1.1.34.139","1.1.34.139-26/03/2014","A",0,0,0,0,0,0,1,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.1.34.139","1.1.34.139-26/03/2014","PERI",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo/Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"12X8",1,1,34,"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.1.34.14","1.1.34.14-19/03/2014","A",0,0,0,0,0,0,1,0,0,0,0,"","",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.1.34.14","1.1.34.14-19/03/2014","B",0,0,1,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.1.34.14","1.1.34.14-19/03/2014","PERI",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"7X12",1,1,34,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.1.34.140","1.1.34.140-28/03/2014","A",0,0,0,0,0,0,1,0,0,0,0,"","",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"CONCRETO","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.1.34.140","1.1.34.140-28/03/2014","B",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.1.34.140","1.1.34.140-28/03/2014","PERI",0,0,0,0,0,0,1,0,0,0,0,"","",0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo/Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"8X8",1,1,34,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.1.34.141","1.1.34.141-12/04/2014","A",0,0,0,0,0,0,2,0,0,0,0,"","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"",1,1,34,"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
