"UNICODE","P","D","L","V","P_TRIAT","I_TRIAT","CICLO","FECHA","LATITUDE","LONGITUDE"
"1.9.28A.78","1","9","28A","78",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.79","1","9","28A","79",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.79","1","9","28A","79",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.8","1","9","28A","8",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.8","1","9","28A","8",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.80","1","9","28A","80",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.80","1","9","28A","80",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.81","1","9","28A","81",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.81","1","9","28A","81",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.82","1","9","28A","82",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.82","1","9","28A","82",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.83","1","9","28A","83",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.83","1","9","28A","83",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.84","1","9","28A","84",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.84","1","9","28A","84",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.85","1","9","28A","85",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.85","1","9","28A","85",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.86","1","9","28A","86",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.86","1","9","28A","86",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.87","1","9","28A","87",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.87","1","9","28A","87",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.88","1","9","28A","88",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.88","1","9","28A","88",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.89","1","9","28A","89",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.89","1","9","28A","89",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.9","1","9","28A","9",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.9","1","9","28A","9",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.90","1","9","28A","90",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.90","1","9","28A","90",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.91","1","9","28A","91",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.91","1","9","28A","91",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.92","1","9","28A","92",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.92","1","9","28A","92",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.93","1","9","28A","93",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.93","1","9","28A","93",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.94","1","9","28A","94",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.94","1","9","28A","94",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.95","1","9","28A","95",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.95","1","9","28A","95",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.96","1","9","28A","96",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.96","1","9","28A","96",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.97","1","9","28A","97",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.97","1","9","28A","97",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.98","1","9","28A","98",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.98","1","9","28A","98",NA,NA,"2","23/04/2009",NA,NA
"1.9.28A.99","1","9","28A","99","4",NA,"1","25/11/2008",NA,NA
"1.9.28A.99","1","9","28A","99",NA,NA,"2","27/04/2009",NA,NA
"1.9.28B.1","1","9","28B","1",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.10","1","9","28B","10",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.100","1","9","28B","100",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.101","1","9","28B","101",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.102","1","9","28B","102",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.103","1","9","28B","103",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.104","1","9","28B","104",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.105","1","9","28B","105",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.106","1","9","28B","106",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.107","1","9","28B","107",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.108","1","9","28B","108",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.109","1","9","28B","109",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.11","1","9","28B","11",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.110","1","9","28B","110",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.111","1","9","28B","111",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.112","1","9","28B","112",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.113","1","9","28B","113",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.114","1","9","28B","114",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.115","1","9","28B","115",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.116","1","9","28B","116",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.117","1","9","28B","117",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.118","1","9","28B","118",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.119","1","9","28B","119",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.12","1","9","28B","12",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.120","1","9","28B","120",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.121","1","9","28B","121",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.122","1","9","28B","122",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.123","1","9","28B","123",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.124","1","9","28B","124",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.125","1","9","28B","125",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.126","1","9","28B","126",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.127","1","9","28B","127",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.128","1","9","28B","128",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.129","1","9","28B","129",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.13","1","9","28B","13",NA,NA,"1","05/05/2009",NA,NA
"1.9.28B.130","1","9","28B","130",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.131","1","9","28B","131",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.132","1","9","28B","132",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.133","1","9","28B","133",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.134","1","9","28B","134",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.135","1","9","28B","135",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.136","1","9","28B","136",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.137","1","9","28B","137",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.138","1","9","28B","138",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.139","1","9","28B","139",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.14","1","9","28B","14",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.140","1","9","28B","140",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.141","1","9","28B","141",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.142","1","9","28B","142",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.143","1","9","28B","143",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.144","1","9","28B","144",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.145","1","9","28B","145",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.146","1","9","28B","146",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.147","1","9","28B","147",NA,NA,"1","05/05/2009",NA,NA
"1.9.28B.148","1","9","28B","148",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.149","1","9","28B","149",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.15","1","9","28B","15",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.150","1","9","28B","150",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.151","1","9","28B","151",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.152","1","9","28B","152",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.153","1","9","28B","153",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.154","1","9","28B","154",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.155","1","9","28B","155",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.156","1","9","28B","156",NA,NA,"1","05/05/2009",NA,NA
"1.9.28B.157","1","9","28B","157",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.158","1","9","28B","158",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.159","1","9","28B","159",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.16","1","9","28B","16",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.160","1","9","28B","160",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.161","1","9","28B","161",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.162","1","9","28B","162",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.163","1","9","28B","163",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.164","1","9","28B","164",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.165","1","9","28B","165",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.166","1","9","28B","166",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.167","1","9","28B","167",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.168","1","9","28B","168",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.169","1","9","28B","169",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.17","1","9","28B","17",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.170","1","9","28B","170",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.171","1","9","28B","171",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.18","1","9","28B","18",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.19","1","9","28B","19",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.2","1","9","28B","2",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.20","1","9","28B","20",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.21","1","9","28B","21",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.22","1","9","28B","22",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.23","1","9","28B","23","9",NA,"1","05/05/2009",NA,NA
"1.9.28B.24","1","9","28B","24",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.25","1","9","28B","25",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.26","1","9","28B","26",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.27","1","9","28B","27",NA,NA,"1","05/05/2009",NA,NA
"1.9.28B.28","1","9","28B","28",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.29","1","9","28B","29",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.3","1","9","28B","3",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.30","1","9","28B","30",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.31","1","9","28B","31",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.32","1","9","28B","32",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.33","1","9","28B","33",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.34","1","9","28B","34",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.35","1","9","28B","35",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.36","1","9","28B","36",NA,NA,"1","05/05/2009",NA,NA
"1.9.28B.37","1","9","28B","37",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.38","1","9","28B","38",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.39","1","9","28B","39",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.4","1","9","28B","4",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.40","1","9","28B","40",NA,NA,"1","05/05/2009",NA,NA
"1.9.28B.41","1","9","28B","41",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.42","1","9","28B","42",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.43","1","9","28B","43",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.44","1","9","28B","44",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.45","1","9","28B","45",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.46","1","9","28B","46",NA,NA,"1","05/05/2009",NA,NA
"1.9.28B.47","1","9","28B","47",NA,NA,"1","05/05/2009",NA,NA
"1.9.28B.48","1","9","28B","48",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.49","1","9","28B","49","1",NA,"1","05/05/2009",NA,NA
"1.9.28B.5","1","9","28B","5",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.50","1","9","28B","50",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.51","1","9","28B","51",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.52","1","9","28B","52","1",NA,"1","05/05/2009",NA,NA
"1.9.28B.53","1","9","28B","53",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.54","1","9","28B","54",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.55","1","9","28B","55",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.56","1","9","28B","56",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.57","1","9","28B","57",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.58","1","9","28B","58",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.59","1","9","28B","59",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.6","1","9","28B","6",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.60","1","9","28B","60",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.61","1","9","28B","61",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.62","1","9","28B","62",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.63","1","9","28B","63",NA,NA,"1","05/05/2009",NA,NA
"1.9.28B.64","1","9","28B","64",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.65","1","9","28B","65",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.66","1","9","28B","66",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.67","1","9","28B","67",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.68","1","9","28B","68",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.69","1","9","28B","69",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.7","1","9","28B","7",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.70","1","9","28B","70",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.71","1","9","28B","71",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.72","1","9","28B","72",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.73","1","9","28B","73",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.74","1","9","28B","74",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.75","1","9","28B","75",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.76","1","9","28B","76",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.77","1","9","28B","77",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.78","1","9","28B","78",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.79","1","9","28B","79",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.8","1","9","28B","8",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.80","1","9","28B","80",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.81","1","9","28B","81",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.82","1","9","28B","82",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.83","1","9","28B","83",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.84","1","9","28B","84",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.85","1","9","28B","85",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.86","1","9","28B","86",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.87","1","9","28B","87",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.88","1","9","28B","88",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.89","1","9","28B","89",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.9","1","9","28B","9",NA,NA,"1","05/05/2009",NA,NA
"1.9.28B.90","1","9","28B","90",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.91","1","9","28B","91",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.92","1","9","28B","92",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.93","1","9","28B","93",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.94","1","9","28B","94",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.95","1","9","28B","95",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.96","1","9","28B","96",NA,NA,"1","05/05/2009",NA,NA
"1.9.28B.97","1","9","28B","97",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.98","1","9","28B","98",NA,NA,"1","06/05/2009",NA,NA
"1.9.28B.99","1","9","28B","99",NA,NA,"1","06/05/2009",NA,NA
"1.9.31.1","1","9","31","1",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.1","1","9","31","1",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.10","1","9","31","10",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.10","1","9","31","10",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.100","1","9","31","100",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.100","1","9","31","100",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.101","1","9","31","101",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.101","1","9","31","101",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.102","1","9","31","102",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.102","1","9","31","102",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.103","1","9","31","103",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.103","1","9","31","103",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.104","1","9","31","104",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.104","1","9","31","104",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.105","1","9","31","105",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.105","1","9","31","105",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.106","1","9","31","106",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.106","1","9","31","106",NA,NA,"2","24/04/2009",NA,NA
"1.9.31.107","1","9","31","107",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.107","1","9","31","107",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.108","1","9","31","108",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.108","1","9","31","108",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.109","1","9","31","109",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.109","1","9","31","109",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.11","1","9","31","11",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.11","1","9","31","11",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.110","1","9","31","110",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.110","1","9","31","110",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.111","1","9","31","111",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.111","1","9","31","111",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.112","1","9","31","112",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.112","1","9","31","112",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.113","1","9","31","113",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.113","1","9","31","113",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.114","1","9","31","114",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.114","1","9","31","114",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.115","1","9","31","115",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.115","1","9","31","115",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.116","1","9","31","116",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.116","1","9","31","116",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.117","1","9","31","117",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.117","1","9","31","117",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.118","1","9","31","118",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.118","1","9","31","118",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.119","1","9","31","119",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.119","1","9","31","119",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.12","1","9","31","12",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.12","1","9","31","12",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.120","1","9","31","120",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.120","1","9","31","120",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.121","1","9","31","121",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.121","1","9","31","121",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.122","1","9","31","122",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.122","1","9","31","122",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.123","1","9","31","123",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.123","1","9","31","123",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.124","1","9","31","124",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.124","1","9","31","124",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.125","1","9","31","125",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.125","1","9","31","125",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.126","1","9","31","126",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.126","1","9","31","126",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.127","1","9","31","127",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.127","1","9","31","127",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.128","1","9","31","128",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.128","1","9","31","128",NA,NA,"2","24/04/2009",NA,NA
"1.9.31.129","1","9","31","129",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.129","1","9","31","129",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.13","1","9","31","13",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.13","1","9","31","13",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.130","1","9","31","130",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.130","1","9","31","130",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.131","1","9","31","131",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.131","1","9","31","131",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.132","1","9","31","132",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.132","1","9","31","132",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.133","1","9","31","133",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.133","1","9","31","133",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.134","1","9","31","134",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.134","1","9","31","134",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.135","1","9","31","135",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.135","1","9","31","135",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.136","1","9","31","136",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.136","1","9","31","136",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.137","1","9","31","137",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.137","1","9","31","137",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.137A","1","9","31","137A",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.138","1","9","31","138",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.138","1","9","31","138",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.139","1","9","31","139",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.139","1","9","31","139",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.14","1","9","31","14",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.14","1","9","31","14",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.140","1","9","31","140",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.140","1","9","31","140",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.141","1","9","31","141",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.141","1","9","31","141",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.142","1","9","31","142",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.142","1","9","31","142",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.143","1","9","31","143",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.143","1","9","31","143",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.144","1","9","31","144",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.144","1","9","31","144",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.145","1","9","31","145",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.145","1","9","31","145",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.146","1","9","31","146",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.146","1","9","31","146",NA,NA,"2","24/04/2009",NA,NA
"1.9.31.147","1","9","31","147",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.147","1","9","31","147",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.148","1","9","31","148",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.148","1","9","31","148",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.149","1","9","31","149",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.149","1","9","31","149",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.149A","1","9","31","149A",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.149A","1","9","31","149A",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.14A","1","9","31","14A",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.14A","1","9","31","14A",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.15","1","9","31","15",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.15","1","9","31","15",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.150","1","9","31","150",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.150","1","9","31","150",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.151","1","9","31","151",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.151","1","9","31","151",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.152","1","9","31","152",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.152","1","9","31","152",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.153","1","9","31","153",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.153","1","9","31","153",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.153A","1","9","31","153A",NA,NA,"2","24/04/2009",NA,NA
