"UNICODE","P","D","L","V","P_TRIAT","I_TRIAT","CICLO","FECHA","LATITUDE","LONGITUDE"
"1.9.23.1103","1","9","23","1103",NA,NA,"2","19/03/2009",NA,NA
"1.9.23.1104","1","9","23","1104",NA,NA,"1","15/10/2008",NA,NA
"1.9.23.1104","1","9","23","1104",NA,NA,"2","19/03/2009",NA,NA
"1.9.23.1105","1","9","23","1105",NA,NA,"1","15/10/2008",NA,NA
"1.9.23.1105","1","9","23","1105",NA,NA,"2","19/03/2009",NA,NA
"1.9.23.1106","1","9","23","1106",NA,NA,"1","15/10/2008",NA,NA
"1.9.23.1106","1","9","23","1106",NA,NA,"2","16/04/2009",NA,NA
"1.9.23.1107","1","9","23","1107",NA,NA,"1","17/10/2008",NA,NA
"1.9.23.1107","1","9","23","1107",NA,NA,"2","16/04/2009",NA,NA
"1.9.23.1108","1","9","23","1108",NA,NA,"1","15/10/2008",NA,NA
"1.9.23.1108","1","9","23","1108",NA,NA,"2","19/03/2009",NA,NA
"1.9.23.1109","1","9","23","1109",NA,NA,"1","17/10/2008",NA,NA
"1.9.23.1109","1","9","23","1109",NA,NA,"2","19/03/2009",NA,NA
"1.9.23.1110","1","9","23","1110",NA,NA,"1","15/10/2008",NA,NA
"1.9.23.1110","1","9","23","1110",NA,NA,"2","19/03/2009",NA,NA
"1.9.24.133","1","9","24","133",NA,NA,"1","04/10/2008",NA,NA
"1.9.24.133","1","9","24","133",NA,NA,"2","29/03/2009",NA,NA
"1.9.24.134","1","9","24","134",NA,NA,"1","04/10/2008",NA,NA
"1.9.24.134","1","9","24","134",NA,NA,"2","29/03/2009",NA,NA
"1.9.24.135","1","9","24","135",NA,NA,"1","04/10/2008",NA,NA
"1.9.24.135","1","9","24","135",NA,NA,"2","29/03/2009",NA,NA
"1.9.24.136","1","9","24","136",NA,NA,"1","04/10/2008",NA,NA
"1.9.24.136","1","9","24","136",NA,NA,"2","26/04/2009",NA,NA
"1.9.24.137","1","9","24","137",NA,NA,"1","05/10/2008",NA,NA
"1.9.24.137","1","9","24","137",NA,NA,"2","29/03/2009",NA,NA
"1.9.24.138","1","9","24","138",NA,NA,"1","05/10/2008",NA,NA
"1.9.24.138","1","9","24","138",NA,NA,"2","29/03/2009",NA,NA
"1.9.24.139","1","9","24","139",NA,NA,"1","04/10/2008",NA,NA
"1.9.24.139","1","9","24","139",NA,NA,"2","13/03/2009",NA,NA
"1.9.24.140","1","9","24","140",NA,NA,"1","04/10/2008",NA,NA
"1.9.24.140","1","9","24","140",NA,NA,"2","29/03/2009",NA,NA
"1.9.24.141","1","9","24","141",NA,NA,"1","27/11/2008",NA,NA
"1.9.24.141","1","9","24","141",NA,NA,"2","13/03/2009",NA,NA
"1.9.24.142","1","9","24","142",NA,NA,"1","27/11/2008",NA,NA
"1.9.24.142","1","9","24","142",NA,NA,"2","13/03/2009",NA,NA
"1.9.24.143","1","9","24","143",NA,NA,"1","05/10/2008",NA,NA
"1.9.24.143","1","9","24","143",NA,NA,"2","14/03/2009",NA,NA
"1.9.24.144","1","9","24","144",NA,NA,"1","27/11/2008",NA,NA
"1.9.24.144","1","9","24","144",NA,NA,"2","13/03/2009",NA,NA
"1.9.24.144A","1","9","24","144A",NA,NA,"2","13/03/2009",NA,NA
"1.9.24.145","1","9","24","145",NA,NA,"1","27/11/2008",NA,NA
"1.9.24.145","1","9","24","145",NA,NA,"2","29/03/2009",NA,NA
"1.9.24.146","1","9","24","146",NA,NA,"1","04/10/2008",NA,NA
"1.9.24.146","1","9","24","146",NA,NA,"2","29/03/2009",NA,NA
"1.9.24.147","1","9","24","147",NA,NA,"1","04/10/2008",NA,NA
"1.9.24.147","1","9","24","147",NA,NA,"2","29/03/2009",NA,NA
"1.9.24.148","1","9","24","148",NA,NA,"1","27/11/2008",NA,NA
"1.9.24.148","1","9","24","148",NA,NA,"2","29/03/2009",NA,NA
"1.9.26.1","1","9","26","1",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.10","1","9","26","10",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.10A","1","9","26","10A",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.11","1","9","26","11",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.12","1","9","26","12",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.13","1","9","26","13",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.14","1","9","26","14",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.14A","1","9","26","14A",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.15","1","9","26","15",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.16","1","9","26","16",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.17","1","9","26","17",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.18","1","9","26","18",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.19","1","9","26","19",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.2","1","9","26","2",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.20","1","9","26","20",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.21","1","9","26","21",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.22","1","9","26","22",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.23","1","9","26","23",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.24","1","9","26","24",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.25","1","9","26","25",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.26","1","9","26","26",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.27","1","9","26","27",NA,NA,"1","07/11/2008",NA,NA
"1.9.26.28","1","9","26","28",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.29","1","9","26","29",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.3","1","9","26","3",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.30","1","9","26","30",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.31","1","9","26","31",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.32","1","9","26","32",NA,NA,"1","07/11/2008",NA,NA
"1.9.26.33","1","9","26","33",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.34","1","9","26","34",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.35","1","9","26","35",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.36","1","9","26","36",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.37","1","9","26","37",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.38","1","9","26","38",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.39","1","9","26","39",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.4","1","9","26","4",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.40","1","9","26","40",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.41","1","9","26","41",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.42","1","9","26","42",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.43","1","9","26","43",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.44","1","9","26","44",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.45","1","9","26","45",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.46","1","9","26","46",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.47","1","9","26","47",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.48","1","9","26","48",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.49","1","9","26","49",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.5","1","9","26","5",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.50","1","9","26","50",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.51","1","9","26","51",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.52","1","9","26","52",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.53","1","9","26","53",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.54","1","9","26","54",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.55","1","9","26","55",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.56","1","9","26","56",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.57","1","9","26","57",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.58","1","9","26","58",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.59","1","9","26","59",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.6","1","9","26","6",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.60","1","9","26","60",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.61","1","9","26","61",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.62","1","9","26","62",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.63","1","9","26","63",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.64","1","9","26","64",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.65","1","9","26","65",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.66","1","9","26","66",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.67","1","9","26","67",NA,NA,"1","06/11/2008",NA,NA
"1.9.26.6A","1","9","26","6A",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.7","1","9","26","7",NA,NA,"1","05/11/2008",NA,NA
"1.9.26.8","1","9","26","8",NA,NA,"1","07/11/2008",NA,NA
"1.9.26.9","1","9","26","9",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.1","1","9","27","1",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.10","1","9","27","10",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.11","1","9","27","11",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.12","1","9","27","12",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.13","1","9","27","13",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.14","1","9","27","14",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.2","1","9","27","2",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.3","1","9","27","3",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.4","1","9","27","4",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.5","1","9","27","5",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.6","1","9","27","6",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.7","1","9","27","7",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.8","1","9","27","8",NA,NA,"1","07/11/2008",NA,NA
"1.9.27.9","1","9","27","9",NA,NA,"1","07/11/2008",NA,NA
"1.9.28A.1","1","9","28A","1",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.1","1","9","28A","1",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.10","1","9","28A","10",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.10","1","9","28A","10",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.100","1","9","28A","100",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.100","1","9","28A","100",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.101","1","9","28A","101",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.101","1","9","28A","101",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.102","1","9","28A","102","10+",NA,"1","27/11/2008",NA,NA
"1.9.28A.102","1","9","28A","102",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.103","1","9","28A","103",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.103","1","9","28A","103",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.104","1","9","28A","104",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.104","1","9","28A","104",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.105","1","9","28A","105",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.105","1","9","28A","105",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.106","1","9","28A","106",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.106","1","9","28A","106",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.107","1","9","28A","107",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.107","1","9","28A","107",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.108","1","9","28A","108",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.108","1","9","28A","108",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.109","1","9","28A","109","1",NA,"1","24/11/2008",NA,NA
"1.9.28A.109","1","9","28A","109",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.11","1","9","28A","11",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.11","1","9","28A","11",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.110","1","9","28A","110",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.110","1","9","28A","110",NA,NA,"2","04/05/2009",NA,NA
"1.9.28A.110A","1","9","28A","110A",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.110A","1","9","28A","110A",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.111","1","9","28A","111",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.111","1","9","28A","111",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.112","1","9","28A","112",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.112","1","9","28A","112",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.113","1","9","28A","113",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.113","1","9","28A","113",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.114","1","9","28A","114",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.114","1","9","28A","114",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.115","1","9","28A","115",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.115","1","9","28A","115",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.116","1","9","28A","116",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.116","1","9","28A","116",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.117","1","9","28A","117",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.117","1","9","28A","117",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.118","1","9","28A","118",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.118","1","9","28A","118",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.119","1","9","28A","119","5",NA,"1","24/11/2008",NA,NA
"1.9.28A.119","1","9","28A","119",NA,NA,"2","06/05/2009",NA,NA
"1.9.28A.12","1","9","28A","12",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.12","1","9","28A","12",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.120","1","9","28A","120","2",NA,"1","24/11/2008",NA,NA
"1.9.28A.120","1","9","28A","120",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.121","1","9","28A","121",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.121","1","9","28A","121",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.122","1","9","28A","122",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.122","1","9","28A","122",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.123","1","9","28A","123",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.123","1","9","28A","123",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.124","1","9","28A","124",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.124","1","9","28A","124",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.125","1","9","28A","125",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.125","1","9","28A","125",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.125A","1","9","28A","125A",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.125B","1","9","28A","125B",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.126","1","9","28A","126",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.126","1","9","28A","126",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.127","1","9","28A","127",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.127","1","9","28A","127",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.13","1","9","28A","13",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.13","1","9","28A","13",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.14","1","9","28A","14",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.14","1","9","28A","14",NA,NA,"2","06/05/2009",NA,NA
"1.9.28A.15","1","9","28A","15",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.15","1","9","28A","15",NA,NA,"2","23/04/2009",NA,NA
"1.9.28A.16","1","9","28A","16",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.16","1","9","28A","16",NA,NA,"2","04/05/2009",NA,NA
"1.9.28A.17","1","9","28A","17",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.17","1","9","28A","17",NA,NA,"2","23/04/2009",NA,NA
"1.9.28A.18","1","9","28A","18",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.18","1","9","28A","18",NA,NA,"2","23/04/2009",NA,NA
"1.9.28A.19","1","9","28A","19",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.19","1","9","28A","19",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.2","1","9","28A","2",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.2","1","9","28A","2",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.20","1","9","28A","20",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.20","1","9","28A","20",NA,NA,"2","23/04/2009",NA,NA
"1.9.28A.21","1","9","28A","21",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.21","1","9","28A","21",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.22","1","9","28A","22",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.22","1","9","28A","22",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.23","1","9","28A","23",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.23","1","9","28A","23",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.24","1","9","28A","24",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.24","1","9","28A","24",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.25","1","9","28A","25",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.25","1","9","28A","25",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.26","1","9","28A","26",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.26","1","9","28A","26",NA,NA,"2","23/04/2009",NA,NA
"1.9.28A.27","1","9","28A","27",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.27","1","9","28A","27",NA,NA,"2","04/05/2009",NA,NA
"1.9.28A.28","1","9","28A","28",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.28","1","9","28A","28",NA,NA,"2","23/04/2009",NA,NA
"1.9.28A.29","1","9","28A","29",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.29","1","9","28A","29",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.3","1","9","28A","3",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.3","1","9","28A","3",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.30","1","9","28A","30",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.30","1","9","28A","30",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.31","1","9","28A","31",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.31","1","9","28A","31",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.32","1","9","28A","32",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.32","1","9","28A","32",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.33","1","9","28A","33",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.33","1","9","28A","33",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.34","1","9","28A","34",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.34","1","9","28A","34",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.35","1","9","28A","35",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.35","1","9","28A","35",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.36","1","9","28A","36",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.36","1","9","28A","36",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.37","1","9","28A","37",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.37","1","9","28A","37",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.38","1","9","28A","38",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.38","1","9","28A","38",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.39","1","9","28A","39",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.39","1","9","28A","39",NA,NA,"2","04/05/2009",NA,NA
"1.9.28A.4","1","9","28A","4",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.4","1","9","28A","4",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.40","1","9","28A","40",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.40","1","9","28A","40",NA,NA,"2","04/05/2009",NA,NA
"1.9.28A.41","1","9","28A","41",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.41","1","9","28A","41",NA,NA,"2","04/05/2009",NA,NA
"1.9.28A.42","1","9","28A","42",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.42","1","9","28A","42",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.42A","1","9","28A","42A",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.42A","1","9","28A","42A",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.43","1","9","28A","43",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.43","1","9","28A","43",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.44","1","9","28A","44",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.44","1","9","28A","44",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.45","1","9","28A","45",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.45","1","9","28A","45",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.46","1","9","28A","46",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.46","1","9","28A","46",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.47","1","9","28A","47",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.47","1","9","28A","47",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.48","1","9","28A","48",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.48","1","9","28A","48",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.49","1","9","28A","49",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.49","1","9","28A","49",NA,NA,"2","04/05/2009",NA,NA
"1.9.28A.5","1","9","28A","5",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.5","1","9","28A","5",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.50","1","9","28A","50",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.50","1","9","28A","50",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.51","1","9","28A","51",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.51","1","9","28A","51",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.52","1","9","28A","52",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.52","1","9","28A","52",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.53","1","9","28A","53",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.53","1","9","28A","53",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.54","1","9","28A","54",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.54","1","9","28A","54",NA,NA,"2","23/04/2009",NA,NA
"1.9.28A.55","1","9","28A","55",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.55","1","9","28A","55",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.56","1","9","28A","56",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.56","1","9","28A","56",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.57","1","9","28A","57","1",NA,"1","25/11/2008",NA,NA
"1.9.28A.57","1","9","28A","57",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.58","1","9","28A","58",NA,"2","1","25/11/2008",NA,NA
"1.9.28A.58","1","9","28A","58",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.59","1","9","28A","59",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.59","1","9","28A","59",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.6","1","9","28A","6",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.6","1","9","28A","6",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.60","1","9","28A","60",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.60","1","9","28A","60",NA,NA,"2","23/04/2009",NA,NA
"1.9.28A.61","1","9","28A","61",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.61","1","9","28A","61",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.62","1","9","28A","62",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.62","1","9","28A","62",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.63","1","9","28A","63",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.63","1","9","28A","63",NA,NA,"2","06/05/2009",NA,NA
"1.9.28A.64","1","9","28A","64",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.64","1","9","28A","64",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.65","1","9","28A","65",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.65","1","9","28A","65",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.66","1","9","28A","66",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.66","1","9","28A","66",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.67","1","9","28A","67",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.67","1","9","28A","67",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.68","1","9","28A","68",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.68","1","9","28A","68",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.69","1","9","28A","69",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.69","1","9","28A","69",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.7","1","9","28A","7",NA,NA,"1","26/11/2008",NA,NA
"1.9.28A.7","1","9","28A","7",NA,NA,"2","23/04/2009",NA,NA
"1.9.28A.70","1","9","28A","70",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.70","1","9","28A","70",NA,NA,"2","27/04/2009",NA,NA
"1.9.28A.71","1","9","28A","71",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.71","1","9","28A","71",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.72","1","9","28A","72",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.72","1","9","28A","72",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.73","1","9","28A","73",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.73","1","9","28A","73",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.74","1","9","28A","74",NA,NA,"1","25/11/2008",NA,NA
"1.9.28A.74","1","9","28A","74",NA,NA,"2","24/04/2009",NA,NA
"1.9.28A.75","1","9","28A","75",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.75","1","9","28A","75",NA,NA,"2","06/05/2009",NA,NA
"1.9.28A.76","1","9","28A","76",NA,NA,"1","24/11/2008",NA,NA
"1.9.28A.76","1","9","28A","76",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.77","1","9","28A","77",NA,NA,"1","27/11/2008",NA,NA
"1.9.28A.77","1","9","28A","77",NA,NA,"2","28/04/2009",NA,NA
"1.9.28A.78","1","9","28A","78",NA,NA,"1","26/11/2008",NA,NA
