"UNICODE","P","D","L","V","LATITUDE","LONGITUDE"
"1.1.1.204A",1,1,"1","204A",-16.38827405,-71.52367621
"1.1.1.211A",1,1,"1","211A",-16.38787278,-71.52317328
"1.1.1.213A",1,1,"1","213A",-16.38776663,-71.52306581
"1.1.1.222A",1,1,"1","222A",-16.38778874,-71.52277024
"1.1.1.233A",1,1,"1","233A",-16.38865538,-71.52366626
"1.1.1.326A",1,1,"1","326A",-16.38613211,-71.5203868
"1.1.1.352A",1,1,"1","352A",-16.38699399,-71.52087575
"1.1.1.355A",1,1,"1","355A",-16.38718946,-71.52102
"1.1.1.363A",1,1,"1","363A",-16.38745049,-71.52169323
"1.1.1.363B",1,1,"1","363B",-16.38745049,-71.52169323
"1.1.1.373A",1,1,"1","373A",-16.38671515,-71.52101824
"1.1.1.375A",1,1,"1","375A",-16.38652429,-71.52096428
"1.1.1.376A",1,1,"1","376A",-16.38644471,-71.52093267
"1.1.1.376B",1,1,"1","376B",-16.38644471,-71.52093267
"1.1.1.377A",1,1,"1","377A",-16.38634507,-71.52090441
"1.1.1.382A",1,1,"1","382A",-16.38663291,-71.52131046
"1.1.1.388A",1,1,"1","388A",-16.38668765,-71.52191551
"1.1.1.389A",1,1,"1","389A",-16.38662332,-71.52198466
"1.1.1.404A",1,1,"1","404A",-16.38648864,-71.52144252
"1.1.1.404B",1,1,"1","404B",-16.38648864,-71.52144252
"1.1.1.413A",1,1,"1","413A",-16.38568441,-71.52123139
"1.1.1.417A",1,1,"1","417A",-16.38531797,-71.52083161
"1.1.1.419A",1,1,"1","419A",-16.38562845,-71.52095204
"1.1.1.422A",1,1,"1","422A",-16.38587629,-71.52100143
"1.1.1.424A",1,1,"1","424A",-16.38599472,-71.52108566
"1.1.10.225A",1,1,"10","225A",-16.3786071,-71.52064172
"1.1.10.231A",1,1,"10","231A",-16.37879287,-71.52102561
"1.1.10.375A",1,1,"10","375A",-16.3776305,-71.5211281
"1.1.10.414A",1,1,"10","414A",-16.37794244,-71.52005214
"1.1.10.423A",1,1,"10","423A",-16.37829186,-71.52068684
"1.1.13.76A",1,1,"13","76A",-16.37781586,-71.52563387
"1.1.13.8A",1,1,"13","8A",-16.37712912,-71.52617161
"1.1.13.91A",1,1,"13","91A",-16.37751854,-71.52521155
"1.1.14.11A",1,1,"14","11A",-16.37949372,-71.52588687
"1.1.14.164A",1,1,"14","164A",-16.37635503,-71.52396294
"1.1.14.20A",1,1,"14","20A",-16.37978875,-71.5257816
"1.1.14.20B",1,1,"14","20B",-16.37978875,-71.5257816
"1.1.14.20C",1,1,"14","20C",-16.37978875,-71.5257816
"1.1.14.216A",1,1,"14","216A",-16.37724142,-71.52408352
"1.1.14.217A",1,1,"14","217A",-16.37741682,-71.52375784
"1.1.14.234A",1,1,"14","234A",-16.37786572,-71.5240397
"1.1.15.47A",1,1,"15","47A",-16.37840339,-71.52597037
"1.1.2.150A",1,1,"2","150A",-16.38115615,-71.51416944
"1.1.2.164A",1,1,"2","164A",-16.38105931,-71.51433416
"1.1.2.175A",1,1,"2","175A",-16.38120872,-71.51518172
"1.1.2.181A",1,1,"2","181A",-16.38086614,-71.51470162
"1.1.2.184A",1,1,"2","184A",-16.38068789,-71.51447268
"1.1.2.184B",1,1,"2","184B",-16.38068789,-71.51447268
"1.1.2.2A",1,1,"2","2A",-16.38290702,-71.51753973
"1.1.2.287A",1,1,"2","287A",-16.38143616,-71.51601961
"1.1.2.298A",1,1,"2","298A",-16.38098567,-71.5157071
"1.1.2.6A",1,1,"2","6A",-16.38267908,-71.51720487
"1.1.2.76A",1,1,"2","76A",-16.38257448,-71.51598263
"1.1.2.90A",1,1,"2","90A",-16.38260738,-71.51671535
"1.1.22.11A",1,1,"22","11A",-16.3780781,-71.53144128
"1.1.22.14A",1,1,"22","14A",-16.37758929,-71.53152418
"1.1.22.14B",1,1,"22","14B",-16.37758929,-71.53152418
"1.1.22.14C",1,1,"22","14C",-16.37758929,-71.53152418
"1.1.22.15A",1,1,"22","15A",-16.37757295,-71.53143755
"1.1.22.15B",1,1,"22","15B",-16.37757295,-71.53143755
"1.1.22.160A",1,1,"22","160A",-16.37723849,-71.52937417
"1.1.22.176A",1,1,"22","176A",-16.37695654,-71.52954927
"1.1.22.55A",1,1,"22","55A",-16.37661784,-71.53016048
"1.1.22.55B",1,1,"22","55B",-16.37661784,-71.53016048
"1.1.22.56A",1,1,"22","56A",-16.37668638,-71.53014853
"1.1.22.61A",1,1,"22","61A",-16.37703657,-71.53060659
"1.1.22.72A",1,1,"22","72A",-16.37717513,-71.53030739
"1.1.22.76A",1,1,"22","76A",-16.37721273,-71.53057468
"1.1.22.76B",1,1,"22","76B",-16.37721273,-71.53057468
"1.1.22.91A",1,1,"22","91A",-16.37733701,-71.53007199
"1.1.22.93A",1,1,"22","93A",-16.3775174,-71.53012943
"1.1.23.10A",1,1,"23","10A",-16.37852235,-71.53134642
"1.1.23.133A",1,1,"23","133A",-16.37817912,-71.5295159
"1.1.23.20A",1,1,"23","20A",-16.37812425,-71.53010497
"1.1.23.20B",1,1,"23","20B",-16.37812425,-71.53010497
"1.1.23.4A",1,1,"23","4A",-16.37832194,-71.53148066
"1.1.23.57A",1,1,"23","57A",-16.3790922,-71.53017055
"1.1.23.67A",1,1,"23","67A",-16.37859854,-71.52988614
"1.1.23.74A",1,1,"23","74A",-16.37917118,-71.52978392
"1.1.26.117A",1,1,"26","117A",-16.3773491,-71.52832436
"1.1.26.123A",1,1,"26","123A",-16.37713889,-71.52805564
"1.1.26.186A",1,1,"26","186A",-16.3768127,-71.52943746
"1.1.26.55A",1,1,"26","55A",-16.37694484,-71.52661778
"1.1.26.56A",1,1,"26","56A",-16.37699289,-71.52667188
"1.1.26.56B",1,1,"26","56B",-16.37699289,-71.52667188
"1.1.26.6A",1,1,"26","6A",-16.37778477,-71.52785731
"1.1.26.89A",1,1,"26","89A",-16.37751196,-71.5278201
"1.1.29.111A",1,1,"29","111A",-16.3731319,-71.51620864
"1.1.29.112A",1,1,"29","112A",-16.37306506,-71.5161033
"1.1.29.116A",1,1,"29","116A",-16.37333355,-71.51535886
"1.1.29.121A",1,1,"29","121A",-16.37372351,-71.51544517
"1.1.29.13A",1,1,"29","13A",-16.37297115,-71.51742394
"1.1.29.3A",1,1,"29","3A",-16.37237354,-71.51800115
"1.1.29.30A",1,1,"29","30A",-16.37275144,-71.51714176
"1.1.3.353A",1,1,"3","353A",-16.37696071,-71.51635985
"1.1.3.353B",1,1,"3","353B",-16.37696071,-71.51635985
"1.1.3.353C",1,1,"3","353C",-16.37696071,-71.51635985
"1.1.3.361A",1,1,"3","361A",-16.37735624,-71.5161695
"1.1.3.362A",1,1,"3","362A",-16.37740148,-71.51624163
"1.1.3.362B",1,1,"3","362B",-16.37740148,-71.51624163
"1.1.3.371A",1,1,"3","371A",-16.37654208,-71.51580856
"1.1.3.440A",1,1,"3","440A",-16.37546163,-71.51381126
"1.1.3.440B",1,1,"3","440B",-16.37546163,-71.51381126
"1.1.3.441A",1,1,"3","441A",-16.37555502,-71.51374632
"1.1.3.441B",1,1,"3","441B",-16.37555502,-71.51374632
"1.1.3.446A",1,1,"3","446A",-16.37595197,-71.51374505
"1.1.3.466A",1,1,"3","466A",-16.37533398,-71.51299595
"1.1.3.666A",1,1,"3","666A",-16.37253399,-71.51509207
"1.1.3.673A",1,1,"3","673A",-16.37317029,-71.51457709
"1.1.3.673B",1,1,"3","673B",-16.37317029,-71.51457709
"1.1.3.679A",1,1,"3","679A",-16.37288987,-71.51507891
"1.1.3.679B",1,1,"3","679B",-16.37288987,-71.51507891
"1.1.3.683A",1,1,"3","683A",-16.37259497,-71.51535533
"1.1.3.694A",1,1,"3","694A",-16.37381065,-71.51413234
"1.1.3.694B",1,1,"3","694B",-16.37381065,-71.51413234
"1.1.3.694C",1,1,"3","694C",-16.37381065,-71.51413234
"1.1.3.698A",1,1,"3","698A",-16.37408405,-71.51411037
"1.1.3.710A",1,1,"3","710A",-16.37353182,-71.51469639
"1.1.3.710B",1,1,"3","710B",-16.37353182,-71.51469639
"1.1.3.710C",1,1,"3","710C",-16.37353182,-71.51469639
"1.1.3.710D",1,1,"3","710D",-16.37353182,-71.51469639
"1.1.3.759A",1,1,"3","759A",-16.37455908,-71.51407795
"1.1.3.759B",1,1,"3","759B",-16.37455908,-71.51407795
"1.1.3.769A",1,1,"3","769A",-16.37499026,-71.51428752
"1.1.3.769B",1,1,"3","769B",-16.37499026,-71.51428752
"1.1.3.775A",1,1,"3","775A",-16.37479417,-71.51471888
"1.1.3.775B",1,1,"3","775B",-16.37479417,-71.51471888
"1.1.3.775C",1,1,"3","775C",-16.37479417,-71.51471888
"1.1.3.776A",1,1,"3","776A",-16.37473389,-71.51477449
"1.1.3.819A",1,1,"3","819A",-16.37431463,-71.51582962
"1.1.3.825A",1,1,"3","825A",-16.37397806,-71.51531193
"1.1.3.950A",1,1,"3","950A",-16.37611751,-71.51617211
"1.1.34.118A",1,1,"34","118A",-16.37118893,-71.51317594
"1.1.34.122A",1,1,"34","122A",-16.37090552,-71.51340454
"1.1.34.128A",1,1,"34","128A",-16.37045823,-71.51373695
"1.1.34.154A",1,1,"34","154A",-16.37008587,-71.51250888
"1.1.34.162A",1,1,"34","162A",-16.37042744,-71.51231944
"1.1.34.166A",1,1,"34","166A",-16.37063532,-71.51262003
"1.1.34.19A",1,1,"34","19A",-16.37177942,-71.51224656
"1.1.34.192A",1,1,"34","192A",-16.37037389,-71.51117836
"1.1.34.195A",1,1,"34","195A",-16.37052416,-71.51138552
"1.1.34.197A",1,1,"34","197A",-16.37065914,-71.51152582
"1.1.34.203A",1,1,"34","203A",-16.37079102,-71.51129804
"1.1.34.219A",1,1,"34","219A",-16.37097987,-71.51090355
"1.1.34.225A",1,1,"34","225A",-16.3709991,-71.51123503
"1.1.34.23A",1,1,"34","23A",-16.37209279,-71.51206316
"1.1.34.231A",1,1,"34","231A",-16.37104473,-71.51058655
"1.1.34.234A",1,1,"34","234A",-16.37086565,-71.51035856
"1.1.34.241A",1,1,"34","241A",-16.37136479,-71.51032555
"1.1.34.246A",1,1,"34","246A",-16.37164353,-71.51066053
"1.1.34.274A",1,1,"34","274A",-16.37018231,-71.51008471
"1.1.34.279A",1,1,"34","279A",-16.37043356,-71.51022287
"1.1.34.282A",1,1,"34","282A",-16.37037219,-71.50969939
"1.1.34.282B",1,1,"34","282B",-16.37037219,-71.50969939
"1.1.34.284A",1,1,"34","284A",-16.37025339,-71.50955404
"1.1.34.285A",1,1,"34","285A",-16.37021694,-71.50947012
"1.1.34.285B",1,1,"34","285B",-16.37021694,-71.50947012
"1.1.34.285C",1,1,"34","285C",-16.37021694,-71.50947012
"1.1.34.285D",1,1,"34","285D",-16.37021694,-71.50947012
"1.1.34.29A",1,1,"34","29A",-16.37247495,-71.51192894
"1.1.34.290A",1,1,"34","290A",-16.3704823,-71.50915074
"1.1.34.290B",1,1,"34","290B",-16.3704823,-71.50915074
"1.1.34.290C",1,1,"34","290C",-16.3704823,-71.50915074
"1.1.34.293A",1,1,"34","293A",-16.37061311,-71.50943448
"1.1.34.296A",1,1,"34","296A",-16.37040456,-71.50961646
"1.1.34.299A",1,1,"34","299A",-16.37084128,-71.50908398
"1.1.34.299B",1,1,"34","299B",-16.37084128,-71.50908398
"1.1.34.305A",1,1,"34","305A",-16.37090884,-71.50868021
"1.1.34.308A",1,1,"34","308A",-16.3711811,-71.50845499
"1.1.34.310A",1,1,"34","310A",-16.37127429,-71.50860487
"1.1.34.312A",1,1,"34","312A",-16.37138675,-71.50875772
"1.1.34.314A",1,1,"34","314A",-16.37129198,-71.50889645
"1.1.34.317A",1,1,"34","317A",-16.37108264,-71.50906579
"1.1.34.319A",1,1,"34","319A",-16.37049212,-71.50864891
"1.1.34.326A",1,1,"34","326A",-16.37051487,-71.50816416
"1.1.34.326B",1,1,"34","326B",-16.37051487,-71.50816416
"1.1.34.334A",1,1,"34","334A",-16.37092408,-71.50839762
"1.1.34.339A",1,1,"34","339A",-16.37071454,-71.50857719
"1.1.34.358A",1,1,"34","358A",-16.3715418,-71.5073787
"1.1.34.361A",1,1,"34","361A",-16.37176633,-71.50720062
"1.1.34.365A",1,1,"34","365A",-16.37200391,-71.50743018
"1.1.34.365B",1,1,"34","365B",-16.37200391,-71.50743018
"1.1.34.367A",1,1,"34","367A",-16.37211378,-71.50758826
"1.1.34.372A",1,1,"34","372A",-16.37233145,-71.50787911
"1.1.34.372B",1,1,"34","372B",-16.37233145,-71.50787911
"1.1.34.372C",1,1,"34","372C",-16.37233145,-71.50787911
"1.1.34.372D",1,1,"34","372D",-16.37233145,-71.50787911
"1.1.34.373A",1,1,"34","373A",-16.37240208,-71.50795291
"1.1.34.375A",1,1,"34","375A",-16.37250032,-71.50810034
"1.1.34.377A",1,1,"34","377A",-16.37260428,-71.50824717
"1.1.34.386A",1,1,"34","386A",-16.37253823,-71.50875003
"1.1.34.394A",1,1,"34","394A",-16.37210867,-71.50819182
"1.1.34.413A",1,1,"34","413A",-16.37212943,-71.50908995
"1.1.34.430A",1,1,"34","430A",-16.37168855,-71.50941782
"1.1.34.444A",1,1,"34","444A",-16.37109208,-71.50936417
"1.1.34.45A",1,1,"34","45A",-16.37161286,-71.51109077
"1.1.34.45B",1,1,"34","45B",-16.37161286,-71.51109077
"1.1.34.450A",1,1,"34","450A",-16.37222664,-71.51016526
"1.1.34.460A",1,1,"34","460A",-16.37253898,-71.50916113
"1.1.34.460B",1,1,"34","460B",-16.37253898,-71.50916113
"1.1.34.470A",1,1,"34","470A",-16.37252518,-71.50984875
"1.1.34.470B",1,1,"34","470B",-16.37252518,-71.50984875
"1.1.34.475A",1,1,"34","475A",-16.372233,-71.50949555
"1.1.34.477A",1,1,"34","477A",-16.37268396,-71.50892333
"1.1.34.478A",1,1,"34","478A",-16.37275572,-71.50886808
"1.1.34.491A",1,1,"34","491A",-16.37337734,-71.50924945
"1.1.34.50A",1,1,"34","50A",-16.37193622,-71.51115505
"1.1.34.501A",1,1,"34","501A",-16.37369677,-71.50971259
"1.1.34.504A",1,1,"34","504A",-16.37379889,-71.5098641
"1.1.34.506A",1,1,"34","506A",-16.37385441,-71.50994293
"1.1.34.512A",1,1,"34","512A",-16.37399479,-71.51024222
"1.1.34.549A",1,1,"34","549A",-16.37351806,-71.51049022
"1.1.34.556A",1,1,"34","556A",-16.37309203,-71.51059219
"1.1.34.559A",1,1,"34","559A",-16.37290553,-71.51037405
"1.1.34.559B",1,1,"34","559B",-16.37290553,-71.51037405
"1.1.34.561A",1,1,"34","561A",-16.37280943,-71.51021857
"1.1.34.583A",1,1,"34","583A",-16.37277505,-71.51177648
"1.1.34.595A",1,1,"34","595A",-16.37312264,-71.51119703
"1.1.34.645A",1,1,"34","645A",-16.37439524,-71.51008979
"1.1.34.650A",1,1,"34","650A",-16.37412027,-71.50981322
"1.1.34.655A",1,1,"34","655A",-16.37373095,-71.50927019
"1.1.34.668A",1,1,"34","668A",-16.37415661,-71.50928242
"1.1.34.670A",1,1,"34","670A",-16.37414139,-71.50941072
"1.1.34.686A",1,1,"34","686A",-16.37350141,-71.5086819
"1.1.34.69A",1,1,"34","69A",-16.37096513,-71.51156894
"1.1.34.719A",1,1,"34","719A",-16.37248545,-71.50716152
"1.1.34.725A",1,1,"34","725A",-16.3727996,-71.50748392
"1.1.34.725B",1,1,"34","725B",-16.3727996,-71.50748392
"1.1.34.726A",1,1,"34","726A",-16.37285428,-71.50756625
"1.1.34.735A",1,1,"34","735A",-16.37317609,-71.50825576
"1.1.34.735B",1,1,"34","735B",-16.37317609,-71.50825576
"1.1.34.84A",1,1,"34","84A",-16.37103709,-71.51250512
"1.1.34.86A",1,1,"34","86A",-16.3708922,-71.51260264
"1.1.34.96A",1,1,"34","96A",-16.37051616,-71.51193317
"1.1.36.8A",1,1,"36","8A",-16.37416172,-71.50809384
"1.1.37.86A",1,1,"37","86A",-16.37132499,-71.50451847
"1.1.38.24A",1,1,"38","24A",-16.37197064,-71.50658203
"1.1.38.253A",1,1,"38","253A",-16.36981703,-71.50587357
"1.1.38.256A",1,1,"38","256A",-16.37004654,-71.50609093
"1.1.39.11A",1,1,"39","11A",-16.36906033,-71.50815766
"1.1.39.129A",1,1,"39","129A",-16.36813832,-71.5079276
"1.1.39.14A",1,1,"39","14A",-16.36903094,-71.50850682
"1.1.39.150A",1,1,"39","150A",-16.36714537,-71.50805669
"1.1.39.174A",1,1,"39","174A",-16.36734962,-71.50751161
"1.1.39.203A",1,1,"39","203A",-16.36853088,-71.50760545
"1.1.39.21A",1,1,"39","21A",-16.36900811,-71.50890378
"1.1.39.35A",1,1,"39","35A",-16.36856204,-71.5093078
"1.1.39.57A",1,1,"39","57A",-16.36827595,-71.50926087
"1.1.39.57B",1,1,"39","57B",-16.36827595,-71.50926087
"1.1.39.60A",1,1,"39","60A",-16.36848047,-71.50880469
"1.1.39.89A",1,1,"39","89A",-16.3683296,-71.50863092
"1.1.39.9A",1,1,"39","9A",-16.36898612,-71.50790344
"1.1.40.95A",1,1,"40","95A",-16.36734096,-71.50464158
"1.1.40.95B",1,1,"40","95B",-16.36734096,-71.50464158
"1.1.42.123A",1,1,"42","123A",-16.36909229,-71.50347459
"1.1.42.138A",1,1,"42","138A",-16.36943753,-71.50330981
"1.1.42.162A",1,1,"42","162A",-16.36877105,-71.50308547
"1.1.42.167A",1,1,"42","167A",-16.36911794,-71.50275121
"1.1.42.21A",1,1,"42","21A",-16.37021179,-71.50396695
"1.1.42.31A",1,1,"42","31A",-16.37014266,-71.5041312
"1.1.42.92A",1,1,"42","92A",-16.36841293,-71.50382424
"1.1.45.15A",1,1,"45","15A",-16.36805895,-71.49749387
"1.1.45.24A",1,1,"45","24A",-16.36765093,-71.49644461
"1.1.45.29A",1,1,"45","29A",-16.3670928,-71.49643654
"1.1.45.6A",1,1,"45","6A",-16.36900607,-71.4991214
"1.1.6.10A",1,1,"6","10A",-16.3817999,-71.52385237
"1.1.6.131A",1,1,"6","131A",-16.37997874,-71.52356408
"1.1.6.151A",1,1,"6","151A",-16.37922343,-71.52251095
"1.1.6.193A",1,1,"6","193A",-16.3794747,-71.52231076
"1.1.6.21A",1,1,"6","21A",-16.38118358,-71.52350211
"1.1.6.21B",1,1,"6","21B",-16.38118358,-71.52350211
"1.1.6.23A",1,1,"6","23A",-16.38109596,-71.52338564
"1.1.6.242A",1,1,"6","242A",-16.37967612,-71.52191448
"1.1.6.259A",1,1,"6","259A",-16.38045869,-71.52238693
"1.1.6.260A",1,1,"6","260A",-16.38052195,-71.52242829
"1.1.6.265A",1,1,"6","265A",-16.38086983,-71.52277256
"1.1.6.28A",1,1,"6","28A",-16.38115143,-71.5231192
"1.1.6.4A",1,1,"6","4A",-16.3814886,-71.5233182
"1.1.6.4B",1,1,"6","4B",-16.3814886,-71.5233182
"1.1.6.42A",1,1,"6","42A",-16.38133512,-71.52401655
"1.1.6.7A",1,1,"6","7A",-16.38160632,-71.5236319
"1.1.62.355A",1,1,"62","355A",-16.36228679,-71.51290061
"1.1.62.369A",1,1,"62","369A",-16.36292055,-71.51367669
"1.1.62.393A",1,1,"62","393A",-16.3614972,-71.51170749
"1.1.7.21A",1,1,"7","21A",-16.38060517,-71.52431028
"1.1.7.24A",1,1,"7","24A",-16.38075375,-71.52444346
"1.1.7.28A",1,1,"7","28A",-16.38097843,-71.52463768
"1.1.7.32A",1,1,"7","32A",-16.38084449,-71.525035
"1.1.7.33A",1,1,"7","33A",-16.38079037,-71.52509872
"1.1.7.34A",1,1,"7","34A",-16.38075521,-71.5251544
"1.1.7.53A",1,1,"7","53A",-16.38036511,-71.525375
"1.1.7.64A",1,1,"7","64A",-16.3805184,-71.52486645
"1.1.7.86A",1,1,"7","86A",-16.38039034,-71.52475257
"1.1.70.32A",1,1,"70","32A",-16.36158296,-71.51895948
"1.1.70.38A",1,1,"70","38A",-16.36141323,-71.51844486
"1.1.70.44A",1,1,"70","44A",-16.36196938,-71.51864986
"1.1.70.54A",1,1,"70","54A",-16.36178152,-71.51870028
"1.1.70.61A",1,1,"70","61A",-16.36161741,-71.51787316
"1.1.70.86A",1,1,"70","86A",-16.36112547,-71.51760997
"1.1.71.124A",1,1,"71","124A",-16.36312717,-71.51557769
"1.1.71.125A",1,1,"71","125A",-16.36301713,-71.51557785
"1.1.71.163A",1,1,"71","163A",-16.3634504,-71.51496969
"1.1.71.83A",1,1,"71","83A",-16.36459231,-71.51507188
"1.1.74.551A",1,1,"74","551A",-16.36478177,-71.51683234
"1.1.77.10A",1,1,"77","10A",-16.37309648,-71.52800538
"1.1.77.111A",1,1,"77","111A",-16.3704879,-71.52501241
"1.1.77.12A",1,1,"77","12A",-16.37326151,-71.52808205
"1.1.77.127A",1,1,"77","127A",-16.37083722,-71.52506093
"1.1.77.137A",1,1,"77","137A",-16.37088967,-71.52434826
"1.1.77.20A",1,1,"77","20A",-16.37297591,-71.52751514
"1.1.77.31A",1,1,"77","31A",-16.37207937,-71.52695775
"1.1.77.35A",1,1,"77","35A",-16.37256939,-71.52700943
"1.1.77.4A",1,1,"77","4A",-16.37298939,-71.52818842
"1.1.77.47A",1,1,"77","47A",-16.37289392,-71.52686723
"1.1.77.47B",1,1,"77","47B",-16.37289392,-71.52686723
"1.1.77.60A",1,1,"77","60A",-16.37169106,-71.52599825
"1.1.77.64A",1,1,"77","64A",-16.37197197,-71.5259023
"1.1.77.69A",1,1,"77","69A",-16.37159788,-71.52577093
"1.1.77.79A",1,1,"77","79A",-16.37180116,-71.52640162
"1.1.77.82A",1,1,"77","82A",-16.37206257,-71.52658835
"1.1.77.82B",1,1,"77","82B",-16.37206257,-71.52658835
"1.1.77.87A",1,1,"77","87A",-16.37167112,-71.52662888
"1.1.77.87B",1,1,"77","87B",-16.37167112,-71.52662888
"1.1.77.87C",1,1,"77","87C",-16.37167112,-71.52662888
"1.1.77.94A",1,1,"77","94A",-16.37119453,-71.52620587
"1.1.77.94B",1,1,"77","94B",-16.37119453,-71.52620587
"1.1.78.110A",1,1,"78","110A",-16.36948613,-71.5248613
"1.1.78.110B",1,1,"78","110B",-16.36948613,-71.5248613
"1.1.78.14A",1,1,"78","14A",-16.37230638,-71.5273797
"1.1.78.158A",1,1,"78","158A",-16.36816759,-71.52389878
"1.1.78.164A",1,1,"78","164A",-16.36782597,-71.52438339
"1.1.78.213A",1,1,"78","213A",-16.3677214,-71.52535468
"1.1.78.214A",1,1,"78","214A",-16.36763487,-71.52550579
"1.1.78.220A",1,1,"78","220A",-16.36710745,-71.52513964
"1.1.78.227A",1,1,"78","227A",-16.3678828,-71.52506876
"1.1.78.230A",1,1,"78","230A",-16.36806047,-71.52495178
"1.1.78.264A",1,1,"78","264A",-16.36916752,-71.52621716
"1.1.78.265B",1,1,"78","265B",-16.36926942,-71.52627476
"1.1.78.265C",1,1,"78","265C",-16.36926942,-71.52627476
"1.1.78.268A",1,1,"78","268A",-16.36953748,-71.52645428
"1.1.78.269A",1,1,"78","269A",-16.36939424,-71.52669044
"1.1.78.273A",1,1,"78","273A",-16.36901881,-71.52646745
"1.1.78.321A",1,1,"78","321A",-16.37013075,-71.5265911
"1.1.78.328A",1,1,"78","328A",-16.36968857,-71.52625617
"1.1.78.344A",1,1,"78","344A",-16.37058674,-71.52721882
"1.1.78.369A",1,1,"78","369A",-16.37102447,-71.52758658
"1.1.78.402A",1,1,"78","402A",-16.37135193,-71.5275388
"1.1.78.404A",1,1,"78","404A",-16.37156797,-71.52766621
"1.1.78.418A",1,1,"78","418A",-16.3732224,-71.52898544
"1.1.78.422A",1,1,"78","422A",-16.37276705,-71.52897061
"1.1.78.423A",1,1,"78","423A",-16.37263275,-71.52894553
"1.1.78.429A",1,1,"78","429A",-16.3718813,-71.52926638
"1.1.78.430A",1,1,"78","430A",-16.37168471,-71.52898369
"1.1.78.447A",1,1,"78","447A",-16.37155898,-71.52861547
"1.1.78.455A",1,1,"78","455A",-16.3712551,-71.52935214
"1.1.78.46A",1,1,"78","46A",-16.37126139,-71.52666219
"1.1.78.467A",1,1,"78","467A",-16.37057475,-71.52888782
"1.1.78.49A",1,1,"78","49A",-16.37061167,-71.52618697
"1.1.78.509A",1,1,"78","509A",-16.3702147,-71.52874028
"1.1.78.516A",1,1,"78","516A",-16.36996789,-71.52784692
"1.1.78.522A",1,1,"78","522A",-16.37038115,-71.52778947
"1.1.78.529A",1,1,"78","529A",-16.37074026,-71.52804897
"1.1.78.53A",1,1,"78","53A",-16.37022851,-71.52587309
"1.1.78.538A",1,1,"78","538A",-16.37031644,-71.52813787
"1.1.78.541A",1,1,"78","541A",-16.37006032,-71.52791664
"1.1.78.560A",1,1,"78","560A",-16.36925439,-71.5269823
"1.1.78.571A",1,1,"78","571A",-16.36846673,-71.52681589
"1.1.78.575A",1,1,"78","575A",-16.36809853,-71.52657968
"1.1.78.589A",1,1,"78","589A",-16.36917128,-71.52691556
"1.1.78.592A",1,1,"78","592A",-16.3679747,-71.52634951
"1.1.78.611A",1,1,"78","611A",-16.36694323,-71.5253577
"1.1.78.614A",1,1,"78","614A",-16.36717911,-71.52554081
"1.1.78.651A",1,1,"78","651A",-16.36637357,-71.52497834
"1.1.79.130A",1,1,"79","130A",-16.36607203,-71.52353201
"1.1.79.145A",1,1,"79","145A",-16.36579051,-71.52275219
"1.1.79.145B",1,1,"79","145B",-16.36579051,-71.52275219
"1.1.79.172A",1,1,"79","172A",-16.36495733,-71.52242286
"1.1.79.187A",1,1,"79","187A",-16.36502011,-71.52306499
"1.1.79.187B",1,1,"79","187B",-16.36502011,-71.52306499
"1.1.79.189A",1,1,"79","189A",-16.36477142,-71.52312801
"1.1.79.195A",1,1,"79","195A",-16.36437424,-71.52259598
"1.1.79.94A",1,1,"79","94A",-16.36492899,-71.52342163
"1.1.79.94B",1,1,"79","94B",-16.36492899,-71.52342163
"1.1.8.121A",1,1,"8","121A",-16.37857595,-71.52375664
"1.1.8.123A",1,1,"8","123A",-16.37864778,-71.52362662
"1.1.8.123B",1,1,"8","123B",-16.37864778,-71.52362662
"1.1.8.123C",1,1,"8","123C",-16.37864778,-71.52362662
"1.1.8.125A",1,1,"8","125A",-16.37870723,-71.52348953
"1.1.8.125B",1,1,"8","125B",-16.37870723,-71.52348953
"1.1.8.130A",1,1,"8","130A",-16.37884552,-71.52314039
"1.1.8.33A",1,1,"8","33A",-16.37831219,-71.52334254
"1.1.8.35A",1,1,"8","35A",-16.37819635,-71.52326454
"1.1.81.127A",1,1,"81","127A",-16.36673378,-71.52627203
"1.1.81.129A",1,1,"81","129A",-16.36661124,-71.52615856
"1.1.81.129B",1,1,"81","129B",-16.36661124,-71.52615856
"1.1.81.134A",1,1,"81","134A",-16.36589651,-71.52566134
"1.1.81.154A",1,1,"81","154A",-16.36614177,-71.52551375
"1.1.81.168A",1,1,"81","168A",-16.3653781,-71.52588263
"1.1.81.22A",1,1,"81","22A",-16.36795978,-71.52815355
"1.1.81.27A",1,1,"81","27A",-16.3680592,-71.52856678
"1.1.81.27B",1,1,"81","27B",-16.3680592,-71.52856678
"1.1.81.45A",1,1,"81","45A",-16.36714656,-71.52763493
"1.1.81.61A",1,1,"81","61A",-16.36680358,-71.52744338
"1.1.81.7A",1,1,"81","7A",-16.36847915,-71.52787887
"1.1.81.91A",1,1,"81","91A",-16.36641753,-71.52601205
"1.1.81.91B",1,1,"81","91B",-16.36641753,-71.52601205
"1.1.82.11A",1,1,"82","11A",-16.37006908,-71.53016441
"1.1.82.21A",1,1,"82","21A",-16.3701413,-71.52982623
"1.1.82.23A",1,1,"82","23A",-16.37035288,-71.52989113
"1.1.82.26A",1,1,"82","26A",-16.36988699,-71.53063311
