"UNICODE","P","D","L","V","LATITUDE","LONGITUDE","block","I_TRIAT","P_TRIAT","FECHA","CICLO"
"1.28.3.4",1,28,"3","4",-16.5697346196277,-71.4502054870011,"2",NA,NA,NA,NA
"1.28.3.40",1,28,"3","40",-16.5737372037713,-71.4486608611403,"8",NA,NA,NA,NA
"1.28.3.41",1,28,"3","41",-16.574043805662,-71.4483863917342,"8","",0,"10/12/2009",2
"1.28.3.41",1,28,"3","41",-16.574043805662,-71.4483863917342,"8","",0,"05/22/09",1
"1.28.3.42",1,28,"3","42",-16.5745952282812,-71.4478928156508,"8","",0,"05/21/09",1
"1.28.3.42",1,28,"3","42",-16.5745952282812,-71.4478928156508,"8","",0,"10/06/2009",2
"1.28.3.43",1,28,"3","43",-16.5734522956126,-71.4494527777777,"9","",0,"10/06/2009",2
"1.28.3.44",1,28,"3","44",-16.573427665885,-71.4502691949749,"9","",0,"05/21/09",1
"1.28.3.44",1,28,"3","44",-16.573427665885,-71.4502691949749,"9","",0,"10/06/2009",2
"1.28.3.45",1,28,"3","45",-16.5728490266862,-71.4503611111111,"9","",0,"05/21/09",1
"1.28.3.45",1,28,"3","45",-16.5728490266862,-71.4503611111111,"9","",0,"10/05/2009",2
"1.28.3.46",1,28,"3","46",-16.5726333333333,-71.4502022178324,"9",NA,NA,NA,NA
"1.28.3.47",1,28,"3","47",-16.5728690298319,-71.4501177999427,"9",NA,NA,NA,NA
"1.28.3.48",1,28,"3","48",-16.5729809438633,-71.4498949900735,"9","",0,"05/21/09",1
"1.28.3.48",1,28,"3","48",-16.5729809438633,-71.4498949900735,"9","",0,"10/06/2009",2
"1.28.3.49",1,28,"3","49",-16.57253842866,-71.4504370616117,"10",NA,NA,NA,NA
"1.28.3.5",1,28,"3","5",-16.5696239249993,-71.4498019341212,"3",NA,NA,NA,NA
"1.28.3.50",1,28,"3","50",-16.5722868302924,-71.4508919645929,"10","",0,"05/25/09",1
"1.28.3.51",1,28,"3","51",-16.5722898965293,-71.4511756520488,"10","",0,"05/20/09",1
"1.28.3.52",1,28,"3","52",-16.5723824450914,-71.4515070761264,"10","",0,"05/20/09",1
"1.28.3.53",1,28,"3","53",-16.5723769012376,-71.4516967423861,"10","",0,"05/22/09",1
"1.28.3.53",1,28,"3","53",-16.5723769012376,-71.4516967423861,"10","",0,"10/13/09",2
"1.28.3.54",1,28,"3","54",-16.5724781571348,-71.451900541072,"10","",0,"05/20/09",1
"1.28.3.54",1,28,"3","54",-16.5724781571348,-71.451900541072,"10","",0,"10/13/09",2
"1.28.3.55",1,28,"3","55",-16.5723871508658,-71.4520388888888,"10","",0,"05/21/09",1
"1.28.3.55",1,28,"3","55",-16.5723871508658,-71.4520388888888,"10","",0,"10/13/09",2
"1.28.3.56",1,28,"3","56",-16.5723642585974,-71.4521300498449,"10","",0,"10/07/2009",2
"1.28.3.56",1,28,"3","56",-16.5723642585974,-71.4521300498449,"10","",0,"05/19/09",1
"1.28.3.57",1,28,"3","57",-16.5723013343515,-71.4522727047008,"10","",0,"10/13/09",2
"1.28.3.57",1,28,"3","57",-16.5723013343515,-71.4522727047008,"10","",0,"05/19/09",1
"1.28.3.58",1,28,"3","58",-16.5729367502162,-71.4528172011803,"10","",0,"10/06/2009",2
"1.28.3.58",1,28,"3","58",-16.5729367502162,-71.4528172011803,"10","",0,"05/20/09",1
"1.28.3.59",1,28,"3","59",-16.5722111111111,-71.4523876697163,"10",NA,NA,NA,NA
"1.28.3.6",1,28,"3","6",-16.5697145244267,-71.4497250582191,"3",NA,NA,NA,NA
"1.28.3.60",1,28,"3","60",-16.5721817486231,-71.4525057739837,"10","",0,"05/21/09",1
"1.28.3.60",1,28,"3","60",-16.5721817486231,-71.4525057739837,"10","",0,"10/06/2009",2
"1.28.3.61",1,28,"3","61",-16.5721728136739,-71.4525992040019,"10",NA,NA,NA,NA
"1.28.3.62",1,28,"3","62",-16.5721218337568,-71.4526859416254,"10","",0,"05/22/09",1
"1.28.3.63",1,28,"3","63",-16.5719982733725,-71.4529478374601,"10","",0,"05/21/09",1
"1.28.3.64",1,28,"3","64",-16.5719083333333,-71.453050243964,"10",NA,NA,NA,NA
"1.28.3.65",1,28,"3","65",-16.5719255106064,-71.4531409094078,"10",NA,NA,NA,NA
"1.28.3.66",1,28,"3","66",-16.5718027777777,-71.4533394138777,"10","",0,"10/06/2009",2
"1.28.3.66",1,28,"3","66",-16.5718027777777,-71.4533394138777,"10","",0,"05/21/09",1
"1.28.3.67",1,28,"3","67",-16.5717407588423,-71.4534925383031,"10","",0,"10/06/2009",2
"1.28.3.68",1,28,"3","68",-16.5720243008623,-71.4536766211759,"10",NA,NA,NA,NA
"1.28.3.69",1,28,"3","69",-16.5728106593708,-71.453536366586,"10","",0,"10/07/2009",2
"1.28.3.69",1,28,"3","69",-16.5728106593708,-71.453536366586,"10","",0,"05/20/09",1
"1.28.3.7",1,28,"3","7",-16.5697949848329,-71.4496277777777,"3","",0,"05/20/09",1
"1.28.3.7",1,28,"3","7",-16.5697949848329,-71.4496277777777,"3","",0,"10/05/2009",2
"1.28.3.70",1,28,"3","70",-16.5727571531079,-71.4536944444444,"10",NA,NA,NA,NA
"1.28.3.71",1,28,"3","71",-16.5725943074653,-71.4539218097424,"10",NA,NA,NA,NA
"1.28.3.72",1,28,"3","72",-16.5725146725888,-71.4541852449325,"10","",0,"05/25/09",1
"1.28.3.73",1,28,"3","73",-16.5720900264908,-71.4539548154227,"10","",0,"05/25/09",1
"1.28.3.74",1,28,"3","74",-16.5720615215816,-71.4538580313013,"10",NA,NA,NA,NA
"1.28.3.75",1,28,"3","75",-16.5716834352234,-71.4536226795227,"10","",0,"05/21/09",1
"1.28.3.75",1,28,"3","75",-16.5716834352234,-71.4536226795227,"10","",0,"10/06/2009",2
"1.28.3.76",1,28,"3","76",-16.5716184470174,-71.4537454111728,"10",NA,NA,NA,NA
"1.28.3.77",1,28,"3","77",-16.5716801631424,-71.4539292132262,"10",NA,NA,NA,NA
"1.28.3.78",1,28,"3","78",-16.5715470686539,-71.4539599330876,"10","",0,"05/25/09",1
"1.28.3.78",1,28,"3","78",-16.5715470686539,-71.4539599330876,"10","",0,"10/13/09",2
"1.28.3.79",1,28,"3","79",-16.5715037619309,-71.4540197820156,"10","",0,"05/22/09",1
"1.28.3.79",1,28,"3","79",-16.5715037619309,-71.4540197820156,"10","",0,"10/12/2009",2
"1.28.3.8",1,28,"3","8",-16.5710027777777,-71.4480720902503,"3","",0,"10/05/2009",2
"1.28.3.8",1,28,"3","8",-16.5710027777777,-71.4480720902503,"3","",0,"05/20/09",1
"1.28.3.80",1,28,"3","80",-16.5714586733258,-71.4541052449525,"10","",0,"10/06/2009",2
"1.28.3.80",1,28,"3","80",-16.5714586733258,-71.4541052449525,"10","",0,"05/21/09",1
"1.28.3.81",1,28,"3","81",-16.571437956332,-71.4541861111111,"10","",0,"05/21/09",1
"1.28.3.81",1,28,"3","81",-16.571437956332,-71.4541861111111,"10","",0,"10/06/2009",2
"1.28.3.82",1,28,"3","82",-16.5714027777777,-71.4542792183209,"10","",0,"05/19/09",1
"1.28.3.82",1,28,"3","82",-16.5714027777777,-71.4542792183209,"10","",0,"10/13/09",2
"1.28.3.83",1,28,"3","83",-16.5713729437327,-71.4543703358536,"10",NA,NA,NA,NA
"1.28.3.84",1,28,"3","84",-16.5713230077946,-71.4544805555555,"10","",0,"05/19/09",1
"1.28.3.85",1,28,"3","85",-16.571250700371,-71.4546358298503,"10","",0,"05/19/09",1
"1.28.3.86",1,28,"3","86",-16.5711897169667,-71.4547923661735,"10","",0,"05/25/09",1
"1.28.3.87",1,28,"3","87",-16.5716829862194,-71.4552741699417,"10",NA,NA,NA,NA
"1.28.3.88",1,28,"3","88",-16.5711270857411,-71.4548971700316,"10","",0,"05/25/09",1
"1.28.3.89",1,28,"3","89",-16.5710932818734,-71.4549964227182,"10","",0,"05/25/09",1
"1.28.3.9",1,28,"3","9",-16.5706805555555,-71.4476632529314,"3",NA,NA,NA,NA
"1.28.3.90",1,28,"3","90",-16.571026428227,-71.4551694444444,"10",NA,NA,NA,NA
"1.28.3.91",1,28,"3","91",-16.5709483281097,-71.4553275411654,"10","",0,"10/07/2009",2
"1.28.3.91",1,28,"3","91",-16.5709483281097,-71.4553275411654,"10","",0,"05/19/09",1
"1.28.3.92",1,28,"3","92",-16.5709216920038,-71.4555421125716,"11","",0,"05/19/09",1
"1.28.3.92",1,28,"3","92",-16.5709216920038,-71.4555421125716,"11","",0,"10/14/09",2
"1.28.3.93",1,28,"3","93",-16.5708261605351,-71.4556083333333,"11","",0,"10/07/2009",2
"1.28.3.93",1,28,"3","93",-16.5708261605351,-71.4556083333333,"11","",0,"05/19/09",1
"1.28.3.94",1,28,"3","94",-16.5707822960752,-71.4557936154967,"11","",0,"05/18/09",1
"1.28.3.95",1,28,"3","95",-16.570453947421,-71.4565767583796,"12",NA,NA,NA,NA
"1.28.3.96",1,28,"3","96",-16.5703736013524,-71.4567192654273,"12",NA,NA,NA,NA
"1.28.3.97",1,28,"3","97",-16.5702054394423,-71.4571708357843,"12",NA,NA,NA,NA
"1.28.3.98",1,28,"3","98",-16.5700814093942,-71.4575627667663,"13",NA,NA,NA,NA
"1.28.3.99",1,28,"3","99",-16.5700402036013,-71.4577375351234,"13",NA,NA,NA,NA
"1.28.4.1",1,28,"4","1",-16.5608293294636,-71.4694726573435,"1",NA,NA,NA,NA
"1.28.4.10",1,28,"4","10",-16.5608277777777,-71.4709560825441,"1",NA,NA,NA,NA
"1.28.4.11",1,28,"4","11",-16.560772352086,-71.4710466779262,"1",NA,NA,NA,NA
"1.28.4.12",1,28,"4","12",-16.5607140623595,-71.4711106915609,"1",NA,NA,NA,NA
"1.28.4.13",1,28,"4","13",-16.560658606801,-71.4711602161637,"1",NA,NA,NA,NA
"1.28.4.14",1,28,"4","14",-16.560592488585,-71.4712444444444,"1",NA,NA,NA,NA
"1.28.4.15",1,28,"4","15",-16.5605223245013,-71.4714055555555,"1",NA,NA,NA,NA
"1.28.4.16",1,28,"4","16",-16.5604072996093,-71.4714475020708,"1",NA,NA,NA,NA
"1.28.4.17",1,28,"4","17",-16.5603882418918,-71.4715610846089,"1",NA,NA,NA,NA
"1.28.4.18",1,28,"4","18",-16.5598948477655,-71.4719602980331,"1",NA,NA,NA,NA
"1.28.4.19",1,28,"4","19",-16.5598003446306,-71.4720129928535,"1",NA,NA,NA,NA
"1.28.4.2",1,28,"4","2",-16.5609123804695,-71.4695556235752,"1",NA,NA,NA,NA
"1.28.4.20",1,28,"4","20",-16.5597208624545,-71.4720792353151,"1",NA,NA,NA,NA
"1.28.4.21",1,28,"4","21",-16.5596579803317,-71.4721179686024,"1",NA,NA,NA,NA
"1.28.4.22",1,28,"4","22",-16.5595880205632,-71.4721606010067,"1",NA,NA,NA,NA
"1.28.4.23",1,28,"4","23",-16.5582267619605,-71.4719138888888,"1",NA,NA,NA,NA
"1.28.4.24",1,28,"4","24",-16.5591744977912,-71.4663620248684,"2",NA,NA,NA,NA
"1.28.4.25",1,28,"4","25",-16.5578861111111,-71.4663857105137,"2",NA,NA,NA,NA
"1.28.4.26",1,28,"4","26",-16.5573624266237,-71.4677316322049,"2",NA,NA,NA,NA
"1.28.4.27",1,28,"4","27",-16.5569023014554,-71.4697167805065,"3",NA,NA,NA,NA
"1.28.4.28",1,28,"4","28",-16.5571175768628,-71.4697397117763,"3",NA,NA,NA,NA
"1.28.4.29",1,28,"4","29",-16.5534404728835,-71.4703821452571,"3",NA,NA,NA,NA
"1.28.4.3",1,28,"4","3",-16.5608845649812,-71.4696507278374,"1",NA,NA,NA,NA
"1.28.4.30",1,28,"4","30",-16.5568155330669,-71.4724988136438,"3",NA,NA,NA,NA
"1.28.4.31",1,28,"4","31",-16.5569926132438,-71.4727527315277,"3",NA,NA,NA,NA
"1.28.4.32",1,28,"4","32",-16.5571315115705,-71.4726816267537,"3",NA,NA,NA,NA
"1.28.4.33",1,28,"4","33",-16.5572621904053,-71.4725878516058,"3",NA,NA,NA,NA
"1.28.4.34",1,28,"4","34",-16.5573166666666,-71.4725262375096,"3",NA,NA,NA,NA
"1.28.4.35",1,28,"4","35",-16.5574232815081,-71.4724393215433,"3",NA,NA,NA,NA
"1.28.4.36",1,28,"4","36",-16.557290378105,-71.4721376597767,"3",NA,NA,NA,NA
"1.28.4.37",1,28,"4","37",-16.5578540315127,-71.4720861111111,"3",NA,NA,NA,NA
"1.28.4.38",1,28,"4","38",-16.5579967424326,-71.4722555555555,"4",NA,NA,NA,NA
"1.28.4.39",1,28,"4","39",-16.5577928523493,-71.4724473870852,"4",NA,NA,NA,NA
"1.28.4.4",1,28,"4","4",-16.5609250795992,-71.4697277777777,"1",NA,NA,NA,NA
"1.28.4.40",1,28,"4","40",-16.5577027777777,-71.472561694292,"4",NA,NA,NA,NA
"1.28.4.41",1,28,"4","41",-16.5575702529659,-71.4726352350716,"4",NA,NA,NA,NA
"1.28.4.42",1,28,"4","42",-16.5574083333333,-71.4727094958529,"4",NA,NA,NA,NA
"1.28.4.43",1,28,"4","43",-16.5573086278121,-71.472821401162,"4",NA,NA,NA,NA
"1.28.4.44",1,28,"4","44",-16.5572550441306,-71.4728871137115,"4",NA,NA,NA,NA
"1.28.4.45",1,28,"4","45",-16.5571444444444,-71.4729890304628,"4",NA,NA,NA,NA
"1.28.4.46",1,28,"4","46",-16.5581439023593,-71.474080368046,"5",NA,NA,NA,NA
"1.28.4.47",1,28,"4","47",-16.5571444444444,-71.4741459911349,"6",NA,NA,NA,NA
"1.28.4.48",1,28,"4","48",-16.5568774866313,-71.4742318264964,"6",NA,NA,NA,NA
"1.28.4.49",1,28,"4","49",-16.5568388888888,-71.4746012600389,"6",NA,NA,NA,NA
"1.28.4.5",1,28,"4","5",-16.5609200516497,-71.4698125845879,"1",NA,NA,NA,NA
"1.28.4.50",1,28,"4","50",-16.5569800278029,-71.4731621089839,"6",NA,NA,NA,NA
"1.28.4.51",1,28,"4","51",-16.5569055555555,-71.4732882529513,"6",NA,NA,NA,NA
"1.28.4.52",1,28,"4","52",-16.5568369323551,-71.4733679520108,"6",NA,NA,NA,NA
"1.28.4.53",1,28,"4","53",-16.5567735458595,-71.4734533273349,"6",NA,NA,NA,NA
"1.28.4.54",1,28,"4","54",-16.5565863918765,-71.4737608802221,"6",NA,NA,NA,NA
"1.28.4.55",1,28,"4","55",-16.5564572518961,-71.4739755625459,"6",NA,NA,NA,NA
"1.28.4.56",1,28,"4","56",-16.5564830499162,-71.4742305555555,"6",NA,NA,NA,NA
"1.28.4.57",1,28,"4","57",-16.5562661958235,-71.474387951443,"6",NA,NA,NA,NA
"1.28.4.58",1,28,"4","58",-16.5561555555555,-71.4746006772353,"6",NA,NA,NA,NA
"1.28.4.59",1,28,"4","59",-16.5560861111111,-71.47480074329,"6",NA,NA,NA,NA
"1.28.4.6",1,28,"4","6",-16.5609387165553,-71.4699086938818,"1",NA,NA,NA,NA
"1.28.4.60",1,28,"4","60",-16.5556141739786,-71.4776172835432,"6",NA,NA,NA,NA
"1.28.4.61",1,28,"4","61",-16.5538316179398,-71.4787547222168,"7",NA,NA,NA,NA
"1.28.4.62",1,28,"4","62",-16.5546505318736,-71.4772374667305,"8",NA,NA,NA,NA
"1.28.4.63",1,28,"4","63",-16.5547166666666,-71.4767546453755,"9",NA,NA,NA,NA
"1.28.4.64",1,28,"4","64",-16.555297358691,-71.4762006226351,"9",NA,NA,NA,NA
"1.28.4.65",1,28,"4","65",-16.5557944444444,-71.4747655359388,"9",NA,NA,NA,NA
"1.28.4.66",1,28,"4","66",-16.555634357204,-71.4746305555555,"9",NA,NA,NA,NA
"1.28.4.67",1,28,"4","67",-16.5555460060677,-71.4744993231249,"9",NA,NA,NA,NA
"1.28.4.68",1,28,"4","68",-16.5557083333333,-71.4742528454397,"9",NA,NA,NA,NA
"1.28.4.69",1,28,"4","69",-16.5558873548104,-71.4742153430547,"9",NA,NA,NA,NA
"1.28.4.7",1,28,"4","7",-16.5610032407651,-71.4707526500785,"1",NA,NA,NA,NA
"1.28.4.70",1,28,"4","70",-16.5560008390075,-71.4741465011021,"9",NA,NA,NA,NA
"1.28.4.71",1,28,"4","71",-16.5560777777777,-71.474018371068,"9",NA,NA,NA,NA
"1.28.4.72",1,28,"4","72",-16.5562527777777,-71.4739400293003,"9",NA,NA,NA,NA
"1.28.4.73",1,28,"4","73",-16.5562867110702,-71.473430284706,"9",NA,NA,NA,NA
"1.28.4.74",1,28,"4","74",-16.556525,-71.4731195997522,"9",NA,NA,NA,NA
"1.28.4.75",1,28,"4","75",-16.5567964998808,-71.4729592665756,"9",NA,NA,NA,NA
"1.28.4.76",1,28,"4","76",-16.5555095357391,-71.4721657949014,"9",NA,NA,NA,NA
"1.28.4.8",1,28,"4","8",-16.5609507854501,-71.4708333333333,"1",NA,NA,NA,NA
"1.28.4.9",1,28,"4","9",-16.5608895187102,-71.470884200655,"1",NA,NA,NA,NA
"1.28.5.1",1,28,"5","1",-16.5492009407219,-71.4716122102218,"1","",0,"05/26/09",1
"1.28.5.10",1,28,"5","10",-16.549268069188,-71.4721064105324,"2","",0,"05/28/09",1
"1.28.5.100",1,28,"5","100",-16.5435272848365,-71.4778764994499,"9",NA,NA,NA,NA
"1.28.5.101",1,28,"5","101",-16.5433953131114,-71.4778038999971,"9",NA,NA,NA,NA
"1.28.5.102",1,28,"5","102",-16.5432909250501,-71.477647212582,"9","",0,"05/29/09",1
"1.28.5.103",1,28,"5","103",-16.5431354762155,-71.4775595659826,"9",NA,NA,NA,NA
"1.28.5.104",1,28,"5","104",-16.5430665959551,-71.4774240138267,"9","",0,"06/02/2009",1
"1.28.5.105",1,28,"5","105",-16.5429251891565,-71.477538203491,"9",NA,NA,NA,NA
"1.28.5.106",1,28,"5","106",-16.5427611191549,-71.4772377114572,"9","",0,"05/28/09",1
"1.28.5.107",1,28,"5","107",-16.5427224154677,-71.4769268208025,"10",NA,NA,NA,NA
"1.28.5.108",1,28,"5","108",-16.5430823383571,-71.4771650678474,"10","",0,"05/28/09",1
"1.28.5.109",1,28,"5","109",-16.5433748466181,-71.4774011890124,"10",NA,NA,NA,NA
"1.28.5.11",1,28,"5","11",-16.5490725198754,-71.4720663296797,"2",NA,NA,NA,NA
"1.28.5.110",1,28,"5","110",-16.5434461206743,-71.4773345889558,"10","",0,"05/28/09",1
"1.28.5.111",1,28,"5","111",-16.5435159857769,-71.4773,"10","",0,"05/28/09",1
"1.28.5.112",1,28,"5","112",-16.5437037227174,-71.4771567218118,"10",NA,NA,NA,NA
"1.28.5.113",1,28,"5","113",-16.5438659587897,-71.4770886225667,"10","",0,"05/29/09",1
"1.28.5.114",1,28,"5","114",-16.5439843930159,-71.4769411692296,"10",NA,NA,NA,NA
"1.28.5.115",1,28,"5","115",-16.5455941291794,-71.4758786312387,"10",NA,NA,NA,NA
"1.28.5.116",1,28,"5","116",-16.5463835005677,-71.4753485876879,"10","",0,"05/28/09",1
"1.28.5.117",1,28,"5","117",-16.5464806507564,-71.4752300996283,"10",NA,NA,NA,NA
"1.28.5.118",1,28,"5","118",-16.5465689573511,-71.4751361541516,"10","",0,"05/28/09",1
"1.28.5.119",1,28,"5","119",-16.5466900079659,-71.4750633961117,"10","",0,"05/27/09",1
"1.28.5.12",1,28,"5","12",-16.5489118600981,-71.4723903373366,"2","",0,"06/02/2009",1
"1.28.5.120",1,28,"5","120",-16.5467560296292,-71.4750001959466,"10","",0,"05/28/09",1
"1.28.5.121",1,28,"5","121",-16.5468222823241,-71.4749582206122,"10",NA,NA,NA,NA
"1.28.5.122",1,28,"5","122",-16.5469213955441,-71.4748439175439,"10",NA,NA,NA,NA
"1.28.5.123",1,28,"5","123",-16.5470292113165,-71.4747243751477,"10","",0,"05/27/09",1
"1.28.5.124",1,28,"5","124",-16.5471092286585,-71.4746507885057,"10","",0,"06/01/2009",1
"1.28.5.125",1,28,"5","125",-16.5471845470954,-71.4745666753906,"10","",0,"05/27/09",1
"1.28.5.126",1,28,"5","126",-16.5472743731414,-71.4744956019573,"10","",0,"05/27/09",1
"1.28.5.127",1,28,"5","127",-16.5473701746166,-71.4743805555555,"10","",0,"05/27/09",1
"1.28.5.128",1,28,"5","128",-16.5474607360784,-71.4743004902582,"10",NA,NA,NA,NA
"1.28.5.129",1,28,"5","129",-16.5475237818463,-71.4742407252822,"10",NA,NA,NA,NA
"1.28.5.13",1,28,"5","13",-16.5488274273331,-71.472520559205,"2",NA,NA,NA,NA
"1.28.5.130",1,28,"5","130",-16.547581653944,-71.4741686926492,"10","",0,"06/01/2009",1
"1.28.5.131",1,28,"5","131",-16.5476527777777,-71.474116452337,"10","",0,"06/02/2009",1
"1.28.5.132",1,28,"5","132",-16.5477444444444,-71.4740099176393,"10",NA,NA,NA,NA
"1.28.5.133",1,28,"5","133",-16.547774070861,-71.4739114113889,"10",NA,NA,NA,NA
"1.28.5.134",1,28,"5","134",-16.5478527777777,-71.4737772131329,"10","",0,"06/01/2009",1
"1.28.5.135",1,28,"5","135",-16.5479156189246,-71.4736895462452,"10","",0,"05/27/09",1
"1.28.5.136",1,28,"5","136",-16.5479874686441,-71.4735913475674,"10","",0,"05/27/09",1
"1.28.5.137",1,28,"5","137",-16.5480722222222,-71.4734611744215,"10","",0,"05/28/09",1
"1.28.5.138",1,28,"5","138",-16.5481451648161,-71.4733277777777,"10",NA,NA,NA,NA
"1.28.5.139",1,28,"5","139",-16.5481989432674,-71.4732307480528,"10","",0,"06/01/2009",1
"1.28.5.14",1,28,"5","14",-16.5487977252159,-71.4726305555555,"2","",0,"05/26/09",1
"1.28.5.140",1,28,"5","140",-16.54828617015,-71.4731162521121,"10","",0,"05/29/09",1
"1.28.5.143",1,28,"5","143",-16.549560615935,-71.4701734239771,"10","",0,"06/02/2009",1
"1.28.5.15",1,28,"5","15",-16.5486917172596,-71.4727611111111,"2",NA,NA,NA,NA
"1.28.5.16",1,28,"5","16",-16.5486530571812,-71.4728194255056,"2","",0,"05/29/09",1
"1.28.5.17",1,28,"5","17",-16.5488298005365,-71.4730968631176,"2",NA,NA,NA,NA
"1.28.5.18",1,28,"5","18",-16.5487710524301,-71.4730316681618,"2",NA,NA,NA,NA
"1.28.5.19",1,28,"5","19",-16.5487302051004,-71.4729913133219,"2",NA,NA,NA,NA
"1.28.5.2",1,28,"5","2",-16.5522589000845,-71.4714627459264,"1","",0,"06/02/2009",1
"1.28.5.20",1,28,"5","20",-16.5486186041448,-71.4729149324788,"2","",0,"05/27/09",1
"1.28.5.21",1,28,"5","21",-16.5485725298369,-71.4729798474904,"2","",0,"05/26/09",1
"1.28.5.22",1,28,"5","22",-16.5484926814619,-71.4730887063527,"2","",0,"06/01/2009",1
"1.28.5.23",1,28,"5","23",-16.5484435014575,-71.4731976123845,"2","",0,"06/02/2009",1
"1.28.5.24",1,28,"5","24",-16.5483986229482,-71.4732921163076,"2","",0,"06/02/2009",1
"1.28.5.25",1,28,"5","25",-16.5483467406613,-71.4733995327021,"2",NA,NA,NA,NA
"1.28.5.26",1,28,"5","26",-16.548307597854,-71.4734612119463,"2","",0,"05/29/09",1
"1.28.5.27",1,28,"5","27",-16.5487351174857,-71.4737255889635,"2","",0,"05/26/09",1
"1.28.5.28",1,28,"5","28",-16.5486057120602,-71.4742027777777,"2","",0,"05/26/09",1
"1.28.5.29",1,28,"5","29",-16.5481398580377,-71.4737163287352,"2","",0,"05/26/09",1
"1.28.5.3",1,28,"5","3",-16.5522941080264,-71.4716455888994,"2","",0,"06/02/2009",1
"1.28.5.30",1,28,"5","30",-16.5480340750334,-71.4738972222222,"2",NA,NA,NA,NA
"1.28.5.31",1,28,"5","31",-16.5479430178633,-71.4740116614119,"2","",0,"06/01/2009",1
"1.28.5.32",1,28,"5","32",-16.5482305555555,-71.4742958295784,"2","",0,"06/01/2009",1
"1.28.5.33",1,28,"5","33",-16.5487133682849,-71.4746077326513,"2","",0,"05/29/09",1
"1.28.5.34",1,28,"5","34",-16.5494817672086,-71.4750527777777,"2","",0,"05/26/09",1
"1.28.5.35",1,28,"5","35",-16.5507561860213,-71.4755171486307,"3",NA,NA,NA,NA
"1.28.5.37",1,28,"5","37",-16.5504471520469,-71.4760647130117,"4","",0,"05/26/09",1
"1.28.5.38",1,28,"5","38",-16.5488292932008,-71.4748617801443,"4","",0,"05/29/09",1
"1.28.5.39",1,28,"5","39",-16.5487065903348,-71.4748031630405,"4","",0,"05/29/09",1
"1.28.5.4",1,28,"5","4",-16.5508356974,-71.4719884411585,"2",NA,NA,NA,NA
"1.28.5.40",1,28,"5","40",-16.5485711852117,-71.474725,"4",NA,NA,NA,NA
"1.28.5.41",1,28,"5","41",-16.5480893417811,-71.4743608709691,"4","",0,"05/29/09",1
"1.28.5.42",1,28,"5","42",-16.5478064264993,-71.4741993230115,"4","",0,"06/01/2009",1
"1.28.5.43",1,28,"5","43",-16.5477344821801,-71.4742982914093,"4","",0,"06/01/2009",1
"1.28.5.44",1,28,"5","44",-16.5476413701775,-71.4744042476981,"4","",0,"05/27/09",1
"1.28.5.45",1,28,"5","45",-16.547530333082,-71.4744547427272,"4",NA,NA,NA,NA
"1.28.5.46",1,28,"5","46",-16.547444579849,-71.4745739756581,"4","",0,"06/02/2009",1
"1.28.5.47",1,28,"5","47",-16.5473997497335,-71.4746577901247,"4","",0,"06/02/2009",1
"1.28.5.48",1,28,"5","48",-16.5473271824505,-71.4747433460693,"4","",0,"05/27/09",1
"1.28.5.49",1,28,"5","49",-16.5472805555555,-71.4748066338628,"4","",0,"05/27/09",1
"1.28.5.5",1,28,"5","5",-16.5498572336686,-71.4720525226754,"2",NA,NA,NA,NA
"1.28.5.50",1,28,"5","50",-16.5472074716542,-71.4748426268966,"4","",0,"06/02/2009",1
"1.28.5.51",1,28,"5","51",-16.5471273581274,-71.4748666666666,"4","",0,"05/27/09",1
"1.28.5.52",1,28,"5","52",-16.5470729173802,-71.4749207425771,"4",NA,NA,NA,NA
"1.28.5.53",1,28,"5","53",-16.5472446683581,-71.4752522747008,"4",NA,NA,NA,NA
"1.28.5.54",1,28,"5","54",-16.5471246595506,-71.4753761592084,"4",NA,NA,NA,NA
"1.28.5.55",1,28,"5","55",-16.5469996096661,-71.47545,"4",NA,NA,NA,NA
"1.28.5.56",1,28,"5","56",-16.547191993098,-71.475880046953,"4",NA,NA,NA,NA
"1.28.5.57",1,28,"5","57",-16.5473223881371,-71.475969570656,"4","",0,"05/27/09",1
"1.28.5.58",1,28,"5","58",-16.5473176711809,-71.476535337458,"5",NA,NA,NA,NA
"1.28.5.59",1,28,"5","59",-16.5470415605485,-71.476225727173,"5",NA,NA,NA,NA
"1.28.5.6",1,28,"5","6",-16.5496270152503,-71.4718778811714,"2",NA,NA,NA,NA
"1.28.5.60",1,28,"5","60",-16.5466394140054,-71.4756874730789,"5",NA,NA,NA,NA
"1.28.5.61",1,28,"5","61",-16.5465526415718,-71.4754316443927,"5","",0,"06/02/2009",1
"1.28.5.62",1,28,"5","62",-16.5464009929267,-71.475584681787,"5","",0,"05/28/09",1
"1.28.5.63",1,28,"5","63",-16.5465455818395,-71.476428435807,"5",NA,NA,NA,NA
"1.28.5.64",1,28,"5","64",-16.545119040288,-71.47654852634,"5","",0,"05/28/09",1
"1.28.5.65",1,28,"5","65",-16.5449374381697,-71.4766448976458,"5","",0,"05/29/09",1
"1.28.5.66",1,28,"5","66",-16.5448018883879,-71.4767521065233,"5","",0,"06/02/2009",1
"1.28.5.67",1,28,"5","67",-16.544631511938,-71.4768499782923,"5","",0,"05/28/09",1
"1.28.5.68",1,28,"5","68",-16.5443534028668,-71.477043291326,"5","",0,"06/01/2009",1
