type;ident;lat;long;y_proj;x_proj;new_seg;display;color;altitude;depth;temp;time;model;filename;ltime;
TRACK;1.7.2-1;-16.44745573;-71.56087573;-1946464.986;2834904.845;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-1;-16.44734982;-71.56101132;-1946450.839;2834890.862;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-2; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.2-2;-16.44801312;-71.56092619;-1946529.81;2834891.842;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-2;-16.44832519;-71.5604512;-1946572.45;2834941.595;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-2;-16.44793486;-71.56017798;-1946530.056;2834977.661;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-2;-16.44765713;-71.56066654;-1946491.277;2834925.922;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44736972;-71.56017698;-1946463.698;2834985.16;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44746586;-71.56024325;-1946474.153;2834976.393;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44771527;-71.5603971;-1946501.503;2834955.698;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44799087;-71.55990787;-1946540.039;2835007.541;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44828251;-71.55975825;-1946576.177;2835020.687;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44820054;-71.55971068;-1946567.15;2835027.149;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.4481077;-71.5596904;-1946556.504;2835030.66;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44794534;-71.55966755;-1946537.723;2835035.372;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44784991;-71.55973706;-1946525.639;2835028.742;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44796919;-71.55982114;-1946538.587;2835017.654;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44789714;-71.55990622;-1946529.053;2835008.954;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44767498;-71.5597492;-1946504.943;2835029.652;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-3;-16.44749631;-71.56000519;-1946480.732;2835002.975;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-4; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.2-4;-16.44835459;-71.56039928;-1946576.557;2834947.096;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-4;-16.44852232;-71.56022856;-1946598.408;2834964.251;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-4;-16.44873699;-71.56012708;-1946624.899;2834972.946;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-4;-16.4483594;-71.55977719;-1946584.968;2835017.535;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-4;-16.44808825;-71.55987751;-1946551.859;2835009.71;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.2-4;-16.44798489;-71.56010648;-1946536.833;2834985.111;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-1; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.3-1;-16.44874217;-71.56009823;-1946625.872;2834976.148;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-1;-16.44887909;-71.55994046;-1946643.941;2834992.239;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-1;-16.44900029;-71.55979769;-1946659.976;2835006.835;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-1;-16.44850095;-71.55942014;-1946606.095;2835056.151;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-1;-16.44847613;-71.55946877;-1946602.567;2835050.964;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-1;-16.44845597;-71.55965843;-1946597.807;2835029.733;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-1;-16.44836276;-71.55976584;-1946585.506;2835018.778;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-2; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.3-2;-16.44788487;-71.55968176;-1946530.443;2835034.553;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-2;-16.44795099;-71.55964349;-1946538.69;2835038.026;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-2;-16.44822354;-71.55967826;-1946570.26;2835030.522;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-2;-16.44831516;-71.55973994;-1946580.242;2835022.335;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-2;-16.44838444;-71.5596834;-1946589.092;2835027.837;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-2;-16.44819902;-71.55953989;-1946569.126;2835046.525;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-2;-16.44798963;-71.55935887;-1946546.818;2835069.778;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-2;-16.44778461;-71.55961896;-1946519.461;2835042.98;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-3; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.3-3;-16.44824903;-71.55955147;-1946574.853;2835044.559;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-3;-16.44839375;-71.55964893;-1946590.62;2835031.623;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-3;-16.44842652;-71.55955474;-1946595.656;2835041.869;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-3;-16.44843864;-71.55936564;-1946599.465;2835063.141;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-3;-16.44816849;-71.55914309;-1946570.546;2835091.894;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.3-3;-16.44801636;-71.55934186;-1946550.172;2835071.356;False; ; ;0; ; ; ; ; ; ;
