"","UNICODE","ESTA_CUANTIS","ESTA_SENSIS","ESTA_ESTRATEGIAS","T_Cuantis","C_Cuantis","R_Cuantis","DES_Cuantis","LV_Cuantis","LP_Cuantis","P_Sensis","RP_Sensis","C_Sensis","R_Sensis","DES_Sensis","LV_Sensis","LP_Sensis","V_Sensis","LATITUD","LONGITUD","LOCALIDAD","MZ","ESTRATEGIA","CLUSTER","CUADRUPLET","STATUS_C1_MINSA","in_tri_C1","pe_tri_C1","pos_C1","STATUS_C2_MINSA","in_tri_C2","pe_tri_C2","pos_C2","T","R","C","DES","LP","LV","P","V","STATUS","BD_MINSA","PROG_OLVIDO","FECHA_CUANTI","APERTURADA_DIA","DIAS_PRI_VISITA_TRAT","DIAS_PRI_PROG_TRAT","VIV_PROG_NUNCA_TRAT","MINUTOS_ROCIADO","ETAPA_ROCIADO","sampleA","sampleB","sampleC","sampleD","sampleE","sampleF","NUMRES","IN_AMB","ESTRATEGIA2"
"1943","1.1.34.321",1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,-16.3703870749045,-71.5085140515851,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-06-02",0,4,0,NA,59,"ataque",1,1,1,1,1,1,4,5,"GroupLotto"
"1944","1.1.34.322",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3703300528915,-71.5084357825211,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-02",0,0,0,NA,86,"ataque",1,1,1,1,1,1,6,5,"GroupLotto"
"1945","1.1.34.323",1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,-16.3702469194118,-71.5083685733351,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-06-03",1,1,0,NA,54,"ataque",1,1,1,1,1,1,4,12,"GroupLotto"
"1946","1.1.34.324",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3703644334071,-71.5082785278389,"URB. APURIMAC",16,"GroupLotto",24,12,"C",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-03",1,0,0,NA,15,"ataque",1,1,1,1,1,0,NA,NA,"GroupLotto"
"1947","1.1.34.325",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3704484697137,-71.5082082821968,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-04",0,1,1,NA,89,"ataque",1,1,1,1,1,1,8,7,"GroupLotto"
"1948","1.1.34.326",1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,-16.3705148715952,-71.5081641633054,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-03",1,0,0,NA,50,"ataque",1,1,1,1,1,1,4,3,"GroupLotto"
"1949","1.1.34.326A",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3705148715952,-71.5081641633054,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-03",1,0,0,NA,52,"ataque",1,1,1,1,1,1,5,3,"GroupLotto"
"1950","1.1.34.326B",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-16.3705148715952,-71.5081641633054,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-03",1,0,0,NA,52,"ataque",1,1,1,1,1,1,6,4,"GroupLotto"
"1951","1.1.34.327",0,1,1,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,0,-16.3705774098156,-71.5081024059085,"URB. APURIMAC",16,"GroupLotto",24,12,"C",NA,NA,0,"R",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,NA,NA,"GroupLotto"
"1952","1.1.34.328",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3706565880663,-71.5080511479921,"URB. APURIMAC",16,"GroupLotto",24,12,"DES",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-03",1,0,0,NA,43,"ataque",1,1,1,1,1,0,NA,NA,"GroupLotto"
"1953","1.1.34.329",1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,-16.3707279232009,-71.5079958985261,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-08-18",0,77,0,NA,28,"fuera de tiempo",1,1,1,1,1,1,4,12,"GroupLotto"
"1954","1.1.34.33",0,1,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,-16.3722240776889,-71.5116294265638,"URB. APURIMAC",2,"Adv.Planning",21,1,"R",NA,NA,0,"R",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,NA,NA,"Adv.Planning"
"1955","1.1.34.330",1,1,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,-16.3708187430954,-71.5079496558109,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,1,1,0,0,0,0,0,1,0,0,"2015-07-13",0,41,39,NA,80,"fuera de tiempo",1,1,1,1,1,1,11,6,"GroupLotto"
"1956","1.1.34.331",0,1,1,NA,NA,NA,NA,NA,NA,0,0,1,0,3,0,0,0,-16.3709081023028,-71.5080646624727,"URB. APURIMAC",16,"GroupLotto",24,12,"DES",NA,NA,0,"R",NA,NA,NA,0,0,1,1,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,"GroupLotto"
"1957","1.1.34.332",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3710667194981,-71.5082815014494,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-03",0,1,1,NA,75,"ataque",1,1,1,1,1,1,7,18,"GroupLotto"
"1958","1.1.34.333",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3709950848586,-71.5083356225443,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-05-29",1,0,0,NA,73,"ataque",1,1,1,1,1,1,3,10,"GroupLotto"
"1959","1.1.34.334",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3709240831907,-71.5083976247675,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-05-29",1,0,0,NA,50,"ataque",1,1,1,1,1,1,3,9,"GroupLotto"
"1960","1.1.34.334A",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3709240831907,-71.5083976247675,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-05-29",1,0,0,NA,50,"ataque",1,1,1,1,1,1,4,6,"GroupLotto"
"1961","1.1.34.335",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.3708325723293,-71.5084645713935,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,5,6,"GroupLotto"
"1962","1.1.34.336",1,1,1,1,2,0,0,0,0,1,4,1,0,0,0,0,0,-16.370802688679,-71.5085073114689,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-06-09",1,11,11,NA,107,"ataque",1,1,1,1,1,1,6,9,"GroupLotto"
"1963","1.1.34.337",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3707798845197,-71.5085224211183,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-02",0,4,4,NA,34,"ataque",1,1,1,1,1,1,3,2,"GroupLotto"
"1964","1.1.34.338",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3707590629269,-71.5085413322654,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-02",0,4,4,NA,28,"ataque",1,1,1,1,1,1,1,1,"GroupLotto"
"1965","1.1.34.339",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3707145388132,-71.5085771880895,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-02",0,4,4,NA,53,"ataque",1,1,1,1,1,1,4,6,"GroupLotto"
"1966","1.1.34.339A",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3707145388132,-71.5085771880895,"URB. APURIMAC",16,"GroupLotto",24,12,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-05-29",0,0,0,NA,23,"ataque",1,1,1,1,1,1,1,3,"GroupLotto"
"1967","1.1.34.34",1,1,1,1,0,1,0,0,0,1,2,1,1,0,0,0,1,-16.372154720884,-71.5116775688284,"URB. APURIMAC",2,"Adv.Planning",21,1,"TN",NA,NA,0,"T",NA,NA,0,1,1,1,0,0,0,0,0,1,0,0,"2015-08-21",1,94,57,NA,50,"fuera de tiempo",1,1,1,1,1,1,3,6,"Adv.Planning"
"1968","1.1.34.340",1,1,1,1,1,0,0,0,0,2,1,4,0,0,0,0,0,-16.3712153930657,-71.5081744925509,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-06-16",0,13,7,NA,59,"ataque",1,1,1,1,1,1,3,10,"Comm.Leaders"
"1969","1.1.34.341",1,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,-16.3711551115916,-71.5080909688614,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-07-13",0,40,4,NA,81,"fuera de tiempo",1,1,1,1,1,1,4,10,"Comm.Leaders"
"1970","1.1.34.342",1,1,1,1,2,0,0,0,0,3,1,0,0,0,0,0,1,-16.3711014660141,-71.5080378634508,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-06-28",1,25,25,NA,133,"domingos",1,1,1,1,1,1,10,22,"Comm.Leaders"
"1971","1.1.34.343",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3710694563688,-71.5079737981936,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-04",0,1,1,NA,150,"ataque",1,1,1,1,1,1,2,4,"Comm.Leaders"
"1972","1.1.34.343A",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3710694563688,-71.5079737981936,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-04",0,1,1,NA,150,"ataque",1,1,1,1,1,1,5,8,"Comm.Leaders"
"1973","1.1.34.343B",1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3710829101,-71.5078626406,NA,NA,"Comm.Leaders",25,1,NA,NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-04",0,1,1,NA,150,"ataque",0,1,0,1,1,0,NA,NA,"Comm.Leaders"
"1974","1.1.34.344",1,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,-16.3710218114547,-71.5079243969707,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-06-08",0,5,5,NA,64,"ataque",1,1,1,1,1,1,5,8,"Comm.Leaders"
"1975","1.1.34.345",1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-16.370991903785,-71.5078932699425,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-08-18",0,69,0,NA,82,"fuera de tiempo",1,1,1,1,1,1,2,10,"Comm.Leaders"
"1976","1.1.34.346",0,1,1,NA,NA,NA,NA,NA,NA,0,0,3,1,0,0,0,0,-16.370944569106,-71.507835050727,"URB. APURIMAC",17,"Comm.Leaders",25,1,"R",NA,NA,0,"R",NA,NA,NA,0,1,1,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,"Comm.Leaders"
"1977","1.1.34.347",1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,-16.371273110997,-71.5075519582634,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-06-09",0,6,6,NA,38,"ataque",1,1,1,1,1,1,9,9,"Comm.Leaders"
"1978","1.1.34.348",1,1,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,-16.3713334959855,-71.5076196658114,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-06-10",1,7,7,NA,101,"ataque",1,1,1,1,1,1,8,10,"Comm.Leaders"
"1979","1.1.34.349",1,1,1,1,2,1,0,0,0,1,3,1,2,0,0,0,2,-16.371384398667,-71.5076903131977,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,1,1,0,0,0,0,0,1,0,0,"2015-08-21",1,79,79,NA,50,"fuera de tiempo",1,1,1,1,1,1,6,11,"Comm.Leaders"
"1980","1.1.34.35",1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,-16.3720828998489,-71.511741685727,"URB. APURIMAC",2,"Adv.Planning",21,1,"R",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-08-20",1,91,91,NA,80,"fuera de tiempo",1,1,1,1,1,0,NA,NA,"Adv.Planning"
"1981","1.1.34.350",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-16.3714524376013,-71.5077573859076,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-08",0,5,5,NA,65,"ataque",1,1,1,1,1,1,13,12,"Comm.Leaders"
"1982","1.1.34.351",1,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,-16.3715068617253,-71.5078348961246,"URB. APURIMAC",17,"Comm.Leaders",25,1,"R",NA,NA,0,"T",NA,NA,0,1,1,1,0,0,0,0,0,1,0,0,"2015-08-27",1,85,85,NA,64,"fuera de tiempo",1,1,1,1,1,0,NA,NA,"Comm.Leaders"
"1983","1.1.34.352",1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,-16.3715613597954,-71.5079095066171,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"C",NA,NA,NA,0,1,1,0,0,0,0,0,2,0,0,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,2,4,"Comm.Leaders"
"1984","1.1.34.353",1,1,1,1,1,0,0,0,0,2,0,0,1,0,0,0,1,-16.3714775686262,-71.5079762789656,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,1,1,0,0,0,0,0,1,0,0,"2015-06-12",0,2,1,NA,57,"ataque",1,1,1,1,1,1,2,3,"Comm.Leaders"
"1985","1.1.34.354",1,1,1,1,2,0,0,0,0,1,3,0,0,0,0,0,0,-16.3713579160246,-71.5080478612629,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-06-09",0,6,6,NA,42,"ataque",1,1,1,1,1,1,12,7,"Comm.Leaders"
"1986","1.1.34.355",1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,-16.3712798631909,-71.508101023806,"URB. APURIMAC",17,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-06-08",0,5,5,NA,87,"ataque",1,1,1,1,1,1,9,18,"Comm.Leaders"
"1987","1.1.34.356",1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-16.3714494338905,-71.5074525301964,"URB. APURIMAC",18,"Comm.Leaders",25,1,"R",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-08-18",0,64,0,NA,39,"fuera de tiempo",1,1,1,1,1,0,NA,NA,"Comm.Leaders"
"1988","1.1.34.357",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-16.3714831786834,-71.5074217205134,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-07-08",0,28,1,NA,33,"fuera de tiempo",1,1,1,1,1,1,2,8,"Comm.Leaders"
"1989","1.1.34.358",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-16.3715418005011,-71.5073787033327,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-07-08",1,28,0,NA,55,"fuera de tiempo",1,1,1,1,1,1,5,8,"Comm.Leaders"
"1990","1.1.34.358A",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-16.3715418005011,-71.5073787033327,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-07-09",1,29,0,NA,25,"fuera de tiempo",1,1,1,1,1,1,3,4,"Comm.Leaders"
"1991","1.1.34.359",1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,-16.3716090690045,-71.5073250667633,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-17",0,7,7,NA,120,"ataque",1,1,1,1,1,1,5,6,"Comm.Leaders"
"1992","1.1.34.36",1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,-16.3719828586195,-71.5118118260507,"URB. APURIMAC",2,"Adv.Planning",21,1,"R",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-05-21",NA,0,0,NA,145,"ataque",1,1,1,1,1,0,NA,NA,"Adv.Planning"
"1993","1.1.34.360",0,1,1,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,-16.3716908817735,-71.5072639736547,"URB. APURIMAC",18,"Comm.Leaders",25,1,"C",NA,NA,0,"C",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,NA,NA,"Comm.Leaders"
"1994","1.1.34.361",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-16.3717663343901,-71.5072006239582,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-11",0,1,1,NA,29,"ataque",1,1,1,1,1,1,3,3,"Comm.Leaders"
"1995","1.1.34.361A",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.3717663343901,-71.5072006239582,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,4,4,"Comm.Leaders"
"1996","1.1.34.362",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-16.3718197675991,-71.5071513531372,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-11",0,1,1,NA,57,"ataque",1,1,1,1,1,1,4,12,"Comm.Leaders"
"1997","1.1.34.363",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-16.3718658948622,-71.5072807152881,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-06-11",0,1,1,NA,49,"ataque",1,1,1,1,1,1,1,4,"Comm.Leaders"
"1998","1.1.34.364",0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,-16.3719281392363,-71.5073763307523,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"C",NA,NA,NA,0,0,0,0,0,0,0,1,8,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,8,"Comm.Leaders"
"1999","1.1.34.364A",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.3719823315,-71.5073894284,NA,NA,"Comm.Leaders",25,1,"C",NA,NA,0,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,"Comm.Leaders"
"2000","1.1.34.364B",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.3719377843,-71.5074169482,NA,NA,"Comm.Leaders",25,1,"TN",NA,NA,0,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,2,8,"Comm.Leaders"
"2001","1.1.34.365",0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,-16.3720039115031,-71.5074301820627,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"C",NA,NA,NA,0,0,0,0,0,0,0,1,8,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,5,"Comm.Leaders"
"2002","1.1.34.365A",0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,-16.3720039115031,-71.5074301820627,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"C",NA,NA,NA,0,0,0,0,0,0,0,1,8,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,6,7,"Comm.Leaders"
"2003","1.1.34.365B",0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,-16.3720039115031,-71.5074301820627,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"C",NA,NA,NA,0,0,0,0,0,0,0,1,8,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,10,"Comm.Leaders"
"2004","1.1.34.366",0,1,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,-16.3720583554832,-71.5075128223374,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"C",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,2,"Comm.Leaders"
"2005","1.1.34.367",0,1,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,-16.3721137838379,-71.5075882551839,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"C",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,4,"Comm.Leaders"
"2006","1.1.34.367A",0,1,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,-16.3721137838379,-71.5075882551839,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"C",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,9,"Comm.Leaders"
"2007","1.1.34.368",1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-16.3721681494834,-71.5076603507318,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"C",NA,NA,NA,1,1,0,0,0,0,0,0,1,0,0,"2015-07-02",1,22,0,NA,77,"ataque",1,1,1,1,1,1,3,13,"Comm.Leaders"
"2008","1.1.34.369",1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,-16.372225756815,-71.5077368007017,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-06-16",0,6,6,NA,98,"ataque",1,1,1,1,1,1,8,14,"Comm.Leaders"
"2009","1.1.34.37",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3719204178623,-71.5117659857036,"URB. APURIMAC",2,"Adv.Planning",21,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-05-27",0,0,0,NA,49,"ataque",1,1,1,1,1,1,7,6,"Adv.Planning"
"2010","1.1.34.370",1,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,-16.3722632265235,-71.5078045574849,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-07-14",1,34,13,NA,45,"fuera de tiempo",1,1,1,1,1,1,5,6,"Comm.Leaders"
"2011","1.1.34.371",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,-16.3722858823432,-71.5078329841249,"URB. APURIMAC",18,"Comm.Leaders",25,1,"R",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-07-08",0,28,7,NA,47,"fuera de tiempo",1,1,1,1,1,0,NA,NA,"Comm.Leaders"
"2012","1.1.34.372",1,1,1,1,1,0,0,0,0,3,2,2,0,0,0,0,4,-16.372331447616,-71.5078791125521,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-08-02",1,53,40,NA,40,"domingos",1,1,1,1,1,1,5,6,"Comm.Leaders"
"2013","1.1.34.372A",1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,-16.372331447616,-71.5078791125521,"URB. APURIMAC",18,"Comm.Leaders",25,1,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-02",1,40,40,NA,40,"domingos",1,1,1,1,1,1,1,4,"Comm.Leaders"
