"","UNICODE","P","D","L","V","CICLO_ROCIADO","STATUS","IN_TRI","PE_TRI"
"481","1.1.14.149","1","1","14","149","1","T",NA,NA
"482","1.1.14.149","1","1","14","149","2","T",NA,NA
"483","1.1.14.15","1","1","14","15","1","T",NA,NA
"484","1.1.14.15","1","1","14","15","2","T",NA,NA
"485","1.1.14.150","1","1","14","150","1","T",NA,NA
"486","1.1.14.150","1","1","14","150","2","T",NA,NA
"487","1.1.14.151","1","1","14","151","1","T",NA,NA
"488","1.1.14.151","1","1","14","151","2","T",NA,NA
"489","1.1.14.152","1","1","14","152","1","T",NA,"10"
"490","1.1.14.152","1","1","14","152","2","T",NA,NA
"491","1.1.14.153","1","1","14","153","1","T",NA,NA
"492","1.1.14.153","1","1","14","153","2","T",NA,NA
"493","1.1.14.154","1","1","14","154","1","T",NA,NA
"494","1.1.14.154","1","1","14","154","2","T",NA,NA
"495","1.1.14.155","1","1","14","155","1","T",NA,NA
"496","1.1.14.155","1","1","14","155","2","T",NA,NA
"497","1.1.14.156","1","1","14","156","1","T",NA,NA
"498","1.1.14.156","1","1","14","156","2","T",NA,NA
"499","1.1.14.157","1","1","14","157","1","T",NA,NA
"500","1.1.14.157","1","1","14","157","2","T",NA,NA
"501","1.1.14.158","1","1","14","158","1","T",NA,NA
"502","1.1.14.158","1","1","14","158","2","T",NA,NA
"503","1.1.14.159","1","1","14","159","1","T",NA,NA
"504","1.1.14.159","1","1","14","159","2","T",NA,NA
"505","1.1.14.16","1","1","14","16","1","T",NA,NA
"506","1.1.14.16","1","1","14","16","2","T",NA,NA
"507","1.1.14.160","1","1","14","160","1","T",NA,NA
"508","1.1.14.160","1","1","14","160","2","T",NA,NA
"509","1.1.14.161","1","1","14","161","1","T",NA,NA
"510","1.1.14.161","1","1","14","161","2","C",NA,NA
"511","1.1.14.162","1","1","14","162","1","T",NA,NA
"512","1.1.14.162","1","1","14","162","2","C",NA,NA
"513","1.1.14.163","1","1","14","163","1","T",NA,NA
"514","1.1.14.163","1","1","14","163","2","T",NA,NA
"515","1.1.14.164","1","1","14","164","1","T",NA,NA
"516","1.1.14.164","1","1","14","164","2","T",NA,NA
"517","1.1.14.164A","1","1","14","164A","1","T",NA,NA
"518","1.1.14.164A","1","1","14","164A","2","T",NA,NA
"519","1.1.14.165","1","1","14","165","1","T",NA,NA
"520","1.1.14.165","1","1","14","165","2","T",NA,NA
"521","1.1.14.166","1","1","14","166","1","T",NA,NA
"522","1.1.14.166","1","1","14","166","2","T",NA,NA
"523","1.1.14.167","1","1","14","167","1","T",NA,NA
"524","1.1.14.167","1","1","14","167","2","T",NA,NA
"525","1.1.14.168","1","1","14","168","1","T",NA,NA
"526","1.1.14.168","1","1","14","168","2","T",NA,NA
"527","1.1.14.169","1","1","14","169","1","T",NA,NA
"528","1.1.14.169","1","1","14","169","2","T",NA,NA
"529","1.1.14.17","1","1","14","17","1","R",NA,NA
"530","1.1.14.17","1","1","14","17","2","T",NA,NA
"531","1.1.14.170","1","1","14","170","1","C",NA,NA
"532","1.1.14.170","1","1","14","170","2","T",NA,NA
"533","1.1.14.171","1","1","14","171","1","T",NA,NA
"534","1.1.14.171","1","1","14","171","2","T",NA,NA
"535","1.1.14.172","1","1","14","172","1","T",NA,NA
"536","1.1.14.172","1","1","14","172","2","T",NA,NA
"537","1.1.14.173","1","1","14","173","1","T",NA,NA
"538","1.1.14.173","1","1","14","173","2","T",NA,NA
"539","1.1.14.174","1","1","14","174","1","R",NA,NA
"540","1.1.14.174","1","1","14","174","2","T",NA,NA
"541","1.1.14.175","1","1","14","175","1","T",NA,NA
"542","1.1.14.175","1","1","14","175","2","T",NA,NA
"543","1.1.14.176","1","1","14","176","1","T",NA,NA
"544","1.1.14.176","1","1","14","176","2","R",NA,NA
"545","1.1.14.177","1","1","14","177","1","T",NA,NA
"546","1.1.14.177","1","1","14","177","2","T",NA,NA
"547","1.1.14.178","1","1","14","178","1","T",NA,NA
"548","1.1.14.178","1","1","14","178","2","T",NA,NA
"549","1.1.14.179","1","1","14","179","1","T",NA,NA
"550","1.1.14.179","1","1","14","179","2","T",NA,NA
"551","1.1.14.18","1","1","14","18","1","R",NA,NA
"552","1.1.14.18","1","1","14","18","2","T",NA,NA
"553","1.1.14.180","1","1","14","180","1","T",NA,NA
"554","1.1.14.180","1","1","14","180","2","T",NA,NA
"555","1.1.14.181","1","1","14","181","1","T",NA,NA
"556","1.1.14.181","1","1","14","181","2","T",NA,NA
"557","1.1.14.182","1","1","14","182","1","T",NA,NA
"558","1.1.14.182","1","1","14","182","2","T",NA,NA
"559","1.1.14.183","1","1","14","183","1","T",NA,NA
"560","1.1.14.183","1","1","14","183","2","T",NA,NA
"561","1.1.14.184","1","1","14","184","1","T",NA,NA
"562","1.1.14.184","1","1","14","184","2","T",NA,NA
"563","1.1.14.185","1","1","14","185","1","T",NA,NA
"564","1.1.14.185","1","1","14","185","2","T",NA,NA
"565","1.1.14.186","1","1","14","186","1","T",NA,NA
"566","1.1.14.186","1","1","14","186","2","T",NA,NA
"567","1.1.14.187","1","1","14","187","1","R",NA,NA
"568","1.1.14.187","1","1","14","187","2","T",NA,NA
"569","1.1.14.188","1","1","14","188","1","T",NA,NA
"570","1.1.14.188","1","1","14","188","2","T",NA,NA
"571","1.1.14.189","1","1","14","189","1","T",NA,NA
"572","1.1.14.189","1","1","14","189","2","R",NA,NA
"573","1.1.14.19","1","1","14","19","1","C",NA,NA
"574","1.1.14.19","1","1","14","19","2","T",NA,NA
"575","1.1.14.190","1","1","14","190","1","R",NA,NA
"576","1.1.14.190","1","1","14","190","2","T",NA,NA
"577","1.1.14.191","1","1","14","191","1","T",NA,NA
"578","1.1.14.191","1","1","14","191","2","T",NA,NA
"579","1.1.14.192","1","1","14","192","1","T",NA,NA
"580","1.1.14.192","1","1","14","192","2","T",NA,NA
"581","1.1.14.193","1","1","14","193","1","T",NA,NA
"582","1.1.14.193","1","1","14","193","2","T",NA,NA
"583","1.1.14.194","1","1","14","194","1","T",NA,NA
"584","1.1.14.194","1","1","14","194","2","T",NA,NA
"585","1.1.14.195","1","1","14","195","1","T",NA,NA
"586","1.1.14.195","1","1","14","195","2","T",NA,NA
"587","1.1.14.196","1","1","14","196","1","T",NA,NA
"588","1.1.14.196","1","1","14","196","2","T",NA,NA
"589","1.1.14.197","1","1","14","197","1","T",NA,NA
"590","1.1.14.197","1","1","14","197","2","R",NA,NA
"591","1.1.14.198","1","1","14","198","1","T",NA,NA
"592","1.1.14.198","1","1","14","198","2","R",NA,NA
"593","1.1.14.199","1","1","14","199","1","T",NA,NA
"594","1.1.14.199","1","1","14","199","2","T",NA,NA
"595","1.1.14.2","1","1","14","2","1","T",NA,NA
"596","1.1.14.2","1","1","14","2","2","T",NA,NA
"597","1.1.14.20","1","1","14","20","1","T",NA,NA
"598","1.1.14.20","1","1","14","20","2","R",NA,NA
"599","1.1.14.200","1","1","14","200","1","T",NA,NA
"600","1.1.14.200","1","1","14","200","2","R",NA,NA
"601","1.1.14.201","1","1","14","201","1","T",NA,NA
"602","1.1.14.201","1","1","14","201","2","T",NA,NA
"603","1.1.14.202","1","1","14","202","1","T",NA,NA
"604","1.1.14.202","1","1","14","202","2","T",NA,NA
"605","1.1.14.203","1","1","14","203","1","T",NA,NA
"606","1.1.14.203","1","1","14","203","2","T",NA,NA
"607","1.1.14.204","1","1","14","204","1","T",NA,NA
"608","1.1.14.204","1","1","14","204","2","T",NA,NA
"609","1.1.14.205","1","1","14","205","1","T",NA,NA
"610","1.1.14.205","1","1","14","205","2","T",NA,NA
"611","1.1.14.206","1","1","14","206","1","T",NA,NA
"612","1.1.14.206","1","1","14","206","2","T",NA,NA
"613","1.1.14.207","1","1","14","207","1","T",NA,NA
"614","1.1.14.207","1","1","14","207","2","T",NA,NA
"615","1.1.14.208","1","1","14","208","1","T",NA,NA
"616","1.1.14.208","1","1","14","208","2","T",NA,NA
"617","1.1.14.209","1","1","14","209","1","T",NA,NA
"618","1.1.14.209","1","1","14","209","2","T",NA,NA
"619","1.1.14.20A","1","1","14","20A","1","T",NA,NA
"620","1.1.14.20A","1","1","14","20A","2","R",NA,NA
"621","1.1.14.20B","1","1","14","20B","1","T",NA,NA
"622","1.1.14.20B","1","1","14","20B","2","R",NA,NA
"623","1.1.14.20C","1","1","14","20C","1","T",NA,NA
"624","1.1.14.20C","1","1","14","20C","2","R",NA,NA
"625","1.1.14.21","1","1","14","21","1","T",NA,"20+"
"626","1.1.14.21","1","1","14","21","2","T",NA,NA
"627","1.1.14.210","1","1","14","210","1","T",NA,NA
"628","1.1.14.210","1","1","14","210","2","R",NA,NA
"629","1.1.14.211","1","1","14","211","1","T",NA,NA
"630","1.1.14.211","1","1","14","211","2","T",NA,NA
"631","1.1.14.212","1","1","14","212","1","T",NA,NA
"632","1.1.14.212","1","1","14","212","2","T",NA,NA
"633","1.1.14.213","1","1","14","213","1","T",NA,NA
"634","1.1.14.213","1","1","14","213","2","T",NA,NA
"635","1.1.14.214","1","1","14","214","1","T",NA,NA
"636","1.1.14.214","1","1","14","214","2","T",NA,NA
"637","1.1.14.215","1","1","14","215","1","T",NA,NA
"638","1.1.14.215","1","1","14","215","2","T",NA,NA
"639","1.1.14.216","1","1","14","216","1","T",NA,NA
"640","1.1.14.216","1","1","14","216","2","T",NA,NA
"641","1.1.14.216A","1","1","14","216A","1","T",NA,NA
"642","1.1.14.216A","1","1","14","216A","2","T",NA,NA
"643","1.1.14.217","1","1","14","217","1","T",NA,NA
"644","1.1.14.217","1","1","14","217","2","T",NA,NA
"645","1.1.14.217A","1","1","14","217A","1","T",NA,NA
"646","1.1.14.217A","1","1","14","217A","2","R",NA,NA
"647","1.1.14.218","1","1","14","218","1","T",NA,NA
"648","1.1.14.218","1","1","14","218","2","T",NA,NA
"649","1.1.14.219","1","1","14","219","1","T",NA,NA
"650","1.1.14.219","1","1","14","219","2","T",NA,NA
"651","1.1.14.22","1","1","14","22","1","C",NA,NA
"652","1.1.14.22","1","1","14","22","2","T",NA,NA
"653","1.1.14.220","1","1","14","220","1","T",NA,NA
"654","1.1.14.220","1","1","14","220","2","T",NA,NA
"655","1.1.14.221","1","1","14","221","1","T",NA,NA
"656","1.1.14.221","1","1","14","221","2","T",NA,NA
"657","1.1.14.222","1","1","14","222","1","T",NA,NA
"658","1.1.14.222","1","1","14","222","2","T",NA,NA
"659","1.1.14.223","1","1","14","223","1","T",NA,NA
"660","1.1.14.223","1","1","14","223","2","T",NA,NA
"661","1.1.14.224","1","1","14","224","1","T",NA,"2"
"662","1.1.14.224","1","1","14","224","2","T",NA,NA
"663","1.1.14.225","1","1","14","225","1","T",NA,NA
"664","1.1.14.225","1","1","14","225","2","R",NA,NA
"665","1.1.14.226","1","1","14","226","1","T",NA,NA
"666","1.1.14.226","1","1","14","226","2","T",NA,NA
"667","1.1.14.227","1","1","14","227","1","T",NA,NA
"668","1.1.14.227","1","1","14","227","2","T",NA,NA
"669","1.1.14.228","1","1","14","228","1","T",NA,NA
"670","1.1.14.228","1","1","14","228","2","T",NA,NA
"671","1.1.14.229","1","1","14","229","1","C",NA,NA
"672","1.1.14.229","1","1","14","229","2","T",NA,NA
"673","1.1.14.23","1","1","14","23","1","T",NA,"4"
"674","1.1.14.23","1","1","14","23","2","T",NA,NA
"675","1.1.14.230","1","1","14","230","1","T",NA,NA
"676","1.1.14.230","1","1","14","230","2","T",NA,NA
"677","1.1.14.231","1","1","14","231","1","DES",NA,NA
"678","1.1.14.231","1","1","14","231","2","T",NA,NA
"679","1.1.14.232","1","1","14","232","1","T",NA,NA
"680","1.1.14.232","1","1","14","232","2","T",NA,NA
"681","1.1.14.233","1","1","14","233","1","T",NA,NA
"682","1.1.14.233","1","1","14","233","2","T",NA,NA
"683","1.1.14.234","1","1","14","234","1","T",NA,NA
"684","1.1.14.234","1","1","14","234","2","T",NA,NA
"685","1.1.14.234A","1","1","14","234A","1","T","1",NA
"686","1.1.14.234A","1","1","14","234A","2","T",NA,NA
"687","1.1.14.235","1","1","14","235","1","T",NA,NA
"688","1.1.14.235","1","1","14","235","2","T",NA,NA
"689","1.1.14.236","1","1","14","236","1","T",NA,NA
"690","1.1.14.236","1","1","14","236","2","T",NA,NA
"691","1.1.14.237","1","1","14","237","1","C",NA,NA
"692","1.1.14.237","1","1","14","237","2","T",NA,NA
"693","1.1.14.238","1","1","14","238","1","T",NA,"1"
"694","1.1.14.238","1","1","14","238","2","R",NA,NA
"695","1.1.14.239","1","1","14","239","1","DES",NA,NA
"696","1.1.14.239","1","1","14","239","2","DES",NA,NA
"697","1.1.14.24","1","1","14","24","1","T",NA,NA
"698","1.1.14.24","1","1","14","24","2","T",NA,NA
"699","1.1.14.240","1","1","14","240","1","T",NA,NA
"700","1.1.14.240","1","1","14","240","2","T",NA,NA
"701","1.1.14.241","1","1","14","241","1","T",NA,NA
"702","1.1.14.241","1","1","14","241","2","T",NA,NA
"703","1.1.14.242","1","1","14","242","1","T",NA,NA
"704","1.1.14.242","1","1","14","242","2","T",NA,NA
"705","1.1.14.243","1","1","14","243","1","T",NA,NA
"706","1.1.14.243","1","1","14","243","2","T",NA,NA
"707","1.1.14.244","1","1","14","244","1","T",NA,NA
"708","1.1.14.244","1","1","14","244","2","T",NA,NA
"709","1.1.14.245","1","1","14","245","1","T",NA,NA
"710","1.1.14.245","1","1","14","245","2","T",NA,NA
"711","1.1.14.246","1","1","14","246","1","T",NA,NA
"712","1.1.14.246","1","1","14","246","2","T",NA,NA
"713","1.1.14.247","1","1","14","247","1","T",NA,NA
"714","1.1.14.247","1","1","14","247","2","T",NA,NA
"715","1.1.14.248","1","1","14","248","1","T",NA,NA
"716","1.1.14.248","1","1","14","248","2","T",NA,NA
"717","1.1.14.249","1","1","14","249","1","T",NA,NA
"718","1.1.14.249","1","1","14","249","2","T",NA,NA
"719","1.1.14.25","1","1","14","25","1","T",NA,"20+"
"720","1.1.14.25","1","1","14","25","2","T",NA,NA
"721","1.1.14.250","1","1","14","250","1","T",NA,NA
"722","1.1.14.250","1","1","14","250","2","T",NA,NA
"723","1.1.14.251","1","1","14","251","1","T",NA,NA
"724","1.1.14.251","1","1","14","251","2","T",NA,NA
"725","1.1.14.252","1","1","14","252","1","DES",NA,NA
"726","1.1.14.252","1","1","14","252","2","T",NA,NA
"727","1.1.14.253","1","1","14","253","1","T",NA,NA
"728","1.1.14.253","1","1","14","253","2","T",NA,NA
"729","1.1.14.254","1","1","14","254","1","T",NA,NA
"730","1.1.14.254","1","1","14","254","2","T",NA,NA
"731","1.1.14.255","1","1","14","255","1","T",NA,NA
"732","1.1.14.255","1","1","14","255","2","T",NA,NA
"733","1.1.14.256","1","1","14","256","1","T",NA,NA
"734","1.1.14.256","1","1","14","256","2","T",NA,NA
"735","1.1.14.257","1","1","14","257","1","C",NA,NA
"736","1.1.14.257","1","1","14","257","2","T",NA,NA
"737","1.1.14.258","1","1","14","258","1","C",NA,NA
"738","1.1.14.258","1","1","14","258","2","T",NA,NA
"739","1.1.14.259","1","1","14","259","1","T",NA,NA
"740","1.1.14.259","1","1","14","259","2","T",NA,NA
"741","1.1.14.26","1","1","14","26","1","T",NA,"20+"
"742","1.1.14.26","1","1","14","26","2","T",NA,NA
"743","1.1.14.260","1","1","14","260","1","T",NA,NA
"744","1.1.14.260","1","1","14","260","2","T",NA,NA
"745","1.1.14.261","1","1","14","261","1","T",NA,NA
"746","1.1.14.261","1","1","14","261","2","T",NA,NA
"747","1.1.14.262","1","1","14","262","1","T",NA,NA
"748","1.1.14.262","1","1","14","262","2","T",NA,NA
"749","1.1.14.263","1","1","14","263","1","T",NA,NA
"750","1.1.14.263","1","1","14","263","2","T",NA,NA
"751","1.1.14.264","1","1","14","264","1","T",NA,NA
"752","1.1.14.264","1","1","14","264","2","T",NA,NA
"753","1.1.14.265","1","1","14","265","1","R",NA,NA
"754","1.1.14.265","1","1","14","265","2","R",NA,NA
"755","1.1.14.266","1","1","14","266","1","T",NA,NA
"756","1.1.14.266","1","1","14","266","2","T",NA,NA
"757","1.1.14.267","1","1","14","267","1","T",NA,NA
"758","1.1.14.267","1","1","14","267","2","T",NA,NA
"759","1.1.14.268","1","1","14","268","1","T",NA,NA
"760","1.1.14.268","1","1","14","268","2","T",NA,NA
"761","1.1.14.269","1","1","14","269","1","T",NA,NA
"762","1.1.14.269","1","1","14","269","2","T",NA,NA
"763","1.1.14.27","1","1","14","27","1","T",NA,NA
"764","1.1.14.27","1","1","14","27","2","T",NA,NA
"765","1.1.14.270","1","1","14","270","1","T",NA,NA
"766","1.1.14.270","1","1","14","270","2","T",NA,NA
"767","1.1.14.271","1","1","14","271","1","T",NA,NA
"768","1.1.14.271","1","1","14","271","2","T",NA,NA
"769","1.1.14.272","1","1","14","272","1","C",NA,NA
"770","1.1.14.272","1","1","14","272","2","T",NA,NA
"771","1.1.14.273","1","1","14","273","1","T",NA,NA
"772","1.1.14.273","1","1","14","273","2","T",NA,NA
"773","1.1.14.274","1","1","14","274","1","T",NA,NA
"774","1.1.14.274","1","1","14","274","2","T",NA,NA
"775","1.1.14.275","1","1","14","275","1","R",NA,NA
"776","1.1.14.275","1","1","14","275","2","T",NA,NA
"777","1.1.14.276","1","1","14","276","1","T",NA,NA
"778","1.1.14.276","1","1","14","276","2","T",NA,NA
"779","1.1.14.277","1","1","14","277","1","T",NA,NA
"780","1.1.14.277","1","1","14","277","2","T",NA,NA
"781","1.1.14.278","1","1","14","278","1","T",NA,NA
"782","1.1.14.278","1","1","14","278","2","T",NA,NA
"783","1.1.14.279","1","1","14","279","1","T",NA,NA
"784","1.1.14.279","1","1","14","279","2","T",NA,NA
"785","1.1.14.28","1","1","14","28","1","T",NA,NA
"786","1.1.14.28","1","1","14","28","2","T",NA,NA
"787","1.1.14.280","1","1","14","280","1","T",NA,NA
"788","1.1.14.280","1","1","14","280","2","T",NA,NA
"789","1.1.14.29","1","1","14","29","1","T",NA,NA
"790","1.1.14.29","1","1","14","29","2","T",NA,NA
"791","1.1.14.3","1","1","14","3","1","T",NA,NA
"792","1.1.14.3","1","1","14","3","2","T",NA,NA
"793","1.1.14.30","1","1","14","30","1","T",NA,NA
"794","1.1.14.30","1","1","14","30","2","T",NA,NA
"795","1.1.14.31","1","1","14","31","1","T",NA,NA
"796","1.1.14.31","1","1","14","31","2","T",NA,NA
"797","1.1.14.32","1","1","14","32","1","T",NA,NA
"798","1.1.14.32","1","1","14","32","2","T",NA,NA
"799","1.1.14.33","1","1","14","33","1","T",NA,NA
"800","1.1.14.33","1","1","14","33","2","T",NA,NA
"801","1.1.14.34","1","1","14","34","1","T",NA,NA
"802","1.1.14.34","1","1","14","34","2","T",NA,NA
"803","1.1.14.35","1","1","14","35","1","T",NA,NA
"804","1.1.14.35","1","1","14","35","2","T",NA,NA
"805","1.1.14.36","1","1","14","36","1","T",NA,NA
"806","1.1.14.36","1","1","14","36","2","T",NA,NA
"807","1.1.14.37","1","1","14","37","1","C",NA,NA
"808","1.1.14.37","1","1","14","37","2","T",NA,NA
"809","1.1.14.38","1","1","14","38","1","T",NA,NA
"810","1.1.14.38","1","1","14","38","2","C",NA,NA
"811","1.1.14.39","1","1","14","39","1","T",NA,NA
"812","1.1.14.39","1","1","14","39","2","T",NA,NA
"813","1.1.14.4","1","1","14","4","1","T",NA,NA
"814","1.1.14.4","1","1","14","4","2","T",NA,NA
"815","1.1.14.40","1","1","14","40","1","T",NA,NA
"816","1.1.14.40","1","1","14","40","2","T",NA,NA
"817","1.1.14.41","1","1","14","41","1","T",NA,NA
"818","1.1.14.41","1","1","14","41","2","DES",NA,NA
"819","1.1.14.42","1","1","14","42","1","T",NA,NA
"820","1.1.14.42","1","1","14","42","2","T",NA,NA
"821","1.1.14.43","1","1","14","43","1","R",NA,NA
"822","1.1.14.43","1","1","14","43","2","C",NA,NA
"823","1.1.14.44","1","1","14","44","1","R",NA,NA
"824","1.1.14.44","1","1","14","44","2","C",NA,NA
"825","1.1.14.45","1","1","14","45","1","C",NA,NA
"826","1.1.14.45","1","1","14","45","2","C",NA,NA
"827","1.1.14.46","1","1","14","46","1","T",NA,NA
"828","1.1.14.46","1","1","14","46","2","T",NA,NA
"829","1.1.14.47","1","1","14","47","1","T",NA,NA
"830","1.1.14.47","1","1","14","47","2","T",NA,NA
"831","1.1.14.48","1","1","14","48","1","T",NA,NA
"832","1.1.14.48","1","1","14","48","2","T",NA,NA
"833","1.1.14.48A","1","1","14","48A","1","T",NA,NA
"834","1.1.14.48A","1","1","14","48A","2","T",NA,NA
"835","1.1.14.49","1","1","14","49","1","T",NA,NA
"836","1.1.14.49","1","1","14","49","2","T",NA,NA
"837","1.1.14.5","1","1","14","5","1","T",NA,NA
"838","1.1.14.5","1","1","14","5","2","T",NA,NA
"839","1.1.14.50","1","1","14","50","1","T",NA,NA
"840","1.1.14.50","1","1","14","50","2","T",NA,NA
"841","1.1.14.51","1","1","14","51","1","T",NA,NA
"842","1.1.14.51","1","1","14","51","2","C",NA,NA
"843","1.1.14.52","1","1","14","52","1","T",NA,NA
"844","1.1.14.52","1","1","14","52","2","T",NA,NA
"845","1.1.14.53","1","1","14","53","1","T",NA,NA
"846","1.1.14.53","1","1","14","53","2","T",NA,NA
"847","1.1.14.54","1","1","14","54","1","C",NA,NA
"848","1.1.14.54","1","1","14","54","2","T",NA,NA
"849","1.1.14.55","1","1","14","55","1","C",NA,NA
"850","1.1.14.55","1","1","14","55","2","T",NA,NA
"851","1.1.14.56","1","1","14","56","1","C",NA,NA
"852","1.1.14.56","1","1","14","56","2","R",NA,NA
"853","1.1.14.57","1","1","14","57","1","T",NA,NA
"854","1.1.14.57","1","1","14","57","2","T",NA,NA
"855","1.1.14.58","1","1","14","58","1","T",NA,NA
"856","1.1.14.58","1","1","14","58","2","T",NA,NA
"857","1.1.14.59","1","1","14","59","1","T",NA,NA
"858","1.1.14.59","1","1","14","59","2","T",NA,NA
"859","1.1.14.6","1","1","14","6","1","C",NA,NA
"860","1.1.14.6","1","1","14","6","2","T",NA,NA
"861","1.1.14.60","1","1","14","60","1","T",NA,NA
"862","1.1.14.60","1","1","14","60","2","T",NA,NA
"863","1.1.14.61","1","1","14","61","1","T",NA,NA
"864","1.1.14.61","1","1","14","61","2","T",NA,NA
"865","1.1.14.62","1","1","14","62","1","C",NA,NA
"866","1.1.14.62","1","1","14","62","2","T",NA,NA
"867","1.1.14.63","1","1","14","63","1","C",NA,NA
"868","1.1.14.63","1","1","14","63","2","T",NA,NA
"869","1.1.14.64","1","1","14","64","1","T",NA,NA
"870","1.1.14.64","1","1","14","64","2","R",NA,NA
"871","1.1.14.65","1","1","14","65","1","T",NA,NA
"872","1.1.14.65","1","1","14","65","2","T",NA,NA
"873","1.1.14.66","1","1","14","66","1","T",NA,NA
"874","1.1.14.66","1","1","14","66","2","T",NA,NA
"875","1.1.14.67","1","1","14","67","1","T",NA,NA
"876","1.1.14.67","1","1","14","67","2","T",NA,NA
"877","1.1.14.68","1","1","14","68","1","T",NA,NA
"878","1.1.14.68","1","1","14","68","2","T",NA,NA
"879","1.1.14.69","1","1","14","69","1","T",NA,NA
