"UNICODE","P","D","L","V","LATITUDE","LONGITUDE","block","I_TRIAT","P_TRIAT","FECHA","CICLO","TRATADA","RENUENTE","CERRADA","DESHABITADA","LOCAL_PUBLICO","LOTE_VACIO"
"1.23.1.122",1,"23","1","122",-16.42402564,-71.63481876,"31","0","0","27/01/2006",2,1,0,0,0,0,0
"1.23.1.123",1,"23","1","123",-16.42416347,-71.6344875,"32","0","0","01/08/2005",1,1,0,0,0,0,0
"1.23.1.123",1,"23","1","123",-16.42416347,-71.6344875,"32","0","0","27/01/2006",2,1,0,0,0,0,0
"1.23.1.124",1,"23","1","124",-16.42406679,-71.63464668,"32","0","0","27/07/2005",1,1,0,0,0,0,0
"1.23.1.124",1,"23","1","124",-16.42406679,-71.63464668,"32","0","0","27/01/2006",2,1,0,0,0,0,0
"1.23.1.125",1,"23","1","125",-16.4243014,-71.63466541,"32","0","0","01/08/2005",1,1,0,0,0,0,0
"1.23.1.125",1,"23","1","125",-16.4243014,-71.63466541,"32","0","0","27/01/2006",2,1,0,0,0,0,0
"1.23.1.126",1,"23","1","126",-16.4244225,-71.63465957,"32","0","0","27/01/2006",2,1,0,0,0,0,0
"1.23.1.126",1,"23","1","126",-16.4244225,-71.63465957,"32","0","0","01/08/2005",1,1,0,0,0,0,0
"1.23.1.127",1,"23","1","127",-16.42455619,-71.63465557,"32","0","0","03/08/2005",1,0,0,0,1,0,0
