"UNICODE","P","D","L","V","LATITUDE","LONGITUDE","block","I_TRIAT","P_TRIAT","FECHA","CICLO","TRATADA","RENUENTE","CERRADA","DESHABITADA","LOCAL_PUBLICO","LOTE_VACIO"
"1.28.3.153",1,"28","3","153",-16.57118042,-71.45225383,"22","0","0","0",1,0,0,0,1,0,0
"1.28.3.154",1,"28","3","154",-16.57192069,-71.45097259,"23","0","0","0",1,0,0,0,1,0,0
"1.28.3.154",1,"28","3","154",-16.57192069,-71.45097259,"23","0","0","0",2,0,0,0,1,0,0
"1.28.3.155",1,"28","3","155",-16.57204796,-71.45100072,"23","0","0","0",2,0,0,0,1,0,0
"1.28.3.155",1,"28","3","155",-16.57204796,-71.45100072,"23","0","0","0",1,0,0,0,1,0,0
"1.28.3.156",1,"28","3","156",-16.5720437,-71.4511218,"23","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.156",1,"28","3","156",-16.5720437,-71.4511218,"23","","0","05/18/09",2,1,0,0,0,0,0
"1.28.3.157",1,"28","3","157",-16.57204118,-71.45120195,"23","","0","05/25/09",2,1,0,0,0,0,0
"1.28.3.157",1,"28","3","157",-16.57204118,-71.45120195,"23","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.158",1,"28","3","158",-16.57209057,-71.45138618,"23","0","0","0",1,0,0,0,1,0,0
"1.28.3.158",1,"28","3","158",-16.57209057,-71.45138618,"23","0","0","0",2,0,0,0,1,0,0
"1.28.3.159",1,"28","3","159",-16.57215883,-71.45157765,"23","0","0","0",1,0,0,0,1,0,0
"1.28.3.159",1,"28","3","159",-16.57215883,-71.45157765,"23","0","0","0",2,0,0,1,0,0,0
"1.28.3.16",1,"28","3","16",-16.5717803,-71.44858096,"5","0","0","0",2,0,0,0,1,0,0
"1.28.3.16",1,"28","3","16",-16.5717803,-71.44858096,"5","0","0","0",1,0,1,0,0,0,0
"1.28.3.160",1,"28","3","160",-16.5721354,-71.45179302,"23","0","0","0",2,0,0,0,1,0,0
"1.28.3.160",1,"28","3","160",-16.5721354,-71.45179302,"23","0","0","0",1,0,0,0,1,0,0
"1.28.3.161",1,"28","3","161",-16.57214444,-71.45199543,"23","0","0","0",1,0,0,0,1,0,0
"1.28.3.161",1,"28","3","161",-16.57214444,-71.45199543,"23","0","0","0",2,0,0,0,1,0,0
"1.28.3.162",1,"28","3","162",-16.57209282,-71.45214544,"23","","0","05/19/09",2,1,0,0,0,0,0
"1.28.3.162",1,"28","3","162",-16.57209282,-71.45214544,"23","0","0","0",2,0,0,0,1,0,0
"1.28.3.163",1,"28","3","163",-16.57204699,-71.45228943,"23","0","0","0",2,0,0,0,1,0,0
"1.28.3.163",1,"28","3","163",-16.57204699,-71.45228943,"23","0","0","0",1,0,0,1,0,0,0
"1.28.3.164",1,"28","3","164",-16.57189444,-71.45252197,"24","","0","10/12/2009",2,1,0,0,0,0,0
"1.28.3.164",1,"28","3","164",-16.57189444,-71.45252197,"24","","0","05/18/09",2,1,0,0,0,0,0
"1.28.3.165",1,"28","3","165",-16.5717604,-71.45284026,"24","0","0","0",2,0,0,1,0,0,0
"1.28.3.165",1,"28","3","165",-16.5717604,-71.45284026,"24","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.166",1,"28","3","166",-16.5715874,-71.4531472,"24","0","0","0",1,0,0,1,0,0,0
"1.28.3.166",1,"28","3","166",-16.5715874,-71.4531472,"24","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.167",1,"28","3","167",-16.57134722,-71.45275524,"24","0","0","0",1,0,0,1,0,0,0
"1.28.3.167",1,"28","3","167",-16.57134722,-71.45275524,"24","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.168",1,"28","3","168",-16.57124197,-71.45252778,"24","","0","10/12/2009",2,1,0,0,0,0,0
"1.28.3.168",1,"28","3","168",-16.57124197,-71.45252778,"24","","0","05/22/09",2,1,0,0,0,0,0
"1.28.3.169",1,"28","3","169",-16.57182222,-71.45224858,"24","0","0","0",2,0,0,0,1,0,0
"1.28.3.169",1,"28","3","169",-16.57182222,-71.45224858,"24","0","0","0",1,0,0,0,1,0,0
"1.28.3.17",1,"28","3","17",-16.57157666,-71.4484136,"5","0","0","0",1,0,0,0,1,0,0
"1.28.3.17",1,"28","3","17",-16.57157666,-71.4484136,"5","0","0","0",2,0,0,0,1,0,0
"1.28.3.170",1,"28","3","170",-16.57101342,-71.4526056,"25","0","0","0",2,0,0,0,1,0,0
"1.28.3.170",1,"28","3","170",-16.57101342,-71.4526056,"25","0","0","0",1,0,0,0,1,0,0
"1.28.3.171",1,"28","3","171",-16.57117222,-71.45292035,"25","0","0","0",1,0,0,0,1,0,0
"1.28.3.171",1,"28","3","171",-16.57117222,-71.45292035,"25","0","0","0",2,0,0,1,0,0,0
"1.28.3.172",1,"28","3","172",-16.57148056,-71.45354871,"25","0","0","0",2,0,0,0,1,0,0
"1.28.3.172",1,"28","3","172",-16.57148056,-71.45354871,"25","0","0","0",1,0,0,0,1,0,0
"1.28.3.173",1,"28","3","173",-16.57136773,-71.45380054,"25","","0","05/25/09",2,1,0,0,0,0,0
"1.28.3.173",1,"28","3","173",-16.57136773,-71.45380054,"25","0","0","0",2,0,0,0,1,0,0
"1.28.3.174",1,"28","3","174",-16.57131749,-71.45396389,"25","0","0","0",1,0,0,0,1,0,0
"1.28.3.174",1,"28","3","174",-16.57131749,-71.45396389,"25","0","0","0",2,0,0,0,1,0,0
"1.28.3.175",1,"28","3","175",-16.57075028,-71.45409452,"25","0","0","0",2,0,0,0,1,0,0
"1.28.3.175",1,"28","3","175",-16.57075028,-71.45409452,"25","0","0","0",1,0,0,0,1,0,0
"1.28.3.176",1,"28","3","176",-16.57048889,-71.45394458,"25","0","0","0",1,0,0,1,0,0,0
"1.28.3.176",1,"28","3","176",-16.57048889,-71.45394458,"25","0","0","0",2,0,1,0,0,0,0
"1.28.3.177",1,"28","3","177",-16.57058992,-71.45376667,"25","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.177",1,"28","3","177",-16.57058992,-71.45376667,"25","0","0","0",1,0,0,1,0,0,0
"1.28.3.178",1,"28","3","178",-16.57060097,-71.45353443,"25","0","0","0",2,0,0,1,0,0,0
"1.28.3.178",1,"28","3","178",-16.57060097,-71.45353443,"25","0","0","0",1,0,0,0,1,0,0
"1.28.3.179",1,"28","3","179",-16.57064328,-71.45342339,"25","","0","05/19/09",2,1,0,0,0,0,0
"1.28.3.179",1,"28","3","179",-16.57064328,-71.45342339,"25","0","0","0",2,0,0,1,0,0,0
"1.28.3.18",1,"28","3","18",-16.57147259,-71.44829321,"5","","0","05/25/09",2,1,0,0,0,0,0
"1.28.3.18",1,"28","3","18",-16.57147259,-71.44829321,"5","0","0","0",2,0,0,0,1,0,0
"1.28.3.180",1,"28","3","180",-16.57070122,-71.45329003,"25","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.180",1,"28","3","180",-16.57070122,-71.45329003,"25","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.181",1,"28","3","181",-16.57035833,-71.45409863,"26","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.181",1,"28","3","181",-16.57035833,-71.45409863,"26","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.182",1,"28","3","182",-16.57068727,-71.45424887,"26","0","0","0",1,0,0,0,1,0,0
"1.28.3.182",1,"28","3","182",-16.57068727,-71.45424887,"26","0","0","0",2,0,0,0,1,0,0
"1.28.3.183",1,"28","3","183",-16.57110177,-71.45444388,"26","0","0","0",2,0,0,0,1,0,0
"1.28.3.183",1,"28","3","183",-16.57110177,-71.45444388,"26","0","0","0",1,0,0,0,1,0,0
"1.28.3.184",1,"28","3","184",-16.57105343,-71.45449335,"26","0","0","0",1,0,0,0,1,0,0
"1.28.3.184",1,"28","3","184",-16.57105343,-71.45449335,"26","0","0","0",2,0,0,0,1,0,0
"1.28.3.185",1,"28","3","185",-16.57099958,-71.45461944,"26","0","0","0",1,0,0,0,1,0,0
"1.28.3.185",1,"28","3","185",-16.57099958,-71.45461944,"26","0","0","0",2,0,0,0,1,0,0
"1.28.3.186",1,"28","3","186",-16.57093276,-71.45467778,"26","","0","10/07/2009",2,1,0,0,0,0,0
"1.28.3.186",1,"28","3","186",-16.57093276,-71.45467778,"26","","0","05/19/09",2,1,0,0,0,0,0
"1.28.3.187",1,"28","3","187",-16.57040932,-71.45432888,"26","0","0","0",2,0,1,0,0,0,0
"1.28.3.187",1,"28","3","187",-16.57040932,-71.45432888,"26","","0","05/25/09",2,1,0,0,0,0,0
"1.28.3.188",1,"28","3","188",-16.57012212,-71.45469167,"27","0","0","0",1,0,1,0,0,0,0
"1.28.3.188",1,"28","3","188",-16.57012212,-71.45469167,"27","0","0","0",2,0,1,0,0,0,0
"1.28.3.189",1,"28","3","189",-16.56999417,-71.4550377,"28","0","0","0",2,0,0,1,0,0,0
"1.28.3.189",1,"28","3","189",-16.56999417,-71.4550377,"28","0","0","0",1,0,0,0,1,0,0
"1.28.3.19",1,"28","3","19",-16.5712099,-71.44806616,"5","0","0","0",1,0,0,1,0,0,0
"1.28.3.19",1,"28","3","19",-16.5712099,-71.44806616,"5","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.190",1,"28","3","190",-16.56993934,-71.45515582,"28","","0","10/07/2009",2,1,0,0,0,0,0
"1.28.3.190",1,"28","3","190",-16.56993934,-71.45515582,"28","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.191",1,"28","3","191",-16.56983733,-71.45547222,"28","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.191",1,"28","3","191",-16.56983733,-71.45547222,"28","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.192",1,"28","3","192",-16.56977928,-71.45566583,"28","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.192",1,"28","3","192",-16.56977928,-71.45566583,"28","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.193",1,"28","3","193",-16.56999444,-71.45592174,"28","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.193",1,"28","3","193",-16.56999444,-71.45592174,"28","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.194",1,"28","3","194",-16.57034484,-71.45612815,"28","","0","05/20/09",2,1,0,0,0,0,0
"1.28.3.194",1,"28","3","194",-16.57034484,-71.45612815,"28","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.195",1,"28","3","195",-16.5703885,-71.45603351,"28","0","0","0",2,0,0,0,1,0,0
"1.28.3.195",1,"28","3","195",-16.5703885,-71.45603351,"28","0","0","0",1,0,0,0,1,0,0
"1.28.3.196",1,"28","3","196",-16.57048333,-71.45577963,"28","0","0","0",2,0,0,0,1,0,0
"1.28.3.196",1,"28","3","196",-16.57048333,-71.45577963,"28","0","0","0",1,0,0,0,1,0,0
"1.28.3.197",1,"28","3","197",-16.57056088,-71.45554961,"28","0","0","0",1,0,0,0,1,0,0
"1.28.3.197",1,"28","3","197",-16.57056088,-71.45554961,"28","0","0","0",2,0,0,0,1,0,0
"1.28.3.198",1,"28","3","198",-16.57061701,-71.4554126,"28","0","0","0",2,0,0,1,0,0,0
"1.28.3.198",1,"28","3","198",-16.57061701,-71.4554126,"28","0","0","0",1,0,0,0,1,0,0
"1.28.3.2",1,"28","3","2",-16.56815937,-71.45183967,"2","0","0","0",1,0,0,0,1,0,0
"1.28.3.2",1,"28","3","2",-16.56815937,-71.45183967,"2","0","0","0",2,0,0,0,1,0,0
"1.28.3.20",1,"28","3","20",-16.57118755,-71.44787357,"5","0","0","0",2,0,0,0,1,0,0
"1.28.3.20",1,"28","3","20",-16.57118755,-71.44787357,"5","0","0","0",1,0,0,0,1,0,0
"1.28.3.21",1,"28","3","21",-16.57102821,-71.44760851,"5","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.21",1,"28","3","21",-16.57102821,-71.44760851,"5","0","0","0",1,0,0,0,1,0,0
"1.28.3.22",1,"28","3","22",-16.57166389,-71.44872673,"6","0","0","0",1,0,0,0,1,0,0
"1.28.3.22",1,"28","3","22",-16.57166389,-71.44872673,"6","0","0","0",2,0,0,0,1,0,0
"1.28.3.23",1,"28","3","23",-16.57218119,-71.44915414,"6","0","0","0",1,0,0,0,1,0,0
"1.28.3.23",1,"28","3","23",-16.57218119,-71.44915414,"6","0","0","0",2,0,0,0,1,0,0
"1.28.3.24",1,"28","3","24",-16.57239412,-71.44956521,"6","0","0","0",2,0,0,1,0,0,0
"1.28.3.24",1,"28","3","24",-16.57239412,-71.44956521,"6","0","0","0",1,0,0,0,1,0,0
"1.28.3.25",1,"28","3","25",-16.5723857,-71.44980833,"6","0","0","0",2,0,0,0,1,0,0
"1.28.3.25",1,"28","3","25",-16.5723857,-71.44980833,"6","0","0","0",1,0,1,0,0,0,0
"1.28.3.26",1,"28","3","26",-16.57235803,-71.45006884,"6","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.26",1,"28","3","26",-16.57235803,-71.45006884,"6","","0","05/22/09",2,1,0,0,0,0,0
"1.28.3.27",1,"28","3","27",-16.57228883,-71.45019276,"6","0","0","0",2,0,0,0,0,1,0
"1.28.3.27",1,"28","3","27",-16.57228883,-71.45019276,"6","","0","05/22/09",2,1,0,0,0,0,0
"1.28.3.28",1,"28","3","28",-16.57220414,-71.45024524,"6","0","0","0",2,0,0,1,0,0,0
"1.28.3.28",1,"28","3","28",-16.57220414,-71.45024524,"6","0","0","0",1,0,0,0,1,0,0
"1.28.3.29",1,"28","3","29",-16.57222477,-71.45033655,"6","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.29",1,"28","3","29",-16.57222477,-71.45033655,"6","","0","05/22/09",2,1,0,0,0,0,0
"1.28.3.3",1,"28","3","3",-16.56835961,-71.45156997,"2","0","0","0",1,0,0,0,1,0,0
"1.28.3.3",1,"28","3","3",-16.56835961,-71.45156997,"2","0","0","0",2,0,0,0,1,0,0
"1.28.3.30",1,"28","3","30",-16.57215082,-71.45045547,"6","","0","05/22/09",2,1,0,0,0,0,0
"1.28.3.30",1,"28","3","30",-16.57215082,-71.45045547,"6","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.31",1,"28","3","31",-16.57207343,-71.45057351,"6","0","0","0",2,0,0,1,0,0,0
"1.28.3.31",1,"28","3","31",-16.57207343,-71.45057351,"6","0","0","0",1,0,0,0,1,0,0
"1.28.3.32",1,"28","3","32",-16.57165848,-71.45041488,"7","0","0","0",1,0,0,0,0,1,0
"1.28.3.32",1,"28","3","32",-16.57165848,-71.45041488,"7","0","0","0",2,0,0,0,0,1,0
"1.28.3.33",1,"28","3","33",-16.57321805,-71.44918888,"8","0","0","0",2,0,0,0,1,0,0
"1.28.3.33",1,"28","3","33",-16.57321805,-71.44918888,"8","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.34",1,"28","3","34",-16.57331342,-71.44907009,"8","0","0","0",2,0,0,0,1,0,0
"1.28.3.34",1,"28","3","34",-16.57331342,-71.44907009,"8","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.35",1,"28","3","35",-16.57337473,-71.44897305,"8","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.35",1,"28","3","35",-16.57337473,-71.44897305,"8","","0","05/20/09",2,1,0,0,0,0,0
"1.28.3.36",1,"28","3","36",-16.57344354,-71.44890516,"8","0","0","0",2,0,1,0,0,0,0
"1.28.3.36",1,"28","3","36",-16.57344354,-71.44890516,"8","0","0","0",1,0,0,0,1,0,0
"1.28.3.37",1,"28","3","37",-16.57350831,-71.44887589,"8","0","0","0",2,0,0,1,0,0,0
"1.28.3.37",1,"28","3","37",-16.57350831,-71.44887589,"8","0","0","0",1,0,0,0,1,0,0
"1.28.3.38",1,"28","3","38",-16.57358161,-71.44881843,"8","0","0","0",2,0,0,0,0,1,0
"1.28.3.38",1,"28","3","38",-16.57358161,-71.44881843,"8","0","0","0",1,0,0,0,1,0,0
"1.28.3.39",1,"28","3","39",-16.57366961,-71.44873961,"8","0","0","0",2,0,0,0,0,1,0
"1.28.3.39",1,"28","3","39",-16.57366961,-71.44873961,"8","0","0","0",1,0,0,0,1,0,0
"1.28.3.4",1,"28","3","4",-16.56973462,-71.45020549,"2","0","0","0",2,0,0,0,1,0,0
"1.28.3.4",1,"28","3","4",-16.56973462,-71.45020549,"2","0","0","0",1,0,0,0,1,0,0
"1.28.3.40",1,"28","3","40",-16.5737372,-71.44866086,"8","0","0","0",1,0,0,0,1,0,0
"1.28.3.40",1,"28","3","40",-16.5737372,-71.44866086,"8","0","0","0",2,0,0,1,0,0,0
"1.28.3.41",1,"28","3","41",-16.57404381,-71.44838639,"8","","0","05/22/09",2,1,0,0,0,0,0
"1.28.3.41",1,"28","3","41",-16.57404381,-71.44838639,"8","","0","10/12/2009",2,1,0,0,0,0,0
"1.28.3.42",1,"28","3","42",-16.57459523,-71.44789282,"8","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.42",1,"28","3","42",-16.57459523,-71.44789282,"8","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.43",1,"28","3","43",-16.5734523,-71.44945278,"9","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.43",1,"28","3","43",-16.5734523,-71.44945278,"9","0","0","0",1,0,0,1,0,0,0
"1.28.3.44",1,"28","3","44",-16.57342767,-71.45026919,"9","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.44",1,"28","3","44",-16.57342767,-71.45026919,"9","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.45",1,"28","3","45",-16.57284903,-71.45036111,"9","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.45",1,"28","3","45",-16.57284903,-71.45036111,"9","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.46",1,"28","3","46",-16.57263333,-71.45020222,"9","0","0","0",2,0,0,0,0,1,0
"1.28.3.46",1,"28","3","46",-16.57263333,-71.45020222,"9","0","0","0",1,0,0,0,0,1,0
"1.28.3.47",1,"28","3","47",-16.57286903,-71.4501178,"9","0","0","0",2,0,0,0,1,0,0
"1.28.3.47",1,"28","3","47",-16.57286903,-71.4501178,"9","0","0","0",1,0,0,0,0,1,0
"1.28.3.48",1,"28","3","48",-16.57298094,-71.44989499,"9","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.48",1,"28","3","48",-16.57298094,-71.44989499,"9","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.49",1,"28","3","49",-16.57253843,-71.45043706,"10","0","0","0",1,0,0,0,1,0,0
"1.28.3.49",1,"28","3","49",-16.57253843,-71.45043706,"10","0","0","0",2,0,0,1,0,0,0
"1.28.3.5",1,"28","3","5",-16.56962392,-71.44980193,"3","0","0","0",1,0,0,1,0,0,0
"1.28.3.5",1,"28","3","5",-16.56962392,-71.44980193,"3","0","0","0",2,0,1,0,0,0,0
"1.28.3.50",1,"28","3","50",-16.57228683,-71.45089196,"10","0","0","0",2,0,0,1,0,0,0
"1.28.3.50",1,"28","3","50",-16.57228683,-71.45089196,"10","","0","05/25/09",2,1,0,0,0,0,0
"1.28.3.51",1,"28","3","51",-16.5722899,-71.45117565,"10","","0","05/20/09",2,1,0,0,0,0,0
"1.28.3.51",1,"28","3","51",-16.5722899,-71.45117565,"10","0","0","0",2,0,0,1,0,0,0
"1.28.3.52",1,"28","3","52",-16.57238245,-71.45150708,"10","0","0","0",2,0,0,1,0,0,0
"1.28.3.52",1,"28","3","52",-16.57238245,-71.45150708,"10","","0","05/20/09",2,1,0,0,0,0,0
"1.28.3.53",1,"28","3","53",-16.5723769,-71.45169674,"10","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.53",1,"28","3","53",-16.5723769,-71.45169674,"10","","0","05/22/09",2,1,0,0,0,0,0
"1.28.3.54",1,"28","3","54",-16.57247816,-71.45190054,"10","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.54",1,"28","3","54",-16.57247816,-71.45190054,"10","","0","05/20/09",2,1,0,0,0,0,0
"1.28.3.55",1,"28","3","55",-16.57238715,-71.45203889,"10","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.55",1,"28","3","55",-16.57238715,-71.45203889,"10","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.56",1,"28","3","56",-16.57236426,-71.45213005,"10","","0","05/19/09",2,1,0,0,0,0,0
"1.28.3.56",1,"28","3","56",-16.57236426,-71.45213005,"10","","0","10/07/2009",2,1,0,0,0,0,0
"1.28.3.57",1,"28","3","57",-16.57230133,-71.4522727,"10","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.57",1,"28","3","57",-16.57230133,-71.4522727,"10","","0","05/19/09",2,1,0,0,0,0,0
"1.28.3.58",1,"28","3","58",-16.57293675,-71.4528172,"10","","0","05/20/09",2,1,0,0,0,0,0
"1.28.3.58",1,"28","3","58",-16.57293675,-71.4528172,"10","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.59",1,"28","3","59",-16.57221111,-71.45238767,"10","0","0","0",1,0,0,1,0,0,0
"1.28.3.59",1,"28","3","59",-16.57221111,-71.45238767,"10","0","0","0",2,0,0,1,0,0,0
"1.28.3.6",1,"28","3","6",-16.56971452,-71.44972506,"3","0","0","0",2,0,1,0,0,0,0
"1.28.3.6",1,"28","3","6",-16.56971452,-71.44972506,"3","0","0","0",1,0,0,1,0,0,0
"1.28.3.60",1,"28","3","60",-16.57218175,-71.45250577,"10","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.60",1,"28","3","60",-16.57218175,-71.45250577,"10","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.61",1,"28","3","61",-16.57217281,-71.4525992,"10","0","0","0",1,0,0,0,1,0,0
"1.28.3.61",1,"28","3","61",-16.57217281,-71.4525992,"10","0","0","0",2,0,0,1,0,0,0
"1.28.3.62",1,"28","3","62",-16.57212183,-71.45268594,"10","","0","05/22/09",2,1,0,0,0,0,0
"1.28.3.62",1,"28","3","62",-16.57212183,-71.45268594,"10","0","0","0",2,0,0,1,0,0,0
"1.28.3.63",1,"28","3","63",-16.57199827,-71.45294784,"10","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.63",1,"28","3","63",-16.57199827,-71.45294784,"10","0","0","0",2,0,0,1,0,0,0
"1.28.3.64",1,"28","3","64",-16.57190833,-71.45305024,"10","0","0","0",1,0,0,0,1,0,0
"1.28.3.64",1,"28","3","64",-16.57190833,-71.45305024,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.65",1,"28","3","65",-16.57192551,-71.45314091,"10","0","0","0",1,0,0,0,1,0,0
"1.28.3.65",1,"28","3","65",-16.57192551,-71.45314091,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.66",1,"28","3","66",-16.57180278,-71.45333941,"10","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.66",1,"28","3","66",-16.57180278,-71.45333941,"10","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.67",1,"28","3","67",-16.57174076,-71.45349254,"10","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.67",1,"28","3","67",-16.57174076,-71.45349254,"10","0","0","0",1,0,0,0,1,0,0
"1.28.3.68",1,"28","3","68",-16.5720243,-71.45367662,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.68",1,"28","3","68",-16.5720243,-71.45367662,"10","0","0","0",1,0,0,0,1,0,0
"1.28.3.69",1,"28","3","69",-16.57281066,-71.45353637,"10","","0","05/20/09",2,1,0,0,0,0,0
"1.28.3.69",1,"28","3","69",-16.57281066,-71.45353637,"10","","0","10/07/2009",2,1,0,0,0,0,0
"1.28.3.7",1,"28","3","7",-16.56979498,-71.44962778,"3","","0","05/20/09",2,1,0,0,0,0,0
"1.28.3.7",1,"28","3","7",-16.56979498,-71.44962778,"3","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.70",1,"28","3","70",-16.57275715,-71.45369444,"10","0","0","0",1,0,0,0,1,0,0
"1.28.3.70",1,"28","3","70",-16.57275715,-71.45369444,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.71",1,"28","3","71",-16.57259431,-71.45392181,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.71",1,"28","3","71",-16.57259431,-71.45392181,"10","0","0","0",1,0,0,0,1,0,0
"1.28.3.72",1,"28","3","72",-16.57251467,-71.45418524,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.72",1,"28","3","72",-16.57251467,-71.45418524,"10","","0","05/25/09",2,1,0,0,0,0,0
"1.28.3.73",1,"28","3","73",-16.57209003,-71.45395482,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.73",1,"28","3","73",-16.57209003,-71.45395482,"10","","0","05/25/09",2,1,0,0,0,0,0
"1.28.3.74",1,"28","3","74",-16.57206152,-71.45385803,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.74",1,"28","3","74",-16.57206152,-71.45385803,"10","0","0","0",1,0,0,0,1,0,0
"1.28.3.75",1,"28","3","75",-16.57168344,-71.45362268,"10","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.75",1,"28","3","75",-16.57168344,-71.45362268,"10","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.76",1,"28","3","76",-16.57161845,-71.45374541,"10","0","0","0",2,0,1,0,0,0,0
"1.28.3.76",1,"28","3","76",-16.57161845,-71.45374541,"10","0","0","0",1,0,0,1,0,0,0
"1.28.3.77",1,"28","3","77",-16.57168016,-71.45392921,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.77",1,"28","3","77",-16.57168016,-71.45392921,"10","0","0","0",1,0,0,1,0,0,0
"1.28.3.78",1,"28","3","78",-16.57154707,-71.45395993,"10","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.78",1,"28","3","78",-16.57154707,-71.45395993,"10","","0","05/25/09",2,1,0,0,0,0,0
"1.28.3.79",1,"28","3","79",-16.57150376,-71.45401978,"10","","0","10/12/2009",2,1,0,0,0,0,0
"1.28.3.79",1,"28","3","79",-16.57150376,-71.45401978,"10","","0","05/22/09",2,1,0,0,0,0,0
"1.28.3.8",1,"28","3","8",-16.57100278,-71.44807209,"3","","0","05/20/09",2,1,0,0,0,0,0
"1.28.3.8",1,"28","3","8",-16.57100278,-71.44807209,"3","","0","10/05/2009",2,1,0,0,0,0,0
"1.28.3.80",1,"28","3","80",-16.57145867,-71.45410524,"10","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.80",1,"28","3","80",-16.57145867,-71.45410524,"10","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.81",1,"28","3","81",-16.57143796,-71.45418611,"10","","0","10/06/2009",2,1,0,0,0,0,0
"1.28.3.81",1,"28","3","81",-16.57143796,-71.45418611,"10","","0","05/21/09",2,1,0,0,0,0,0
"1.28.3.82",1,"28","3","82",-16.57140278,-71.45427922,"10","","0","10/13/09",2,1,0,0,0,0,0
"1.28.3.82",1,"28","3","82",-16.57140278,-71.45427922,"10","","0","05/19/09",2,1,0,0,0,0,0
"1.28.3.83",1,"28","3","83",-16.57137294,-71.45437034,"10","0","0","0",1,0,0,0,1,0,0
"1.28.3.83",1,"28","3","83",-16.57137294,-71.45437034,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.84",1,"28","3","84",-16.57132301,-71.45448056,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.84",1,"28","3","84",-16.57132301,-71.45448056,"10","","0","05/19/09",2,1,0,0,0,0,0
"1.28.3.85",1,"28","3","85",-16.5712507,-71.45463583,"10","","0","05/19/09",2,1,0,0,0,0,0
"1.28.3.85",1,"28","3","85",-16.5712507,-71.45463583,"10","0","0","0",2,0,0,0,1,0,0
"1.28.3.86",1,"28","3","86",-16.57118972,-71.45479237,"10","","0","05/25/09",2,1,0,0,0,0,0
