"UNICODE","P","D","L","V","P_TRIAT","I_TRIAT","CICLO","FECHA","LATITUDE","LONGITUDE"
"1.13.104.988",1,13,"104","988",0,"",1,"09/25/09",NA,NA
"1.13.104.988",1,13,"104","988",0,"",2,"03/29/11",NA,NA
"1.13.104.989",1,13,"104","989",0,"",1,"09/25/09",NA,NA
"1.13.104.990",1,13,"104","990",0,"",1,"09/25/09",NA,NA
"1.13.104.990",1,13,"104","990",0,"",2,"03/30/11",NA,NA
"1.13.104.991",1,13,"104","991",0,"",1,"09/25/09",NA,NA
"1.13.104.993",1,13,"104","993",0,"",1,"09/25/09",NA,NA
"1.13.104.995",1,13,"104","995",0,"",1,"09/30/09",NA,NA
"1.13.97.68",1,13,"97","68",0,"",1,"09/11/2009",NA,NA
"1.13.97.69",1,13,"97","69",0,"",1,"09/11/2009",NA,NA
"1.13.97.69",1,13,"97","69",0,"",2,"01/25/11",NA,NA
"1.13.97.70",1,13,"97","70",0,"",1,"09/11/2009",NA,NA
"1.13.97.71",1,13,"97","71",0,"",1,"09/14/09",NA,NA
"1.13.97.71",1,13,"97","71",0,"",2,"01/25/11",NA,NA
"1.13.97.72",1,13,"97","72",0,"",2,"01/24/11",NA,NA
"1.13.99A.1",1,13,"99A","1",0,"",1,"09/25/09",NA,NA
"1.13.99A.10",1,13,"99A","10",0,"",1,"10/20/09",NA,NA
"1.13.99A.11",1,13,"99A","11",0,"",1,"10/20/09",NA,NA
"1.13.99A.14",1,13,"99A","14",0,"",1,"10/20/09",NA,NA
"1.13.99A.15",1,13,"99A","15",0,"",1,"10/14/09",NA,NA
"1.13.99A.17",1,13,"99A","17",0,"",1,"10/15/09",NA,NA
"1.13.99A.18",1,13,"99A","18",0,"",1,"10/15/09",NA,NA
"1.13.99A.19",1,13,"99A","19",0,"",1,"10/15/09",NA,NA
"1.13.99A.2",1,13,"99A","2",0,"",1,"10/20/09",NA,NA
"1.13.99A.21",1,13,"99A","21",0,"",1,"10/15/09",NA,NA
"1.13.99A.22",1,13,"99A","22",0,"",1,"10/15/09",NA,NA
"1.13.99A.23",1,13,"99A","23",0,"",1,"10/15/09",NA,NA
"1.13.99A.24",1,13,"99A","24",0,"",1,"10/15/09",NA,NA
"1.13.99A.4",1,13,"99A","4",0,"",1,"09/25/09",NA,NA
"1.13.99A.5",1,13,"99A","5",0,"",1,"09/25/09",NA,NA
"1.13.99A.6",1,13,"99A","6",0,"",1,"09/25/09",NA,NA
"1.13.99A.8",1,13,"99A","8",0,"",1,"09/25/09",NA,NA
"1.28.3.199",1,28,"3","199",0,"",1,"05/22/09",NA,NA
"1.28.3.199",1,28,"3","199",0,"",2,"10/14/09",NA,NA
"1.28.3.201",1,28,"3","201",0,"",1,"05/22/09",NA,NA
"1.28.3.201",1,28,"3","201",0,"",2,"10/05/2009",NA,NA
"1.28.3.202",1,28,"3","202",0,"",1,"05/22/09",NA,NA
"1.28.3.202",1,28,"3","202",0,"",2,"10/05/2009",NA,NA
"1.28.3.203",1,28,"3","203",0,"",1,"05/21/09",NA,NA
"1.28.3.203",1,28,"3","203",0,"",2,"10/12/2009",NA,NA
"1.28.3.205",1,28,"3","205",0,"",1,"05/21/09",NA,NA
"1.28.3.205",1,28,"3","205",0,"",2,"10/12/2009",NA,NA
"1.3.46.85",1,3,"46","85",0,"",1,"09/22/11",NA,NA
"1.3.46.85",1,3,"46","85",0,"",2,"09/25/12",NA,NA
"1.3.46.86",1,3,"46","86",0,"",1,"09/22/11",NA,NA
"1.3.46.87",1,3,"46","87",0,"",1,"09/22/11",NA,NA
"1.3.46.87",1,3,"46","87",0,"",2,"09/25/12",NA,NA
"1.3.46.88",1,3,"46","88",0,"",2,"10/28/12",NA,NA
"1.3.46.89",1,3,"46","89",0,"",1,"09/23/11",NA,NA
"1.3.46.89",1,3,"46","89",0,"",2,"09/25/12",NA,NA
"1.3.46.90",1,3,"46","90",0,"",1,"09/23/11",NA,NA
"1.3.46.90",1,3,"46","90",0,"",2,"09/25/12",NA,NA
"1.3.46.91",1,3,"46","91",0,"",2,"09/25/12",NA,NA
"1.3.46.92",1,3,"46","92",0,"",1,"09/23/11",NA,NA
"1.3.46.92",1,3,"46","92",0,"",2,"09/25/12",NA,NA
"1.3.46.94",1,3,"46","94",0,"",1,"09/22/11",NA,NA
"1.3.46.94",1,3,"46","94",0,"",2,"09/25/12",NA,NA
"1.3.46.95",1,3,"46","95",0,"",1,"09/22/11",NA,NA
"1.3.46.95",1,3,"46","95",0,"",2,"09/25/12",NA,NA
"1.3.46.96",1,3,"46","96",0,"",1,"09/23/11",NA,NA
"1.3.46.96",1,3,"46","96",0,"",2,"09/24/12",NA,NA
"1.3.46.97",1,3,"46","97",0,"",1,"09/22/11",NA,NA
"1.3.46.97",1,3,"46","97",0,"",2,"09/25/12",NA,NA
"1.3.49.302",1,3,"49","302",0,"",1,"11/09/2011",NA,NA
"1.3.49.302",1,3,"49","302",0,"",2,"08/27/12",NA,NA
"1.3.49.303",1,3,"49","303",0,"",2,"08/28/12",NA,NA
"1.3.49.304",1,3,"49","304",0,"",1,"11/09/2011",NA,NA
"1.3.49.304",1,3,"49","304",0,"",2,"09/03/2012",NA,NA
"1.3.49.305",1,3,"49","305",0,"",2,"08/28/12",NA,NA
"1.3.49.306",1,3,"49","306",0,"",2,"08/30/12",NA,NA
"1.3.49.307",1,3,"49","307",0,"",2,"09/05/2012",NA,NA
"1.3.49.308",1,3,"49","308",0,"",1,"11/09/2011",NA,NA
"1.3.49.309",1,3,"49","309",0,"",1,"11/09/2011",NA,NA
"1.3.49.309",1,3,"49","309",0,"",2,"08/28/12",NA,NA
"1.3.49.310",1,3,"49","310",0,"",1,"11/09/2011",NA,NA
"1.3.49.310",1,3,"49","310",0,"",2,"08/28/12",NA,NA
"1.3.49.312",1,3,"49","312",0,"",1,"11/10/2011",NA,NA
"1.3.49.312",1,3,"49","312",0,"",2,"08/30/12",NA,NA
"1.3.49.313",1,3,"49","313",0,"",1,"11/09/2011",NA,NA
"1.3.49.313",1,3,"49","313",0,"",2,"08/30/12",NA,NA
"1.3.49.314",1,3,"49","314",0,"",1,"11/09/2011",NA,NA
"1.3.49.315",1,3,"49","315",0,"",2,"08/30/12",NA,NA
"1.3.49.316",1,3,"49","316",0,"",2,"10/31/12",NA,NA
"1.3.49.319",1,3,"49","319",0,"",1,"11/09/2011",NA,NA
"1.3.49.319",1,3,"49","319",0,"",2,"08/28/12",NA,NA
"1.3.49.320",1,3,"49","320",0,"",1,"11/09/2011",NA,NA
"1.3.49.320",1,3,"49","320",0,"",2,"08/28/12",NA,NA
"1.3.49.321",1,3,"49","321",0,"",1,"11/09/2011",NA,NA
"1.3.49.321",1,3,"49","321",0,"",2,"09/16/12",NA,NA
"1.3.49.322",1,3,"49","322",0,"",1,"12/16/11",NA,NA
"1.3.49.322",1,3,"49","322",0,"",2,"08/28/12",NA,NA
"1.3.49.323",1,3,"49","323",0,"",1,"11/10/2011",NA,NA
"1.3.49.323",1,3,"49","323",0,"",2,"09/16/12",NA,NA
"1.3.49.324",1,3,"49","324",0,"",2,"08/28/12",NA,NA
"1.3.49.325",1,3,"49","325",0,"",1,"11/09/2011",NA,NA
"1.3.49.325",1,3,"49","325",0,"",2,"08/30/12",NA,NA
"1.3.49.326",1,3,"49","326",0,"",1,"11/11/2011",NA,NA
"1.3.49.326",1,3,"49","326",0,"",2,"08/27/12",NA,NA
"1.3.49.327",1,3,"49","327",0,"",1,"11/09/2011",NA,NA
"1.3.49.328",1,3,"49","328",0,"",1,"11/09/2011",NA,NA
"1.3.49.328",1,3,"49","328",0,"",2,"08/29/12",NA,NA
"1.3.49.329",1,3,"49","329",0,"",1,"11/09/2011",NA,NA
"1.3.49.329",1,3,"49","329",0,"",2,"09/16/12",NA,NA
"1.3.49.330",1,3,"49","330",0,"",1,"11/09/2011",NA,NA
"1.3.49.330",1,3,"49","330",0,"",2,"09/16/12",NA,NA
"1.3.49.332",1,3,"49","332",0,"",2,"08/28/12",NA,NA
"1.3.49.333",1,3,"49","333",0,"",1,"11/09/2011",NA,NA
"1.3.49.333",1,3,"49","333",0,"",2,"08/30/12",NA,NA
"1.3.49.334",1,3,"49","334",0,"",2,"09/04/2012",NA,NA
"1.3.49.335",1,3,"49","335",0,"",1,"11/10/2011",NA,NA
"1.3.49.335",1,3,"49","335",0,"",2,"09/03/2012",NA,NA
"1.3.49.337",1,3,"49","337",0,"",2,"09/04/2012",NA,NA
"1.3.49.338",1,3,"49","338",0,"",1,"11/11/2011",NA,NA
"1.3.49.338",1,3,"49","338",0,"",2,"08/30/12",NA,NA
"1.3.49.339",1,3,"49","339",0,"",2,"08/30/12",NA,NA
"1.3.49.340",1,3,"49","340",0,"",2,"09/16/12",NA,NA
"1.3.49.341",1,3,"49","341",0,"",2,"09/16/12",NA,NA
"1.3.49.342",1,3,"49","342",0,"",1,"11/10/2011",NA,NA
"1.3.49.342",1,3,"49","342",0,"",2,"08/28/12",NA,NA
"1.3.49.343",1,3,"49","343",0,"",1,"11/10/2011",NA,NA
"1.3.49.343",1,3,"49","343",0,"",2,"08/28/12",NA,NA
"1.3.49.344",1,3,"49","344",0,"",1,"12/15/11",NA,NA
"1.3.49.344",1,3,"49","344",0,"",2,"08/28/12",NA,NA
"1.3.49.346",1,3,"49","346",0,"",2,"08/28/12",NA,NA
"1.3.49.347",1,3,"49","347",0,"",2,"08/28/12",NA,NA
"1.3.49.348",1,3,"49","348",0,"",2,"08/20/12",NA,NA
"1.3.49.349",1,3,"49","349",0,"",2,"08/20/12",NA,NA
"1.3.49.350",1,3,"49","350",0,"",2,"09/16/12",NA,NA
"1.3.49.351",1,3,"49","351",0,"",2,"09/16/12",NA,NA
"1.3.49.352",1,3,"49","352",0,"",2,"08/30/12",NA,NA
"1.3.49.353",1,3,"49","353",0,"",1,"11/09/2011",NA,NA
"1.3.49.353",1,3,"49","353",0,"",2,"08/28/12",NA,NA
"1.3.49.354",1,3,"49","354",0,"",1,"11/10/2011",NA,NA
"1.3.49.354",1,3,"49","354",0,"",2,"09/05/2012",NA,NA
"1.3.49.355",1,3,"49","355",0,"",1,"11/14/11",NA,NA
"1.3.49.356",1,3,"49","356",0,"",1,"11/10/2011",NA,NA
"1.3.49.356",1,3,"49","356",0,"",2,"09/05/2012",NA,NA
"1.3.49.357",1,3,"49","357",0,"",1,"11/11/2011",NA,NA
"1.3.49.358",1,3,"49","358",0,"",1,"11/14/11",NA,NA
"1.3.49.359",1,3,"49","359",0,"",2,"09/05/2012",NA,NA
"1.3.49.360",1,3,"49","360",0,"",1,"12/15/11",NA,NA
"1.3.49.360",1,3,"49","360",0,"",2,"09/05/2012",NA,NA
"1.3.49.361",1,3,"49","361",0,"",1,"11/10/2011",NA,NA
"1.3.49.361",1,3,"49","361",0,"",2,"09/05/2012",NA,NA
"1.3.49.362",1,3,"49","362",0,"",1,"11/10/2011",NA,NA
"1.3.49.362",1,3,"49","362",0,"",2,"09/05/2012",NA,NA
"1.5.10.120",1,5,"10","120",0,"",1,"07/15/09",NA,NA
"1.5.10.120",1,5,"10","120",0,"",2,"12/16/09",NA,NA
"1.5.11.629",1,5,"11","629",0,"",1,"06/17/09",NA,NA
"1.5.11.629",1,5,"11","629",0,"",2,"01/20/11",NA,NA
"1.5.11.631",1,5,"11","631",0,"",1,"06/17/09",NA,NA
"1.5.11.631",1,5,"11","631",0,"",2,"01/20/11",NA,NA
"1.5.11.636",1,5,"11","636",0,"",1,"06/30/09",NA,NA
"1.5.11.642",1,5,"11","642",0,"",1,"06/26/09",NA,NA
"1.5.11.647",1,5,"11","647",0,"",1,"07/12/2009",NA,NA
"1.5.11.650",1,5,"11","650",0,"",1,"06/17/09",NA,NA
"1.5.11.650",1,5,"11","650",0,"",2,"01/24/11",NA,NA
"1.5.11.652",1,5,"11","652",0,"",2,"01/24/11",NA,NA
"1.5.11.655",1,5,"11","655",0,"",1,"07/01/2009",NA,NA
"1.5.11.658",1,5,"11","658",0,"",1,"07/01/2009",NA,NA
"1.5.11.658",1,5,"11","658",0,"",2,"01/24/11",NA,NA
"1.5.11.659",1,5,"11","659",0,"",1,"07/01/2009",NA,NA
"1.5.11.659",1,5,"11","659",0,"",2,"01/20/11",NA,NA
"1.5.11.660",1,5,"11","660",0,"",1,"07/02/2009",NA,NA
"1.5.11.661",1,5,"11","661",0,"",1,"07/12/2009",NA,NA
"1.5.11.663",1,5,"11","663",0,"",1,"06/17/09",NA,NA
"1.5.11.669",1,5,"11","669",0,"",1,"07/03/2009",NA,NA
"1.5.11.672",1,5,"11","672",0,"",2,"01/20/11",NA,NA
"1.5.11.677",1,5,"11","677",0,"",2,"01/24/11",NA,NA
"1.5.11.678",1,5,"11","678",0,"",1,"06/17/09",NA,NA
"1.5.11.678",1,5,"11","678",0,"",2,"01/24/11",NA,NA
"1.5.11.680",1,5,"11","680",0,"",2,"01/24/11",NA,NA
"1.5.11.681",1,5,"11","681",0,"",1,"07/03/2009",NA,NA
"1.5.11.682",1,5,"11","682",0,"",1,"06/17/09",NA,NA
"1.5.11.682",1,5,"11","682",0,"",2,"01/20/11",NA,NA
"1.5.11.685",1,5,"11","685",0,"",1,"07/01/2009",NA,NA
"1.5.11.685",1,5,"11","685",0,"",2,"01/24/11",NA,NA
"1.5.11.688",1,5,"11","688",0,"",1,"06/17/09",NA,NA
"1.5.11.688",1,5,"11","688",0,"",2,"01/24/11",NA,NA
"1.5.11.689",1,5,"11","689",0,"",1,"07/12/2009",NA,NA
"1.5.11.689",1,5,"11","689",0,"",2,"01/24/11",NA,NA
"1.5.11.690",1,5,"11","690",0,"",1,"07/12/2009",NA,NA
"1.5.11.691",1,5,"11","691",0,"",1,"07/01/2009",NA,NA
"1.5.11.691",1,5,"11","691",0,"",2,"01/24/11",NA,NA
"1.5.11.695",1,5,"11","695",0,"",1,"07/12/2009",NA,NA
"1.5.11.695",1,5,"11","695",0,"",2,"01/20/11",NA,NA
"1.5.11.696",1,5,"11","696",0,"",1,"07/12/2009",NA,NA
"1.5.11.696",1,5,"11","696",0,"",2,"01/25/11",NA,NA
"1.5.11.700",1,5,"11","700",0,"",2,"01/20/11",NA,NA
"1.5.11.702",1,5,"11","702",0,"",1,"07/12/2009",NA,NA
"1.5.11.714",1,5,"11","714",0,"",1,"07/12/2009",NA,NA
"1.5.11.715",1,5,"11","715",0,"",1,"06/17/09",NA,NA
"1.5.11.715",1,5,"11","715",0,"",2,"01/25/11",NA,NA
"1.5.11.716",1,5,"11","716",0,"",2,"01/20/11",NA,NA
"1.5.11.718",1,5,"11","718",0,"",1,"07/12/2009",NA,NA
"1.5.11.719",1,5,"11","719",0,"",1,"07/02/2009",NA,NA
"1.5.11.719",1,5,"11","719",0,"",2,"01/20/11",NA,NA
"1.5.11.720",1,5,"11","720",0,"",1,"07/02/2009",NA,NA
"1.5.11.722",1,5,"11","722",0,"",1,"06/17/09",NA,NA
"1.5.11.722",1,5,"11","722",0,"",2,"01/24/11",NA,NA
"1.5.11.723",1,5,"11","723",0,"",1,"06/30/09",NA,NA
"1.5.11.723",1,5,"11","723",0,"",2,"01/20/11",NA,NA
"1.5.11.727",1,5,"11","727",0,"",1,"06/17/09",NA,NA
"1.5.11.727",1,5,"11","727",0,"",2,"01/20/11",NA,NA
"1.5.11.728",1,5,"11","728",0,"1",1,"07/12/2009",NA,NA
"1.5.11.730",1,5,"11","730",0,"",1,"06/30/09",NA,NA
"1.5.11.730",1,5,"11","730",0,"",2,"01/24/11",NA,NA
"1.5.11.731",1,5,"11","731",0,"",1,"07/01/2009",NA,NA
"1.5.11.731",1,5,"11","731",0,"",2,"01/24/11",NA,NA
"1.5.11.732",1,5,"11","732",0,"",1,"06/17/09",NA,NA
"1.5.11.732",1,5,"11","732",0,"",2,"01/20/11",NA,NA
"1.5.11.733",1,5,"11","733",0,"",1,"06/17/09",NA,NA
"1.5.11.733",1,5,"11","733",0,"",2,"01/25/11",NA,NA
"1.5.11.735",1,5,"11","735",0,"",2,"01/24/11",NA,NA
"1.5.11.736",1,5,"11","736",0,"1",2,"01/20/11",NA,NA
"1.5.11.743",1,5,"11","743",0,"",1,"06/17/09",NA,NA
"1.5.11.743",1,5,"11","743",0,"",2,"01/20/11",NA,NA
"1.5.11.744",1,5,"11","744",0,"",1,"07/12/2009",NA,NA
"1.5.11.744",1,5,"11","744",0,"",2,"01/24/11",NA,NA
"1.5.11.748",1,5,"11","748",0,"",1,"06/17/09",NA,NA
"1.5.11.748",1,5,"11","748",0,"",2,"01/25/11",NA,NA
"1.5.11.749",1,5,"11","749",0,"",1,"07/12/2009",NA,NA
"1.5.11.752",1,5,"11","752",0,"",1,"06/30/09",NA,NA
"1.5.11.752",1,5,"11","752",0,"",2,"01/20/11",NA,NA
"1.5.11.754",1,5,"11","754",0,"",1,"06/17/09",NA,NA
"1.5.11.754",1,5,"11","754",0,"",2,"01/24/11",NA,NA
"1.5.11.758",1,5,"11","758",0,"",1,"07/03/2009",NA,NA
"1.5.11.761",1,5,"11","761",0,"",1,"06/25/09",NA,NA
"1.5.11.761",1,5,"11","761",0,"",2,"01/25/11",NA,NA
"1.5.11.762",1,5,"11","762",0,"",1,"07/02/2009",NA,NA
"1.5.11.762",1,5,"11","762",0,"",2,"01/25/11",NA,NA
"1.5.11.764",1,5,"11","764",0,"",1,"07/02/2009",NA,NA
"1.5.11.765",1,5,"11","765",0,"",1,"07/01/2009",NA,NA
"1.5.11.765",1,5,"11","765",0,"",2,"01/20/11",NA,NA
"1.5.11.767",1,5,"11","767",0,"",1,"07/02/2009",NA,NA
"1.5.11.769",1,5,"11","769",0,"",1,"07/12/2009",NA,NA
"1.5.11.769",1,5,"11","769",0,"",2,"01/25/11",NA,NA
"1.5.11.771",1,5,"11","771",0,"",1,"07/03/2009",NA,NA
"1.5.11.774",1,5,"11","774",0,"",1,"06/26/09",NA,NA
"1.5.11.775",1,5,"11","775",0,"",1,"06/17/09",NA,NA
"1.5.11.781",1,5,"11","781",0,"",1,"06/30/09",NA,NA
"1.5.11.785",1,5,"11","785",0,"",1,"06/17/09",NA,NA
"1.5.11.789",1,5,"11","789",0,"",1,"07/19/09",NA,NA
"1.5.11.790",1,5,"11","790",0,"",1,"07/19/09",NA,NA
"1.5.11.791",1,5,"11","791",0,"",1,"07/19/09",NA,NA
"1.5.11.799",1,5,"11","799",0,"",1,"07/02/2009",NA,NA
"1.5.11.806",1,5,"11","806",0,"",1,"07/03/2009",NA,NA
"1.5.11.807",1,5,"11","807",0,"",1,"07/03/2009",NA,NA
"1.5.14.482",1,5,"14","482",0,"",1,"07/19/09",NA,NA
"1.5.14.483",1,5,"14","483",0,"",1,"07/16/09",NA,NA
"1.5.14.486",1,5,"14","486",0,"",1,"07/19/09",NA,NA
"1.5.14.490",1,5,"14","490",0,"",1,"07/16/09",NA,NA
"1.5.14.494",1,5,"14","494",0,"",1,"07/19/09",NA,NA
"1.5.14.495",1,5,"14","495",0,"",1,"07/19/09",NA,NA
"1.5.14.502",1,5,"14","502",0,"",1,"07/19/09",NA,NA
"1.5.14.503",1,5,"14","503",0,"",1,"07/19/09",NA,NA
"1.5.14.504",1,5,"14","504",0,"",1,"07/19/09",NA,NA
"1.5.14.505",1,5,"14","505",0,"",1,"07/19/09",NA,NA
"1.5.14.512",1,5,"14","512",0,"",1,"07/19/09",NA,NA
"1.5.14.514",1,5,"14","514",0,"",1,"07/16/09",NA,NA
"1.5.14.515",1,5,"14","515",0,"",1,"07/15/09",NA,NA
"1.5.14.518",1,5,"14","518",0,"",1,"07/15/09",NA,NA
"1.5.14.528",1,5,"14","528",0,"",1,"07/15/09",NA,NA
"1.5.14.529",1,5,"14","529",0,"",1,"07/15/09",NA,NA
"1.5.19.11",1,5,"19","11",0,"",1,"06/26/09",NA,NA
"1.5.19.12",1,5,"19","12",0,"",1,"06/26/09",NA,NA
"1.5.19.15",1,5,"19","15",0,"",1,"06/30/09",NA,NA
"1.5.19.16",1,5,"19","16",0,"",1,"06/26/09",NA,NA
"1.5.19.18",1,5,"19","18",0,"",1,"06/26/09",NA,NA
"1.5.19.21",1,5,"19","21",0,"",1,"06/26/09",NA,NA
"1.5.19.22",1,5,"19","22",0,"",1,"06/30/09",NA,NA
"1.5.19.23",1,5,"19","23",0,"",1,"06/26/09",NA,NA
"1.5.19.25",1,5,"19","25",0,"",1,"06/26/09",NA,NA
"1.5.19.26",1,5,"19","26",0,"",1,"06/26/09",NA,NA
"1.5.19.27",1,5,"19","27",0,"",1,"06/30/09",NA,NA
"1.5.19.33",1,5,"19","33",0,"",1,"06/30/09",NA,NA
"1.5.19.35",1,5,"19","35",0,"",1,"06/30/09",NA,NA
"1.5.19.37",1,5,"19","37",0,"",1,"06/26/09",NA,NA
"1.5.19.38",1,5,"19","38",0,"",1,"06/26/09",NA,NA
"1.5.19.4",1,5,"19","4",0,"",1,"06/30/09",NA,NA
"1.5.19.40",1,5,"19","40",0,"",1,"06/30/09",NA,NA
"1.5.19.47",1,5,"19","47",0,"",1,"06/26/09",NA,NA
"1.5.19.48",1,5,"19","48",0,"",1,"06/26/09",NA,NA
"1.5.19.49",1,5,"19","49",0,"",1,"06/26/09",NA,NA
"1.5.19.5",1,5,"19","5",0,"",1,"06/26/09",NA,NA
"1.5.19.50",1,5,"19","50",0,"",1,"06/26/09",NA,NA
"1.5.19.51",1,5,"19","51",0,"",1,"06/26/09",NA,NA
"1.5.19.52",1,5,"19","52",0,"",1,"06/30/09",NA,NA
"1.5.19.52A",1,5,"19","52A",0,"",1,"06/26/09",NA,NA
"1.5.19.53",1,5,"19","53",0,"",1,"06/30/09",NA,NA
"1.5.19.55",1,5,"19","55",0,"",1,"06/30/09",NA,NA
"1.5.19.6",1,5,"19","6",0,"",1,"06/26/09",NA,NA
"1.5.19.8",1,5,"19","8",0,"",1,"06/26/09",NA,NA
"1.5.19.9",1,5,"19","9",0,"",1,"06/26/09",NA,NA
"1.5.22.95",1,5,"23","95",0,"",2,"01/28/11",NA,NA
"1.5.4.140",1,5,"4","140",0,"",1,"06/01/2009",NA,NA
"1.5.4.141",1,5,"4","141",0,"",1,"06/08/2009",NA,NA
"1.5.4.141",1,5,"4","141",0,"",2,"11/09/2009",NA,NA
"1.5.4.145",1,5,"4","145",0,"",1,"06/02/2009",NA,NA
"1.5.4.145",1,5,"4","145",0,"",2,"11/05/2009",NA,NA
"1.5.4.146",1,5,"4","146",0,"",1,"06/02/2009",NA,NA
"1.5.4.146",1,5,"4","146",0,"",2,"11/09/2009",NA,NA
"1.5.4.148",1,5,"4","148",0,"",1,"06/03/2009",NA,NA
"1.5.4.148",1,5,"4","148",0,"",2,"11/10/2009",NA,NA
"1.5.4.149",1,5,"4","149",0,"",1,"06/03/2009",NA,NA
"1.5.4.149",1,5,"4","149",0,"",2,"11/10/2009",NA,NA
"1.5.4.150",1,5,"4","150",0,"",1,"06/03/2009",NA,NA
"1.5.4.150",1,5,"4","150",0,"",2,"11/10/2009",NA,NA
"1.5.4.151",1,5,"4","151",0,"",1,"06/04/2009",NA,NA
"1.5.4.151",1,5,"4","151",0,"",2,"11/10/2009",NA,NA
"1.5.4.152",1,5,"4","152",0,"",1,"06/04/2009",NA,NA
"1.5.4.153",1,5,"4","153",0,"",1,"06/08/2009",NA,NA
"1.5.4.153",1,5,"4","153",0,"",2,"11/11/2009",NA,NA
"1.5.4.154",1,5,"4","154",0,"",1,"06/04/2009",NA,NA
"1.5.4.155",1,5,"4","155",0,"",1,"06/04/2009",NA,NA
"1.5.4.155",1,5,"4","155",0,"",2,"11/10/2009",NA,NA
"1.5.4.156",1,5,"4","156",0,"",1,"06/04/2009",NA,NA
"1.5.4.156",1,5,"4","156",0,"",2,"11/10/2009",NA,NA
"1.5.8.179",1,5,"8","179",0,"",1,"06/23/09",NA,NA
"1.5.8.179",1,5,"8","179",0,"",2,"11/20/09",NA,NA
"1.5.8.180",1,5,"8","180",0,"",1,"06/23/09",NA,NA
"1.5.8.180",1,5,"8","180",0,"",2,"11/20/09",NA,NA
"1.5.8.183",1,5,"8","183",0,"",2,"12/03/2009",NA,NA
"1.5.8.184",1,5,"8","184",0,"",2,"12/03/2009",NA,NA
"1.5.8.185",1,5,"8","185",0,"",2,"12/03/2009",NA,NA
"1.5.8.186",1,5,"8","186",0,"",2,"12/03/2009",NA,NA
"1.5.8.187",1,5,"8","187",0,"",2,"12/03/2009",NA,NA
"1.5.8.188",1,5,"8","188",0,"",2,"12/03/2009",NA,NA
"1.5.8.189",1,5,"8","189",0,"",2,"12/03/2009",NA,NA
"1.5.8.190",1,5,"8","190",0,"",2,"12/03/2009",NA,NA
"1.5.8.191",1,5,"8","191",0,"",2,"12/03/2009",NA,NA
"1.5.8.192",1,5,"8","192",0,"",2,"12/03/2009",NA,NA
"1.5.8.195",1,5,"8","195",0,"",2,"12/03/2009",NA,NA
"1.5.8.198",1,5,"8","198",0,"",1,"06/25/09",NA,NA
"1.5.8.199",1,5,"8","199",0,"",1,"06/23/09",NA,NA
"1.5.8.199",1,5,"8","199",0,"",2,"11/20/09",NA,NA
"1.5.8.201",1,5,"8","201",0,"",1,"06/23/09",NA,NA
"1.5.8.201",1,5,"8","201",0,"",2,"11/20/09",NA,NA
"1.5.8.202",1,5,"8","202",0,"",1,"06/23/09",NA,NA
"1.5.8.202",1,5,"8","202",0,"",2,"11/20/09",NA,NA
"1.5.8.203",1,5,"8","203",0,"",1,"06/23/09",NA,NA
"1.5.8.203",1,5,"8","203",0,"",2,"11/20/09",NA,NA
"1.5.8.204",1,5,"8","204",0,"",1,"06/23/09",NA,NA
"1.5.8.204",1,5,"8","204",0,"",2,"11/20/09",NA,NA
"1.5.8.205",1,5,"8","205",0,"",1,"06/23/09",NA,NA
"1.5.8.205",1,5,"8","205",0,"",2,"11/20/09",NA,NA
"1.5.8.206",1,5,"8","206",0,"",1,"07/13/09",NA,NA
"1.5.8.206",1,5,"8","206",0,"",2,"11/20/09",NA,NA
"1.5.8.207",1,5,"8","207",0,"",1,"06/23/09",NA,NA
"1.5.8.207",1,5,"8","207",0,"",2,"11/20/09",NA,NA
"1.5.8.208",1,5,"8","208",0,"",1,"07/13/09",NA,NA
"1.5.8.208",1,5,"8","208",0,"",2,"11/20/09",NA,NA
"1.5.8.209",1,5,"8","209",0,"",1,"06/23/09",NA,NA
"1.5.8.209",1,5,"8","209",0,"",2,"11/20/09",NA,NA
"1.5.8.211",1,5,"8","211",0,"",1,"07/07/2009",NA,NA
"1.5.8.214",1,5,"8","214",0,"",1,"07/13/09",NA,NA
"1.5.8.214",1,5,"8","214",0,"",2,"12/02/2009",NA,NA
"1.5.8.215",1,5,"8","215",0,"",1,"07/02/2009",NA,NA
"1.5.8.215",1,5,"8","215",0,"",2,"12/01/2009",NA,NA
"1.5.8.216",1,5,"8","216",0,"",1,"07/06/2009",NA,NA
"1.5.8.217",1,5,"8","217",0,"",1,"07/02/2009",NA,NA
"1.5.8.218",1,5,"8","218",0,"",1,"07/10/2009",NA,NA
"1.5.8.218",1,5,"8","218",0,"",2,"12/02/2009",NA,NA
"1.5.8.219",1,5,"8","219",0,"",1,"07/13/09",NA,NA
"1.5.8.219",1,5,"8","219",0,"",2,"12/03/2009",NA,NA
"1.5.8.220",1,5,"8","220",0,"",1,"07/10/2009",NA,NA
"1.5.8.220",1,5,"8","220",0,"",2,"12/03/2009",NA,NA
"1.5.8.221",1,5,"8","221",0,"",1,"07/13/09",NA,NA
"1.5.8.221",1,5,"8","221",0,"",2,"12/03/2009",NA,NA
"1.5.9.110",1,5,"9","110",0,"",1,"07/08/2009",NA,NA
"1.5.9.110",1,5,"9","110",0,"",2,"12/11/2009",NA,NA
"1.5.9.112",1,5,"9","112",0,"",2,"12/13/09",NA,NA
