"UNICODE","P","D","L","V","LATITUDE","LONGITUDE","block"
"1.11.3.121",1,11,"3","121",-16.39955021,-71.51779389,NA
"1.11.10.154",1,11,"10","154",-16.39010257,-71.5250193,NA
"1.11.19.73",1,11,"19","73",-16.38021852,-71.51314393,NA
"1.11.34.3",1,11,"34","3",-16.38574973,-71.5100792,NA
"1.11.40.2",1,11,"40","2",-16.38289218,-71.50245839,NA
"1.11.40.13",1,11,"40","13",-16.38298473,-71.50228309,NA
"1.11.40.27",1,11,"40","27",-16.38312065,-71.50203332,NA
"1.11.51.134",1,11,"51","134",-16.37612288,-71.49643972,NA
