"UNICODE","P","D","L","V","P_TRIAT","I_TRIAT","FECHA","CICLO"
"1.13.96.149",1,13,"96","149",0,"","02/07/2011",2
"1.13.96.376",1,13,"96","376",0,"","02/07/2011",2
"1.13.96.350",1,13,"96","350",0,"","02/07/2011",2
"1.13.96.348",1,13,"96","348",0,"","02/07/2011",2
"1.13.96.407",1,13,"96","407",0,"","02/07/2011",2
"1.13.96.455",1,13,"96","455",0,"","02/07/2011",2
"1.13.96.478",1,13,"96","478",0,"","02/08/2011",2
"1.13.96.449",1,13,"96","449",0,"","02/08/2011",2
"1.13.96.385",1,13,"96","385",0,"","02/08/2011",2
"1.13.96.386",1,13,"96","386",0,"","02/08/2011",2
"1.13.99.249",1,13,"99","249",0,"","02/04/2011",2
"1.13.99.251",1,13,"99","251",0,"","02/04/2011",2
"1.13.99.255",1,13,"99","255",0,"","02/04/2011",2
"1.13.99.256",1,13,"99","256",0,"","02/04/2011",2
"1.13.99.198",1,13,"99","198",0,"","02/04/2011",2
"1.13.99.274",1,13,"99","274",0,"","02/04/2011",2
"1.13.99.285",1,13,"99","285",0,"","02/04/2011",2
"1.13.99.304A",1,13,"99","304A",0,"","02/04/2011",2
"1.13.99.295",1,13,"99","295",0,"","02/04/2011",2
"1.13.99.296",1,13,"99","296",0,"","02/04/2011",2
"1.13.99.292",1,13,"99","292",0,"","02/04/2011",2
"1.13.99.291",1,13,"99","291",0,"","02/04/2011",2
"1.13.99.353",1,13,"99","353",0,"1","02/04/2011",2
"1.13.99.303",1,13,"99","303",0,"","02/04/2011",2
"1.13.99.304",1,13,"99","304",0,"","02/04/2011",2
"1.13.99.126",1,13,"99","126",0,"","02/04/2011",2
"1.13.99.34",1,13,"99","34",0,"","02/04/2011",2
"1.13.99.164",1,13,"99","164",0,"","02/04/2011",2
"1.13.99.165",1,13,"99","165",0,"","02/04/2011",2
"1.13.99.174",1,13,"99","174",0,"","02/04/2011",2
"1.13.99.1445",1,13,"99","1445",0,"","02/04/2011",2
"1.13.99.1436",1,13,"99","1436",0,"","02/04/2011",2
"1.13.99.1447",1,13,"99","1447",0,"","02/04/2011",2
"1.13.99.1438",1,13,"99","1438",0,"","02/04/2011",2
"1.13.99.1428",1,13,"99","1428",0,"","02/04/2011",2
"1.13.99.1538",1,13,"99","1538",0,"","02/04/2011",2
"1.13.99.1586",1,13,"99","1586",0,"","02/04/2011",2
"1.13.99.1629",1,13,"99","1629",0,"","02/04/2011",2
"1.13.99.1608",1,13,"99","1608",0,"","02/04/2011",2
"1.13.99.1434",1,13,"99","1434",0,"","02/04/2011",2
"1.13.99.1432",1,13,"99","1432",0,"","02/04/2011",2
"1.13.99.1435",1,13,"99","1435",0,"","02/04/2011",2
"1.13.99.1389",1,13,"99","1389",0,"","02/04/2011",2
"1.13.99.1430",1,13,"99","1430",0,"","02/04/2011",2
"1.13.99.1478",1,13,"99","1478",0,"","02/04/2011",2
"1.13.99.1456",1,13,"99","1456",0,"","02/04/2011",2
"1.13.99.1452",1,13,"99","1452",0,"","02/04/2011",2
"1.13.99.1522",1,13,"99","1522",0,"","02/04/2011",2
"1.13.99.1513",1,13,"99","1513",0,"","02/04/2011",2
"1.13.99.1483",1,13,"99","1483",0,"","02/04/2011",2
"1.13.99.1415",1,13,"99","1415",0,"","02/04/2011",2
"1.13.99.1422",1,13,"99","1422",0,"","02/04/2011",2
"1.13.99.254",1,13,"99","254",0,"","02/07/2011",2
"1.13.99.263",1,13,"99","263",0,"","02/07/2011",2
"1.13.99.271",1,13,"99","271",0,"","02/07/2011",2
"1.13.99.301",1,13,"99","301",0,"","02/07/2011",2
"1.13.99.280",1,13,"99","280",0,"","02/07/2011",2
"1.13.99.281",1,13,"99","281",0,"","02/07/2011",2
"1.13.99.332",1,13,"99","332",0,"","02/07/2011",2
"1.13.99.305",1,13,"99","305",0,"","02/07/2011",2
"1.13.99.308",1,13,"99","308",0,"","02/07/2011",2
"1.13.99.277",1,13,"99","277",0,"","02/07/2011",2
"1.13.99.309",1,13,"99","309",0,"","02/07/2011",2
"1.13.99.310",1,13,"99","310",0,"","02/07/2011",2
"1.13.99.322",1,13,"99","322",0,"","02/07/2011",2
"1.13.99.297",1,13,"99","297",0,"","02/07/2011",2
"1.13.99.320",1,13,"99","320",0,"","02/07/2011",2
"1.13.99.319",1,13,"99","319",0,"","02/07/2011",2
"1.13.99.289",1,13,"99","289",0,"","02/07/2011",2
"1.13.99.311",1,13,"99","311",0,"","02/07/2011",2
"1.13.99.331",1,13,"99","331",0,"","02/07/2011",2
"1.13.99.307",1,13,"99","307",0,"","02/07/2011",2
"1.13.99.321",1,13,"99","321",0,"","02/07/2011",2
"1.13.99.329",1,13,"99","329",0,"","02/07/2011",2
"1.13.99.1622",1,13,"99","1622",0,"","02/07/2011",2
"1.13.99.1450",1,13,"99","1450",0,"","02/07/2011",2
"1.13.99.1593",1,13,"99","1593",0,"","02/07/2011",2
"1.13.99.1488",1,13,"99","1488",0,"","02/07/2011",2
"1.13.99.1433",1,13,"99","1433",0,"","02/07/2011",2
"1.13.99.1383",1,13,"99","1383",0,"","02/07/2011",2
"1.13.99.1380",1,13,"99","1380",0,"","02/07/2011",2
"1.13.99.1460",1,13,"99","1460",0,"","02/07/2011",2
"1.13.99.1446",1,13,"99","1446",0,"","02/07/2011",2
"1.13.99.1426",1,13,"99","1426",0,"","02/07/2011",2
"1.13.99.1396",1,13,"99","1396",0,"","02/07/2011",2
"1.13.99.1409",1,13,"99","1409",0,"","02/07/2011",2
"1.13.99.1377",1,13,"99","1377",0,"","02/07/2011",2
"1.13.99.1411",1,13,"99","1411",0,"","02/07/2011",2
"1.13.99.1406",1,13,"99","1406",0,"","02/07/2011",2
"1.13.99.774",1,13,"99","774",0,"","02/07/2011",2
"1.13.99.340",1,13,"99","340",0,"","02/08/2011",2
"1.13.99.275",1,13,"99","275",0,"","02/08/2011",2
"1.13.99.336",1,13,"99","336",0,"","02/08/2011",2
"1.13.99.360",1,13,"99","360",0,"","02/08/2011",2
"1.13.99.337",1,13,"99","337",0,"","02/08/2011",2
"1.13.99.348",1,13,"99","348",0,"","02/08/2011",2
"1.13.99.367",1,13,"99","367",0,"","02/08/2011",2
"1.13.99.378",1,13,"99","378",0,"","02/08/2011",2
"1.13.99.338",1,13,"99","338",0,"","02/08/2011",2
"1.13.99.368",1,13,"99","368",0,"","02/08/2011",2
"1.13.99.1325",1,13,"99","1325",0,"","02/08/2011",2
"1.13.99.1326",1,13,"99","1326",0,"","02/08/2011",2
"1.13.99.1323",1,13,"99","1323",0,"","02/08/2011",2
"1.13.99.1322",1,13,"99","1322",0,"","02/08/2011",2
"1.13.99.1340",1,13,"99","1340",0,"","02/08/2011",2
"1.13.99.1331",1,13,"99","1331",0,"","02/08/2011",2
"1.13.99.1412",1,13,"99","1412",0,"","02/08/2011",2
"1.13.99.1344",1,13,"99","1344",0,"","02/08/2011",2
"1.13.99.1351",1,13,"99","1351",0,"","02/08/2011",2
"1.13.99.1350",1,13,"99","1350",0,"","02/08/2011",2
"1.13.99.1354",1,13,"99","1354",0,"","02/08/2011",2
"1.13.99.771",1,13,"99","771",0,"","02/08/2011",2
"1.13.99.710",1,13,"99","710",0,"","02/08/2011",2
"1.13.99.696",1,13,"99","696",0,"","02/08/2011",2
"1.13.99.729",1,13,"99","729",0,"","02/08/2011",2
"1.13.99.732",1,13,"99","732",0,"","02/08/2011",2
"1.13.99.705",1,13,"99","705",0,"","02/08/2011",2
"1.13.99.728",1,13,"99","728",0,"","02/08/2011",2
"1.13.99.778",1,13,"99","778",0,"","02/08/2011",2
"1.13.99.704",1,13,"99","704",0,"","02/08/2011",2
"1.13.98.29",1,13,"98","29",0,"","02/07/2011",2
"1.13.98.30",1,13,"98","30",0,"","02/07/2011",2
"1.13.98.31",1,13,"98","31",0,"","02/07/2011",2
"1.13.98.16",1,13,"98","16",0,"","02/07/2011",2
"1.13.98.17",1,13,"98","17",0,"","02/07/2011",2
"1.13.98.11",1,13,"98","11",0,"","02/07/2011",2
"1.13.98.7",1,13,"98","7",0,"","02/07/2011",2
"1.13.98.6",1,13,"98","6",0,"","02/07/2011",2
"1.13.98.1",1,13,"98","1",0,"","02/07/2011",2
"1.13.98.10",1,13,"98","10",0,"","02/07/2011",2
"1.13.98.34",1,13,"98","34",0,"","02/07/2011",2
"1.13.98.21",1,13,"98","21",0,"","02/07/2011",2
"1.13.98.41",1,13,"98","41",0,"","02/07/2011",2
"1.13.98.39",1,13,"98","39",0,"","02/07/2011",2
"1.13.98.42",1,13,"98","42",0,"","02/07/2011",2
"1.13.98.18",1,13,"98","18",0,"","02/07/2011",2
"1.13.98.35",1,13,"98","35",5,"6","02/07/2011",2
"1.13.98.14",1,13,"98","14",0,"","02/07/2011",2
"1.13.98.10B",1,13,"98","10B",0,"","02/07/2011",2
"1.13.98.26",1,13,"98","26",0,"","02/07/2011",2
"1.13.98.28",1,13,"98","28",0,"","02/07/2011",2
"1.13.98.8",1,13,"98","8",0,"","02/07/2011",2
"1.13.98.24",1,13,"98","24",0,"","02/08/2011",2
"1.13.98.37",1,13,"98","37",0,"","02/08/2011",2
"1.13.98.3",1,13,"98","3",0,"","02/08/2011",2
"1.13.98.45",1,13,"98","45",0,"","02/08/2011",2
"1.13.95.666",1,13,"95","666",0,"","03/02/2011",2
"1.13.95.715",1,13,"95","715",0,"","03/02/2011",2
"1.13.95.700",1,13,"95","700",0,"","03/02/2011",2
"1.13.95.671",1,13,"95","671",0,"","03/02/2011",2
"1.13.95.693",1,13,"95","693",0,"","03/02/2011",2
"1.13.95.756A",1,13,"95","756A",0,"","03/02/2011",2
"1.13.95.714",1,13,"95","714",0,"","03/02/2011",2
"1.13.95.670",1,13,"95","670",0,"","03/02/2011",2
"1.13.95.668",1,13,"95","668",0,"","03/02/2011",2
"1.13.95.525",1,13,"95","525",0,"","03/02/2011",2
"1.13.95.697",1,13,"95","697",0,"","03/02/2011",2
"1.13.95.764",1,13,"95","764",0,"","03/02/2011",2
"1.13.95.669",1,13,"95","669",0,"","03/02/2011",2
"1.13.95.688",1,13,"95","688",0,"","03/02/2011",2
"1.13.96.419",1,13,"96","419",0,"","03/02/2011",2
"1.13.96.212",1,13,"96","212",0,"","03/02/2011",2
"1.13.96.123",1,13,"96","123",0,"","03/02/2011",2
"1.13.96.352",1,13,"96","352",0,"","03/02/2011",2
"1.13.96.167",1,13,"96","167",0,"","03/02/2011",2
"1.13.96.377",1,13,"96","377",0,"","03/02/2011",2
"1.13.96.85",1,13,"96","85",0,"","03/02/2011",2
"1.13.96.158",1,13,"96","158",0,"","03/02/2011",2
"1.13.96.148",1,13,"96","148",0,"","03/02/2011",2
"1.13.96.10",1,13,"96","10",0,"","03/02/2011",2
"1.13.96.119",1,13,"96","119",0,"","03/02/2011",2
"1.13.96.208",1,13,"96","208",0,"","03/02/2011",2
"1.13.98.23",1,13,"98","23",0,"","03/02/2011",2
"1.13.98.10A",1,13,"98","10A",0,"","03/02/2011",2
"1.13.98.2",1,13,"98","2",0,"","03/02/2011",2
"1.13.98.4",1,13,"98","4",0,"","03/02/2011",2
"1.13.98.5",1,13,"98","5",0,"","03/02/2011",2
"1.13.98.40",1,13,"98","40",0,"","03/02/2011",2
"1.13.98.12",1,13,"98","12",0,"","03/02/2011",2
"1.13.98.32",1,13,"98","32",0,"","03/02/2011",2
"1.13.98.38",1,13,"98","38",0,"","03/02/2011",2
"1.13.98.36",1,13,"98","36",0,"","03/02/2011",2
"1.13.99.325",1,13,"99","325",0,"","03/02/2011",2
"1.13.99.324",1,13,"99","324",0,"","03/02/2011",2
"1.13.99.330",1,13,"99","330",0,"","03/02/2011",2
"1.13.99.53",1,13,"99","53",0,"","03/02/2011",2
"1.13.99.85",1,13,"99","85",0,"","03/02/2011",2
"1.13.99.419",1,13,"99","419",0,"","03/02/2011",2
"1.13.99.420",1,13,"99","420",0,"","03/02/2011",2
"1.13.99.327",1,13,"99","327",0,"","03/02/2011",2
"1.13.99.379",1,13,"99","379",0,"","03/02/2011",2
"1.13.99.397",1,13,"99","397",0,"","03/02/2011",2
"1.13.99.315",1,13,"99","315",0,"","03/02/2011",2
"1.13.99.391",1,13,"99","391",0,"","03/02/2011",2
"1.13.99.412",1,13,"99","412",0,"","03/02/2011",2
"1.13.99.393",1,13,"99","393",0,"","03/02/2011",2
"1.13.99.339",1,13,"99","339",0,"","03/02/2011",2
"1.13.99.392",1,13,"99","392",0,"","03/02/2011",2
"1.13.99.396",1,13,"99","396",0,"","03/02/2011",2
"1.13.99.1405",1,13,"99","1405",0,"","03/02/2011",2
"1.13.99.1400",1,13,"99","1400",0,"","03/02/2011",2
"1.13.99.1401",1,13,"99","1401",0,"","03/02/2011",2
"1.13.99.1404",1,13,"99","1404",0,"","03/02/2011",2
"1.13.99.1408",1,13,"99","1408",0,"","03/02/2011",2
"1.13.99.1398",1,13,"99","1398",0,"","03/02/2011",2
"1.13.99.1402",1,13,"99","1402",0,"","03/02/2011",2
"1.13.99.1371",1,13,"99","1371",0,"","03/02/2011",2
"1.13.99.1372",1,13,"99","1372",0,"","03/02/2011",2
"1.13.99.1410",1,13,"99","1410",0,"","03/02/2011",2
"1.13.99.1394",1,13,"99","1394",0,"","03/02/2011",2
"1.13.99.1393",1,13,"99","1393",0,"","03/02/2011",2
"1.13.99.1407",1,13,"99","1407",0,"","03/02/2011",2
"1.13.99.1392",1,13,"99","1392",0,"","03/02/2011",2
"1.13.99.1442",1,13,"99","1442",0,"","03/02/2011",2
"1.13.99.1363",1,13,"99","1363",0,"","03/02/2011",2
"1.13.99.1358",1,13,"99","1358",0,"","03/02/2011",2
"1.13.99.1367",1,13,"99","1367",0,"","03/02/2011",2
"1.13.99.1384",1,13,"99","1384",0,"","03/02/2011",2
"1.13.99.1437",1,13,"99","1437",0,"","03/02/2011",2
"1.13.99.1362",1,13,"99","1362",0,"","03/02/2011",2
"1.13.99.1356",1,13,"99","1356",0,"","03/02/2011",2
"1.13.99.1386",1,13,"99","1386",0,"","03/02/2011",2
"1.13.99.776",1,13,"99","776",0,"","03/02/2011",2
"1.13.99.724",1,13,"99","724",0,"","03/02/2011",2
"1.13.99.725",1,13,"99","725",0,"","03/02/2011",2
"1.13.99.770",1,13,"99","770",0,"","03/02/2011",2
"1.13.99.773",1,13,"99","773",0,"","03/02/2011",2
"1.13.99.711",1,13,"99","711",0,"","03/02/2011",2
"1.13.99.712",1,13,"99","712",0,"","03/02/2011",2
"1.13.99.715",1,13,"99","715",0,"","03/02/2011",2
"1.13.99.701",1,13,"99","701",0,"","03/02/2011",2
"1.13.99.693",1,13,"99","693",0,"","03/02/2011",2
"1.13.99.699",1,13,"99","699",0,"","03/02/2011",2
"1.13.99.727",1,13,"99","727",0,"","03/02/2011",2
"1.13.99.691",1,13,"99","691",0,"","03/02/2011",2
"1.13.99.692",1,13,"99","692",0,"","03/02/2011",2
"1.13.98.33",1,13,"98","33",0,"","03/03/2011",2
"1.13.95.674",1,13,"95","674",0,"","03/03/2011",2
"1.13.95.720",1,13,"95","720",0,"","03/03/2011",2
"1.13.95.730",1,13,"95","730",0,"","03/03/2011",2
"1.13.95.731",1,13,"95","731",0,"","03/03/2011",2
"1.13.95.737",1,13,"95","737",0,"","03/03/2011",2
"1.13.95.744",1,13,"95","744",0,"","03/03/2011",2
"1.13.95.775",1,13,"95","775",0,"","03/03/2011",2
"1.13.95.704",1,13,"95","704",0,"","03/03/2011",2
"1.13.95.780",1,13,"95","780",0,"","03/03/2011",2
"1.13.95.652",1,13,"95","652",0,"","03/03/2011",2
"1.13.95.644",1,13,"95","644",0,"","03/03/2011",2
"1.13.95.411",1,13,"95","411",0,"","03/03/2011",2
"1.13.95.723",1,13,"95","723",0,"","03/03/2011",2
"1.13.95.653",1,13,"95","653",0,"","03/03/2011",2
"1.13.95.654",1,13,"95","654",0,"","03/03/2011",2
"1.13.95.695",1,13,"95","695",0,"","03/03/2011",2
"1.13.95.790",1,13,"95","790",0,"","03/03/2011",2
"1.13.95.727",1,13,"95","727",0,"","03/03/2011",2
"1.13.95.726",1,13,"95","726",0,"","03/03/2011",2
"1.13.95.656",1,13,"95","656",0,"","03/03/2011",2
"1.13.95.725",1,13,"95","725",0,"","03/03/2011",2
"1.13.96.441",1,13,"96","441",0,"","03/03/2011",2
"1.13.96.442",1,13,"96","442",0,"","03/03/2011",2
"1.13.96.446",1,13,"96","446",0,"","03/03/2011",2
"1.13.96.421",1,13,"96","421",0,"","03/03/2011",2
"1.13.96.437",1,13,"96","437",0,"","03/03/2011",2
"1.13.96.465",1,13,"96","465",0,"","03/03/2011",2
"1.13.96.466",1,13,"96","466",0,"","03/03/2011",2
"1.13.96.176",1,13,"96","176",0,"","03/03/2011",2
"1.13.96.124",1,13,"96","124",0,"","03/03/2011",2
"1.13.96.83",1,13,"96","83",0,"","03/03/2011",2
"1.13.96.490",1,13,"96","490",0,"","03/03/2011",2
"1.13.96.485",1,13,"96","485",0,"","03/03/2011",2
"1.13.96.468",1,13,"96","468",0,"","03/03/2011",2
"1.13.96.479",1,13,"96","479",0,"","03/03/2011",2
"1.13.96.481",1,13,"96","481",0,"","03/03/2011",2
"1.13.96.471A",1,13,"96","471A",0,"","03/03/2011",2
"1.13.96.471",1,13,"96","471",0,"","03/03/2011",2
"1.13.96.470",1,13,"96","470",0,"","03/03/2011",2
"1.13.96.502",1,13,"96","502",0,"","03/03/2011",2
"1.13.99.408",1,13,"99","408",0,"","03/03/2011",2
"1.13.99.443",1,13,"99","443",0,"","03/03/2011",2
"1.13.99.145",1,13,"99","145",0,"","03/03/2011",2
"1.13.99.146",1,13,"99","146",0,"","03/03/2011",2
"1.13.99.687",1,13,"99","687",0,"","03/03/2011",2
"1.13.99.355",1,13,"99","355",0,"","03/03/2011",2
"1.13.99.400",1,13,"99","400",0,"","03/03/2011",2
"1.13.99.415",1,13,"99","415",0,"","03/03/2011",2
"1.13.99.52",1,13,"99","52",0,"","03/03/2011",2
"1.13.99.686",1,13,"99","686",0,"","03/03/2011",2
"1.13.99.424",1,13,"99","424",0,"","03/03/2011",2
"1.13.99.401",1,13,"99","401",0,"","03/03/2011",2
"1.13.99.441",1,13,"99","441",0,"","03/03/2011",2
"1.13.99.437",1,13,"99","437",0,"","03/03/2011",2
"1.13.99.372",1,13,"99","372",0,"","03/03/2011",2
"1.13.99.373",1,13,"99","373",0,"","03/03/2011",2
"1.13.99.455",1,13,"99","455",0,"","03/03/2011",2
"1.13.99.440",1,13,"99","440",0,"","03/03/2011",2
"1.13.99.450",1,13,"99","450",0,"","03/03/2011",2
"1.13.99.411",1,13,"99","411",0,"1","03/03/2011",2
"1.13.99.409",1,13,"99","409",0,"","03/03/2011",2
"1.13.99.387",1,13,"99","387",0,"","03/03/2011",2
"1.13.99.438",1,13,"99","438",0,"","03/03/2011",2
"1.13.99.1424",1,13,"99","1424",0,"","03/03/2011",2
"1.13.99.1425",1,13,"99","1425",0,"","03/03/2011",2
"1.13.99.1339",1,13,"99","1339",0,"","03/03/2011",2
"1.13.99.1169",1,13,"99","1169",0,"","03/03/2011",2
"1.13.99.1368",1,13,"99","1368",0,"","03/03/2011",2
"1.13.99.1524",1,13,"99","1524",0,"","03/03/2011",2
"1.13.99.1379",1,13,"99","1379",0,"","03/03/2011",2
"1.13.99.1429",1,13,"99","1429",0,"","03/03/2011",2
"1.13.99.1168",1,13,"99","1168",0,"","03/03/2011",2
"1.13.99.1506",1,13,"99","1506",0,"","03/03/2011",2
"1.13.99.1509",1,13,"99","1509",0,"","03/03/2011",2
"1.13.99.1525",1,13,"99","1525",0,"","03/03/2011",2
"1.13.99.1453",1,13,"99","1453",0,"","03/03/2011",2
"1.13.99.1387",1,13,"99","1387",0,"","03/03/2011",2
"1.13.99.1374",1,13,"99","1374",0,"","03/03/2011",2
"1.13.99.1355",1,13,"99","1355",0,"","03/03/2011",2
"1.13.99.1375",1,13,"99","1375",0,"","03/03/2011",2
"1.13.99.1403",1,13,"99","1403",0,"","03/03/2011",2
"1.13.99.1382",1,13,"99","1382",0,"","03/03/2011",2
"1.13.99.1381",1,13,"99","1381",0,"","03/03/2011",2
"1.13.99.1385",1,13,"99","1385",0,"","03/03/2011",2
"1.13.99.746",1,13,"99","746",0,"","03/03/2011",2
"1.13.99.730",1,13,"99","730",0,"","03/03/2011",2
"1.13.99.761",1,13,"99","761",0,"","03/03/2011",2
"1.13.99.808",1,13,"99","808",0,"","03/03/2011",2
"1.13.99.750",1,13,"99","750",0,"","03/03/2011",2
"1.13.99.755",1,13,"99","755",0,"","03/03/2011",2
"1.13.99.734",1,13,"99","734",0,"","03/03/2011",2
"1.13.99.751",1,13,"99","751",0,"","03/03/2011",2
"1.13.99.697",1,13,"99","697",0,"","03/03/2011",2
"1.13.99.748",1,13,"99","748",0,"","03/03/2011",2
"1.13.99.803",1,13,"99","803",0,"","03/03/2011",2
"1.13.99.804",1,13,"99","804",0,"","03/03/2011",2
"1.13.99.702",1,13,"99","702",0,"","03/03/2011",2
"1.13.99.721A",1,13,"99","721A",0,"","03/03/2011",2
"1.13.99.720",1,13,"99","720",0,"","03/03/2011",2
"1.13.99.717A",1,13,"99","717A",0,"","03/03/2011",2
"1.13.99.717",1,13,"99","717",0,"","03/03/2011",2
"1.13.99.718",1,13,"99","718",0,"","03/03/2011",2
"1.13.95.804",1,13,"95","804",0,"","03/04/2011",2
"1.13.95.776",1,13,"95","776",0,"","03/04/2011",2
"1.13.95.414",1,13,"95","414",0,"","03/04/2011",2
"1.13.95.722",1,13,"95","722",0,"","03/04/2011",2
"1.13.95.758",1,13,"95","758",0,"","03/04/2011",2
"1.13.95.799",1,13,"95","799",0,"","03/04/2011",2
"1.13.95.785",1,13,"95","785",0,"","03/04/2011",2
"1.13.95.788",1,13,"95","788",0,"","03/04/2011",2
"1.13.95.807",1,13,"95","807",0,"","03/04/2011",2
"1.13.95.786",1,13,"95","786",0,"","03/04/2011",2
"1.13.95.763",1,13,"95","763",0,"","03/04/2011",2
"1.13.95.805",1,13,"95","805",0,"","03/04/2011",2
"1.13.95.717",1,13,"95","717",0,"","03/04/2011",2
"1.13.95.789",1,13,"95","789",0,"","03/04/2011",2
"1.13.95.791",1,13,"95","791",0,"","03/04/2011",2
"1.13.95.812",1,13,"95","812",0,"","03/04/2011",2
"1.13.95.816",1,13,"95","816",0,"","03/04/2011",2
"1.13.99.454",1,13,"99","454",0,"","03/04/2011",2
"1.13.99.445",1,13,"99","445",0,"","03/04/2011",2
"1.13.99.460",1,13,"99","460",0,"","03/04/2011",2
"1.13.99.493",1,13,"99","493",0,"","03/04/2011",2
"1.13.99.497",1,13,"99","497",0,"","03/04/2011",2
"1.13.99.354",1,13,"99","354",0,"","03/04/2011",2
"1.13.99.511",1,13,"99","511",0,"","03/04/2011",2
"1.13.99.430",1,13,"99","430",0,"","03/04/2011",2
"1.13.99.434",1,13,"99","434",0,"","03/04/2011",2
"1.13.99.490",1,13,"99","490",0,"","03/04/2011",2
"1.13.99.452",1,13,"99","452",0,"","03/04/2011",2
"1.13.96.25",1,13,"96","25",0,"","03/02/2011",2
"1.13.96.50",1,13,"96","50",0,"","03/02/2011",2
"1.13.96.49",1,13,"96","49",0,"","03/02/2011",2
"1.13.96.56",1,13,"96","56",0,"","03/02/2011",2
"1.13.96.507",1,13,"96","507",0,"","03/04/2011",2
"1.13.96.510",1,13,"96","510",0,"","03/04/2011",2
"1.13.96.519",1,13,"96","519",0,"","03/04/2011",2
"1.13.96.586",1,13,"96","586",0,"","03/04/2011",2
"1.13.96.488",1,13,"96","488",0,"","03/04/2011",2
"1.13.96.483",1,13,"96","483",0,"","03/04/2011",2
"1.13.96.515",1,13,"96","515",0,"","03/04/2011",2
"1.13.96.540",1,13,"96","540",0,"","03/04/2011",2
"1.13.96.489",1,13,"96","489",0,"","03/04/2011",2
"1.13.96.484",1,13,"96","484",0,"","03/04/2011",2
"1.13.96.467",1,13,"96","467",0,"","03/04/2011",2
"1.13.96.154",1,13,"96","154",0,"","03/04/2011",2
"1.13.96.506",1,13,"96","506",0,"","03/04/2011",2
"1.13.96.505",1,13,"96","505",0,"","03/04/2011",2
"1.13.96.533",1,13,"96","533",0,"","03/04/2011",2
"1.13.96.528",1,13,"96","528",0,"","03/04/2011",2
"1.13.96.530",1,13,"96","530",0,"","03/04/2011",2
"1.13.96.585",1,13,"96","585",0,"","03/07/2011",2
"1.13.96.587",1,13,"96","587",0,"","03/07/2011",2
"1.13.96.566",1,13,"96","566",0,"","03/07/2011",2
"1.13.96.565",1,13,"96","565",0,"","03/07/2011",2
"1.13.96.590",1,13,"96","590",0,"","03/07/2011",2
"1.13.96.589",1,13,"96","589",0,"","03/07/2011",2
"1.13.96.595",1,13,"96","595",0,"","03/07/2011",2
"1.13.96.517",1,13,"96","517",0,"","03/07/2011",2
"1.13.96.596",1,13,"96","596",0,"","03/07/2011",2
"1.13.96.597",1,13,"96","597",0,"","03/07/2011",2
"1.13.96.598",1,13,"96","598",0,"","03/07/2011",2
"1.13.96.609",1,13,"96","609",0,"","03/07/2011",2
"1.13.96.564",1,13,"96","564",0,"","03/07/2011",2
"1.13.96.618",1,13,"96","618",0,"","03/07/2011",2
"1.13.96.581",1,13,"96","581",0,"","03/07/2011",2
"1.13.96.575",1,13,"96","575",0,"","03/07/2011",2
"1.13.96.159",1,13,"96","159",0,"","03/07/2011",2
"1.13.96.302",1,13,"96","302",0,"","03/07/2011",2
"1.13.95.793",1,13,"95","793",0,"","03/07/2011",2
"1.13.95.813",1,13,"95","813",0,"","03/07/2011",2
"1.13.95.809",1,13,"95","809",0,"","03/07/2011",2
"1.13.95.694",1,13,"95","694",0,"","03/07/2011",2
"1.13.95.783A",1,13,"95","783A",0,"","03/07/2011",2
"1.13.95.766",1,13,"95","766",0,"","03/07/2011",2
"1.13.95.796",1,13,"95","796",0,"","03/07/2011",2
"1.13.95.774A",1,13,"95","774A",0,"","03/07/2011",2
"1.13.95.801",1,13,"95","801",0,"","03/07/2011",2
"1.13.95.648",1,13,"95","648",0,"","03/07/2011",2
"1.13.95.470",1,13,"95","470",0,"","03/07/2011",2
"1.13.95.436",1,13,"95","436",0,"","03/07/2011",2
"1.13.99.1497",1,13,"99","1497",0,"","03/04/2011",2
"1.13.99.1343",1,13,"99","1343",0,"","03/04/2011",2
"1.13.99.1378",1,13,"99","1378",0,"","03/04/2011",2
"1.13.99.1557",1,13,"99","1557",0,"","03/04/2011",2
"1.13.99.1373",1,13,"99","1373",0,"","03/04/2011",2
"1.13.99.1420",1,13,"99","1420",0,"","03/04/2011",2
"1.13.99.1397",1,13,"99","1397",0,"","03/04/2011",2
"1.13.99.1494",1,13,"99","1494",0,"","03/04/2011",2
"1.13.99.1366",1,13,"99","1366",0,"","03/04/2011",2
"1.13.99.1492",1,13,"99","1492",0,"","03/04/2011",2
"1.13.99.1486",1,13,"99","1486",0,"","03/04/2011",2
"1.13.99.1507",1,13,"99","1507",0,"","03/04/2011",2
"1.13.99.1543",1,13,"99","1543",0,"","03/04/2011",2
"1.13.99.1550",1,13,"99","1550",0,"","03/04/2011",2
"1.13.99.783",1,13,"99","783",0,"","03/04/2011",2
"1.13.99.956",1,13,"99","956",0,"","03/04/2011",2
"1.13.99.960",1,13,"99","960",0,"","03/04/2011",2
"1.13.99.961",1,13,"99","961",0,"","03/04/2011",2
"1.13.99.810",1,13,"99","810",0,"","03/04/2011",2
"1.13.99.786",1,13,"99","786",0,"","03/04/2011",2
"1.13.99.782",1,13,"99","782",0,"","03/04/2011",2
"1.13.99.807",1,13,"99","807",0,"","03/04/2011",2
"1.13.99.792",1,13,"99","792",0,"","03/04/2011",2
"1.13.99.765",1,13,"99","765",0,"","03/04/2011",2
