"UNICODE","P","D","L","V","P_TRIAT","I_TRIAT","FECHA","CICLO"
"1.28.3.144",1,28,"3","144",0,"","05/18/09",1
"1.28.3.146",1,28,"3","146",0,"","05/18/09",1
"1.28.3.145",1,28,"3","145",0,"","05/18/09",1
"1.28.3.108",1,28,"3","108",0,"","05/18/09",1
"1.28.3.109",1,28,"3","109",0,"","05/18/09",1
"1.28.3.143",1,28,"3","143",0,"","05/18/09",1
"1.28.3.58",1,28,"3","58",0,"","05/20/09",1
"1.28.3.194",1,28,"3","194",0,"","05/20/09",1
"1.28.3.51",1,28,"3","51",0,"","05/20/09",1
"1.28.3.33",1,28,"3","33",0,"","05/21/09",1
"1.28.3.192",1,28,"3","192",0,"","05/21/09",1
"1.28.3.34",1,28,"3","34",0,"","05/21/09",1
"1.28.3.193",1,28,"3","193",0,"","05/21/09",1
"1.28.3.203",1,28,"3","203",0,"","05/21/09",1
"1.28.3.205",1,28,"3","205",0,"","05/21/09",1
"1.28.3.55",1,28,"3","55",0,"","05/21/09",1
"1.28.3.81",1,28,"3","81",0,"","05/21/09",1
"1.28.3.66",1,28,"3","66",0,"","05/21/09",1
"1.28.3.42",1,28,"3","42",0,"","05/21/09",1
"1.28.3.48",1,28,"3","48",0,"","05/21/09",1
"1.28.3.60",1,28,"3","60",0,"","05/21/09",1
"1.28.3.190",1,28,"3","190",0,"","05/21/09",1
"1.28.3.124",1,28,"3","124",0,"","05/21/09",1
"1.28.3.165",1,28,"3","165",0,"","05/21/09",1
"1.28.3.201",1,28,"3","201",0,"","05/22/09",1
"1.28.3.202",1,28,"3","202",0,"","05/22/09",1
"1.28.3.199",1,28,"3","199",0,"","05/22/09",1
"1.28.3.62",1,28,"3","62",0,"","05/22/09",1
"1.28.3.41",1,28,"3","41",0,"","05/22/09",1
"1.28.3.53",1,28,"3","53",0,"","05/22/09",1
"1.28.3.168",1,28,"3","168",0,"","05/22/09",1
"1.28.3.114",1,28,"3","114",0,"","05/22/09",1
"1.28.3.79",1,28,"3","79",0,"","05/22/09",1
"1.28.3.27",1,28,"3","27",0,"","05/22/09",1
"1.28.3.30",1,28,"3","30",0,"","05/22/09",1
"1.28.3.29",1,28,"3","29",0,"","05/22/09",1
"1.28.3.26",1,28,"3","26",0,"","05/22/09",1
"1.5.3.22",1,5,"3","22",0,"","05/21/09",1
"1.5.3.24A",1,5,"3","24A",0,"","05/21/09",1
"1.5.3.54",1,5,"3","54",0,"","05/21/09",1
"1.5.3.55",1,5,"3","55",0,"","05/21/09",1
"1.5.3.43",1,5,"3","43",0,"","05/21/09",1
"1.5.3.36",1,5,"3","36",0,"","05/21/09",1
"1.5.3.37",1,5,"3","37",0,"","05/21/09",1
"1.5.3.49",1,5,"3","49",0,"","05/21/09",1
"1.5.3.47",1,5,"3","47",0,"","05/21/09",1
"1.5.3.52",1,5,"3","52",0,"","05/21/09",1
"1.5.3.15",1,5,"3","15",0,"","05/21/09",1
"1.5.3.7",1,5,"3","7",0,"","05/21/09",1
"1.5.3.19",1,5,"3","19",0,"","05/21/09",1
"1.5.3.67",1,5,"3","67",0,"","05/21/09",1
"1.5.3.59",1,5,"3","59",0,"","05/21/09",1
"1.5.3.59A",1,5,"3","59A",0,"","05/21/09",1
"1.5.3.62",1,5,"3","62",0,"","05/21/09",1
"1.5.3.53",1,5,"3","53",0,"","05/21/09",1
"1.5.3.57",1,5,"3","57",0,"","05/21/09",1
"1.5.3.50",1,5,"3","50",0,"","05/21/09",1
"1.5.3.16",1,5,"3","16",0,"","05/22/09",1
"1.5.3.29A",1,5,"3","29A",0,"","05/22/09",1
"1.5.3.74",1,5,"3","74",0,"","05/22/09",1
"1.5.3.75",1,5,"3","75",0,"","05/22/09",1
"1.5.3.33",1,5,"3","33",0,"","05/22/09",1
"1.5.3.40",1,5,"3","40",0,"","05/22/09",1
"1.5.3.42",1,5,"3","42",0,"","05/22/09",1
"1.5.3.61",1,5,"3","61",0,"","05/22/09",1
"1.5.3.60",1,5,"3","60",0,"","05/22/09",1
"1.5.3.63",1,5,"3","63",0,"","05/22/09",1
"1.5.3.65",1,5,"3","65",0,"","05/22/09",1
"1.5.3.66",1,5,"3","66",0,"","05/22/09",1
"1.28.3.72",1,28,"3","72",0,"","05/25/09",1
"1.28.3.73",1,28,"3","73",0,"","05/25/09",1
"1.28.3.86",1,28,"3","86",0,"","05/25/09",1
"1.28.3.78",1,28,"3","78",0,"","05/25/09",1
"1.28.3.88",1,28,"3","88",0,"","05/25/09",1
"1.28.3.89",1,28,"3","89",0,"","05/25/09",1
"1.28.3.107",1,28,"3","107",0,"","05/25/09",1
"1.28.3.105",1,28,"3","105",0,"","05/25/09",1
"1.28.3.125",1,28,"3","125",0,"","05/25/09",1
"1.5.4.87",1,5,"4","87",0,"","05/25/09",1
"1.5.4.77",1,5,"4","77",0,"","05/25/09",1
"1.5.4.74",1,5,"4","74",0,"","05/25/09",1
"1.5.4.92",1,5,"4","92",0,"","05/25/09",1
"1.5.4.86",1,5,"4","86",0,"","05/25/09",1
"1.5.4.88",1,5,"4","88",0,"","05/25/09",1
"1.5.4.83",1,5,"4","83",0,"","05/25/09",1
"1.5.4.85",1,5,"4","85",0,"","05/25/09",1
"1.5.4.99",1,5,"4","99",0,"","05/25/09",1
"1.5.3.70",1,5,"3","70",0,"","05/25/09",1
"1.5.4.107",1,5,"4","107",2,"","05/26/09",1
"1.5.4.65",1,5,"4","65",0,"","05/26/09",1
"1.5.4.112",1,5,"4","112",0,"","05/26/09",1
"1.5.4.57",1,5,"4","57",0,"","05/26/09",1
"1.5.4.113",1,5,"4","113",0,"","05/26/09",1
"1.5.4.103",1,5,"4","103",0,"","05/26/09",1
"1.5.4.104",1,5,"4","104",0,"","05/26/09",1
"1.5.4.105",1,5,"4","105",0,"","05/26/09",1
"1.5.4.67",1,5,"4","67",0,"","05/26/09",1
"1.5.4.61",1,5,"4","61",0,"","05/26/09",1
"1.5.4.109",1,5,"4","109",0,"","05/26/09",1
"1.5.4.102",1,5,"4","102",0,"","05/26/09",1
"1.5.4.56",1,5,"4","56",0,"","05/26/09",1
"1.5.4.106",1,5,"4","106",0,"","05/27/09",1
"1.5.4.117",1,5,"4","117",0,"","05/27/09",1
"1.5.4.75",1,5,"4","75",0,"","05/27/09",1
"1.5.4.114",1,5,"4","114",0,"","05/27/09",1
"1.5.4.101",1,5,"4","101",0,"","05/28/09",1
"1.5.4.63",1,5,"4","63",0,"","05/28/09",1
"1.5.4.58",1,5,"4","58",0,"","05/28/09",1
"1.5.4.127",1,5,"4","127",0,"","05/29/09",1
"1.5.4.43",1,5,"4","43",0,"","05/29/09",1
"1.12.1.9",1,12,"1","9",0,"","05/25/09",1
"1.12.1.10",1,12,"1","10",0,"","05/25/09",1
"1.12.1.11",1,12,"1","11",0,"","05/25/09",1
"1.12.1.21",1,12,"1","21",0,"","05/25/09",1
"1.12.1.110",1,12,"1","110",0,"2","05/26/09",1
"1.12.1.37",1,12,"1","37",0,"","05/26/09",1
"1.12.1.33",1,12,"1","33",0,"","05/26/09",1
"1.12.1.44",1,12,"1","44",0,"","05/26/09",1
"1.12.1.45",1,12,"1","45",0,"","05/26/09",1
"1.12.1.122",1,12,"1","122",0,"","05/28/09",1
"1.12.1.113",1,12,"1","113",0,"","05/28/09",1
"1.12.1.90",1,12,"1","90",0,"","05/28/09",1
"1.12.1.89",1,12,"1","89",0,"","05/28/09",1
"1.12.1.88",1,12,"1","88",0,"","05/28/09",1
"1.12.1.80",1,12,"1","80",0,"","05/28/09",1
"1.12.1.121",1,12,"1","121",20,"2","05/28/09",1
"1.12.1.77",1,12,"1","77",0,"","05/28/09",1
"1.12.1.76",1,12,"1","76",0,"","05/28/09",1
"1.12.1.73",1,12,"1","73",0,"","05/28/09",1
"1.12.1.75",1,12,"1","75",0,"","05/28/09",1
"1.28.5.28",1,28,"5","28",0,"","05/26/09",1
"1.28.5.29",1,28,"5","29",0,"","05/26/09",1
"1.28.5.21",1,28,"5","21",0,"","05/26/09",1
"1.28.5.27",1,28,"5","27",0,"","05/26/09",1
"1.28.5.34",1,28,"5","34",0,"","05/26/09",1
"1.28.5.135",1,28,"5","135",0,"","05/27/09",1
"1.28.5.126",1,28,"5","126",0,"","05/27/09",1
"1.28.5.127",1,28,"5","127",0,"","05/27/09",1
"1.28.5.51",1,28,"5","51",0,"","05/27/09",1
"1.28.5.119",1,28,"5","119",0,"","05/27/09",1
"1.28.5.44",1,28,"5","44",0,"","05/27/09",1
"1.28.5.125",1,28,"5","125",0,"","05/27/09",1
"1.28.5.57",1,28,"5","57",0,"","05/27/09",1
"1.28.5.113",1,28,"5","113",0,"","05/29/09",1
"1.28.5.77",1,28,"5","77",0,"","05/29/09",1
"1.28.5.102",1,28,"5","102",0,"","05/29/09",1
"1.28.5.33",1,28,"5","33",0,"","05/29/09",1
"1.5.4.42",1,5,"4","42",0,"","06/01/2009",1
"1.5.4.34",1,5,"4","34",0,"","06/01/2009",1
"1.5.4.33",1,5,"4","33",0,"","06/01/2009",1
"1.5.4.134",1,5,"4","134",0,"","06/01/2009",1
"1.5.4.139",1,5,"4","139",0,"","06/01/2009",1
"1.5.4.138",1,5,"4","138",0,"","06/01/2009",1
"1.5.4.137",1,5,"4","137",0,"","06/01/2009",1
"1.5.4.29",1,5,"4","29",0,"","06/03/2009",1
"1.5.4.26",1,5,"4","26",0,"","06/03/2009",1
"1.5.4.136",1,5,"4","136",0,"","06/03/2009",1
"1.5.4.23",1,5,"4","23",0,"","06/03/2009",1
"1.5.4.18",1,5,"4","18",0,"","06/03/2009",1
"1.5.4.17",1,5,"4","17",0,"","06/03/2009",1
"1.5.4.156",1,5,"4","156",0,"","06/04/2009",1
"1.5.4.154",1,5,"4","154",0,"","06/04/2009",1
"1.5.4.151",1,5,"4","151",0,"","06/04/2009",1
"1.5.4.95",1,5,"4","95",0,"","06/04/2009",1
"1.5.4.93",1,5,"4","93",0,"","06/04/2009",1
"1.5.4.62",1,5,"4","62",0,"","06/04/2009",1
"1.5.4.96",1,5,"4","96",0,"","06/04/2009",1
"1.5.4.78",1,5,"4","78",0,"","06/04/2009",1
"1.5.4.153",1,5,"4","153",0,"","06/08/2009",1
"1.5.4.16",1,5,"4","16",0,"","06/08/2009",1
"1.5.4.141",1,5,"4","141",0,"","06/08/2009",1
"1.28.5.61",1,28,"5","61",0,"","06/02/2009",1
"1.28.5.66",1,28,"5","66",0,"","06/02/2009",1
"1.28.5.104",1,28,"5","104",0,"","06/02/2009",1
"1.28.5.73",1,28,"5","73",0,"","06/02/2009",1
"1.28.5.47",1,28,"5","47",0,"","06/02/2009",1
"1.28.5.24",1,28,"5","24",0,"","06/02/2009",1
"1.12.7.83",1,12,"7","83",2,"","06/04/2009",1
"1.12.7.102",1,12,"7","102",0,"","06/04/2009",1
"1.12.7.99",1,12,"7","99",0,"","06/04/2009",1
"1.12.7.104",1,12,"7","104",0,"","06/04/2009",1
"1.12.7.137A",1,12,"7","137A",0,"","06/08/2009",1
"1.12.7.82",1,12,"7","82",0,"","06/08/2009",1
"1.12.7.103",1,12,"7","103",0,"","06/08/2009",1
"1.12.7.54",1,12,"7","54",0,"","06/08/2009",1
"1.12.7.16",1,12,"7","16",0,"","06/08/2009",1
"1.12.7.127",1,12,"7","127",0,"","06/09/2009",1
"1.12.7.15",1,12,"7","15",0,"","06/09/2009",1
"1.12.7.28",1,12,"7","28",0,"","06/09/2009",1
"1.12.7.27",1,12,"7","27",0,"","06/09/2009",1
"1.5.7.21",1,5,"7","21",0,"","06/08/2009",1
"1.5.7.6",1,5,"7","6",0,"","06/08/2009",1
"1.5.7.28",1,5,"7","28",0,"","06/08/2009",1
"1.5.7.11",1,5,"7","11",0,"","06/08/2009",1
"1.5.7.12",1,5,"7","12",0,"","06/08/2009",1
"1.5.7.5",1,5,"7","5",0,"","06/08/2009",1
"1.5.7.20",1,5,"7","20",0,"","06/08/2009",1
"1.5.7.39A",1,5,"7","39A",0,"","06/09/2009",1
"1.5.7.32",1,5,"7","32",0,"","06/09/2009",1
"1.5.7.26",1,5,"7","26",0,"","06/09/2009",1
"1.5.7.16",1,5,"7","16",0,"","06/09/2009",1
"1.5.7.51",1,5,"7","51",0,"","06/09/2009",1
"1.5.7.53",1,5,"7","53",0,"","06/09/2009",1
"1.5.7.55",1,5,"7","55",0,"","06/09/2009",1
"1.5.7.56",1,5,"7","56",0,"","06/09/2009",1
"1.5.7.18",1,5,"7","18",0,"","06/09/2009",1
"1.5.7.27",1,5,"7","27",0,"","06/09/2009",1
"1.5.7.52",1,5,"7","52",0,"","06/09/2009",1
"1.5.7.47",1,5,"7","47",0,"","06/09/2009",1
"1.5.7.45",1,5,"7","45",0,"","06/09/2009",1
"1.12.7.37",1,12,"7","37",0,"","06/10/2009",1
"1.12.7.66",1,12,"7","66",0,"","06/10/2009",1
"1.12.7.76",1,12,"7","76",0,"","06/10/2009",1
"1.12.7.128",1,12,"7","128",0,"","06/10/2009",1
"1.12.7.123",1,12,"7","123",0,"","06/10/2009",1
"1.12.7.29",1,12,"7","29",0,"","06/10/2009",1
"1.12.7.30",1,12,"7","30",0,"","06/10/2009",1
"1.12.7.31",1,12,"7","31",0,"","06/10/2009",1
"1.12.7.32",1,12,"7","32",0,"","06/10/2009",1
"1.12.7.53",1,12,"7","53",0,"","06/11/2009",1
"1.12.7.57",1,12,"7","57",0,"","06/11/2009",1
"1.12.7.59",1,12,"7","59",0,"","06/11/2009",1
"1.12.7.62",1,12,"7","62",0,"","06/11/2009",1
"1.12.7.52",1,12,"7","52",0,"","06/11/2009",1
"1.12.7.48",1,12,"7","48",0,"","06/11/2009",1
"1.12.7.49",1,12,"7","49",0,"","06/11/2009",1
"1.12.7.140",1,12,"7","140",0,"","06/11/2009",1
"1.5.7.50",1,5,"7","50",0,"","06/10/2009",1
"1.5.7.40",1,5,"7","40",0,"","06/10/2009",1
"1.5.7.67",1,5,"7","67",0,"","06/10/2009",1
"1.5.7.95",1,5,"7","95",0,"","06/10/2009",1
"1.5.7.82",1,5,"7","82",0,"","06/10/2009",1
"1.5.7.83",1,5,"7","83",0,"","06/10/2009",1
"1.5.7.84",1,5,"7","84",0,"","06/11/2009",1
"1.5.7.103",1,5,"7","103",0,"","06/11/2009",1
"1.12.1.18",1,12,"1","18",0,"","06/02/2009",1
"1.12.1.102",1,12,"1","102",0,"","06/02/2009",1
"1.12.1.103",1,12,"1","103",0,"","06/02/2009",1
"1.12.1.104",1,12,"1","104",0,"","06/02/2009",1
"1.12.1.105",1,12,"1","105",0,"","06/02/2009",1
"1.12.1.19",1,12,"1","19",0,"","06/02/2009",1
"1.12.1.20",1,12,"1","20",0,"","06/02/2009",1
"1.12.1.124",1,12,"1","124",0,"","06/02/2009",1
"1.12.1.100",1,12,"1","100",0,"","06/02/2009",1
"1.12.1.101",1,12,"1","101",0,"","06/02/2009",1
"1.12.1.48",1,12,"1","48",0,"","06/02/2009",1
"1.12.1.49",1,12,"1","49",0,"","06/02/2009",1
"1.12.1.50",1,12,"1","50",0,"","06/02/2009",1
"1.12.1.51",1,12,"1","51",0,"","06/02/2009",1
"1.12.1.52",1,12,"1","52",0,"","06/02/2009",1
"1.12.1.53",1,12,"1","53",0,"","06/02/2009",1
"1.12.1.57",1,12,"1","57",0,"","06/02/2009",1
"1.12.1.61",1,12,"1","61",0,"","06/02/2009",1
"1.12.1.59",1,12,"1","59",0,"","06/02/2009",1
"1.12.1.99",1,12,"1","99",0,"","06/03/2009",1
"1.12.1.87",1,12,"1","87",0,"","06/03/2009",1
"1.12.1.111",1,12,"1","111",0,"","06/03/2009",1
"1.12.1.16",1,12,"1","16",0,"","06/03/2009",1
"1.12.1.107",1,12,"1","107",0,"","06/03/2009",1
"1.12.1.109",1,12,"1","109",0,"","06/04/2009",1
"1.12.1.123",1,12,"1","123",0,"1","06/04/2009",1
"1.12.2.4",1,12,"2","4",0,"","06/03/2009",1
"1.12.2.9",1,12,"2","9",0,"3","06/03/2009",1
"1.12.2.10",1,12,"2","10",0,"","06/03/2009",1
"1.12.2.17",1,12,"2","17",0,"","06/03/2009",1
"1.12.2.7",1,12,"2","7",0,"","06/04/2009",1
"1.12.2.14",1,12,"2","14",0,"","06/04/2009",1
"1.12.2.20",1,12,"2","20",0,"","06/04/2009",1
"1.12.4.45",1,12,"4","45",0,"","06/04/2009",1
"1.12.4.34",1,12,"4","34",0,"","06/04/2009",1
"1.12.4.42",1,12,"4","42",0,"","06/04/2009",1
"1.12.4.18",1,12,"4","18",0,"","06/04/2009",1
"1.12.4.19",1,12,"4","19",0,"","06/04/2009",1
"1.12.4.5",1,12,"4","5",0,"","06/04/2009",1
"1.12.4.2",1,12,"4","2",0,"","06/04/2009",1
"1.12.4.12",1,12,"4","12",0,"","06/04/2009",1
"1.12.4.13",1,12,"4","13",0,"","06/04/2009",1
"1.12.4.46",1,12,"4","46",0,"","06/04/2009",1
"1.12.4.44",1,12,"4","44",0,"","06/04/2009",1
"1.12.4.15",1,12,"4","15",0,"","06/04/2009",1
"1.12.4.31",1,12,"4","31",0,"","06/04/2009",1
"1.12.4.32",1,12,"4","32",0,"","06/04/2009",1
"1.12.4.33",1,12,"4","33",0,"","06/04/2009",1
"1.12.4.14",1,12,"4","14",0,"","06/04/2009",1
"1.12.7.72",1,12,"7","72",0,"","06/12/2009",1
"1.12.6.64",1,12,"6","64",0,"","06/12/2009",1
"1.12.6.60",1,12,"6","60",0,"","06/12/2009",1
"1.12.6.27",1,12,"6","27",0,"","06/12/2009",1
"1.12.6.28",1,12,"6","28",0,"","06/12/2009",1
"1.5.7.66",1,5,"7","66",0,"","06/12/2009",1
"1.5.7.69",1,5,"7","69",0,"","06/12/2009",1
"1.5.7.115",1,5,"7","115",0,"","06/12/2009",1
"1.5.7.43",1,5,"7","43",0,"","06/12/2009",1
"1.5.7.134",1,5,"7","134",0,"","06/12/2009",1
"1.5.7.129A",1,5,"7","129A",0,"","06/12/2009",1
"1.5.7.77A",1,5,"7","77A",0,"","06/12/2009",1
"1.5.7.30",1,5,"7","30",0,"","06/12/2009",1
"1.5.7.88",1,5,"7","88",0,"","06/12/2009",1
"1.5.7.33",1,5,"7","33",0,"","06/12/2009",1
"1.5.7.34",1,5,"7","34",0,"","06/12/2009",1
"1.5.7.135",1,5,"7","135",0,"","06/12/2009",1
"1.5.7.136",1,5,"7","136",0,"","06/12/2009",1
"1.12.1.133",1,12,"1","133",0,"","06/08/2009",1
"1.12.1.136",1,12,"1","136",0,"","06/08/2009",1
"1.12.1.2",1,12,"1","2",0,"","06/09/2009",1
"1.12.1.153",1,12,"1","153",0,"4","06/10/2009",1
"1.12.1.155",1,12,"1","155",0,"","06/10/2009",1
"1.12.1.1",1,12,"1","1",0,"","06/10/2009",1
"1.12.1.143",1,12,"1","143",0,"","06/10/2009",1
"1.12.1.145",1,12,"1","145",0,"","06/10/2009",1
"1.12.1.146",1,12,"1","146",0,"","06/10/2009",1
"1.12.1.13",1,12,"1","13",0,"","06/11/2009",1
"1.12.2.24",1,12,"2","24",0,"","06/08/2009",1
"1.12.2.25",1,12,"2","25",0,"","06/08/2009",1
"1.12.2.33",1,12,"2","33",0,"","06/08/2009",1
"1.12.2.34",1,12,"2","34",0,"","06/08/2009",1
"1.12.4.36",1,12,"4","36",0,"1","06/08/2009",1
"1.12.4.21",1,12,"4","21",0,"","06/08/2009",1
"1.12.4.74",1,12,"4","74",0,"","06/08/2009",1
"1.12.4.11",1,12,"4","11",0,"","06/08/2009",1
"1.12.4.4",1,12,"4","4",0,"","06/08/2009",1
"1.12.4.40",1,12,"4","40",0,"","06/08/2009",1
"1.12.4.25",1,12,"4","25",0,"","06/08/2009",1
"1.12.4.23",1,12,"4","23",0,"","06/08/2009",1
"1.12.4.120",1,12,"4","120",0,"","06/09/2009",1
"1.12.4.126",1,12,"4","126",0,"9","06/09/2009",1
"1.12.4.58",1,12,"4","58",0,"","06/09/2009",1
"1.12.4.59",1,12,"4","59",0,"","06/09/2009",1
"1.12.4.118",1,12,"4","118",0,"","06/09/2009",1
"1.12.4.119",1,12,"4","119",0,"","06/09/2009",1
"1.12.4.127",1,12,"4","127",0,"","06/09/2009",1
"1.12.4.79",1,12,"4","79",0,"","06/09/2009",1
"1.12.4.85",1,12,"4","85",0,"","06/09/2009",1
"1.12.4.86",1,12,"4","86",0,"","06/09/2009",1
"1.12.4.87",1,12,"4","87",0,"","06/09/2009",1
"1.12.4.6",1,12,"4","6",0,"","06/09/2009",1
"1.12.4.57",1,12,"4","57",0,"","06/09/2009",1
"1.12.4.35",1,12,"4","35",0,"","06/09/2009",1
"1.12.4.10",1,12,"4","10",0,"","06/09/2009",1
"1.12.4.75",1,12,"4","75",0,"","06/09/2009",1
"1.12.4.176",1,12,"4","176",0,"","06/10/2009",1
"1.12.4.177",1,12,"4","177",0,"","06/10/2009",1
"1.12.4.150",1,12,"4","150",0,"","06/10/2009",1
"1.12.4.149",1,12,"4","149",0,"","06/10/2009",1
"1.12.4.163",1,12,"4","163",0,"","06/10/2009",1
"1.12.4.146",1,12,"4","146",0,"","06/10/2009",1
"1.12.4.147",1,12,"4","147",0,"","06/10/2009",1
"1.12.4.175",1,12,"4","175",0,"","06/10/2009",1
"1.12.4.171",1,12,"4","171",0,"","06/10/2009",1
"1.12.4.173",1,12,"4","173",0,"","06/10/2009",1
"1.12.4.172",1,12,"4","172",0,"","06/10/2009",1
"1.12.4.216",1,12,"4","216",0,"","06/10/2009",1
"1.12.4.208",1,12,"4","208",0,"","06/10/2009",1
"1.12.4.189",1,12,"4","189",0,"","06/10/2009",1
"1.12.4.193",1,12,"4","193",0,"","06/10/2009",1
"1.12.4.201",1,12,"4","201",0,"","06/10/2009",1
"1.12.4.200",1,12,"4","200",0,"","06/10/2009",1
"1.12.4.107",1,12,"4","107",0,"","06/10/2009",1
"1.12.4.222",1,12,"4","222",0,"","06/11/2009",1
"1.12.4.184",1,12,"4","184",0,"","06/11/2009",1
"1.12.4.182",1,12,"4","182",0,"","06/11/2009",1
"1.12.4.183",1,12,"4","183",0,"","06/11/2009",1
"1.12.4.219",1,12,"4","219",0,"","06/11/2009",1
"1.12.4.227",1,12,"4","227",0,"","06/11/2009",1
"1.12.4.228",1,12,"4","228",0,"","06/11/2009",1
"1.12.4.195",1,12,"4","195",0,"","06/11/2009",1
"1.12.4.196",1,12,"4","196",0,"","06/11/2009",1
"1.12.4.197",1,12,"4","197",0,"","06/11/2009",1
"1.12.4.206",1,12,"4","206",0,"","06/11/2009",1
"1.12.4.180",1,12,"4","180",0,"","06/11/2009",1
"1.12.4.229",1,12,"4","229",0,"","06/11/2009",1
"1.12.4.178",1,12,"4","178",0,"","06/11/2009",1
"1.12.4.212",1,12,"4","212",0,"","06/11/2009",1
"1.12.4.168",1,12,"4","168",0,"","06/12/2009",1
"1.12.4.221",1,12,"4","221",0,"","06/12/2009",1
"1.12.4.202",1,12,"4","202",0,"","06/12/2009",1
"1.12.4.218",1,12,"4","218",0,"","06/12/2009",1
"1.12.4.209",1,12,"4","209",0,"","06/12/2009",1
"1.12.4.161",1,12,"4","161",0,"","06/12/2009",1
"1.12.4.162",1,12,"4","162",0,"","06/12/2009",1
"1.12.4.148",1,12,"4","148",0,"","06/12/2009",1
"1.12.4.225",1,12,"4","225",0,"","06/12/2009",1
"1.12.4.17",1,12,"4","17",0,"","06/12/2009",1
"1.12.4.15A",1,12,"4","15A",0,"","06/12/2009",1
"1.12.4.22",1,12,"4","22",0,"","06/12/2009",1
"1.12.3.15",1,12,"3","15",0,"","06/12/2009",1
"1.12.3.18",1,12,"3","18",0,"","06/12/2009",1
"1.12.3.17",1,12,"3","17",0,"","06/12/2009",1
"1.12.6.35",1,12,"6","35",0,"","06/15/09",1
"1.12.6.34",1,12,"6","34",0,"","06/15/09",1
"1.12.6.33",1,12,"6","33",0,"","06/15/09",1
"1.12.6.32",1,12,"6","32",0,"","06/15/09",1
"1.12.6.23",1,12,"6","23",0,"","06/15/09",1
"1.12.6.10",1,12,"6","10",0,"","06/15/09",1
"1.12.6.11",1,12,"6","11",0,"","06/15/09",1
"1.12.6.1",1,12,"6","1",0,"","06/15/09",1
"1.12.6.7",1,12,"6","7",0,"","06/15/09",1
"1.12.6.5",1,12,"6","5",0,"","06/15/09",1
"1.12.6.22",1,12,"6","22",0,"","06/15/09",1
"1.12.6.19",1,12,"6","19",0,"","06/15/09",1
"1.12.6.20",1,12,"6","20",0,"","06/15/09",1
"1.12.6.16",1,12,"6","16",0,"","06/15/09",1
"1.12.6.25",1,12,"6","25",0,"","06/15/09",1
"1.12.6.40",1,12,"6","40",0,"","06/15/09",1
"1.12.6.41",1,12,"6","41",0,"","06/15/09",1
"1.12.6.58",1,12,"6","58",0,"","06/15/09",1
"1.12.6.37",1,12,"6","37",0,"","06/15/09",1
"1.12.6.44",1,12,"6","44",0,"","06/15/09",1
"1.12.6.2",1,12,"6","2",0,"","06/15/09",1
"1.12.6.9",1,12,"6","9",0,"","06/15/09",1
"1.12.6.9A",1,12,"6","9A",0,"","06/15/09",1
"1.12.6.3",1,12,"6","3",0,"","06/15/09",1
"1.5.7.179",1,5,"7","179",0,"","06/15/09",1
"1.5.7.152",1,5,"7","152",0,"","06/15/09",1
"1.5.7.96",1,5,"7","96",0,"","06/15/09",1
"1.5.7.159",1,5,"7","159",0,"","06/15/09",1
"1.5.7.79",1,5,"7","79",0,"","06/15/09",1
"1.5.7.165A",1,5,"7","165A",0,"","06/15/09",1
"1.5.7.180",1,5,"7","180",0,"","06/15/09",1
"1.5.7.78",1,5,"7","78",0,"","06/15/09",1
"1.5.7.165",1,5,"7","165",0,"","06/15/09",1
"1.5.7.155",1,5,"7","155",0,"","06/15/09",1
"1.12.4.169",1,12,"4","169",0,"","06/15/09",1
"1.12.4.170",1,12,"4","170",0,"","06/15/09",1
"1.12.4.164",1,12,"4","164",0,"","06/15/09",1
"1.12.4.158",1,12,"4","158",0,"","06/15/09",1
"1.12.3.120",1,12,"3","120",0,"","06/15/09",1
"1.12.3.123",1,12,"3","123",0,"","06/15/09",1
"1.12.3.5",1,12,"3","5",0,"","06/15/09",1
"1.12.3.11",1,12,"3","11",0,"","06/15/09",1
"1.12.3.10",1,12,"3","10",0,"","06/15/09",1
"1.12.3.13",1,12,"3","13",0,"","06/15/09",1
"1.12.3.14",1,12,"3","14",0,"","06/15/09",1
"1.12.3.6",1,12,"3","6",0,"","06/15/09",1
"1.12.3.8",1,12,"3","8",0,"","06/15/09",1
"1.12.3.9",1,12,"3","9",0,"","06/15/09",1
"1.12.3.12",1,12,"3","12",0,"","06/15/09",1
"1.12.3.130",1,12,"3","130",0,"","06/15/09",1
"1.5.7.68",1,5,"7","68",0,"","06/16/09",1
"1.5.7.91",1,5,"7","91",0,"","06/16/09",1
"1.5.7.163",1,5,"7","163",0,"","06/16/09",1
"1.5.7.154",1,5,"7","154",0,"","06/16/09",1
"1.5.7.144",1,5,"7","144",0,"","06/16/09",1
"1.5.7.142",1,5,"7","142",0,"","06/16/09",1
"1.5.7.149",1,5,"7","149",0,"","06/16/09",1
"1.5.7.145",1,5,"7","145",0,"","06/16/09",1
"1.5.7.189",1,5,"7","189",0,"","06/16/09",1
"1.5.7.188",1,5,"7","188",0,"","06/16/09",1
"1.5.4.2",1,5,"4","2",0,"","06/16/09",1
"1.12.3.118",1,12,"3","118",0,"","06/16/09",1
"1.12.3.124",1,12,"3","124",0,"","06/16/09",1
"1.12.3.119",1,12,"3","119",0,"","06/16/09",1
"1.12.3.126",1,12,"3","126",0,"","06/16/09",1
"1.12.3.125",1,12,"3","125",0,"","06/16/09",1
"1.12.3.20",1,12,"3","20",0,"","06/16/09",1
"1.12.3.16",1,12,"3","16",0,"","06/16/09",1
